#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
106896at50557_34720_0:0025d6|STRG.6234.2:864-2300|+     -            479 106896at50557        -             70   1.8e-34  116.3   4.0   1   1   5.8e-36   1.8e-34  116.3   4.0    12    70   384   443   377   443 0.93 -
66842at50557_286706_0:0023e2|STRG.5990.1:1073-1651|+    -            193 106896at50557        -             70   7.3e-09   34.3  26.8   2   5   0.00032      0.01   14.6   1.7    19    68    30    79    27    81 0.84 -
66842at50557_286706_0:0023e2|STRG.5990.1:1073-1651|+    -            193 106896at50557        -             70   7.3e-09   34.3  26.8   3   5    0.0043      0.14   11.0   0.2     4    44    72   111    70   116 0.80 -
66842at50557_286706_0:0023e2|STRG.5990.1:1073-1651|+    -            193 106896at50557        -             70   7.3e-09   34.3  26.8   4   5   0.00017    0.0053   15.5   5.1    16    68   113   164   109   166 0.89 -
66842at50557_286706_0:0023e2|STRG.5990.1:1073-1651|+    -            193 106896at50557        -             70   7.3e-09   34.3  26.8   5   5      0.57        18    4.2   0.1    16    33   168   185   155   192 0.67 -
39871at50557_1155016_0:0008ce|STRG.19776.3:1533-1751|+  -             73 106896at50557        -             70   8.7e-09   34.1   1.3   1   1     4e-10   1.3e-08   33.5   0.1    23    68     1    46     1    48 0.95 -
106896at50557_1049336_0:0046e6|STRG.9341.1:3333-3839|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   1   4   6.6e-08   2.1e-06   26.4   2.9    21    69     7    56     3    59 0.92 -
106896at50557_1049336_0:0046e6|STRG.9341.1:3333-3839|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   2   4      0.24       7.5    5.4   0.0    45    69    82   106    78   107 0.88 -
106896at50557_1049336_0:0046e6|STRG.9341.1:3333-3839|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   3   4     0.034       1.1    8.1   0.2    48    69   119   140   112   141 0.87 -
106896at50557_1049336_0:0046e6|STRG.9341.1:3333-3839|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   4   4     0.077       2.5    7.0   4.6    22    60   121   157   119   166 0.86 -
106896at50557_1049336_0:0046e6|STRG.9341.2:3321-3827|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   1   4   6.6e-08   2.1e-06   26.4   2.9    21    69     7    56     3    59 0.92 -
106896at50557_1049336_0:0046e6|STRG.9341.2:3321-3827|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   2   4      0.24       7.5    5.4   0.0    45    69    82   106    78   107 0.88 -
106896at50557_1049336_0:0046e6|STRG.9341.2:3321-3827|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   3   4     0.034       1.1    8.1   0.2    48    69   119   140   112   141 0.87 -
106896at50557_1049336_0:0046e6|STRG.9341.2:3321-3827|+  -            169 106896at50557        -             70   1.4e-08   33.4  17.2   4   4     0.077       2.5    7.0   4.6    22    60   121   157   119   166 0.86 -
57812at50557_139723_0:0023b3|STRG.12004.1:783-1259|+    -            159 106896at50557        -             70   1.6e-08   33.2  27.8   1   4   0.00067     0.021   13.6   4.5    23    67     2    46     1    49 0.94 -
57812at50557_139723_0:0023b3|STRG.12004.1:783-1259|+    -            159 106896at50557        -             70   1.6e-08   33.2  27.8   2   4    0.0081      0.26   10.1   0.6    16    39    52    75    45    76 0.80 -
57812at50557_139723_0:0023b3|STRG.12004.1:783-1259|+    -            159 106896at50557        -             70   1.6e-08   33.2  27.8   3   4   1.2e-05    0.0004   19.1   4.8    10    68    74   132    72   134 0.90 -
57812at50557_139723_0:0023b3|STRG.12004.1:783-1259|+    -            159 106896at50557        -             70   1.6e-08   33.2  27.8   4   4    0.0055      0.18   10.7   4.0    19    67   111   159   105   159 0.90 -
19336at50557_67767_0:002e7c|STRG.9526.1:1248-1472|+     -             75 106896at50557        -             70   5.3e-08   31.5   3.0   1   2   5.8e-08   1.9e-06   26.6   0.4    23    69     1    47     1    48 0.90 -
19336at50557_67767_0:002e7c|STRG.9526.1:1248-1472|+     -             75 106896at50557        -             70   5.3e-08   31.5   3.0   2   2       0.2       6.5    5.7   0.1    19    35    53    69    48    75 0.69 -
19336at50557_67767_0:002e7c|STRG.9526.2:1248-1472|+     -             75 106896at50557        -             70   5.3e-08   31.5   3.0   1   2   5.8e-08   1.9e-06   26.6   0.4    23    69     1    47     1    48 0.90 -
19336at50557_67767_0:002e7c|STRG.9526.2:1248-1472|+     -             75 106896at50557        -             70   5.3e-08   31.5   3.0   2   2       0.2       6.5    5.7   0.1    19    35    53    69    48    75 0.69 -
39871at50557_74873_0:00210c|STRG.14572.4:1176-1436|+    -             87 106896at50557        -             70   5.9e-08   31.4  13.6   1   2     3e-06   9.4e-05   21.1   3.8    17    68     5    56     1    58 0.90 -
39871at50557_74873_0:00210c|STRG.14572.4:1176-1436|+    -             87 106896at50557        -             70   5.9e-08   31.4  13.6   2   2   2.4e-06   7.6e-05   21.4   2.2    18    70    34    86    31    86 0.92 -
57812at50557_286306_0:00000f|STRG.10452.1:39-182|-      -             48 106896at50557        -             70   4.5e-07   28.6   2.2   1   1   1.5e-08   4.8e-07   28.5   2.2    22    68     2    48     1    48 0.98 -
45419at50557_51655_0:002e4f|STRG.19968.1:1148-1405|+    -             86 106896at50557        -             70   6.4e-07   28.1   8.5   1   2   0.00095      0.03   13.1   3.6    19    68     8    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.19968.1:1148-1405|+    -             86 106896at50557        -             70   6.4e-07   28.1   8.5   2   2   2.7e-05   0.00085   18.1   0.2    16    41    61    86    58    86 0.95 -
45419at50557_51655_0:002e4f|STRG.19968.2:180-437|+      -             86 106896at50557        -             70   6.4e-07   28.1   8.5   1   2   0.00095      0.03   13.1   3.6    19    68     8    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.19968.2:180-437|+      -             86 106896at50557        -             70   6.4e-07   28.1   8.5   2   2   2.7e-05   0.00085   18.1   0.2    16    41    61    86    58    86 0.95 -
39871at50557_1155016_0:0008ce|STRG.6071.1:781-1068|+    -             96 106896at50557        -             70   9.3e-07   27.6  16.4   1   2   5.3e-06   0.00017   20.3   6.6    18    68     5    55     1    56 0.93 -
39871at50557_1155016_0:0008ce|STRG.6071.1:781-1068|+    -             96 106896at50557        -             70   9.3e-07   27.6  16.4   2   2   1.8e-05   0.00058   18.6   2.1    18    68    33    83    29    85 0.90 -
106896at50557_1049336_0:004251|STRG.7447.1:1428-1853|+  -            142 106896at50557        -             70   1.1e-06   27.4  19.0   1   3   1.3e-05    0.0004   19.1   1.0    22    68     6    53     2    54 0.94 -
106896at50557_1049336_0:004251|STRG.7447.1:1428-1853|+  -            142 106896at50557        -             70   1.1e-06   27.4  19.0   2   3   0.00062      0.02   13.7   4.7    23    67    36    81    36    85 0.87 -
106896at50557_1049336_0:004251|STRG.7447.1:1428-1853|+  -            142 106896at50557        -             70   1.1e-06   27.4  19.0   3   3    0.0059      0.19   10.6   5.3    18    67    88   138    79   140 0.86 -
66842at50557_7536_0:002867|STRG.24253.1:381-872|+       -            164 106896at50557        -             70   1.2e-06   27.2  16.1   1   3      0.12       3.8    6.4   1.4    21    67     1    47     1    50 0.89 -
66842at50557_7536_0:002867|STRG.24253.1:381-872|+       -            164 106896at50557        -             70   1.2e-06   27.2  16.1   2   3     0.011      0.34    9.8   0.2    48    69    54    75    41    76 0.78 -
66842at50557_7536_0:002867|STRG.24253.1:381-872|+       -            164 106896at50557        -             70   1.2e-06   27.2  16.1   3   3   3.7e-06   0.00012   20.9   1.4    20    70   110   162    93   162 0.90 -
92708at50557_378494_0:006da2|STRG.12427.1:1035-1301|+   -             89 106896at50557        -             70   1.2e-06   27.2   8.1   1   2   3.5e-05    0.0011   17.7   1.7    25    67    11    55     3    58 0.85 -
92708at50557_378494_0:006da2|STRG.12427.1:1035-1301|+   -             89 106896at50557        -             70   1.2e-06   27.2   8.1   2   2   2.3e-05   0.00074   18.3   3.7    25    69    41    85    33    86 0.92 -
150919at50557_222816_0:001fb0|STRG.19543.1:374-1259|+   -             99 106896at50557        -             70   1.3e-06   27.1   5.1   1   1     6e-08   1.9e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
150919at50557_222816_0:001fb0|STRG.19543.2:374-670|+    -             99 106896at50557        -             70   1.3e-06   27.1   5.1   1   1     6e-08   1.9e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
39871at50557_1155016_0:0008ce|STRG.19776.1:1473-1712|+  -             80 106896at50557        -             70   1.4e-06   27.0   3.3   1   2   9.2e-07   2.9e-05   22.8   1.3    18    65     3    50     1    55 0.90 -
39871at50557_1155016_0:0008ce|STRG.19776.1:1473-1712|+  -             80 106896at50557        -             70   1.4e-06   27.0   3.3   2   2      0.18       5.8    5.8   0.1    36    67    49    80    46    80 0.73 -
45419at50557_51655_0:002e4f|STRG.20929.1:56-286|-       -             77 106896at50557        -             70   1.4e-06   27.0   4.7   1   2       2.8        89    2.0   0.1    56    69     7    20     3    21 0.85 -
45419at50557_51655_0:002e4f|STRG.20929.1:56-286|-       -             77 106896at50557        -             70   1.4e-06   27.0   4.7   2   2   4.5e-08   1.4e-06   27.0   4.7    22    69    29    76    23    77 0.94 -
39871at50557_1155016_0:0008ce|STRG.9322.1:1434-1667|+   -             78 106896at50557        -             70   1.7e-06   26.7   8.4   1   2    0.0015     0.049   12.5   1.1    50    69     5    24     3    25 0.92 -
39871at50557_1155016_0:0008ce|STRG.9322.1:1434-1667|+   -             78 106896at50557        -             70   1.7e-06   26.7   8.4   2   2   1.8e-05   0.00057   18.6   1.4    18    67    29    78    24    78 0.94 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   1   7    0.0052      0.16   10.8   0.4    40    68     2    30     1    32 0.94 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   2   7       0.2       6.5    5.6   0.3    50    68    68    86    66    88 0.91 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   3   7      0.11       3.4    6.5   1.0    21    62   139   180   134   187 0.84 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   4   7    0.0023     0.072   11.9   0.6    20    64   261   305   256   311 0.87 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   5   7     0.012      0.39    9.6   1.7    19    58   316   356   312   370 0.83 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   6   7    0.0086      0.27   10.1   4.5    19    69   345   395   342   396 0.81 -
14133at50557_79782_0:000bbe|STRG.17634.1:1004-2287|+    -            428 106896at50557        -             70   1.7e-06   26.7  51.2   7   7       2.7        87    2.0   0.6    19    45   401   427   397   428 0.78 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   1   7    0.0052      0.16   10.8   0.4    40    68     2    30     1    32 0.94 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   2   7       0.2       6.5    5.6   0.3    50    68    68    86    66    88 0.91 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   3   7      0.11       3.4    6.5   1.0    21    62   139   180   134   187 0.84 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   4   7    0.0023     0.072   11.9   0.6    20    64   261   305   256   311 0.87 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   5   7     0.012      0.39    9.6   1.7    19    58   316   356   312   370 0.83 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   6   7    0.0086      0.27   10.1   4.5    19    69   345   395   342   396 0.81 -
14133at50557_79782_0:000bbe|STRG.17634.2:867-2150|+     -            428 106896at50557        -             70   1.7e-06   26.7  51.2   7   7       2.7        87    2.0   0.6    19    45   401   427   397   428 0.78 -
39871at50557_7536_0:000d98|STRG.9977.1:2230-2466|+      -             79 106896at50557        -             70   2.6e-06   26.2   9.3   1   2   3.2e-05     0.001   17.8   0.7    20    69     2    51     1    52 0.87 -
39871at50557_7536_0:000d98|STRG.9977.1:2230-2466|+      -             79 106896at50557        -             70   2.6e-06   26.2   9.3   2   2   2.6e-05   0.00082   18.1   2.3    10    68    19    79    16    79 0.85 -
39871at50557_7536_0:000d98|STRG.9977.2:1755-1991|+      -             79 106896at50557        -             70   2.6e-06   26.2   9.3   1   2   3.2e-05     0.001   17.8   0.7    20    69     2    51     1    52 0.87 -
39871at50557_7536_0:000d98|STRG.9977.2:1755-1991|+      -             79 106896at50557        -             70   2.6e-06   26.2   9.3   2   2   2.6e-05   0.00082   18.1   2.3    10    68    19    79    16    79 0.85 -
70122at50557_7091_0:0008c7|STRG.4653.3:9-1196|+         -            396 106896at50557        -             70   2.6e-06   26.1   1.9   1   1   8.2e-08   2.6e-06   26.1   1.9    22    67   345   391   334   393 0.91 -
70122at50557_7091_0:0008c7|STRG.4653.4:9-1253|+         -            415 106896at50557        -             70   2.8e-06   26.0   1.9   1   1   8.7e-08   2.8e-06   26.0   1.9    22    67   364   410   353   412 0.91 -
70122at50557_7091_0:0008c7|STRG.4653.2:9-1256|+         -            416 106896at50557        -             70   2.8e-06   26.0   1.9   1   1   8.8e-08   2.8e-06   26.0   1.9    22    67   365   411   354   413 0.91 -
39871at50557_7536_0:000d98|STRG.14474.1:2839-3105|+     -             89 106896at50557        -             70     3e-06   26.0   2.4   1   2   0.00082     0.026   13.3   0.1    23    68     3    47     1    49 0.90 -
39871at50557_7536_0:000d98|STRG.14474.1:2839-3105|+     -             89 106896at50557        -             70     3e-06   26.0   2.4   2   2   0.00077     0.025   13.4   0.3    37    68    49    80    47    82 0.94 -
57812at50557_139723_0:0023b3|STRG.20016.3:952-1353|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   1   3    0.0015     0.049   12.4   3.0    23    68     4    50     3    52 0.90 -
57812at50557_139723_0:0023b3|STRG.20016.3:952-1353|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   2   3   0.00026    0.0084   14.9   3.2    17    67    55   105    51   108 0.93 -
57812at50557_139723_0:0023b3|STRG.20016.3:952-1353|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   3   3      0.02      0.64    8.9   0.5    16    39   111   134   105   134 0.84 -
57812at50557_139723_0:0023b3|STRG.20016.4:824-1225|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   1   3    0.0015     0.049   12.4   3.0    23    68     4    50     3    52 0.90 -
57812at50557_139723_0:0023b3|STRG.20016.4:824-1225|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   2   3   0.00026    0.0084   14.9   3.2    17    67    55   105    51   108 0.93 -
57812at50557_139723_0:0023b3|STRG.20016.4:824-1225|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   3   3      0.02      0.64    8.9   0.5    16    39   111   134   105   134 0.84 -
57812at50557_139723_0:0023b3|STRG.20016.5:966-1367|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   1   3    0.0015     0.049   12.4   3.0    23    68     4    50     3    52 0.90 -
57812at50557_139723_0:0023b3|STRG.20016.5:966-1367|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   2   3   0.00026    0.0084   14.9   3.2    17    67    55   105    51   108 0.93 -
57812at50557_139723_0:0023b3|STRG.20016.5:966-1367|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   3   3      0.02      0.64    8.9   0.5    16    39   111   134   105   134 0.84 -
57812at50557_139723_0:0023b3|STRG.20016.6:907-1308|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   1   3    0.0015     0.049   12.4   3.0    23    68     4    50     3    52 0.90 -
57812at50557_139723_0:0023b3|STRG.20016.6:907-1308|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   2   3   0.00026    0.0084   14.9   3.2    17    67    55   105    51   108 0.93 -
57812at50557_139723_0:0023b3|STRG.20016.6:907-1308|+    -            134 106896at50557        -             70     3e-06   25.9  20.1   3   3      0.02      0.64    8.9   0.5    16    39   111   134   105   134 0.84 -
57812at50557_6973_0:000316|STRG.9341.1:1107-1415|+      -            103 106896at50557        -             70   5.9e-06   25.0   7.4   1   2       4.1   1.3e+02    1.5   0.0    22    41     2    21     1    25 0.75 -
57812at50557_6973_0:000316|STRG.9341.1:1107-1415|+      -            103 106896at50557        -             70   5.9e-06   25.0   7.4   2   2   5.4e-07   1.7e-05   23.5   3.6    11    69    36    95    26    96 0.89 -
57812at50557_6973_0:000316|STRG.9341.2:1095-1403|+      -            103 106896at50557        -             70   5.9e-06   25.0   7.4   1   2       4.1   1.3e+02    1.5   0.0    22    41     2    21     1    25 0.75 -
57812at50557_6973_0:000316|STRG.9341.2:1095-1403|+      -            103 106896at50557        -             70   5.9e-06   25.0   7.4   2   2   5.4e-07   1.7e-05   23.5   3.6    11    69    36    95    26    96 0.89 -
35806at50557_43151_0:000f2d|STRG.704.2:609-1238|+       -            210 106896at50557        -             70   6.7e-06   24.8  22.7   1   3       1.9        60    2.5   0.0    19    64    15    32     9    38 0.55 -
35806at50557_43151_0:000f2d|STRG.704.2:609-1238|+       -            210 106896at50557        -             70   6.7e-06   24.8  22.7   2   3   6.9e-07   2.2e-05   23.2   3.1    17    69    42    95    35    96 0.85 -
35806at50557_43151_0:000f2d|STRG.704.2:609-1238|+       -            210 106896at50557        -             70   6.7e-06   24.8  22.7   3   3     0.081       2.6    6.9   7.0    19    69   101   151    95   152 0.93 -
39871at50557_1155016_0:0008ce|STRG.7819.1:1204-1491|+   -             96 106896at50557        -             70   8.3e-06   24.5   7.8   1   2     0.022      0.71    8.7   2.6    19    67     4    52     1    57 0.86 -
39871at50557_1155016_0:0008ce|STRG.7819.1:1204-1491|+   -             96 106896at50557        -             70   8.3e-06   24.5   7.8   2   2   1.6e-05   0.00052   18.8   0.2    19    46    62    89    53    95 0.89 -
39871at50557_1155016_0:0008ce|STRG.7819.2:1496-1783|+   -             96 106896at50557        -             70   8.3e-06   24.5   7.8   1   2     0.022      0.71    8.7   2.6    19    67     4    52     1    57 0.86 -
39871at50557_1155016_0:0008ce|STRG.7819.2:1496-1783|+   -             96 106896at50557        -             70   8.3e-06   24.5   7.8   2   2   1.6e-05   0.00052   18.8   0.2    19    46    62    89    53    95 0.89 -
45419at50557_51655_0:002e4f|STRG.14204.1:1353-1577|+    -             75 106896at50557        -             70   8.7e-06   24.5   1.2   1   2       1.5        47    2.9   0.0    23    39     1    17     1    23 0.62 -
45419at50557_51655_0:002e4f|STRG.14204.1:1353-1577|+    -             75 106896at50557        -             70   8.7e-06   24.5   1.2   2   2   3.2e-06    0.0001   21.0   0.5    15    69    21    75    15    75 0.85 -
45419at50557_51655_0:002e4f|STRG.14204.2:1373-1597|+    -             75 106896at50557        -             70   8.7e-06   24.5   1.2   1   2       1.5        47    2.9   0.0    23    39     1    17     1    23 0.62 -
45419at50557_51655_0:002e4f|STRG.14204.2:1373-1597|+    -             75 106896at50557        -             70   8.7e-06   24.5   1.2   2   2   3.2e-06    0.0001   21.0   0.5    15    69    21    75    15    75 0.85 -
150919at50557_7091_0:002a5a|STRG.4693.2:1161-1316|+     -             52 106896at50557        -             70   1.1e-05   24.1   0.3   1   1   3.8e-07   1.2e-05   24.0   0.3    21    67     1    48     1    50 0.94 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   1   7    0.0076      0.24   10.2   2.0    16    61    10    55     2    64 0.87 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   2   7      0.11       3.4    6.6   2.7    21    68   111   158    97   160 0.91 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   3   7      0.46        15    4.5   0.2    48    68   166   186   159   188 0.78 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   4   7      0.16       5.2    6.0   3.2    18    68   192   242   188   244 0.90 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   5   7    0.0055      0.17   10.7   2.7    16    69   247   300   242   301 0.91 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   6   7   0.00018    0.0056   15.5   1.7    18    67   305   355   301   358 0.86 -
14133at50557_286706_0:001942|STRG.11083.1:1191-2366|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   7   7      0.54        17    4.3   0.5    21    41   365   385   360   390 0.87 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   1   7    0.0076      0.24   10.2   2.0    16    61    10    55     2    64 0.87 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   2   7      0.11       3.4    6.6   2.7    21    68   111   158    97   160 0.91 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   3   7      0.46        15    4.5   0.2    48    68   166   186   159   188 0.78 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   4   7      0.16       5.2    6.0   3.2    18    68   192   242   188   244 0.90 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   5   7    0.0055      0.17   10.7   2.7    16    69   247   300   242   301 0.91 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   6   7   0.00018    0.0056   15.5   1.7    18    67   305   355   301   358 0.86 -
14133at50557_286706_0:001942|STRG.11083.2:1207-2382|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   7   7      0.54        17    4.3   0.5    21    41   365   385   360   390 0.87 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   1   7    0.0076      0.24   10.2   2.0    16    61    10    55     2    64 0.87 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   2   7      0.11       3.4    6.6   2.7    21    68   111   158    97   160 0.91 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   3   7      0.46        15    4.5   0.2    48    68   166   186   159   188 0.78 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   4   7      0.16       5.2    6.0   3.2    18    68   192   242   188   244 0.90 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   5   7    0.0055      0.17   10.7   2.7    16    69   247   300   242   301 0.91 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   6   7   0.00018    0.0056   15.5   1.7    18    67   305   355   301   358 0.86 -
14133at50557_286706_0:001942|STRG.11083.3:1194-2369|+   -            392 106896at50557        -             70   1.2e-05   24.0  58.0   7   7      0.54        17    4.3   0.5    21    41   365   385   360   390 0.87 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   1   7    0.0076      0.24   10.2   2.0    16    61    10    55     2    64 0.87 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   2   7      0.11       3.4    6.6   2.7    21    68   111   158    97   160 0.91 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   3   7      0.46        15    4.5   0.2    48    68   166   186   159   188 0.78 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   4   7      0.16       5.2    6.0   3.2    18    68   192   242   188   244 0.90 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   5   7    0.0055      0.17   10.7   2.7    16    69   247   300   242   301 0.91 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   6   7   0.00018    0.0056   15.5   1.7    18    67   305   355   301   358 0.86 -
14133at50557_286706_0:001942|STRG.11083.4:546-1721|+    -            392 106896at50557        -             70   1.2e-05   24.0  58.0   7   7      0.54        17    4.3   0.5    21    41   365   385   360   390 0.87 -
45419at50557_51655_0:002e4f|STRG.15646.1:804-1022|+     -             73 106896at50557        -             70   1.3e-05   23.9   1.4   1   2       5.3   1.7e+02    1.1   0.1    23    41     1    19     1    24 0.70 -
45419at50557_51655_0:002e4f|STRG.15646.1:804-1022|+     -             73 106896at50557        -             70   1.3e-05   23.9   1.4   2   2     4e-07   1.3e-05   23.9   1.4    17    59    23    65    14    73 0.86 -
57812at50557_139723_0:0023b3|STRG.11328.3:1920-2270|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   1   3     0.022       0.7    8.7   0.2    51    69     2    20     1    21 0.92 -
57812at50557_139723_0:0023b3|STRG.11328.3:1920-2270|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   2   3   4.1e-06   0.00013   20.7   3.1    11    67    17    73    14    76 0.95 -
57812at50557_139723_0:0023b3|STRG.11328.3:1920-2270|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   3   3      0.16       5.2    6.0   0.3    50    67    84   101    82   106 0.92 -
57812at50557_139723_0:0023b3|STRG.11328.5:1662-2012|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   1   3     0.022       0.7    8.7   0.2    51    69     2    20     1    21 0.92 -
57812at50557_139723_0:0023b3|STRG.11328.5:1662-2012|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   2   3   4.1e-06   0.00013   20.7   3.1    11    67    17    73    14    76 0.95 -
57812at50557_139723_0:0023b3|STRG.11328.5:1662-2012|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   3   3      0.16       5.2    6.0   0.3    50    67    84   101    82   106 0.92 -
57812at50557_139723_0:0023b3|STRG.11328.6:1677-2027|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   1   3     0.022       0.7    8.7   0.2    51    69     2    20     1    21 0.92 -
57812at50557_139723_0:0023b3|STRG.11328.6:1677-2027|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   2   3   4.1e-06   0.00013   20.7   3.1    11    67    17    73    14    76 0.95 -
57812at50557_139723_0:0023b3|STRG.11328.6:1677-2027|+   -            117 106896at50557        -             70   1.4e-05   23.8  17.3   3   3      0.16       5.2    6.0   0.3    50    67    84   101    82   106 0.92 -
