#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+   -            359 25718at50557         -            825   2.5e-96  322.1  14.9   1   1   3.3e-98   2.9e-96  321.9  14.9   317   625     1   359     1   359 0.89 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 25718at50557         -            825     4e-28   96.5  11.2   1   3   7.7e-08   6.7e-06   23.0   0.4   418   472     9    63     2    66 0.93 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 25718at50557         -            825     4e-28   96.5  11.2   2   3   3.4e-09     3e-07   27.5   0.4   155   212    55   112    54   120 0.78 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 25718at50557         -            825     4e-28   96.5  11.2   3   3   2.7e-21   2.4e-19   67.5   3.2   535   661    99   235    96   240 0.91 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 25718at50557         -            825   5.9e-28   96.0  23.6   1   5   4.5e-06   0.00039   17.2   1.6   688   744     7    63     1    77 0.82 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 25718at50557         -            825   5.9e-28   96.0  23.6   2   5   1.9e-05    0.0017   15.1   1.7   575   638    80   145    69   155 0.37 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 25718at50557         -            825   5.9e-28   96.0  23.6   3   5   0.00032     0.028   11.0   0.1   556   591   130   165   128   176 0.88 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 25718at50557         -            825   5.9e-28   96.0  23.6   4   5   1.2e-11     1e-09   35.6   1.0   126   218   149   246   148   250 0.87 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 25718at50557         -            825   5.9e-28   96.0  23.6   5   5   5.7e-13   4.9e-11   40.0   0.5   245   338   252   347   248   349 0.82 -
54603at50557_116153_0:001d7a|STRG.22447.1:316-1761|+   -            482 25718at50557         -            825   8.5e-28   95.4  36.7   1   2     3e-20   2.6e-18   64.1  20.8   427   661     3   258     1   260 0.83 -
54603at50557_116153_0:001d7a|STRG.22447.1:316-1761|+   -            482 25718at50557         -            825   8.5e-28   95.4  36.7   2   2     1e-11     9e-10   35.8   7.8   571   733   301   472   264   482 0.78 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 25718at50557         -            825   1.9e-27   94.3  21.4   1   3   8.1e-18     7e-16   56.0   9.9    86   217    39   171    23   176 0.84 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 25718at50557         -            825   1.9e-27   94.3  21.4   2   3   1.9e-16   1.6e-14   51.5   3.7   125   221   152   247   151   250 0.89 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 25718at50557         -            825   1.9e-27   94.3  21.4   3   3     0.096       8.4    2.9   0.4   713   754   253   299   249   300 0.63 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 25718at50557         -            825   1.9e-27   94.3  12.3   1   3   3.4e-09     3e-07   27.5   2.3   160   222     2    64     1    67 0.90 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 25718at50557         -            825   1.9e-27   94.3  12.3   2   3   2.2e-16   1.9e-14   51.3   2.5   659   777    64   187    63   196 0.88 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 25718at50557         -            825   1.9e-27   94.3  12.3   3   3   4.5e-07   3.9e-05   20.5   0.0   156   203   244   291   225   293 0.73 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 25718at50557         -            825   5.5e-27   92.8  21.1   1   2   2.1e-10   1.8e-08   31.5   1.9   248   639     6    67     2    76 0.53 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 25718at50557         -            825   5.5e-27   92.8  21.1   2   2   1.9e-21   1.6e-19   68.0  16.2   536   715    49   243    49   243 0.87 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 25718at50557         -            825   3.4e-25   86.8   4.9   1   1   5.4e-27   4.7e-25   86.4   4.9   423   657     4   252     2   256 0.81 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 25718at50557         -            825   3.6e-25   86.8  32.2   1   2   3.9e-09   3.4e-07   27.3   5.7   246   352    10   116     4   126 0.68 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 25718at50557         -            825   3.6e-25   86.8  32.2   2   2   3.8e-20   3.3e-18   63.7  19.2   239   472   121   348   113   355 0.82 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 25718at50557         -            825   9.2e-25   85.4  38.0   1   4   1.7e-08   1.5e-06   25.2   4.4   181   330     3   157     1   157 0.81 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 25718at50557         -            825   9.2e-25   85.4  38.0   2   4   4.5e-09   3.9e-07   27.1  13.5   297   397   146   257   141   264 0.59 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 25718at50557         -            825   9.2e-25   85.4  38.0   3   4   1.7e-17   1.5e-15   55.0   8.1   109   224   223   337   221   339 0.92 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 25718at50557         -            825   9.2e-25   85.4  38.0   4   4    0.0019      0.16    8.5   0.4   565   612   324   374   322   376 0.50 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 25718at50557         -            825   1.9e-23   81.0  15.7   1   3   4.4e-12   3.8e-10   37.1   6.0   611   720    12   128     2   135 0.80 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 25718at50557         -            825   1.9e-23   81.0  15.7   2   3   2.7e-11   2.4e-09   34.4   0.3   237   348   134   252   128   254 0.83 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 25718at50557         -            825   1.9e-23   81.0  15.7   3   3   0.00026     0.023   11.3   0.1   723   765   256   298   255   304 0.92 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 25718at50557         -            825   1.9e-23   81.0  15.7   1   3   4.4e-12   3.8e-10   37.1   6.0   611   720    12   128     2   135 0.80 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 25718at50557         -            825   1.9e-23   81.0  15.7   2   3   2.7e-11   2.4e-09   34.4   0.3   237   348   134   252   128   254 0.83 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 25718at50557         -            825   1.9e-23   81.0  15.7   3   3   0.00026     0.023   11.3   0.1   723   765   256   298   255   304 0.92 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 25718at50557         -            825   5.7e-23   79.5  22.8   1   1   3.2e-11   2.8e-09   34.2   7.6   557   676    23   152     1   158 0.66 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 25718at50557         -            825     6e-23   79.4   4.8   1   1   9.4e-25   8.2e-23   79.0   4.8   273   393     1   126     1   126 0.93 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 25718at50557         -            825   1.6e-22   78.0   9.5   1   2   5.7e-12     5e-10   36.7   0.8   239   660    34   149    19   160 0.48 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 25718at50557         -            825   1.6e-22   78.0   9.5   2   2   1.7e-14   1.4e-12   45.1   2.3   260   382   176   304   170   306 0.87 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 25718at50557         -            825   1.6e-22   78.0   9.5   1   2   5.7e-12     5e-10   36.7   0.8   239   660    34   149    19   160 0.48 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 25718at50557         -            825   1.6e-22   78.0   9.5   2   2   1.7e-14   1.4e-12   45.1   2.3   260   382   176   304   170   306 0.87 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 25718at50557         -            825     2e-22   77.7   5.3   1   1     1e-23   9.1e-22   75.5   5.3   560   698     2   153     1   155 0.90 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 25718at50557         -            825   1.3e-21   75.0   1.8   1   1   9.8e-22   8.5e-20   69.0   1.8   564   765    25   214    21   220 0.85 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 25718at50557         -            825   2.2e-21   74.3   1.8   1   2   1.2e-13     1e-11   42.3   0.7   578   663    13   100     8   101 0.95 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 25718at50557         -            825   2.2e-21   74.3   1.8   2   2   3.6e-10   3.2e-08   30.7   0.0   240   305   103   168   100   170 0.90 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 25718at50557         -            825   2.3e-19   67.5   2.5   1   1   3.6e-21   3.2e-19   67.1   2.5   272   393     1   127     1   146 0.93 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 25718at50557         -            825   7.7e-19   65.8  25.2   1   3   6.8e-11   5.9e-09   33.1   6.6   625   722     2   101     1   103 0.86 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 25718at50557         -            825   7.7e-19   65.8  25.2   2   3   6.2e-11   5.4e-09   33.3   3.0   657   723    62   126    60   127 0.96 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 25718at50557         -            825   7.7e-19   65.8  25.2   3   3   6.7e-08   5.8e-06   23.2   0.9   481   532   113   165   109   168 0.88 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 25718at50557         -            825   9.9e-19   65.5  22.3   1   2   2.9e-15   2.6e-13   47.6  16.4   242   473    25   236     6   242 0.61 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 25718at50557         -            825   9.9e-19   65.5  22.3   2   2     9e-05    0.0078   12.9   0.3   709   755   240   286   234   298 0.94 -
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 25718at50557         -            825   3.3e-18   63.7   7.6   1   1   7.3e-20   6.4e-18   62.8   7.6   556   745    15   211     8   218 0.86 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 25718at50557         -            825   4.4e-16   56.7   1.6   1   1   6.2e-18   5.4e-16   56.4   1.6   160   303     3   147     1   148 0.87 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 25718at50557         -            825   5.1e-16   56.5   8.5   1   1     1e-17   8.8e-16   55.7   8.5   246   398     5   159     1   181 0.85 -
102553at50557_74869_0:000218|STRG.6097.1:825-1307|+    -            161 25718at50557         -            825   5.5e-16   56.4   1.9   1   1   7.6e-18   6.6e-16   56.1   1.9   581   702     1   128     1   137 0.90 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 25718at50557         -            825   1.3e-15   55.1   4.4   1   1   3.3e-17   2.8e-15   54.0   4.4   158   300     1   145     1   153 0.92 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 25718at50557         -            825   8.5e-14   49.1  13.1   1   3   2.5e-12   2.2e-10   37.9   7.9   613   747     6   161     1   162 0.69 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 25718at50557         -            825   8.5e-14   49.1  13.1   2   3   0.00028     0.024   11.3   0.1   267   303   147   184   142   202 0.77 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 25718at50557         -            825   8.5e-14   49.1  13.1   3   3     0.035         3    4.3   0.0   223   279   202   265   198   268 0.65 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 25718at50557         -            825   8.5e-14   49.1  13.1   1   3   2.5e-12   2.2e-10   37.9   7.9   613   747     6   161     1   162 0.69 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 25718at50557         -            825   8.5e-14   49.1  13.1   2   3   0.00028     0.024   11.3   0.1   267   303   147   184   142   202 0.77 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 25718at50557         -            825   8.5e-14   49.1  13.1   3   3     0.035         3    4.3   0.0   223   279   202   265   198   268 0.65 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 25718at50557         -            825   2.4e-13   47.7  15.8   1   1   9.9e-14   8.6e-12   42.5  16.2   483   733     6   279     5   289 0.78 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 25718at50557         -            825   1.3e-12   45.2   0.2   1   1   1.6e-14   1.4e-12   45.1   0.2   246   348    45   149    14   149 0.77 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 25718at50557         -            825   1.5e-11   41.7   4.9   1   2   3.3e-10   2.9e-08   30.8   0.5   268   350     4    85     3    91 0.88 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 25718at50557         -            825   1.5e-11   41.7   4.9   2   2   4.6e-06    0.0004   17.2   0.5   246   326    75   154    75   155 0.59 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 25718at50557         -            825   2.1e-11   41.3   3.4   1   2   4.5e-08     4e-06   23.8   0.7   151   211     8    68     1    78 0.85 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 25718at50557         -            825   2.1e-11   41.3   3.4   2   2   4.2e-06   0.00036   17.3   0.1   668   722    88   141    76   142 0.54 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+   -            167 25718at50557         -            825   2.2e-11   41.2   4.3   1   1   4.5e-13   3.9e-11   40.3   3.8   594   727    13   151     7   163 0.84 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+    -            167 25718at50557         -            825   2.2e-11   41.2   4.3   1   1   4.5e-13   3.9e-11   40.3   3.8   594   727    13   151     7   163 0.84 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 25718at50557         -            825   3.3e-11   40.6   0.0   1   1   4.5e-13   3.9e-11   40.3   0.0   246   348    27   131    19   131 0.76 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 25718at50557         -            825   3.3e-11   40.6   0.0   1   1   4.5e-13   3.9e-11   40.3   0.0   246   348    27   131    19   131 0.76 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 25718at50557         -            825   3.3e-11   40.6   0.0   1   1   4.5e-13   3.9e-11   40.3   0.0   246   348    27   131    19   131 0.76 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 25718at50557         -            825   4.3e-11   40.2  17.6   1   1   1.2e-12     1e-10   38.9  17.6   432   571     2   159     1   162 0.64 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 25718at50557         -            825   3.1e-10   37.3   3.9   1   1   4.5e-12     4e-10   37.0   3.9   622   720    23   123     6   123 0.87 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 25718at50557         -            825     1e-09   35.7   6.9   1   1   1.8e-10   1.6e-08   31.7   6.6   503   636    54   207    51   216 0.47 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 25718at50557         -            825   4.2e-09   33.6  21.4   1   1   1.1e-10   9.3e-09   32.5  21.4   424   551     2   146     1   151 0.53 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 25718at50557         -            825   7.7e-09   32.8   7.3   1   2    0.0001    0.0089   12.7   0.5   313   356    32    74    12    87 0.50 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 25718at50557         -            825   7.7e-09   32.8   7.3   2   2     4e-08   3.5e-06   24.0   1.8   662   741    86   161    79   164 0.82 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 25718at50557         -            825   7.7e-09   32.8   7.3   1   2    0.0001    0.0089   12.7   0.5   313   356    32    74    12    87 0.50 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 25718at50557         -            825   7.7e-09   32.8   7.3   2   2     4e-08   3.5e-06   24.0   1.8   662   741    86   161    79   164 0.82 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 25718at50557         -            825   1.9e-08   31.4  10.2   1   2     0.017       1.5    5.3   0.2    59   125   120   187   112   235 0.82 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 25718at50557         -            825   1.9e-08   31.4  10.2   2   2      0.23        20    1.6   0.1   738   763   252   277   246   298 0.82 -
102553at50557_116153_0:00114a|STRG.1078.2:744-1136|+   -            131 25718at50557         -            825   2.7e-07   27.6   4.4   1   1     4e-09   3.5e-07   27.3   4.4   561   658     2    99     1   120 0.72 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 25718at50557         -            825   1.3e-06   25.4   2.1   1   3   1.5e-08   1.3e-06   25.4   2.1   313   396     6    92     1   111 0.77 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 25718at50557         -            825   1.3e-06   25.4   2.1   2   3      0.21        18    1.7   0.1   538   639    80   187    77   198 0.72 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 25718at50557         -            825   1.3e-06   25.4   2.1   3   3      0.24        21    1.6   0.4   738   763   204   229   199   249 0.82 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 25718at50557         -            825   2.7e-06   24.3   0.3   1   1   3.4e-08   2.9e-06   24.2   0.3   487   578    47   143    21   146 0.52 -
102553at50557_103372_0:001320|STRG.5622.1:9-746|+      -            246 25718at50557         -            825   4.8e-06   23.5   0.0   1   1   7.8e-08   6.8e-06   23.0   0.0   102   210    39   149    27   169 0.81 -
102553at50557_51655_0:0018df|STRG.24355.1:1055-1441|+  -            129 25718at50557         -            825   1.4e-05   21.9   0.2   1   1   1.8e-07   1.6e-05   21.8   0.2   126   189     1    64     1    86 0.89 -
102553at50557_51655_0:0018df|STRG.24355.2:1286-1672|+  -            129 25718at50557         -            825   1.4e-05   21.9   0.2   1   1   1.8e-07   1.6e-05   21.8   0.2   126   189     1    64     1    86 0.89 -
102553at50557_51655_0:0018df|STRG.24355.3:864-1250|+   -            129 25718at50557         -            825   1.4e-05   21.9   0.2   1   1   1.8e-07   1.6e-05   21.8   0.2   126   189     1    64     1    86 0.89 -
102553at50557_116153_0:00114a|STRG.21795.3:196-642|+   -            149 25718at50557         -            825   4.3e-05   20.3   0.3   1   1   6.9e-07     6e-05   19.9   0.3   215   306    22   118    14   143 0.57 -
102553at50557_13037_0:002e8c|STRG.22745.1:226-612|+    -            129 25718at50557         -            825   4.9e-05   20.2   0.2   1   1   7.1e-07   6.2e-05   19.8   0.2   137   211    29    98     9   122 0.72 -
102553at50557_13037_0:002e8c|STRG.22745.2:226-612|+    -            129 25718at50557         -            825   4.9e-05   20.2   0.2   1   1   7.1e-07   6.2e-05   19.8   0.2   137   211    29    98     9   122 0.72 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 25718at50557         -            825   6.2e-05   19.8   3.6   1   1   2.7e-06   0.00024   17.9   3.1   542   615    24   104    18   118 0.63 -
102553at50557_7165_0:000b28|STRG.21795.2:300-677|+     -            126 25718at50557         -            825     8e-05   19.5   0.5   1   1   1.2e-06   0.00011   19.0   0.5   239   306    28    95     2   120 0.42 -
102553at50557_38123_0:0035fb|STRG.21795.1:198-557|+    -            120 25718at50557         -            825   0.00011   19.0   0.4   1   1   1.6e-06   0.00014   18.7   0.4   129   192    29    90     1   115 0.36 -
58640at50557_121845_0:0034c8|STRG.16013.1:1488-3053|+  -            522 25718at50557         -            825    0.0011   15.7   0.3   1   1   1.8e-05    0.0015   15.2   0.3   267   357   420   513   412   518 0.90 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/25718at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/25718at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/25718at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:16:24 2024
# [ok]
