#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
102553at50557_103372_0:001320|STRG.5622.1:9-746|+      -            246 102553at50557        -            200   7.1e-96  318.3   5.9   1   1   1.3e-95     1e-93  311.3   5.9     1   200     1   226     1   226 0.90 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 102553at50557        -            200     5e-13   47.8  16.8   3   5    0.0021      0.17   10.2   0.5    59   108   215   264   191   278 0.76 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 102553at50557        -            200     5e-13   47.8  16.8   4   5   1.8e-05    0.0015   16.9   2.1    45   104   268   329   260   353 0.83 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 102553at50557        -            200     5e-13   47.8  16.8   5   5      0.65        53    2.1   0.0   113   142   397   424   382   428 0.71 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   1   6   0.00086      0.07   11.5   0.1    44   123    22   101    14   105 0.77 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   2   6   7.4e-05     0.006   14.9   1.2    40   103   135   200   108   218 0.69 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   3   6   4.1e-05    0.0033   15.8   1.9    44   144   212   316   204   324 0.75 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   4   6      0.69        55    2.0   0.1    85   124   307   345   301   363 0.67 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   5   6     0.021       1.7    7.0   0.5    58   107   375   424   354   447 0.78 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   6   6   0.00025     0.021   13.2   3.4    61   122   455   517   450   521 0.86 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   1   6   0.00086      0.07   11.5   0.1    44   123    22   101    14   105 0.77 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   2   6   7.4e-05     0.006   14.9   1.2    40   103   135   200   108   218 0.69 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   3   6   4.1e-05    0.0033   15.8   1.9    44   144   212   316   204   324 0.75 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   4   6      0.69        55    2.0   0.1    85   124   307   345   301   363 0.67 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   5   6     0.021       1.7    7.0   0.5    58   107   375   424   354   447 0.78 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   6   6   0.00025     0.021   13.2   3.4    61   122   455   517   450   521 0.86 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   1   6   0.00086      0.07   11.5   0.1    44   123    22   101    14   105 0.77 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   2   6   7.4e-05     0.006   14.9   1.2    40   103   135   200   108   218 0.69 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   3   6   4.1e-05    0.0033   15.8   1.9    44   144   212   316   204   324 0.75 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   4   6      0.69        55    2.0   0.1    85   124   307   345   301   363 0.67 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   5   6     0.021       1.7    7.0   0.5    58   107   375   424   354   447 0.78 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 102553at50557        -            200   1.3e-12   46.5  31.0   6   6   0.00025     0.021   13.2   3.4    61   122   455   517   450   521 0.86 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 102553at50557        -            200   3.6e-12   45.0  18.4   1   4     0.032       2.6    6.3   0.5    67   121    25    78     1    82 0.53 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 102553at50557        -            200   3.6e-12   45.0  18.4   2   4   1.4e-09   1.2e-07   30.3   1.3    39   123    66   150    61   153 0.90 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 102553at50557        -            200   3.6e-12   45.0  18.4   3   4     0.002      0.16   10.3   3.3    41   120   170   263   165   264 0.63 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 102553at50557        -            200   3.6e-12   45.0  18.4   4   4   0.00043     0.035   12.4   0.2    43   121   232   313   218   316 0.85 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   1   7      0.01      0.85    7.9   7.6    79   126    40    87     5   104 0.73 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   2   7    0.0036      0.29    9.4   0.2    21    74    75   130    73   153 0.77 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   3   7       1.6   1.3e+02    0.8   4.0    68   115   253   300   217   306 0.62 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   4   7     0.036       2.9    6.2   5.1    46   104   253   313   244   329 0.77 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   5   7   3.1e-05    0.0025   16.2   5.3    18   124   296   403   290   406 0.84 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   6   7   1.5e-06   0.00012   20.5   4.1    23   126   395   498   393   511 0.79 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 102553at50557        -            200   4.2e-12   44.8  42.1   7   7   0.00029     0.024   13.0   0.4    49   124   491   567   486   572 0.69 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 102553at50557        -            200   6.6e-12   44.2  42.9   1   6     0.012      0.96    7.8   7.8    79   126    40    87     5   104 0.73 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 102553at50557        -            200   6.6e-12   44.2  42.9   2   6    0.0038      0.31    9.4   0.2    21    73    75   129    73   141 0.75 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 102553at50557        -            200   6.6e-12   44.2  42.9   3   6      0.08       6.5    5.0   5.3    46   103   253   312   226   316 0.83 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 102553at50557        -            200   6.6e-12   44.2  42.9   4   6   3.5e-05    0.0028   16.0   5.5    18   124   296   403   290   407 0.84 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 102553at50557        -            200   6.6e-12   44.2  42.9   5   6   1.8e-06   0.00015   20.2   4.1    23   125   395   497   392   509 0.80 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 102553at50557        -            200   6.6e-12   44.2  42.9   6   6   0.00028     0.022   13.1   0.5    47   124   489   567   485   571 0.69 -
102553at50557_13037_0:002e8c|STRG.22745.1:226-612|+    -            129 102553at50557        -            200     7e-12   44.1   9.9   1   2     7e-06   0.00057   18.3   1.9     1    78     1    78     1    80 0.90 -
102553at50557_13037_0:002e8c|STRG.22745.1:226-612|+    -            129 102553at50557        -            200     7e-12   44.1   9.9   2   2   1.6e-11   1.3e-09   36.7   1.2    57   147    35   125    25   129 0.86 -
102553at50557_13037_0:002e8c|STRG.22745.2:226-612|+    -            129 102553at50557        -            200     7e-12   44.1   9.9   1   2     7e-06   0.00057   18.3   1.9     1    78     1    78     1    80 0.90 -
102553at50557_13037_0:002e8c|STRG.22745.2:226-612|+    -            129 102553at50557        -            200     7e-12   44.1   9.9   2   2   1.6e-11   1.3e-09   36.7   1.2    57   147    35   125    25   129 0.86 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 102553at50557        -            200   1.1e-11   43.4  18.8   1   4   4.8e-06   0.00038   18.8   1.8    22   121    62   167    51   171 0.81 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 102553at50557        -            200   1.1e-11   43.4  18.8   2   4   1.5e-05    0.0012   17.2   0.4    48   122   164   240   158   245 0.49 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 102553at50557        -            200   1.1e-11   43.4  18.8   3   4   0.00035     0.028   12.8   4.9    22   121   233   337   223   340 0.83 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 102553at50557        -            200   1.1e-11   43.4  18.8   4   4   2.8e-05    0.0022   16.3   2.5    19    94   279   359   276   360 0.83 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 102553at50557        -            200   1.6e-11   43.0  18.8   1   3   5.1e-07   4.1e-05   22.0   6.8    20   124     7   114     2   117 0.84 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 102553at50557        -            200   1.6e-11   43.0  18.8   2   3    0.0068      0.55    8.5   0.2    62   102   100   139    95   142 0.88 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 102553at50557        -            200   1.6e-11   43.0  18.8   3   3   1.3e-06    0.0001   20.7   1.7    40   122   147   231   140   244 0.86 -
8280at50557_7160_0:00112a|STRG.13990.1:1303-2487|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   1   4     9e-06   0.00073   17.9   0.1    41   103    25    89     6   111 0.84 -
8280at50557_7160_0:00112a|STRG.13990.1:1303-2487|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   2   4   6.2e-07     5e-05   21.7   0.4    40   124   120   206    96   209 0.88 -
8280at50557_7160_0:00112a|STRG.13990.1:1303-2487|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   3   4     0.009      0.73    8.1   2.6    61   145   191   273   189   278 0.74 -
8280at50557_7160_0:00112a|STRG.13990.1:1303-2487|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   4   4      0.02       1.6    7.0   2.0    19    96   218   297   212   301 0.50 -
8280at50557_7160_0:00112a|STRG.13990.2:1244-2428|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   1   4     9e-06   0.00073   17.9   0.1    41   103    25    89     6   111 0.84 -
8280at50557_7160_0:00112a|STRG.13990.2:1244-2428|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   2   4   6.2e-07     5e-05   21.7   0.4    40   124   120   206    96   209 0.88 -
8280at50557_7160_0:00112a|STRG.13990.2:1244-2428|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   3   4     0.009      0.73    8.1   2.6    61   145   191   273   189   278 0.74 -
8280at50557_7160_0:00112a|STRG.13990.2:1244-2428|+     -            395 102553at50557        -            200   1.6e-11   43.0  10.5   4   4      0.02       1.6    7.0   2.0    19    96   218   297   212   301 0.50 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 102553at50557        -            200   3.1e-11   42.0   3.6   1   1     4e-13   3.3e-11   41.9   3.6    23   143     3   126     1   126 0.83 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 102553at50557        -            200   3.2e-11   42.0  29.5   1   4     0.065       5.2    5.4   1.3    61   123     6    66     2    71 0.69 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 102553at50557        -            200   3.2e-11   42.0  29.5   2   4   6.5e-06   0.00052   18.4   9.3    39   149    77   182    56   190 0.80 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 102553at50557        -            200   3.2e-11   42.0  29.5   3   4   9.2e-05    0.0074   14.6   4.6    38   102   195   259   173   280 0.61 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 102553at50557        -            200   3.2e-11   42.0  29.5   4   4    0.0001    0.0081   14.5   0.6    46   122   272   349   255   354 0.81 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+   -            359 102553at50557        -            200   1.1e-10   40.3  13.2   1   4    0.0021      0.17   10.2   0.0    46   118     3    74     1    82 0.83 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+   -            359 102553at50557        -            200   1.1e-10   40.3  13.2   2   4   0.00012    0.0097   14.3   0.6    37   122   113   200    90   206 0.73 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+   -            359 102553at50557        -            200   1.1e-10   40.3  13.2   3   4   0.00029     0.024   13.0   0.8    16   103   211   300   200   302 0.84 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+   -            359 102553at50557        -            200   1.1e-10   40.3  13.2   4   4   0.00079     0.064   11.6   0.7    46   102   289   347   278   358 0.85 -
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 102553at50557        -            200   1.4e-10   39.9   6.0   1   2   1.7e-05    0.0014   17.0   0.4    17   100    37   120     7   124 0.54 -
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 102553at50557        -            200   1.4e-10   39.9   6.0   2   2   2.3e-08   1.9e-06   26.4   2.2    21   128   110   217   107   226 0.85 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+   -            379 102553at50557        -            200   1.4e-10   39.8  19.5   1   5   0.00049      0.04   12.3   0.4    19    78    48   110    40   116 0.79 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+   -            379 102553at50557        -            200   1.4e-10   39.8  19.5   2   5   1.9e-05    0.0016   16.9   0.2    43   102   121   182   113   195 0.87 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+   -            379 102553at50557        -            200   1.4e-10   39.8  19.5   3   5     0.002      0.16   10.3   1.3    43   103   193   254   184   275 0.85 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+   -            379 102553at50557        -            200   1.4e-10   39.8  19.5   4   5      0.04       3.2    6.0   1.0    48   105   269   328   266   341 0.63 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+   -            379 102553at50557        -            200   1.4e-10   39.8  19.5   5   5   0.00086      0.07   11.5   0.2    41   102   310   373   305   375 0.92 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 102553at50557        -            200   1.6e-10   39.7  17.6   1   4   1.8e-06   0.00015   20.2   1.6    40   121    25   108     3   111 0.84 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 102553at50557        -            200   1.6e-10   39.7  17.6   2   4     0.093       7.5    4.8   0.3    43    76   100   138    92   147 0.65 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 102553at50557        -            200   1.6e-10   39.7  17.6   3   4   1.1e-07   8.6e-06   24.2   4.7    44   148   156   261   151   281 0.82 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 102553at50557        -            200   1.6e-10   39.7  17.6   4   4     0.038       3.1    6.1   0.5    46   100   231   287   227   297 0.76 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 102553at50557        -            200   1.7e-10   39.6  32.5   1   5   4.3e-07   3.5e-05   22.2   0.2    66   154     2    92     1    98 0.80 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 102553at50557        -            200   1.7e-10   39.6  32.5   2   5    0.0081      0.66    8.3   2.7    18    78   118   177   106   185 0.88 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 102553at50557        -            200   1.7e-10   39.6  32.5   3   5     0.034       2.8    6.2   6.4    40   121   172   253   164   258 0.87 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 102553at50557        -            200   1.7e-10   39.6  32.5   4   5   1.2e-05   0.00095   17.6   7.7    21   121   246   348   239   354 0.88 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 102553at50557        -            200   1.7e-10   39.6  32.5   5   5   0.00054     0.044   12.1   1.5    51   122   300   373   299   378 0.90 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 102553at50557        -            200     2e-10   39.4   6.1   1   1   3.2e-12   2.6e-10   39.0   6.1    20   118    25   120    19   123 0.81 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 102553at50557        -            200   2.2e-10   39.2  16.5   1   4     0.026       2.1    6.6   0.7    45   123    53   132    24   136 0.57 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 102553at50557        -            200   2.2e-10   39.2  16.5   2   4   1.5e-05    0.0013   17.2   0.3    44   102   147   208   131   212 0.84 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 102553at50557        -            200   2.2e-10   39.2  16.5   3   4   0.00018     0.015   13.7   1.3    63   119   217   270   211   279 0.75 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 102553at50557        -            200   2.2e-10   39.2  16.5   4   4   6.6e-05    0.0053   15.1   0.8    51   121   251   323   249   332 0.81 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 102553at50557        -            200   2.2e-10   39.2  16.5   1   4     0.026       2.1    6.6   0.7    45   123    53   132    24   136 0.57 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 102553at50557        -            200   2.2e-10   39.2  16.5   2   4   1.5e-05    0.0013   17.2   0.3    44   102   147   208   131   212 0.84 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 102553at50557        -            200   2.2e-10   39.2  16.5   3   4   0.00018     0.015   13.7   1.3    63   119   217   270   211   279 0.75 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 102553at50557        -            200   2.2e-10   39.2  16.5   4   4   6.6e-05    0.0053   15.1   0.8    51   121   251   323   249   332 0.81 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 102553at50557        -            200   3.9e-10   38.4  15.7   1   3   6.7e-07   5.4e-05   21.6   4.0    47   125     1    81     1    84 0.86 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 102553at50557        -            200   3.9e-10   38.4  15.7   2   3   9.9e-05     0.008   14.5   3.0    48    99    98   151    87   166 0.82 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 102553at50557        -            200   3.9e-10   38.4  15.7   3   3     0.016       1.3    7.3   0.0    20    66   243   292   230   293 0.77 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 102553at50557        -            200   4.2e-10   38.3   7.7   1   2   7.9e-08   6.4e-06   24.7   1.0    46   100     1    57     1    61 0.91 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 102553at50557        -            200   4.2e-10   38.3   7.7   2   2   1.2e-07   9.4e-06   24.1   2.4    46   121    49   126    49   126 0.91 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 102553at50557        -            200   3.1e-09   35.5  18.6   1   4      0.01      0.84    7.9   2.9    43   102     6    65     2    88 0.66 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 102553at50557        -            200   3.1e-09   35.5  18.6   2   4   0.00045     0.037   12.4   0.1    14   102   109   201    93   212 0.85 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 102553at50557        -            200   3.1e-09   35.5  18.6   3   4     7e-05    0.0057   15.0   0.2    34   101   179   246   165   249 0.88 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 102553at50557        -            200   3.1e-09   35.5  18.6   4   4   4.5e-07   3.6e-05   22.2   4.1    41    97   232   289   211   289 0.84 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 102553at50557        -            200   1.6e-08   33.2  23.2   1   5   0.00055     0.045   12.1   2.6    32   118    32   113    26   116 0.88 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 102553at50557        -            200   1.6e-08   33.2  23.2   2   5   0.00019     0.016   13.6   5.4    45   101    86   144    79   148 0.84 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 102553at50557        -            200   1.6e-08   33.2  23.2   3   5   7.9e-06   0.00064   18.1   2.2    58   123   149   214   147   220 0.94 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 102553at50557        -            200   1.6e-08   33.2  23.2   4   5    0.0017      0.14   10.5   1.1    59   102   198   241   196   265 0.91 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 102553at50557        -            200   1.6e-08   33.2  23.2   5   5      0.33        26    3.1   0.2    59   103   222   266   218   281 0.82 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 102553at50557        -            200   1.8e-08   33.0  20.2   1   4    0.0015      0.12   10.7   1.5    46   121     7    60     2    65 0.54 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 102553at50557        -            200   1.8e-08   33.0  20.2   2   4   4.1e-06   0.00033   19.0   4.9    40   119    49   129    41   139 0.85 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 102553at50557        -            200   1.8e-08   33.0  20.2   3   4     0.008      0.64    8.3   0.2    46   102   102   159   100   161 0.88 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 102553at50557        -            200   1.8e-08   33.0  20.2   4   4   5.6e-05    0.0046   15.3   2.8    35   105   162   232   143   243 0.75 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 102553at50557        -            200   3.3e-08   32.1   4.0   1   3   1.5e-07   1.2e-05   23.8   1.5    58   127     5    74     3    78 0.88 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 102553at50557        -            200   3.3e-08   32.1   4.0   2   3      0.01      0.83    8.0   0.2    59    98    54    98    50   100 0.77 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 102553at50557        -            200   3.3e-08   32.1   4.0   3   3    0.0069      0.56    8.5   0.0    46    99    87   141    81   142 0.86 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 102553at50557        -            200   3.8e-08   31.9  31.3   1   4   1.7e-05    0.0014   17.1   5.4    41   121    29   110    23   116 0.89 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 102553at50557        -            200   3.8e-08   31.9  31.3   2   4     0.052       4.2    5.7   0.2    58   144   140   222   115   229 0.76 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 102553at50557        -            200   3.8e-08   31.9  31.3   3   4    0.0053      0.43    8.9   2.1    47   118   242   315   234   333 0.79 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 102553at50557        -            200   3.8e-08   31.9  31.3   4   4   0.00011    0.0091   14.4   3.7    40   106   351   417   325   431 0.84 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   1   5       1.4   1.1e+02    1.0   0.1    93   127     5    39     1    58 0.60 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   2   5   0.00055     0.045   12.1   2.1    46   106    56   117    48   139 0.83 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   3   5   7.1e-05    0.0057   15.0   3.1    41   122   143   226   119   239 0.89 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   4   5   2.6e-05    0.0021   16.4   1.8    57   146   262   349   248   355 0.87 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   5   5      0.17        13    4.0   0.5    44   123   319   400   310   404 0.77 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   1   5       1.4   1.1e+02    1.0   0.1    93   127     5    39     1    58 0.60 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   2   5   0.00055     0.045   12.1   2.1    46   106    56   117    48   139 0.83 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   3   5   7.1e-05    0.0057   15.0   3.1    41   122   143   226   119   239 0.89 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   4   5   2.6e-05    0.0021   16.4   1.8    57   146   262   349   248   355 0.87 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   5   5      0.17        13    4.0   0.5    44   123   319   400   310   404 0.77 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 102553at50557        -            200   4.7e-08   31.6  26.7   1   5       1.4   1.1e+02    1.0   0.1    93   127     5    39     1    58 0.60 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 102553at50557        -            200   4.7e-08   31.6  26.7   2   5   0.00055     0.045   12.1   2.1    46   106    56   117    48   139 0.83 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 102553at50557        -            200   4.7e-08   31.6  26.7   3   5   7.1e-05    0.0057   15.0   3.1    41   122   143   226   119   239 0.89 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 102553at50557        -            200   4.7e-08   31.6  26.7   4   5   2.6e-05    0.0021   16.4   1.8    57   146   262   349   248   355 0.87 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 102553at50557        -            200   4.7e-08   31.6  26.7   5   5      0.17        13    4.0   0.5    44   123   319   400   310   404 0.77 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   1   5       1.4   1.1e+02    1.0   0.1    93   127     5    39     1    58 0.60 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   2   5   0.00055     0.045   12.1   2.1    46   106    56   117    48   139 0.83 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   3   5   7.1e-05    0.0057   15.0   3.1    41   122   143   226   119   239 0.89 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   4   5   2.6e-05    0.0021   16.4   1.8    57   146   262   349   248   355 0.87 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 102553at50557        -            200   4.7e-08   31.6  26.7   5   5      0.17        13    4.0   0.5    44   123   319   400   310   404 0.77 -
