#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
117213at50557_77166_0:002bfc|STRG.4410.1:597-1073|+     -            159 966at50557           -           1751   2.3e-68  229.5   0.0   1   1     2e-69   2.5e-68  229.4   0.0    15   163     5   159     1   159 0.96 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 966at50557           -           1751   3.6e-19   66.4   2.9   2   3   1.9e-06   2.4e-05   20.6   0.0   200   259    85   149    76   155 0.84 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 966at50557           -           1751   3.6e-19   66.4   2.9   3   3   1.8e-09   2.3e-08   30.6   0.2    29   118   153   242   147   270 0.86 -
8547at50557_74869_0:0028a5|STRG.12572.1:1576-2421|+     -            282 966at50557           -           1751   3.7e-19   66.4   0.0   1   1   6.1e-20   7.7e-19   65.3   0.0  1329  1527    53   275     2   278 0.76 -
8547at50557_74869_0:0028a5|STRG.12572.2:679-1524|+      -            282 966at50557           -           1751   3.7e-19   66.4   0.0   1   1   6.1e-20   7.7e-19   65.3   0.0  1329  1527    53   275     2   278 0.76 -
8547at50557_74869_0:0028a5|STRG.12572.3:1722-2567|+     -            282 966at50557           -           1751   3.7e-19   66.4   0.0   1   1   6.1e-20   7.7e-19   65.3   0.0  1329  1527    53   275     2   278 0.76 -
57980at50557_43151_0:0020f1|STRG.15773.1:1949-2560|+    -            204 966at50557           -           1751   8.3e-19   65.2   0.0   1   1   7.3e-20   9.1e-19   65.1   0.0  1329  1522     2   201     1   204 0.84 -
57980at50557_43151_0:0020f1|STRG.15773.2:1949-2560|+    -            204 966at50557           -           1751   8.3e-19   65.2   0.0   1   1   7.3e-20   9.1e-19   65.1   0.0  1329  1522     2   201     1   204 0.84 -
57980at50557_43151_0:0020f1|STRG.15773.3:993-1604|+     -            204 966at50557           -           1751   8.3e-19   65.2   0.0   1   1   7.3e-20   9.1e-19   65.1   0.0  1329  1522     2   201     1   204 0.84 -
57980at50557_286706_0:000fec|STRG.24034.1:213-971|+     -            253 966at50557           -           1751   1.5e-18   64.3   0.0   1   1   1.4e-19   1.8e-18   64.1   0.0  1325  1527    44   247    11   251 0.79 -
57980at50557_286706_0:000fec|STRG.24034.3:75-833|+      -            253 966at50557           -           1751   1.5e-18   64.3   0.0   1   1   1.4e-19   1.8e-18   64.1   0.0  1325  1527    44   247    11   251 0.79 -
57980at50557_286706_0:000fec|STRG.24034.4:75-833|+      -            253 966at50557           -           1751   1.5e-18   64.3   0.0   1   1   1.4e-19   1.8e-18   64.1   0.0  1325  1527    44   247    11   251 0.79 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 966at50557           -           1751   2.1e-18   63.8   0.8   1   3    0.0011     0.014   11.4   0.0    23   117    15   114    10   123 0.82 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 966at50557           -           1751   2.1e-18   63.8   0.8   2   3   3.2e-08     4e-07   26.5   0.0    29   115   137   224   130   230 0.91 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 966at50557           -           1751   2.1e-18   63.8   0.8   3   3     3e-07   3.8e-06   23.2   0.1    20   102   231   314   225   318 0.84 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+    -            359 966at50557           -           1751   2.6e-18   63.5   8.3   1   3   7.1e-12   8.9e-11   38.6   0.2   344   513     3   178     1   184 0.84 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+    -            359 966at50557           -           1751   2.6e-18   63.5   8.3   2   3   0.00021    0.0026   13.8   0.1   378   441   187   253   163   257 0.74 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+    -            359 966at50557           -           1751   2.6e-18   63.5   8.3   3   3     1e-07   1.3e-06   24.8   2.2   344   442   242   349   210   357 0.69 -
65033at50557_64838_0:001c6d|STRG.6640.1:3354-4157|+     -            268 966at50557           -           1751   3.1e-18   63.3   0.0   1   1   2.8e-19   3.5e-18   63.1   0.0  1323  1528    39   255    24   268 0.85 -
8547at50557_74869_0:0028a5|STRG.18440.1:541-1344|+      -            268 966at50557           -           1751   5.5e-18   62.5   0.0   1   1   6.7e-19   8.4e-18   61.9   0.0  1328  1529    50   264    24   267 0.76 -
8547at50557_74869_0:0028a5|STRG.18440.3:435-1238|+      -            268 966at50557           -           1751   5.5e-18   62.5   0.0   1   1   6.7e-19   8.4e-18   61.9   0.0  1328  1529    50   264    24   267 0.76 -
8547at50557_74869_0:0028a5|STRG.18440.6:435-1238|+      -            268 966at50557           -           1751   5.5e-18   62.5   0.0   1   1   6.7e-19   8.4e-18   61.9   0.0  1328  1529    50   264    24   267 0.76 -
8547at50557_74869_0:0028a5|STRG.18440.7:435-1238|+      -            268 966at50557           -           1751   5.5e-18   62.5   0.0   1   1   6.7e-19   8.4e-18   61.9   0.0  1328  1529    50   264    24   267 0.76 -
8547at50557_45779_0:000864|STRG.20865.1:327-1094|+      -            256 966at50557           -           1751   6.1e-18   62.3   0.0   1   1   5.7e-19   7.1e-18   62.1   0.0  1328  1524    51   254     6   256 0.86 -
8547at50557_45779_0:000864|STRG.20865.2:327-1094|+      -            256 966at50557           -           1751   6.1e-18   62.3   0.0   1   1   5.7e-19   7.1e-18   62.1   0.0  1328  1524    51   254     6   256 0.86 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 966at50557           -           1751   7.5e-18   62.0   0.3   1   3   2.4e-08     3e-07   26.9   0.1    20   116     7   103     2   107 0.88 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 966at50557           -           1751   7.5e-18   62.0   0.3   2   3   1.5e-09   1.9e-08   30.8   0.1    20   118   106   204   103   229 0.84 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 966at50557           -           1751   7.5e-18   62.0   0.3   3   3       1.2        15    1.4   0.0    19    70   238   289   221   291 0.87 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 966at50557           -           1751   7.5e-18   62.0   0.3   1   3   2.4e-08     3e-07   26.9   0.1    20   116     7   103     2   107 0.88 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 966at50557           -           1751   7.5e-18   62.0   0.3   2   3   1.5e-09   1.9e-08   30.8   0.1    20   118   106   204   103   229 0.84 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 966at50557           -           1751   7.5e-18   62.0   0.3   3   3       1.2        15    1.4   0.0    19    70   238   289   221   291 0.87 -
57980at50557_69004_0:0023c9|STRG.21880.1:2013-2810|+    -            266 966at50557           -           1751   9.5e-18   61.7   0.0   1   1   1.9e-17   2.4e-16   57.1   0.0  1322  1520    43   259     1   266 0.80 -
63962at50557_116153_0:001347|STRG.14084.1:570-1316|+    -            249 966at50557           -           1751   1.3e-17   61.2   0.0   1   1   1.6e-18     2e-17   60.6   0.0  1322  1485    49   207     2   217 0.88 -
63962at50557_116153_0:001347|STRG.14084.3:570-1316|+    -            249 966at50557           -           1751   1.3e-17   61.2   0.0   1   1   1.6e-18     2e-17   60.6   0.0  1322  1485    49   207     2   217 0.88 -
63962at50557_116153_0:001347|STRG.14084.4:390-1136|+    -            249 966at50557           -           1751   1.3e-17   61.2   0.0   1   1   1.6e-18     2e-17   60.6   0.0  1322  1485    49   207     2   217 0.88 -
8547at50557_74869_0:0028a5|STRG.15750.1:2286-3128|+     -            281 966at50557           -           1751   1.3e-17   61.2   0.0   1   1   1.4e-18   1.7e-17   60.8   0.0  1327  1522    53   269     4   274 0.76 -
57980at50557_286706_0:000fec|STRG.22029.1:404-1255|+    -            284 966at50557           -           1751   1.5e-17   61.1   0.0   1   1   1.3e-18   1.6e-17   61.0   0.0  1325  1487    39   196    22   270 0.89 -
57980at50557_286706_0:000fec|STRG.22029.2:176-1027|+    -            284 966at50557           -           1751   1.5e-17   61.1   0.0   1   1   1.3e-18   1.6e-17   61.0   0.0  1325  1487    39   196    22   270 0.89 -
57980at50557_286706_0:000fec|STRG.22029.3:253-1104|+    -            284 966at50557           -           1751   1.5e-17   61.1   0.0   1   1   1.3e-18   1.6e-17   61.0   0.0  1325  1487    39   196    22   270 0.89 -
57980at50557_286706_0:000fec|STRG.22029.4:399-1250|+    -            284 966at50557           -           1751   1.5e-17   61.1   0.0   1   1   1.3e-18   1.6e-17   61.0   0.0  1325  1487    39   196    22   270 0.89 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 966at50557           -           1751   1.7e-17   60.9   0.4   1   2     1e-09   1.3e-08   31.4   0.1    30   176     7   143     2   178 0.80 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 966at50557           -           1751   1.7e-17   60.9   0.4   2   2   1.7e-08   2.1e-07   27.4   0.0    19   117   281   381   270   388 0.86 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 966at50557           -           1751   1.7e-17   60.9   0.4   1   2     1e-09   1.3e-08   31.4   0.1    30   176     7   143     2   178 0.80 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 966at50557           -           1751   1.7e-17   60.9   0.4   2   2   1.7e-08   2.1e-07   27.4   0.0    19   117   281   381   270   388 0.86 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 966at50557           -           1751   1.7e-17   60.9   0.4   1   2     1e-09   1.3e-08   31.4   0.1    30   176     7   143     2   178 0.80 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 966at50557           -           1751   1.7e-17   60.9   0.4   2   2   1.7e-08   2.1e-07   27.4   0.0    19   117   281   381   270   388 0.86 -
57980at50557_43151_0:0020f1|STRG.12704.4:724-1281|+     -            186 966at50557           -           1751   1.9e-17   60.7   0.0   1   1   1.6e-18     2e-17   60.6   0.0  1324  1454    54   184    26   186 0.86 -
125117at50557_54969_0:0029cc|STRG.14163.2:60-989|+      -            310 966at50557           -           1751     2e-17   60.6   0.0   1   1   2.1e-18   2.6e-17   60.2   0.0  1325  1497    46   212    40   221 0.83 -
8547at50557_74869_0:0028a5|STRG.15102.1:1808-2707|+     -            300 966at50557           -           1751   2.6e-17   60.2   0.0   1   2      0.48         6    2.7   0.0  1261  1287    26    57    12    71 0.71 -
8547at50557_74869_0:0028a5|STRG.15102.1:1808-2707|+     -            300 966at50557           -           1751   2.6e-17   60.2   0.0   2   2   3.7e-17   4.6e-16   56.1   0.0  1320  1527    63   285    56   289 0.83 -
84269at50557_1629725_0:0013c3|STRG.12704.3:757-1292|+   -            173 966at50557           -           1751   2.9e-17   60.0   0.0   1   1   2.5e-18   3.1e-17   60.0   0.0  1325  1453    44   172    16   173 0.86 -
125117at50557_54969_0:0029cc|STRG.19717.2:78-1136|+     -            353 966at50557           -           1751   3.7e-17   59.7   0.0   1   1   3.5e-18   4.4e-17   59.5   0.0  1321  1488    88   250    15   301 0.85 -
57980at50557_7237_0:0026c2|STRG.17969.3:305-970|+       -            222 966at50557           -           1751   5.6e-17   59.1   0.0   1   1     5e-18   6.2e-17   59.0   0.0  1327  1498    19   187     6   220 0.78 -
57980at50557_7070_0:001946|STRG.19663.1:1266-2216|+     -            317 966at50557           -           1751   6.5e-17   58.9   0.8   1   3      0.42       5.2    2.9   0.0  1264  1290    29    55    10    64 0.79 -
57980at50557_7070_0:001946|STRG.19663.1:1266-2216|+     -            317 966at50557           -           1751   6.5e-17   58.9   0.8   2   3   3.8e-12   4.8e-11   39.5   0.2  1327  1432    66   167    61   173 0.85 -
57980at50557_7070_0:001946|STRG.19663.1:1266-2216|+     -            317 966at50557           -           1751   6.5e-17   58.9   0.8   3   3   0.00027    0.0033   13.5   0.0  1442  1484   240   282   234   302 0.86 -
57980at50557_7070_0:001946|STRG.19663.2:1266-2216|+     -            317 966at50557           -           1751   6.5e-17   58.9   0.8   1   3      0.42       5.2    2.9   0.0  1264  1290    29    55    10    64 0.79 -
57980at50557_7070_0:001946|STRG.19663.2:1266-2216|+     -            317 966at50557           -           1751   6.5e-17   58.9   0.8   2   3   3.8e-12   4.8e-11   39.5   0.2  1327  1432    66   167    61   173 0.85 -
57980at50557_7070_0:001946|STRG.19663.2:1266-2216|+     -            317 966at50557           -           1751   6.5e-17   58.9   0.8   3   3   0.00027    0.0033   13.5   0.0  1442  1484   240   282   234   302 0.86 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+     -            582 966at50557           -           1751   6.5e-17   58.9  28.5   1   3   0.00012    0.0015   14.6   0.3   399   493     3   100     1   113 0.82 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+     -            582 966at50557           -           1751   6.5e-17   58.9  28.5   2   3   6.1e-09   7.7e-08   28.8  10.7   341   515   136   320   131   333 0.83 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+     -            582 966at50557           -           1751   6.5e-17   58.9  28.5   3   3   8.8e-08   1.1e-06   25.0   4.0   341   517   355   532   348   580 0.72 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+      -            582 966at50557           -           1751   6.5e-17   58.9  28.5   1   3   0.00012    0.0015   14.6   0.3   399   493     3   100     1   113 0.82 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+      -            582 966at50557           -           1751   6.5e-17   58.9  28.5   2   3   6.1e-09   7.7e-08   28.8  10.7   341   515   136   320   131   333 0.83 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+      -            582 966at50557           -           1751   6.5e-17   58.9  28.5   3   3   8.8e-08   1.1e-06   25.0   4.0   341   517   355   532   348   580 0.72 -
8547at50557_45779_0:000864|STRG.7010.1:1543-2373|+      -            277 966at50557           -           1751   6.7e-17   58.9   0.0   1   1   1.1e-17   1.4e-16   57.8   0.0  1319  1522    50   271     4   276 0.76 -
8547at50557_45779_0:000864|STRG.7010.2:1672-2502|+      -            277 966at50557           -           1751   6.7e-17   58.9   0.0   1   1   1.1e-17   1.4e-16   57.8   0.0  1319  1522    50   271     4   276 0.76 -
57980at50557_28612_0:0052c4|STRG.17969.1:460-1206|+     -            249 966at50557           -           1751   7.1e-17   58.8   0.0   1   1   6.4e-18     8e-17   58.6   0.0  1326  1498    45   214    23   247 0.78 -
57980at50557_28612_0:0052c4|STRG.17969.2:129-875|+      -            249 966at50557           -           1751   7.1e-17   58.8   0.0   1   1   6.4e-18     8e-17   58.6   0.0  1326  1498    45   214    23   247 0.78 -
57980at50557_28612_0:0052c4|STRG.17969.4:460-1206|+     -            249 966at50557           -           1751   7.1e-17   58.8   0.0   1   1   6.4e-18     8e-17   58.6   0.0  1326  1498    45   214    23   247 0.78 -
57980at50557_7536_0:003723|STRG.9371.1:382-1158|+       -            259 966at50557           -           1751   7.3e-17   58.7   0.0   1   1   7.5e-18   9.3e-17   58.4   0.0  1326  1485    46   201    37   216 0.84 -
125117at50557_54969_0:0029cc|STRG.2675.1:757-1881|+     -            375 966at50557           -           1751   7.6e-17   58.7   0.0   1   1   8.1e-18     1e-16   58.3   0.0  1337  1485   109   252    97   259 0.85 -
125117at50557_54969_0:0029cc|STRG.2675.2:919-2043|+     -            375 966at50557           -           1751   7.6e-17   58.7   0.0   1   1   8.1e-18     1e-16   58.3   0.0  1337  1485   109   252    97   259 0.85 -
125117at50557_54969_0:0029cc|STRG.2675.3:618-1742|+     -            375 966at50557           -           1751   7.6e-17   58.7   0.0   1   1   8.1e-18     1e-16   58.3   0.0  1337  1485   109   252    97   259 0.85 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   1   3     6e-05   0.00075   15.6   0.0    32    86     3    58     1    62 0.87 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   2   3   2.2e-11   2.7e-10   37.0   0.0    21   115    61   162    58   165 0.87 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   3   3   0.00046    0.0057   12.7   0.0   202   253   142   197   130   211 0.80 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   1   3     6e-05   0.00075   15.6   0.0    32    86     3    58     1    62 0.87 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   2   3   2.2e-11   2.7e-10   37.0   0.0    21   115    61   162    58   165 0.87 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   3   3   0.00046    0.0057   12.7   0.0   202   253   142   197   130   211 0.80 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   1   3     6e-05   0.00075   15.6   0.0    32    86     3    58     1    62 0.87 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   2   3   2.2e-11   2.7e-10   37.0   0.0    21   115    61   162    58   165 0.87 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   3   3   0.00046    0.0057   12.7   0.0   202   253   142   197   130   211 0.80 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   1   3     6e-05   0.00075   15.6   0.0    32    86     3    58     1    62 0.87 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   2   3   2.2e-11   2.7e-10   37.0   0.0    21   115    61   162    58   165 0.87 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 966at50557           -           1751   7.7e-17   58.7   0.2   3   3   0.00046    0.0057   12.7   0.0   202   253   142   197   130   211 0.80 -
63962at50557_37344_0:002a3d|STRG.23638.2:367-1185|+     -            273 966at50557           -           1751   8.1e-17   58.6   0.0   1   1   8.3e-18     1e-16   58.2   0.0  1322  1487    38   198    21   205 0.85 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+    -            167 966at50557           -           1751   8.8e-17   58.5   7.9   1   2   4.5e-12   5.6e-11   39.2   4.0   376   472    17   106     1   114 0.84 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+    -            167 966at50557           -           1751   8.8e-17   58.5   7.9   2   2   1.2e-06   1.4e-05   21.3   0.1   338   390   110   167   106   167 0.86 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+     -            167 966at50557           -           1751   8.8e-17   58.5   7.9   1   2   4.5e-12   5.6e-11   39.2   4.0   376   472    17   106     1   114 0.84 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+     -            167 966at50557           -           1751   8.8e-17   58.5   7.9   2   2   1.2e-06   1.4e-05   21.3   0.1   338   390   110   167   106   167 0.86 -
125117at50557_54969_0:0029cc|STRG.21189.1:180-1112|+    -            311 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.7e-18   1.2e-16   58.0   0.0  1325  1521    56   252    39   274 0.75 -
125117at50557_54969_0:0029cc|STRG.23638.1:439-1350|+    -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.3:991-1902|+    -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.4:1036-1947|+   -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.5:4531-5442|+   -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.6:4416-5327|+   -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.7:500-1411|+    -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.8:192-1103|+    -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
125117at50557_54969_0:0029cc|STRG.23638.9:512-1423|+    -            304 966at50557           -           1751   9.6e-17   58.3   0.0   1   1   9.8e-18   1.2e-16   58.0   0.0  1322  1487    50   210    12   216 0.86 -
8547at50557_43041_0:000727|STRG.12172.1:452-1384|+      -            311 966at50557           -           1751   1.4e-16   57.8   0.0   1   1   5.8e-17   7.2e-16   55.4   0.0  1327  1525    80   305    11   309 0.72 -
8547at50557_43041_0:000727|STRG.12172.2:1325-2257|+     -            311 966at50557           -           1751   1.4e-16   57.8   0.0   1   1   5.8e-17   7.2e-16   55.4   0.0  1327  1525    80   305    11   309 0.72 -
57980at50557_286706_0:000fec|STRG.9491.1:232-999|+      -            256 966at50557           -           1751   1.9e-16   57.3   0.0   1   1   1.9e-17   2.4e-16   57.0   0.0  1305  1486    26   202    16   217 0.82 -
57980at50557_286706_0:000fec|STRG.9491.2:51-818|+       -            256 966at50557           -           1751   1.9e-16   57.3   0.0   1   1   1.9e-17   2.4e-16   57.0   0.0  1305  1486    26   202    16   217 0.82 -
57980at50557_286706_0:000fec|STRG.9491.3:51-818|+       -            256 966at50557           -           1751   1.9e-16   57.3   0.0   1   1   1.9e-17   2.4e-16   57.0   0.0  1305  1486    26   202    16   217 0.82 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+    -            379 966at50557           -           1751   2.1e-16   57.2  14.0   1   3   9.5e-06   0.00012   18.3   0.2   403   516    24   135    12   161 0.61 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+    -            379 966at50557           -           1751   2.1e-16   57.2  14.0   2   3   5.8e-08   7.2e-07   25.6   2.8   338   470   166   303   161   308 0.80 -
8280at50557_1155016_0:002e71|STRG.17467.1:563-1699|+    -            379 966at50557           -           1751   2.1e-16   57.2  14.0   3   3   2.8e-06   3.6e-05   20.0   0.3   338   391   309   369   304   374 0.79 -
63962at50557_37344_0:002a3d|STRG.17862.1:619-1485|+     -            289 966at50557           -           1751   2.2e-16   57.1   0.0   1   1   2.3e-17   2.8e-16   56.8   0.0  1321  1487    45   208     9   219 0.81 -
125117at50557_54969_0:0029cc|STRG.14488.1:0-1028|+      -            343 966at50557           -           1751   2.4e-16   57.0   0.0   1   1   2.5e-17   3.1e-16   56.6   0.0  1323  1497    16   187     5   202 0.82 -
8547at50557_45779_0:000864|STRG.18612.1:2724-3512|+     -            263 966at50557           -           1751   4.4e-16   56.1   0.0   1   1     4e-17   5.1e-16   56.0   0.0  1328  1523    51   260     5   263 0.80 -
65033at50557_7038_0:001d12|STRG.8147.7:45-812|+         -            256 966at50557           -           1751   4.8e-16   56.0   0.0   1   1   4.3e-17   5.4e-16   55.9   0.0  1304  1486    28   204     9   247 0.86 -
65033at50557_35570_0:001139|STRG.8147.3:348-1169|+      -            274 966at50557           -           1751   5.8e-16   55.8   0.0   1   1   5.3e-17   6.6e-16   55.6   0.0  1304  1486    46   222    25   265 0.86 -
65033at50557_35570_0:001139|STRG.8147.4:345-1166|+      -            274 966at50557           -           1751   5.8e-16   55.8   0.0   1   1   5.3e-17   6.6e-16   55.6   0.0  1304  1486    46   222    25   265 0.86 -
8547at50557_45779_0:000864|STRG.9240.1:4442-5302|+      -            287 966at50557           -           1751   5.9e-16   55.7   0.0   1   1   1.9e-15   2.3e-14   50.4   0.0  1257  1521    25   285    13   287 0.69 -
8547at50557_45779_0:000864|STRG.9240.2:4445-5305|+      -            287 966at50557           -           1751   5.9e-16   55.7   0.0   1   1   1.9e-15   2.3e-14   50.4   0.0  1257  1521    25   285    13   287 0.69 -
65033at50557_35570_0:001139|STRG.8147.2:297-1127|+      -            277 966at50557           -           1751     6e-16   55.7   0.0   1   1   5.5e-17   6.9e-16   55.5   0.0  1304  1486    49   225    28   268 0.86 -
65033at50557_39758_0:002fd0|STRG.8147.6:297-1127|+      -            277 966at50557           -           1751     6e-16   55.7   0.0   1   1   5.5e-17   6.9e-16   55.5   0.0  1304  1486    50   226    29   269 0.86 -
65033at50557_35570_0:001139|STRG.8147.5:495-1334|+      -            280 966at50557           -           1751   6.2e-16   55.7   0.0   1   1   5.7e-17   7.1e-16   55.5   0.0  1304  1486    52   228    31   271 0.86 -
65033at50557_35570_0:001139|STRG.8147.1:495-1337|+      -            281 966at50557           -           1751   6.3e-16   55.6   0.0   1   1   5.7e-17   7.2e-16   55.4   0.0  1304  1486    53   229    32   272 0.86 -
65033at50557_13249_0:002565|STRG.11131.1:217-993|+      -            259 966at50557           -           1751   7.1e-16   55.5   0.7   1   2      0.19       2.4    4.0   0.1  1263  1288     8    36     2    45 0.80 -
65033at50557_13249_0:002565|STRG.11131.1:217-993|+      -            259 966at50557           -           1751   7.1e-16   55.5   0.7   2   2   7.1e-16   8.9e-15   51.8   0.2  1307  1492    31   211    28   248 0.80 -
125117at50557_54969_0:0029cc|STRG.9829.1:2109-3259|+    -            358 966at50557           -           1751   1.1e-15   54.9   0.0   1   1   1.1e-16   1.3e-15   54.6   0.0  1365  1487   129   246    31   256 0.81 -
125117at50557_54969_0:0029cc|STRG.9829.4:494-1644|+     -            358 966at50557           -           1751   1.1e-15   54.9   0.0   1   1   1.1e-16   1.3e-15   54.6   0.0  1365  1487   129   246    31   256 0.81 -
125117at50557_54969_0:0029cc|STRG.9829.5:2112-3262|+    -            358 966at50557           -           1751   1.1e-15   54.9   0.0   1   1   1.1e-16   1.3e-15   54.6   0.0  1365  1487   129   246    31   256 0.81 -
125117at50557_54969_0:0029cc|STRG.9829.6:2092-3242|+    -            358 966at50557           -           1751   1.1e-15   54.9   0.0   1   1   1.1e-16   1.3e-15   54.6   0.0  1365  1487   129   246    31   256 0.81 -
63962at50557_29031_0:00144f|STRG.9829.3:256-1273|+      -            196 966at50557           -           1751   1.1e-15   54.8   0.0   1   1   1.1e-16   1.3e-15   54.5   0.0  1389  1488    30   125    18   135 0.90 -
57980at50557_110193_0:0003c9|STRG.3509.1:9-827|+        -            273 966at50557           -           1751   1.8e-15   54.1   0.1   1   1   1.8e-16   2.3e-15   53.8   0.1  1326  1526    64   265    50   268 0.78 -
8547at50557_45779_0:000864|STRG.17447.1:1853-2644|+     -            264 966at50557           -           1751   2.4e-15   53.7   0.0   1   1   2.4e-16     3e-15   53.4   0.0  1321  1527    44   257     4   261 0.84 -
8547at50557_45779_0:000864|STRG.17447.2:1856-2647|+     -            264 966at50557           -           1751   2.4e-15   53.7   0.0   1   1   2.4e-16     3e-15   53.4   0.0  1321  1527    44   257     4   261 0.84 -
8547at50557_45779_0:000864|STRG.17447.3:1871-2662|+     -            264 966at50557           -           1751   2.4e-15   53.7   0.0   1   1   2.4e-16     3e-15   53.4   0.0  1321  1527    44   257     4   261 0.84 -
8547at50557_45779_0:000864|STRG.17447.4:1919-2710|+     -            264 966at50557           -           1751   2.4e-15   53.7   0.0   1   1   2.4e-16     3e-15   53.4   0.0  1321  1527    44   257     4   261 0.84 -
