#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+  -            283 119132at50557        -            257   1.6e-88  295.1   3.4   1   1   4.8e-89     2e-87  291.5   3.4    35   256    22   283    17   283 0.87 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+    -            310 119132at50557        -            257   6.2e-10   37.6   2.9   1   5      0.29        12    3.9   0.0   120   139     9    28     5    35 0.82 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+    -            310 119132at50557        -            257   6.2e-10   37.6   2.9   2   5      0.46        20    3.2   0.0     4    48    38    86    35    96 0.75 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+    -            310 119132at50557        -            257   6.2e-10   37.6   2.9   3   5    0.0058      0.24    9.4   0.0   107   148   103   144    97   155 0.84 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+    -            310 119132at50557        -            257   6.2e-10   37.6   2.9   4   5   0.00034     0.014   13.5   0.1    82   136   167   229   161   246 0.82 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+    -            310 119132at50557        -            257   6.2e-10   37.6   2.9   5   5      0.36        15    3.6   0.0   101   134   270   309   262   310 0.78 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+     -            286 119132at50557        -            257   7.9e-10   37.3   0.0   1   3      0.11       4.5    5.3   0.0    75   139    16    87     7    94 0.74 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+     -            286 119132at50557        -            257   7.9e-10   37.3   0.0   2   3      0.02      0.83    7.7   0.0    85   143   109   175   100   184 0.77 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+     -            286 119132at50557        -            257   7.9e-10   37.3   0.0   3   3   8.5e-06   0.00036   18.7   0.0    47   131   188   286   178   286 0.71 -
14512at50557_29053_0:0002b6|STRG.9710.1:49-759|+      -            237 119132at50557        -            257   1.2e-09   36.7   2.8   1   3   1.3e-05   0.00053   18.2   0.1    84   140    22    85    18    89 0.82 -
14512at50557_29053_0:0002b6|STRG.9710.1:49-759|+      -            237 119132at50557        -            257   1.2e-09   36.7   2.8   2   3   0.00015    0.0062   14.7   0.2    89   138    69   125    66   162 0.86 -
14512at50557_29053_0:0002b6|STRG.9710.1:49-759|+      -            237 119132at50557        -            257   1.2e-09   36.7   2.8   3   3    0.0036      0.15   10.1   0.0    84   134   178   237   174   237 0.84 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+  -            262 119132at50557        -            257   2.4e-09   35.7   0.5   1   3     0.027       1.2    7.2   0.0     7    35     3    31     1   127 0.78 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+  -            262 119132at50557        -            257   2.4e-09   35.7   0.5   2   3     0.076       3.2    5.8   0.0    85   110   158   183   149   188 0.90 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+  -            262 119132at50557        -            257   2.4e-09   35.7   0.5   3   3   0.00012    0.0051   14.9   0.1    86   134   204   259   192   262 0.83 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+  -            262 119132at50557        -            257   2.4e-09   35.7   0.5   1   3     0.027       1.2    7.2   0.0     7    35     3    31     1   127 0.78 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+  -            262 119132at50557        -            257   2.4e-09   35.7   0.5   2   3     0.076       3.2    5.8   0.0    85   110   158   183   149   188 0.90 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+  -            262 119132at50557        -            257   2.4e-09   35.7   0.5   3   3   0.00012    0.0051   14.9   0.1    86   134   204   259   192   262 0.83 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   1   4       2.8   1.2e+02    0.6   0.0     4    32    17    45    14    57 0.69 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   2   4   2.1e-07   8.8e-06   24.0   0.1    84   140    73   136    58   142 0.84 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   3   4      0.53        22    3.0   0.0     4    41   144   181   141   204 0.75 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   4   4       1.1        48    1.9   0.0     4    31   226   253   223   253 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   1   4       2.8   1.2e+02    0.6   0.0     4    32    17    45    14    57 0.69 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   2   4   2.1e-07   8.8e-06   24.0   0.1    84   140    73   136    58   142 0.84 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   3   4      0.53        22    3.0   0.0     4    41   144   181   141   204 0.75 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   4   4       1.1        48    1.9   0.0     4    31   226   253   223   253 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   1   4       2.8   1.2e+02    0.6   0.0     4    32    17    45    14    57 0.69 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   2   4   2.1e-07   8.8e-06   24.0   0.1    84   140    73   136    58   142 0.84 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   3   4      0.53        22    3.0   0.0     4    41   144   181   141   204 0.75 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+ -            253 119132at50557        -            257   2.6e-09   35.5   0.3   4   4       1.1        48    1.9   0.0     4    31   226   253   223   253 0.85 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 119132at50557        -            257   3.3e-09   35.2   0.2   1   5       9.7   4.1e+02   -1.1   0.0   119   136    20    37    13    49 0.70 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 119132at50557        -            257   3.3e-09   35.2   0.2   2   5    0.0071       0.3    9.1   0.0    96   133    74   118    61   129 0.80 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 119132at50557        -            257   3.3e-09   35.2   0.2   3   5    0.0031      0.13   10.3   0.0   102   141   122   168   120   178 0.81 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 119132at50557        -            257   3.3e-09   35.2   0.2   4   5    0.0058      0.25    9.4   0.0    86   140   147   209   146   213 0.64 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 119132at50557        -            257   3.3e-09   35.2   0.2   5   5     0.024      0.99    7.4   0.0    82   126   229   269   214   274 0.82 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   1   3      0.36        15    3.5   0.0   119   143    17    41    13    50 0.90 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   2   3   5.8e-09   2.4e-07   29.1   2.9    84   242    62   232    55   238 0.74 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   3   3       1.2        52    1.8   0.0   120   170   235   281   214   290 0.55 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   1   3      0.36        15    3.5   0.0   119   143    17    41    13    50 0.90 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   2   3   5.8e-09   2.4e-07   29.1   2.9    84   242    62   232    55   238 0.74 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   3   3       1.2        52    1.8   0.0   120   170   235   281   214   290 0.55 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   1   3      0.36        15    3.5   0.0   119   143    17    41    13    50 0.90 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   2   3   5.8e-09   2.4e-07   29.1   2.9    84   242    62   232    55   238 0.74 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+  -            290 119132at50557        -            257   3.5e-09   35.2   6.4   3   3       1.2        52    1.8   0.0   120   170   235   281   214   290 0.55 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+   -            290 119132at50557        -            257   3.5e-09   35.2   6.4   1   3      0.36        15    3.5   0.0   119   143    17    41    13    50 0.90 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+   -            290 119132at50557        -            257   3.5e-09   35.2   6.4   2   3   5.8e-09   2.4e-07   29.1   2.9    84   242    62   232    55   238 0.74 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+   -            290 119132at50557        -            257   3.5e-09   35.2   6.4   3   3       1.2        52    1.8   0.0   120   170   235   281   214   290 0.55 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 119132at50557        -            257   3.8e-09   35.0   2.0   1   5       1.4        57    1.7   0.0    39   142   293   392   279   396 0.73 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 119132at50557        -            257   3.8e-09   35.0   2.0   2   5     0.044       1.9    6.5   0.0   100   136   385   428   373   441 0.74 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 119132at50557        -            257   3.8e-09   35.0   2.0   3   5      0.19       7.8    4.5   0.1   120   137   412   429   411   482 0.65 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 119132at50557        -            257   3.8e-09   35.0   2.0   4   5      0.17       7.3    4.6   0.1    99   140   468   516   453   523 0.70 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 119132at50557        -            257   3.8e-09   35.0   2.0   5   5   9.5e-06    0.0004   18.6   0.1    86   139   539   599   532   609 0.84 -
40115at50557_28612_0:000941|STRG.21446.1:0-911|+      -            304 119132at50557        -            257   5.2e-09   34.6   0.4   1   5       9.1   3.8e+02   -1.0   0.0   119   136    40    57    23    69 0.74 -
40115at50557_28612_0:000941|STRG.21446.1:0-911|+      -            304 119132at50557        -            257   5.2e-09   34.6   0.4   2   5     0.008      0.34    9.0   0.0    96   133    94   138    81   149 0.80 -
40115at50557_28612_0:000941|STRG.21446.1:0-911|+      -            304 119132at50557        -            257   5.2e-09   34.6   0.4   3   5    0.0035      0.15   10.2   0.0   102   141   142   188   140   198 0.81 -
40115at50557_28612_0:000941|STRG.21446.1:0-911|+      -            304 119132at50557        -            257   5.2e-09   34.6   0.4   4   5    0.0065      0.27    9.3   0.0    86   140   167   229   166   233 0.64 -
40115at50557_28612_0:000941|STRG.21446.1:0-911|+      -            304 119132at50557        -            257   5.2e-09   34.6   0.4   5   5     0.026       1.1    7.3   0.0    82   126   249   289   233   294 0.82 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 119132at50557        -            257   5.2e-09   34.6   1.3   1   4     0.027       1.1    7.3   0.0   120   141    30    51     7    58 0.87 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 119132at50557        -            257   5.2e-09   34.6   1.3   2   4      0.76        32    2.5   0.0     5    31    72    98    69   102 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 119132at50557        -            257   5.2e-09   34.6   1.3   3   4    0.0016     0.069   11.2   0.2    85   140    84   149    82   154 0.71 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 119132at50557        -            257   5.2e-09   34.6   1.3   4   4    0.0013     0.055   11.6   0.0    86   140   188   250   175   259 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   1   4     0.027       1.1    7.3   0.0   120   141    30    51     7    58 0.87 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   2   4      0.76        32    2.5   0.0     5    31    72    98    69   102 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   3   4    0.0016     0.069   11.2   0.2    85   140    84   149    82   154 0.71 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   4   4    0.0013     0.055   11.6   0.0    86   140   188   250   175   259 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   1   4     0.027       1.1    7.3   0.0   120   141    30    51     7    58 0.87 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   2   4      0.76        32    2.5   0.0     5    31    72    98    69   102 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   3   4    0.0016     0.069   11.2   0.2    85   140    84   149    82   154 0.71 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   4   4    0.0013     0.055   11.6   0.0    86   140   188   250   175   259 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   1   4     0.027       1.1    7.3   0.0   120   141    30    51     7    58 0.87 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   2   4      0.76        32    2.5   0.0     5    31    72    98    69   102 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   3   4    0.0016     0.069   11.2   0.2    85   140    84   149    82   154 0.71 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 119132at50557        -            257   5.2e-09   34.6   1.3   4   4    0.0013     0.055   11.6   0.0    86   140   188   250   175   259 0.78 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 119132at50557        -            257   5.9e-09   34.4   0.1   1   4      0.35        15    3.6   0.0    93   133     7    56     3    57 0.74 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 119132at50557        -            257   5.9e-09   34.4   0.1   2   4    0.0019      0.08   11.0   0.0    85   125    43    82    35    88 0.87 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 119132at50557        -            257   5.9e-09   34.4   0.1   3   4   9.3e-05    0.0039   15.3   0.0    82   140    85   149    76   155 0.81 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 119132at50557        -            257   5.9e-09   34.4   0.1   4   4      0.33        14    3.7   0.0    84   121   172   209   163   227 0.75 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+  -            681 119132at50557        -            257   6.4e-09   34.3   2.1   1   3    0.0054      0.23    9.5   0.4    85   135    33    92    31    94 0.72 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+  -            681 119132at50557        -            257   6.4e-09   34.3   2.1   2   3   0.00037     0.016   13.4   0.0    87   139    79   138    75   152 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+  -            681 119132at50557        -            257   6.4e-09   34.3   2.1   3   3   0.00067     0.028   12.5   0.0    84   143   169   235   160   276 0.76 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+  -            695 119132at50557        -            257   7.1e-09   34.1   2.2   1   4      0.43        18    3.3   0.0   119   138    32    51    25    59 0.88 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+  -            695 119132at50557        -            257   7.1e-09   34.1   2.2   2   4     0.006      0.25    9.4   0.3    86   135    34    92    33    95 0.71 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+  -            695 119132at50557        -            257   7.1e-09   34.1   2.2   3   4   0.00037     0.015   13.4   0.0    87   139    79   138    75   154 0.84 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+  -            695 119132at50557        -            257   7.1e-09   34.1   2.2   4   4    0.0007      0.03   12.4   0.0    84   142   169   234   157   267 0.76 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+  -            704 119132at50557        -            257   7.3e-09   34.1   2.1   1   3    0.0056      0.24    9.5   0.4    85   135    33    92    31    94 0.72 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+  -            704 119132at50557        -            257   7.3e-09   34.1   2.1   2   3   0.00038     0.016   13.3   0.0    87   139    79   138    75   152 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+  -            704 119132at50557        -            257   7.3e-09   34.1   2.1   3   3   0.00071      0.03   12.4   0.0    84   142   169   234   157   267 0.76 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+  -            691 119132at50557        -            257   7.5e-09   34.1   2.2   1   3    0.0056      0.24    9.5   0.4    85   135    45   104    43   106 0.72 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+  -            691 119132at50557        -            257   7.5e-09   34.1   2.2   2   3   0.00041     0.017   13.2   0.0    87   139    91   150    88   164 0.84 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+  -            691 119132at50557        -            257   7.5e-09   34.1   2.2   3   3   0.00073     0.031   12.4   0.0    84   142   181   246   169   275 0.76 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+  -            724 119132at50557        -            257   9.1e-09   33.8   2.2   1   3    0.0058      0.25    9.4   0.4    85   135    33    92    31    94 0.72 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+  -            724 119132at50557        -            257   9.1e-09   33.8   2.2   2   3   0.00046     0.019   13.0   0.0    88   139    80   138    77   154 0.84 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+  -            724 119132at50557        -            257   9.1e-09   33.8   2.2   3   3   0.00079     0.033   12.3   0.0    84   142   169   234   160   267 0.75 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+  -            200 119132at50557        -            257   1.1e-08   33.5   0.1   1   3         2        85    1.1   0.0     5    32     4    31     1    46 0.69 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+  -            200 119132at50557        -            257   1.1e-08   33.5   0.1   2   3   1.6e-07   6.7e-06   24.4   0.1    85   140    60   122    55   130 0.84 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+  -            200 119132at50557        -            257   1.1e-08   33.5   0.1   3   3      0.45        19    3.3   0.0     4    40   130   166   127   182 0.78 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+ -            242 119132at50557        -            257   1.1e-08   33.5   0.2   1   4       2.2        94    1.0   0.0     4    33    13    42    10    63 0.72 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+ -            242 119132at50557        -            257   1.1e-08   33.5   0.2   2   4     2e-07   8.3e-06   24.1   0.1    84   140    69   132    53   137 0.84 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+ -            242 119132at50557        -            257   1.1e-08   33.5   0.2   3   4      0.43        18    3.3   0.0     4    41   140   177   136   207 0.75 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+ -            242 119132at50557        -            257   1.1e-08   33.5   0.2   4   4       4.4   1.8e+02    0.0   0.0     4    21   181   198   177   241 0.50 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   1   4       2.7   1.1e+02    0.7   0.0     4    32    18    46    15    60 0.69 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   2   4   2.1e-07   8.7e-06   24.0   0.1    84   140    74   137    68   150 0.84 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   3   4       2.5     1e+02    0.8   0.0     5    40   146   181   141   197 0.64 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   4   4       1.9        80    1.2   0.0     4    30   227   253   225   254 0.83 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   1   4       2.7   1.1e+02    0.7   0.0     4    32    18    46    15    60 0.69 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   2   4   2.1e-07   8.7e-06   24.0   0.1    84   140    74   137    68   150 0.84 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   3   4       2.5     1e+02    0.8   0.0     5    40   146   181   141   197 0.64 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   4   4       1.9        80    1.2   0.0     4    30   227   253   225   254 0.83 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   1   4       2.7   1.1e+02    0.7   0.0     4    32    18    46    15    60 0.69 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   2   4   2.1e-07   8.7e-06   24.0   0.1    84   140    74   137    68   150 0.84 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   3   4       2.5     1e+02    0.8   0.0     5    40   146   181   141   197 0.64 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+    -            254 119132at50557        -            257   1.5e-08   33.1   0.7   4   4       1.9        80    1.2   0.0     4    30   227   253   225   254 0.83 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+   -            524 119132at50557        -            257     2e-08   32.7   0.4   1   3   8.2e-07   3.4e-05   22.1   0.1    84   181    94   196    92   206 0.78 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+   -            524 119132at50557        -            257     2e-08   32.7   0.4   2   3      0.16       6.8    4.7   0.0    51   124   180   260   175   287 0.59 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+   -            524 119132at50557        -            257     2e-08   32.7   0.4   3   3       1.3        54    1.8   0.0     3    69   290   360   288   380 0.82 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+     -            524 119132at50557        -            257     2e-08   32.7   0.4   1   3   8.2e-07   3.4e-05   22.1   0.1    84   181    94   196    92   206 0.78 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+     -            524 119132at50557        -            257     2e-08   32.7   0.4   2   3      0.16       6.8    4.7   0.0    51   124   180   260   175   287 0.59 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+     -            524 119132at50557        -            257     2e-08   32.7   0.4   3   3       1.3        54    1.8   0.0     3    69   290   360   288   380 0.82 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+  -            195 119132at50557        -            257   2.1e-08   32.6   0.2   1   3   1.5e-07   6.1e-06   24.5   0.1    84   140    54   117    45   121 0.84 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+  -            195 119132at50557        -            257   2.1e-08   32.6   0.2   2   3      0.43        18    3.3   0.0     4    40   125   161   122   177 0.78 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+  -            195 119132at50557        -            257   2.1e-08   32.6   0.2   3   3       9.8   4.1e+02   -1.1   0.0     3    19   165   181   163   189 0.81 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+   -            257 119132at50557        -            257   2.2e-08   32.6   0.4   1   4       3.4   1.5e+02    0.3   0.0     5    32    22    49    18    71 0.69 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+   -            257 119132at50557        -            257   2.2e-08   32.6   0.4   2   4   2.1e-07   8.7e-06   24.0   0.1    84   140    77   140    61   149 0.84 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+   -            257 119132at50557        -            257   2.2e-08   32.6   0.4   3   4       2.5     1e+02    0.8   0.0    10    39   154   183   145   214 0.54 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+   -            257 119132at50557        -            257   2.2e-08   32.6   0.4   4   4       1.4        60    1.6   0.0     4    30   230   256   227   257 0.84 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+ -            327 119132at50557        -            257   2.2e-08   32.5   1.0   1   5      0.31        13    3.8   0.1   102   140    75   118    32   124 0.73 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+ -            327 119132at50557        -            257   2.2e-08   32.5   1.0   2   5       1.1        47    1.9   0.0    81   135    95   155    91   162 0.71 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+ -            327 119132at50557        -            257   2.2e-08   32.5   1.0   3   5      0.55        23    3.0   0.0    83   134   138   196   122   205 0.74 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+ -            327 119132at50557        -            257   2.2e-08   32.5   1.0   4   5       3.2   1.3e+02    0.5   0.0     3    20   210   227   208   229 0.86 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+ -            327 119132at50557        -            257   2.2e-08   32.5   1.0   5   5     1e-06   4.3e-05   21.8   0.0    85   135   224   281   219   288 0.85 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 119132at50557        -            257   2.3e-08   32.5   0.2   1   4     0.021      0.86    7.6   0.0   119   143    20    44     4    49 0.89 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 119132at50557        -            257   2.3e-08   32.5   0.2   2   4    0.0016     0.066   11.3   0.1    86   140    62   128    49   134 0.77 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 119132at50557        -            257   2.3e-08   32.5   0.2   3   4     0.026       1.1    7.3   0.0    87   140   152   212   138   217 0.75 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 119132at50557        -            257   2.3e-08   32.5   0.2   4   4       3.5   1.5e+02    0.3   0.0     5    33   224   252   220   283 0.67 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+    -            196 119132at50557        -            257   3.1e-08   32.0   1.3   1   4   0.00019     0.008   14.3   0.0   111   155    12    54     2    59 0.86 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+    -            196 119132at50557        -            257   3.1e-08   32.0   1.3   2   4       1.8        77    1.3   0.0   105   136    49    78    46    87 0.75 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+    -            196 119132at50557        -            257   3.1e-08   32.0   1.3   3   4      0.82        35    2.4   0.0    47    89   100   143    78   146 0.74 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+    -            196 119132at50557        -            257   3.1e-08   32.0   1.3   4   4    0.0016     0.067   11.3   0.1   120   140   147   167   143   174 0.88 -
