#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
60092at50557_103372_0:00284b|STRG.22910.1:842-2152|+    -            437 60092at50557         -            372    7e-202  668.9   0.0   1   1  1.7e-203  9.9e-202  668.4   0.0     7   371    32   434    24   435 0.94 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 60092at50557         -            372   4.1e-25   87.2   1.3   3   5       0.2        11    3.5   0.0    14    44   123   153   114   157 0.86 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 60092at50557         -            372   4.1e-25   87.2   1.3   4   5   2.3e-08   1.3e-06   26.3   0.0    13    69   156   212   150   220 0.87 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 60092at50557         -            372   4.1e-25   87.2   1.3   5   5     5e-05    0.0029   15.3   0.0    17    68   228   279   219   284 0.88 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   1   5    0.0021      0.12   10.0   0.0    13    70     1    58     1    64 0.90 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   2   5    0.0018       0.1   10.2   0.0    12    39    66    93    57   104 0.84 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   3   5   5.4e-06   0.00031   18.5   0.0    12    68   105   157    94   167 0.83 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   4   5   4.7e-05    0.0027   15.4   0.1    10    57   283   331   275   343 0.83 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   5   5   1.2e-06   6.9e-05   20.6   0.0     7    48   348   389   341   390 0.92 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   1   5    0.0021      0.12   10.0   0.0    13    70     1    58     1    64 0.90 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   2   5    0.0018       0.1   10.2   0.0    12    39    66    93    57   104 0.84 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   3   5   5.4e-06   0.00031   18.5   0.0    12    68   105   157    94   167 0.83 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   4   5   4.7e-05    0.0027   15.4   0.1    10    57   283   331   275   343 0.83 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   5   5   1.2e-06   6.9e-05   20.6   0.0     7    48   348   389   341   390 0.92 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   1   5    0.0021      0.12   10.0   0.0    13    70     1    58     1    64 0.90 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   2   5    0.0018       0.1   10.2   0.0    12    39    66    93    57   104 0.84 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   3   5   5.4e-06   0.00031   18.5   0.0    12    68   105   157    94   167 0.83 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   4   5   4.7e-05    0.0027   15.4   0.1    10    57   283   331   275   343 0.83 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 60092at50557         -            372   4.2e-23   80.6   1.5   5   5   1.2e-06   6.9e-05   20.6   0.0     7    48   348   389   341   390 0.92 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   1   8     4e-06   0.00023   18.9   0.0     9    71    48   115     4   124 0.90 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   2   8   0.00068     0.039   11.6   0.0    19    71   141   193   138   193 0.96 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   3   8   1.5e-05   0.00084   17.0   0.0     7    73   162   229   156   233 0.85 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   4   8      0.01      0.57    7.7   0.0    10    58   235   283   232   285 0.91 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   5   8   2.9e-05    0.0016   16.1   0.0    14    71   272   330   267   336 0.87 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   6   8    0.0042      0.24    9.0   0.0    12    77   338   402   334   409 0.84 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   7   8       3.6   2.1e+02   -0.7   0.0    17    69   412   468   404   470 0.63 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 60092at50557         -            372   5.1e-23   80.3   0.4   8   8     0.042       2.4    5.7   0.0    10    83   442   515   431   531 0.74 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 60092at50557         -            372   3.4e-21   74.3   3.4   1   6    0.0056      0.32    8.5   0.0    21    71     1    51     1    55 0.94 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 60092at50557         -            372   3.4e-21   74.3   3.4   2   6   6.3e-05    0.0036   15.0   0.1     8    54    54   100    48   129 0.87 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 60092at50557         -            372   3.4e-21   74.3   3.4   3   6     0.046       2.6    5.5   0.0    10    44   158   192   148   194 0.88 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 60092at50557         -            372   3.4e-21   74.3   3.4   4   6   1.1e-07   6.3e-06   24.1   0.0     8    71   189   252   183   254 0.93 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 60092at50557         -            372   3.4e-21   74.3   3.4   5   6    0.0013     0.077   10.6   0.1     9    47   256   294   252   300 0.89 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 60092at50557         -            372   3.4e-21   74.3   3.4   6   6    0.0029      0.17    9.5   0.0    18    55   298   335   289   339 0.90 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 60092at50557         -            372     6e-18   63.6   0.2   1   4   1.6e-06     9e-05   20.2   0.0     9    71    45   112     3   123 0.90 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 60092at50557         -            372     6e-18   63.6   0.2   2   4   6.1e-06   0.00035   18.3   0.0     7    73   159   226   150   230 0.85 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 60092at50557         -            372     6e-18   63.6   0.2   3   4    0.0047      0.27    8.8   0.0    10    58   232   280   229   282 0.91 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 60092at50557         -            372     6e-18   63.6   0.2   4   4   9.3e-05    0.0053   14.4   0.0    14    58   269   314   264   318 0.84 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   1   7    0.0037      0.21    9.1   0.0     9    47     7    45     2    48 0.92 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   2   7   4.4e-05    0.0025   15.5   0.0     9    69    40   100    38   105 0.92 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   3   7   7.6e-07   4.3e-05   21.3   0.0     9    71   106   168    98   171 0.93 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   4   7   2.5e-06   0.00014   19.6   0.0     9    70   139   200   138   210 0.91 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   5   7    0.0013     0.074   10.6   0.0     9    57   172   220   165   236 0.90 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   6   7     0.012      0.71    7.4   0.0     9    60   205   257   196   268 0.81 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   7   7     0.047       2.7    5.5   0.0     9    58   239   288   231   291 0.83 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   1   7    0.0037      0.21    9.1   0.0     9    47     7    45     2    48 0.92 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   2   7   4.4e-05    0.0025   15.5   0.0     9    69    40   100    38   105 0.92 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   3   7   7.6e-07   4.3e-05   21.3   0.0     9    71   106   168    98   171 0.93 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   4   7   2.5e-06   0.00014   19.6   0.0     9    70   139   200   138   210 0.91 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   5   7    0.0013     0.074   10.6   0.0     9    57   172   220   165   236 0.90 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   6   7     0.012      0.71    7.4   0.0     9    60   205   257   196   268 0.81 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 60092at50557         -            372   7.8e-18   63.2   1.3   7   7     0.047       2.7    5.5   0.0     9    58   239   288   231   291 0.83 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 60092at50557         -            372   2.8e-17   61.4   0.7   1   4     0.005      0.29    8.7   0.0    34    72     4    42     1    49 0.85 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 60092at50557         -            372   2.8e-17   61.4   0.7   2   4   0.00029     0.016   12.8   0.0    11    72    47   108    42   116 0.85 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 60092at50557         -            372   2.8e-17   61.4   0.7   3   4   0.00058     0.033   11.8   0.0    11    55   113   157   105   174 0.88 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 60092at50557         -            372   2.8e-17   61.4   0.7   4   4   6.3e-08   3.6e-06   24.9   0.0     8    71   176   239   167   263 0.89 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 60092at50557         -            372   5.8e-17   60.4   1.1   1   5      0.15       8.6    3.8   0.0    36    71     1    36     1    42 0.89 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 60092at50557         -            372   5.8e-17   60.4   1.1   2   5   0.00036     0.021   12.5   0.0    10    71    37    98    31   102 0.85 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 60092at50557         -            372   5.8e-17   60.4   1.1   3   5   5.3e-08     3e-06   25.1   0.1     9    71   102   164    94   166 0.93 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 60092at50557         -            372   5.8e-17   60.4   1.1   4   5     0.073       4.2    4.9   0.0    10    69   169   228   166   238 0.83 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 60092at50557         -            372   5.8e-17   60.4   1.1   5   5    0.0014     0.082   10.5   0.0    11    44   236   269   226   271 0.87 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   1   3   1.2e-05   0.00069   17.3   0.0    20    70     2    52     1    55 0.94 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   2   3   2.8e-08   1.6e-06   26.0   0.0    10    72    61   123    57   140 0.90 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   3   3   0.00057     0.032   11.8   0.0    15    71   139   194   125   213 0.83 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   1   3   1.2e-05   0.00069   17.3   0.0    20    70     2    52     1    55 0.94 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   2   3   2.8e-08   1.6e-06   26.0   0.0    10    72    61   123    57   140 0.90 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   3   3   0.00057     0.032   11.8   0.0    15    71   139   194   125   213 0.83 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   1   3   1.2e-05   0.00069   17.3   0.0    20    70     2    52     1    55 0.94 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   2   3   2.8e-08   1.6e-06   26.0   0.0    10    72    61   123    57   140 0.90 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   3   3   0.00057     0.032   11.8   0.0    15    71   139   194   125   213 0.83 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   1   3   1.2e-05   0.00069   17.3   0.0    20    70     2    52     1    55 0.94 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   2   3   2.8e-08   1.6e-06   26.0   0.0    10    72    61   123    57   140 0.90 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 60092at50557         -            372   3.2e-16   57.9   0.4   3   3   0.00057     0.032   11.8   0.0    15    71   139   194   125   213 0.83 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   1   4     0.021       1.2    6.7   0.0    30    70     7    47     2    50 0.86 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   2   4     0.001     0.058   11.0   0.1     9    70    85   145    76   151 0.83 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   3   4   2.9e-08   1.7e-06   25.9   0.1     9    74   151   216   144   233 0.92 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   4   4     0.001      0.06   11.0   0.1    15    74   223   282   216   295 0.65 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   1   4     0.021       1.2    6.7   0.0    30    70     7    47     2    50 0.86 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   2   4     0.001     0.058   11.0   0.1     9    70    85   145    76   151 0.83 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   3   4   2.9e-08   1.7e-06   25.9   0.1     9    74   151   216   144   233 0.92 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   4   4     0.001      0.06   11.0   0.1    15    74   223   282   216   295 0.65 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 60092at50557         -            372   5.6e-16   57.1   3.0   1   4     0.021       1.2    6.7   0.0    30    70     7    47     2    50 0.86 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 60092at50557         -            372   5.6e-16   57.1   3.0   2   4     0.001     0.058   11.0   0.1     9    70    85   145    76   151 0.83 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 60092at50557         -            372   5.6e-16   57.1   3.0   3   4   2.9e-08   1.7e-06   25.9   0.1     9    74   151   216   144   233 0.92 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 60092at50557         -            372   5.6e-16   57.1   3.0   4   4     0.001      0.06   11.0   0.1    15    74   223   282   216   295 0.65 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   1   4     0.021       1.2    6.7   0.0    30    70     7    47     2    50 0.86 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   2   4     0.001     0.058   11.0   0.1     9    70    85   145    76   151 0.83 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   3   4   2.9e-08   1.7e-06   25.9   0.1     9    74   151   216   144   233 0.92 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 60092at50557         -            372   5.6e-16   57.1   3.0   4   4     0.001      0.06   11.0   0.1    15    74   223   282   216   295 0.65 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 60092at50557         -            372   3.9e-15   54.3   0.9   1   5      0.21        12    3.4   0.0    15    42    29    56    13    63 0.78 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 60092at50557         -            372   3.9e-15   54.3   0.9   2   5   8.4e-05    0.0048   14.6   0.0    16    46    63    93    57    99 0.91 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 60092at50557         -            372   3.9e-15   54.3   0.9   3   5    0.0011     0.063   10.9   0.0    18    50    99   131    95   133 0.93 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 60092at50557         -            372   3.9e-15   54.3   0.9   4   5   6.5e-05    0.0037   14.9   0.0    12    63   126   177   124   188 0.88 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 60092at50557         -            372   3.9e-15   54.3   0.9   5   5   0.00087      0.05   11.2   0.0     8    47   190   229   181   232 0.86 -
117213at50557_88501_0:0001ba|STRG.12903.1:6-422|+       -            139 60092at50557         -            372   2.1e-14   51.9   0.9   1   3   0.00028     0.016   12.9   0.0     8    71    23    86    17    87 0.91 -
117213at50557_88501_0:0001ba|STRG.12903.1:6-422|+       -            139 60092at50557         -            372   2.1e-14   51.9   0.9   2   3   1.6e-09   9.1e-08   30.1   0.1     9    70    57   118    46   120 0.91 -
117213at50557_88501_0:0001ba|STRG.12903.1:6-422|+       -            139 60092at50557         -            372   2.1e-14   51.9   0.9   3   3     6e-06   0.00034   18.3   0.0     9    57    90   138    89   139 0.94 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   1   4     0.011      0.61    7.6   0.0    10    57    31    78    22    83 0.84 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   2   4   2.2e-06   0.00013   19.8   0.0    30    73    87   130    81   134 0.94 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   3   4   0.00014    0.0081   13.8   0.0     6    61   130   186   127   196 0.85 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   4   4    0.0086      0.49    7.9   0.0     7    59   198   251   192   262 0.79 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   1   4     0.011      0.61    7.6   0.0    10    57    31    78    22    83 0.84 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   2   4   2.2e-06   0.00013   19.8   0.0    30    73    87   130    81   134 0.94 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   3   4   0.00014    0.0081   13.8   0.0     6    61   130   186   127   196 0.85 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 60092at50557         -            372   2.1e-14   51.9   0.7   4   4    0.0086      0.49    7.9   0.0     7    59   198   251   192   262 0.79 -
2648at50557_38123_0:000f4f|STRG.23371.1:3488-4441|+     -            318 60092at50557         -            372   1.1e-13   49.5   0.0   1   3    0.0021      0.12    9.9   0.0    16    71    83   138    67   156 0.87 -
2648at50557_38123_0:000f4f|STRG.23371.1:3488-4441|+     -            318 60092at50557         -            372   1.1e-13   49.5   0.0   2   3   6.4e-05    0.0036   15.0   0.0     7    70   153   216   147   219 0.90 -
2648at50557_38123_0:000f4f|STRG.23371.1:3488-4441|+     -            318 60092at50557         -            372   1.1e-13   49.5   0.0   3   3   5.4e-07   3.1e-05   21.8   0.0     8    72   220   284   213   308 0.90 -
2648at50557_38123_0:000f4f|STRG.23371.2:3665-4618|+     -            318 60092at50557         -            372   1.1e-13   49.5   0.0   1   3    0.0021      0.12    9.9   0.0    16    71    83   138    67   156 0.87 -
2648at50557_38123_0:000f4f|STRG.23371.2:3665-4618|+     -            318 60092at50557         -            372   1.1e-13   49.5   0.0   2   3   6.4e-05    0.0036   15.0   0.0     7    70   153   216   147   219 0.90 -
2648at50557_38123_0:000f4f|STRG.23371.2:3665-4618|+     -            318 60092at50557         -            372   1.1e-13   49.5   0.0   3   3   5.4e-07   3.1e-05   21.8   0.0     8    72   220   284   213   308 0.90 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 60092at50557         -            372   5.1e-13   47.4   0.0   1   5   0.00079     0.045   11.4   0.0     9    55    23    69    13    75 0.91 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 60092at50557         -            372   5.1e-13   47.4   0.0   2   5   9.8e-05    0.0056   14.3   0.0    12    71    59   118    56   122 0.92 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 60092at50557         -            372   5.1e-13   47.4   0.0   3   5      0.51        29    2.1   0.0    13    43   126   156   119   163 0.87 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 60092at50557         -            372   5.1e-13   47.4   0.0   4   5   7.3e-05    0.0042   14.8   0.0    14    71   160   217   144   220 0.88 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 60092at50557         -            372   5.1e-13   47.4   0.0   5   5       0.1       5.7    4.4   0.0    17    65   228   276   226   280 0.91 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 60092at50557         -            372   4.4e-12   44.3   0.0   1   5       2.8   1.6e+02   -0.3   0.0    19    47     4    32     2    40 0.83 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 60092at50557         -            372   4.4e-12   44.3   0.0   2   5   2.5e-05    0.0015   16.3   0.0    18    84    36   102    26   129 0.80 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 60092at50557         -            372   4.4e-12   44.3   0.0   3   5      0.57        33    1.9   0.0    11    70    96   152    85   156 0.81 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 60092at50557         -            372   4.4e-12   44.3   0.0   4   5   1.3e-05   0.00076   17.2   0.0     6    80   154   228   149   233 0.90 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 60092at50557         -            372   4.4e-12   44.3   0.0   5   5     0.017      0.97    7.0   0.0    14    66   229   281   221   284 0.81 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 60092at50557         -            372     9e-12   43.3   0.9   1   6     0.069       3.9    5.0   0.0    19    70     4    54     2    57 0.87 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 60092at50557         -            372     9e-12   43.3   0.9   2   6   0.00017    0.0099   13.5   0.0    10    71    28    89    15    92 0.91 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 60092at50557         -            372     9e-12   43.3   0.9   3   6   0.00023     0.013   13.1   0.0    17    69    68   120    59   132 0.86 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 60092at50557         -            372     9e-12   43.3   0.9   4   6     0.014      0.77    7.3   0.0     6    74    90   159    85   162 0.86 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 60092at50557         -            372     9e-12   43.3   0.9   5   6     0.021       1.2    6.7   0.1    10    41   162   193   153   203 0.80 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 60092at50557         -            372     9e-12   43.3   0.9   6   6   0.00054     0.031   11.9   0.0    13    60   201   248   195   255 0.88 -
12555at50557_7536_0:00436b|STRG.13085.1:649-1200|+      -            184 60092at50557         -            372   1.2e-11   42.9   0.2   1   3   1.1e-05   0.00062   17.5   0.0    13    70    13    70     1    72 0.91 -
12555at50557_7536_0:00436b|STRG.13085.1:649-1200|+      -            184 60092at50557         -            372   1.2e-11   42.9   0.2   2   3   3.5e-08     2e-06   25.7   0.0     9    71    42   104    40   108 0.94 -
12555at50557_7536_0:00436b|STRG.13085.1:649-1200|+      -            184 60092at50557         -            372   1.2e-11   42.9   0.2   3   3     0.029       1.7    6.2   0.0    10    70   109   169   104   180 0.83 -
12555at50557_7536_0:00436b|STRG.13085.3:674-1225|+      -            184 60092at50557         -            372   1.2e-11   42.9   0.2   1   3   1.1e-05   0.00062   17.5   0.0    13    70    13    70     1    72 0.91 -
12555at50557_7536_0:00436b|STRG.13085.3:674-1225|+      -            184 60092at50557         -            372   1.2e-11   42.9   0.2   2   3   3.5e-08     2e-06   25.7   0.0     9    71    42   104    40   108 0.94 -
12555at50557_7536_0:00436b|STRG.13085.3:674-1225|+      -            184 60092at50557         -            372   1.2e-11   42.9   0.2   3   3     0.029       1.7    6.2   0.0    10    70   109   169   104   180 0.83 -
12555at50557_121845_0:00419d|STRG.9716.1:3371-3724|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   1   2   2.8e-09   1.6e-07   29.3   0.1    14    70     7    63     1    65 0.92 -
12555at50557_121845_0:00419d|STRG.9716.1:3371-3724|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   2   2     8e-05    0.0046   14.6   0.0    11    65    37    92    36   104 0.89 -
12555at50557_121845_0:00419d|STRG.9716.2:2673-3026|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   1   2   2.8e-09   1.6e-07   29.3   0.1    14    70     7    63     1    65 0.92 -
12555at50557_121845_0:00419d|STRG.9716.2:2673-3026|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   2   2     8e-05    0.0046   14.6   0.0    11    65    37    92    36   104 0.89 -
12555at50557_121845_0:00419d|STRG.9716.3:1080-1433|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   1   2   2.8e-09   1.6e-07   29.3   0.1    14    70     7    63     1    65 0.92 -
