#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8280at50557_166423_0:002d2f|STRG.12134.1:9-3240|+      -            868 8280at50557          -           1153         0 1201.6  46.2   1   1         0         0 1201.5  46.2     2   810     2   868     1   868 0.96 -
54603at50557_224129_0:0029b4|STRG.15062.1:867-1997|+   -            377 8280at50557          -           1153   6.6e-37  125.3  35.1   2   2     1e-07   7.9e-06   22.4   0.4   879   939   290   349   284   358 0.90 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   1   4   5.1e-12   3.9e-10   36.7   1.0   285   347    12    73     2    74 0.89 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   2   4   2.5e-14   1.9e-12   44.3   2.4   807   897    68   157    65   162 0.88 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   3   4   1.7e-16   1.3e-14   51.5   0.1   129   230   162   263   159   274 0.94 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   4   4     0.014       1.1    5.4   1.0  1087  1119   269   300   263   333 0.67 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   1   4   5.1e-12   3.9e-10   36.7   1.0   285   347    12    73     2    74 0.89 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   2   4   2.5e-14   1.9e-12   44.3   2.4   807   897    68   157    65   162 0.88 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   3   4   1.7e-16   1.3e-14   51.5   0.1   129   230   162   263   159   274 0.94 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 8280at50557          -           1153   1.1e-36  124.6  19.9   4   4     0.014       1.1    5.4   1.0  1087  1119   269   300   263   333 0.67 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 8280at50557          -           1153   1.3e-36  124.4  24.9   1   4   7.6e-07   5.9e-05   19.5   2.1   165   219     9    63     3    76 0.63 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 8280at50557          -           1153   1.3e-36  124.4  24.9   2   4   1.3e-08   9.9e-07   25.4   3.4   807   899    78   168    51   180 0.81 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 8280at50557          -           1153   1.3e-36  124.4  24.9   3   4   3.2e-25   2.5e-23   80.4   9.0    67   247    84   266    80   269 0.89 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 8280at50557          -           1153   1.3e-36  124.4  24.9   4   4   6.3e-11   4.9e-09   33.1   0.3   555   620   274   338   267   349 0.59 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 8280at50557          -           1153   1.8e-36  123.9  22.9   1   3   7.2e-23   5.6e-21   72.6   7.4   137   268     3   142     1   145 0.91 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 8280at50557          -           1153   1.8e-36  123.9  22.9   2   3   2.5e-18     2e-16   57.6   4.1   137   246   154   264   151   271 0.93 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 8280at50557          -           1153   1.8e-36  123.9  22.9   3   3      0.45        35    0.4   0.1  1091  1117   280   306   276   316 0.83 -
54603at50557_217634_0:0030bb|STRG.19126.1:566-1666|+   -            367 8280at50557          -           1153   2.5e-36  123.5  27.7   1   2   5.8e-22   4.4e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.19126.1:566-1666|+   -            367 8280at50557          -           1153   2.5e-36  123.5  27.7   2   2   4.5e-20   3.4e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.19126.2:136-1236|+   -            367 8280at50557          -           1153   2.5e-36  123.5  27.7   1   2   5.8e-22   4.4e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.19126.2:136-1236|+   -            367 8280at50557          -           1153   2.5e-36  123.5  27.7   2   2   4.5e-20   3.4e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 8280at50557          -           1153   9.7e-34  114.9  42.0   1   6   2.2e-10   1.7e-08   31.3   0.5   473   613     3    70     1    75 0.35 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 8280at50557          -           1153   9.7e-34  114.9  42.0   2   6      0.12       9.1    2.4   0.1  1087  1109    64    86    59    90 0.87 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 8280at50557          -           1153   9.7e-34  114.9  42.0   3   6   6.5e-17     5e-15   52.9   0.5   490   611   150   268   145   269 0.72 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 8280at50557          -           1153   9.7e-34  114.9  42.0   4   6   0.00038     0.029   10.6   0.3  1088  1113   265   290   263   293 0.92 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 8280at50557          -           1153   9.7e-34  114.9  42.0   5   6   3.1e-16   2.4e-14   50.6   2.6   488   591   364   466   349   469 0.55 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 8280at50557          -           1153   9.7e-34  114.9  42.0   6   6     0.016       1.2    5.2   0.5  1087  1113   458   484   456   488 0.90 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 8280at50557          -           1153   2.9e-33  113.3  20.0   1   2   1.2e-21   8.9e-20   68.6   9.0   485   613     3   129     2   139 0.94 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 8280at50557          -           1153   2.9e-33  113.3  20.0   2   2   4.9e-16   3.8e-14   50.0   3.2   113   213   145   242   140   243 0.93 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 8280at50557          -           1153   8.4e-33  111.8  16.6   1   2   1.9e-14   1.4e-12   44.7   3.6   534   620     4    92     1    96 0.91 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 8280at50557          -           1153   8.4e-33  111.8  16.6   2   2   4.2e-23   3.3e-21   73.4   4.9   481   625    98   240    92   245 0.85 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 8280at50557          -           1153   5.9e-31  105.7  19.2   1   3     1e-12   7.9e-11   39.0   2.2   138   251     1   110     1   111 0.94 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 8280at50557          -           1153   5.9e-31  105.7  19.2   2   3   3.3e-11   2.5e-09   34.0   3.9   433   849   115   209   111   215 0.43 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 8280at50557          -           1153   5.9e-31  105.7  19.2   3   3   9.4e-13   7.2e-11   39.1   0.2   747   846   216   315   214   316 0.92 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 8280at50557          -           1153   9.3e-30  101.7  15.6   1   3   1.8e-21   1.4e-19   68.0  11.8   471   616     6   150     1   152 0.93 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 8280at50557          -           1153   9.3e-30  101.7  15.6   2   3   0.00017     0.013   11.8   0.3  1086  1149   140   198   138   199 0.85 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 8280at50557          -           1153   9.3e-30  101.7  15.6   3   3   4.7e-10   3.6e-08   30.2   0.0   110   160   239   289   214   293 0.84 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 8280at50557          -           1153   2.3e-29  100.4   3.2   1   3   3.1e-15   2.4e-13   47.3   0.1   138   224    39   126    22   128 0.92 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 8280at50557          -           1153   2.3e-29  100.4   3.2   2   3   2.7e-19   2.1e-17   60.8   0.6   483   598    62   176    62   181 0.96 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 8280at50557          -           1153   2.3e-29  100.4   3.2   3   3     0.003      0.23    7.6   0.4  1087  1111   185   209   178   213 0.90 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 8280at50557          -           1153   6.1e-29   99.0  38.4   1   3   1.4e-06   0.00011   18.7   0.2   813   891     2    85     1    96 0.76 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 8280at50557          -           1153   6.1e-29   99.0  38.4   2   3   1.6e-15   1.2e-13   48.3  17.7   480   619   114   257   101   266 0.84 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 8280at50557          -           1153   6.1e-29   99.0  38.4   3   3   4.3e-13   3.3e-11   40.2   8.1   409   522   267   376   260   381 0.52 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 8280at50557          -           1153   9.8e-28   95.0   1.1   1   1   1.6e-29   1.2e-27   94.6   1.1    88   246    12   169     6   171 0.93 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 8280at50557          -           1153   2.1e-26   90.6  16.1   1   2   1.1e-10   8.3e-09   32.3   0.7   882   945     5    67     2    84 0.91 -
54603at50557_116153_0:001d7a|STRG.22447.2:1053-1919|+  -            289 8280at50557          -           1153   2.1e-26   90.6  16.1   2   2   5.7e-20   4.4e-18   63.0   8.8   740   915   114   289    85   289 0.84 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 8280at50557          -           1153   1.1e-25   88.2   9.8   1   1   2.3e-27   1.8e-25   87.5   9.8   694   938     4   251     2   255 0.93 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 8280at50557          -           1153   7.7e-25   85.4  10.9   1   2     2e-07   1.5e-05   21.5   1.0   861   923     4    68     2    73 0.90 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 8280at50557          -           1153   7.7e-25   85.4  10.9   2   2   4.4e-22   3.4e-20   70.0   3.5   132   236    68   172    66   176 0.93 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 8280at50557          -           1153   1.9e-23   80.8   6.6   1   1   2.8e-25   2.2e-23   80.6   6.6   489   615     1   126     1   126 0.55 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 8280at50557          -           1153   3.9e-23   79.7   9.4   1   2   5.4e-15   4.1e-13   46.5   1.7   410   591    41   218    32   226 0.93 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 8280at50557          -           1153   3.9e-23   79.7   9.4   2   2   1.5e-13   1.1e-11   41.8   3.8   436   556   188   304   174   308 0.70 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 8280at50557          -           1153   3.9e-23   79.7   9.4   1   2   5.4e-15   4.1e-13   46.5   1.7   410   591    41   218    32   226 0.93 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 8280at50557          -           1153   3.9e-23   79.7   9.4   2   2   1.5e-13   1.1e-11   41.8   3.8   436   556   188   304   174   308 0.70 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 8280at50557          -           1153   9.1e-22   75.2  28.2   1   2   3.6e-23   2.8e-21   73.6  20.7   696   945     7   258     1   267 0.88 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 8280at50557          -           1153   9.1e-22   75.2  28.2   2   2     0.011      0.87    5.7   0.8  1091  1107   271   287   267   298 0.87 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 8280at50557          -           1153   1.1e-21   74.9   5.5   1   1   3.8e-23   2.9e-21   73.5   5.5   489   641     2   151     1   156 0.40 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 8280at50557          -           1153   8.2e-21   72.1  17.0   1   3   2.3e-05    0.0018   14.7   0.2   820   850     1    31     1    43 0.78 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 8280at50557          -           1153   8.2e-21   72.1  17.0   2   3   1.3e-14   9.7e-13   45.3   1.3   879   985    99   208    92   227 0.90 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 8280at50557          -           1153   8.2e-21   72.1  17.0   3   3     0.028       2.2    4.4   0.2  1087  1102   256   271   250   276 0.91 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 8280at50557          -           1153   8.2e-21   72.1  17.0   1   3   2.3e-05    0.0018   14.7   0.2   820   850     1    31     1    43 0.78 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 8280at50557          -           1153   8.2e-21   72.1  17.0   2   3   1.3e-14   9.7e-13   45.3   1.3   879   985    99   208    92   227 0.90 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 8280at50557          -           1153   8.2e-21   72.1  17.0   3   3     0.028       2.2    4.4   0.2  1087  1102   256   271   250   276 0.91 -
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 8280at50557          -           1153   4.8e-19   66.2  10.4   1   2   3.9e-10     3e-08   30.4   0.9   296   367    15    86     2    87 0.84 -
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 8280at50557          -           1153   4.8e-19   66.2  10.4   2   2     4e-13     3e-11   40.4   3.1   135   245    83   188    78   225 0.46 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 8280at50557          -           1153   5.4e-19   66.0  20.3   1   2   3.8e-11   2.9e-09   33.8   4.6   117   200     4    82     1    86 0.92 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 8280at50557          -           1153   5.4e-19   66.0  20.3   2   2   1.9e-14   1.5e-12   44.7   7.7   131   225    62   151    59   170 0.76 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+   -            167 8280at50557          -           1153   5.3e-18   62.7   4.1   1   1   1.2e-19     9e-18   62.0   4.1   803   956    12   160     1   166 0.87 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+    -            167 8280at50557          -           1153   5.3e-18   62.7   4.1   1   1   1.2e-19     9e-18   62.0   4.1   803   956    12   160     1   166 0.87 -
83902at50557_535359_0:00161f|STRG.3040.1:462-977|+     -            172 8280at50557          -           1153   5.6e-18   62.7   7.5   1   1   8.5e-19   6.6e-17   59.1   7.5   769   940     4   170     1   172 0.88 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 8280at50557          -           1153   8.7e-18   62.0   8.0   1   1     2e-19   1.5e-17   61.2   8.0    69   217     1   145     1   152 0.91 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 8280at50557          -           1153   2.1e-17   60.8   0.3   1   1   3.2e-19   2.5e-17   60.5   0.3    91   219    22   149    15   149 0.96 -
109776at50557_7176_0:003c1e|STRG.24052.1:340-966|+     -            209 8280at50557          -           1153   2.7e-17   60.4   7.4   1   1   3.3e-18   2.5e-16   57.2   7.4   649   823    37   205    19   207 0.52 -
109776at50557_7176_0:003c1e|STRG.24052.2:340-966|+     -            209 8280at50557          -           1153   2.7e-17   60.4   7.4   1   1   3.3e-18   2.5e-16   57.2   7.4   649   823    37   205    19   207 0.52 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 8280at50557          -           1153   4.1e-17   59.8   4.1   1   1   1.4e-18   1.1e-16   58.4   4.1   675   820     2   146     1   148 0.69 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 8280at50557          -           1153   4.6e-17   59.6   4.1   1   2   4.9e-13   3.8e-11   40.1   0.3   716   797     4    85     2    93 0.76 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 8280at50557          -           1153   4.6e-17   59.6   4.1   2   2   3.7e-07   2.8e-05   20.6   0.3   881   940    96   154    91   155 0.86 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 8280at50557          -           1153   7.4e-17   59.0   0.2   1   1   1.8e-18   1.4e-16   58.0   0.2   121   242     9   131     2   131 0.55 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 8280at50557          -           1153   7.4e-17   59.0   0.2   1   1   1.8e-18   1.4e-16   58.0   0.2   121   242     9   131     2   131 0.55 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 8280at50557          -           1153   7.4e-17   59.0   0.2   1   1   1.8e-18   1.4e-16   58.0   0.2   121   242     9   131     2   131 0.55 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 8280at50557          -           1153     2e-16   57.5  11.8   1   2   5.9e-10   4.6e-08   29.8   5.9   873   962    44   131    15   138 0.83 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 8280at50557          -           1153     2e-16   57.5  11.8   2   2   5.7e-10   4.4e-08   29.9   2.2   863   943   127   208   124   220 0.76 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 8280at50557          -           1153   8.7e-16   55.4   7.8   1   2     4e-13     3e-11   40.4   2.1   114   195    47   127    42   135 0.96 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 8280at50557          -           1153   8.7e-16   55.4   7.8   2   2    0.0069      0.53    6.4   0.8  1087  1113   119   145   117   147 0.93 -
8280at50557_168631_0:001eed|STRG.22447.2:491-949|+     -            153 8280at50557          -           1153   2.5e-15   53.9  16.7   1   1   6.2e-16   4.8e-14   49.6  16.8    92   245     6   152     3   153 0.83 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 8280at50557          -           1153   2.4e-13   47.3  11.5   1   1   3.9e-15     3e-13   47.0  11.5   805   937    28   163    11   164 0.74 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 8280at50557          -           1153   2.4e-13   47.3  11.5   1   1   3.9e-15     3e-13   47.0  11.5   805   937    28   163    11   164 0.74 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 8280at50557          -           1153   5.2e-13   46.2   9.6   1   2   6.4e-07   4.9e-05   19.8   0.8   766   827     1    60     1    64 0.83 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 8280at50557          -           1153   5.2e-13   46.2   9.6   2   2     5e-12   3.9e-10   36.7   2.5   879   941    41   102    33   103 0.92 -
102553at50557_74869_0:000218|STRG.6097.1:825-1307|+    -            161 8280at50557          -           1153   1.8e-12   44.4   3.9   1   1   1.1e-13   8.7e-12   42.2   4.0   839   961     1   120     1   127 0.70 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 8280at50557          -           1153   2.8e-12   43.8  19.7   1   2   8.9e-10   6.8e-08   29.3  16.3   810   923     8   115     1   118 0.91 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 8280at50557          -           1153   2.8e-12   43.8  19.7   2   2   6.5e-06    0.0005   16.5   0.1   904   944   117   159   115   164 0.83 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 8280at50557          -           1153   1.8e-11   41.1   6.0   1   1   1.3e-09     1e-07   28.7   4.7   131   223     5    96     1   102 0.89 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 8280at50557          -           1153   2.9e-11   40.4  22.3   1   1   4.4e-13   3.4e-11   40.2  22.3   787   946     2   150     1   152 0.74 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+        -            163 8280at50557          -           1153   7.7e-11   39.0   2.2   1   1   3.2e-05    0.0025   14.1   0.0   881   946     3    67     1    73 0.90 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+        -            163 8280at50557          -           1153   7.7e-11   39.0   2.2   1   1   3.2e-05    0.0025   14.1   0.0   881   946     3    67     1    73 0.90 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 8280at50557          -           1153   1.1e-10   38.5   5.6   1   1   1.8e-12   1.4e-10   38.2   5.6   111   218    22   122    15   123 0.84 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 8280at50557          -           1153   6.2e-09   32.7   0.3   1   2   0.00047     0.036   10.3   0.0   892   943    38    89    21    93 0.85 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 8280at50557          -           1153   6.2e-09   32.7   0.3   2   2   2.7e-07   2.1e-05   21.0   0.2   482   529    95   141    88   144 0.88 -
102553at50557_116153_0:00114a|STRG.1078.2:744-1136|+   -            131 8280at50557          -           1153   8.3e-07   25.7   4.4   1   1   1.4e-08   1.1e-06   25.3   4.4   792   897     3   103     1   123 0.38 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 8280at50557          -           1153   1.7e-06   24.7   1.0   1   1   2.3e-08   1.8e-06   24.6   1.0   744   851     3   106     1   122 0.61 -
102553at50557_38123_0:0035fb|STRG.21795.1:198-557|+    -            120 8280at50557          -           1153   1.9e-06   24.5   0.7   1   1   7.7e-08   5.9e-06   22.8   0.7   883   940    29    87     1    92 0.43 -
102553at50557_7165_0:000b28|STRG.21795.2:300-677|+     -            126 8280at50557          -           1153     2e-06   24.4   0.9   1   1   8.6e-08   6.7e-06   22.7   0.9   883   940    35    93     5    98 0.41 -
102553at50557_116153_0:00114a|STRG.21795.3:196-642|+   -            149 8280at50557          -           1153     3e-06   23.8   1.0   1   1   4.4e-07   3.4e-05   20.3   1.3   891   960    42   111    19   116 0.64 -
42648at50557_7394_0:001157|STRG.11121.1:2142-2888|+    -            249 8280at50557          -           1153   6.1e-06   22.8   4.3   1   2     0.011      0.88    5.7   0.1   903   998    26   123    19   139 0.78 -
42648at50557_7394_0:001157|STRG.11121.1:2142-2888|+    -            249 8280at50557          -           1153   6.1e-06   22.8   4.3   2   2   2.4e-06   0.00018   17.9   1.6   735   820   141   225   132   245 0.84 -
102553at50557_103372_0:001320|STRG.5622.1:9-746|+      -            246 8280at50557          -           1153   6.5e-05   19.4   0.4   1   1   2.2e-06   0.00017   18.0   0.4   483   570    41   126    33   165 0.61 -
102553at50557_13037_0:002e8c|STRG.22745.1:226-612|+    -            129 8280at50557          -           1153   8.2e-05   19.1   0.1   1   1   1.2e-06   9.6e-05   18.8   0.1   478   561    35   116    18   127 0.73 -
102553at50557_13037_0:002e8c|STRG.22745.2:226-612|+    -            129 8280at50557          -           1153   8.2e-05   19.1   0.1   1   1   1.2e-06   9.6e-05   18.8   0.1   478   561    35   116    18   127 0.73 -
102553at50557_51655_0:0018df|STRG.24355.1:1055-1441|+  -            129 8280at50557          -           1153   0.00043   16.7   1.1   1   1   6.7e-06   0.00051   16.4   1.1   187   615     4    62     1    80 0.32 -
102553at50557_51655_0:0018df|STRG.24355.2:1286-1672|+  -            129 8280at50557          -           1153   0.00043   16.7   1.1   1   1   6.7e-06   0.00051   16.4   1.1   187   615     4    62     1    80 0.32 -
102553at50557_51655_0:0018df|STRG.24355.3:864-1250|+   -            129 8280at50557          -           1153   0.00043   16.7   1.1   1   1   6.7e-06   0.00051   16.4   1.1   187   615     4    62     1    80 0.32 -
42648at50557_211228_0:000656|STRG.5535.1:623-1657|+    -            345 8280at50557          -           1153     0.071    9.3   0.0   1   2    0.0025       0.2    7.9   0.0   918  1009   109   202    81   215 0.77 -
42648at50557_211228_0:000656|STRG.5535.1:623-1657|+    -            345 8280at50557          -           1153     0.071    9.3   0.0   2   2       1.8   1.4e+02   -1.6   0.0   953  1008   273   331   241   336 0.51 -
42648at50557_211228_0:000656|STRG.5535.2:267-1301|+    -            345 8280at50557          -           1153     0.071    9.3   0.0   1   2    0.0025       0.2    7.9   0.0   918  1009   109   202    81   215 0.77 -
42648at50557_211228_0:000656|STRG.5535.2:267-1301|+    -            345 8280at50557          -           1153     0.071    9.3   0.0   2   2       1.8   1.4e+02   -1.6   0.0   953  1008   273   331   241   336 0.51 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/8280at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/8280at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/8280at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:20:15 2024
# [ok]
