#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129956at50557_34720_0:00189a|STRG.12488.1:0-416|+      -            139 129956at50557        -            110     3e-63  209.4   0.1   1   1   6.8e-65   3.5e-63  209.2   0.1     1   108     1   112     1   117 0.94 -
117816at50557_7397_0:002a90|STRG.17406.3:506-664|+     -             53 129956at50557        -            110     7e-08   31.2   0.0   1   1   1.4e-09   7.2e-08   31.2   0.0    32    81     1    49     1    53 0.93 -
83433at50557_1507135_0:0010eb|STRG.17441.6:234-1223|-  -            294 129956at50557        -            110   1.3e-07   30.4   0.0   1   2   4.6e-06   0.00024   19.8   0.0    32   108    12    80     8    82 0.92 -
83433at50557_1507135_0:0010eb|STRG.17441.6:234-1223|-  -            294 129956at50557        -            110   1.3e-07   30.4   0.0   2   2     0.021       1.1    8.0   0.0    31    74    90   125    85   159 0.77 -
83433at50557_1507135_0:0010eb|STRG.17441.7:56-1051|-   -            296 129956at50557        -            110   1.3e-07   30.3   0.0   1   2   4.6e-06   0.00024   19.8   0.0    32   108    12    80     8    82 0.92 -
83433at50557_1507135_0:0010eb|STRG.17441.7:56-1051|-   -            296 129956at50557        -            110   1.3e-07   30.3   0.0   2   2     0.022       1.1    8.0   0.0    31    74    90   125    85   159 0.77 -
83433at50557_13686_0:000d60|STRG.17441.2:603-1622|-    -            304 129956at50557        -            110   1.4e-07   30.2   0.0   1   2   4.9e-06   0.00025   19.8   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.17441.2:603-1622|-    -            304 129956at50557        -            110   1.4e-07   30.2   0.0   2   2     0.023       1.2    8.0   0.0    31    74    90   125    85   159 0.77 -
83433at50557_156304_0:001c1d|STRG.17441.3:3196-4257|-  -            318 129956at50557        -            110   1.7e-07   30.0   0.0   1   2   5.3e-06   0.00027   19.6   0.0    32   108    12    80     8    82 0.92 -
83433at50557_156304_0:001c1d|STRG.17441.3:3196-4257|-  -            318 129956at50557        -            110   1.7e-07   30.0   0.0   2   2     0.024       1.2    7.9   0.0    31    74    90   125    85   159 0.77 -
83433at50557_103372_0:0000fa|STRG.17441.1:270-1361|-   -            328 129956at50557        -            110   1.8e-07   29.9   0.0   1   2   5.6e-06   0.00028   19.6   0.0    32   108    12    80     8    82 0.92 -
83433at50557_103372_0:0000fa|STRG.17441.1:270-1361|-   -            328 129956at50557        -            110   1.8e-07   29.9   0.0   2   2     0.025       1.3    7.8   0.0    31    74    90   125    85   159 0.77 -
83433at50557_286306_0:001317|STRG.17441.4:3001-4227|-  -            328 129956at50557        -            110   1.8e-07   29.9   0.0   1   2   5.6e-06   0.00028   19.6   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.17441.4:3001-4227|-  -            328 129956at50557        -            110   1.8e-07   29.9   0.0   2   2     0.025       1.3    7.8   0.0    31    74    96   131    91   165 0.77 -
83433at50557_286306_0:001317|STRG.17441.5:3105-5015|-  -            353 129956at50557        -            110   2.3e-07   29.5   0.0   1   2   6.3e-06   0.00032   19.4   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.17441.5:3105-5015|-  -            353 129956at50557        -            110   2.3e-07   29.5   0.0   2   2     0.029       1.5    7.6   0.0    31    74    96   131    91   164 0.77 -
129956at50557_38123_0:0017f4|STRG.3908.1:321-482|+     -             54 129956at50557        -            110   2.7e-07   29.3   0.0   1   1   5.2e-09   2.7e-07   29.3   0.0    33    82     2    51     1    54 0.91 -
129956at50557_121225_0:0029b4|STRG.1789.1:1000-1242|+  -             81 129956at50557        -            110   3.1e-07   29.1   0.1   1   1   6.4e-09   3.3e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
129956at50557_121225_0:0029b4|STRG.1789.2:217-459|+    -             81 129956at50557        -            110   3.1e-07   29.1   0.1   1   1   6.4e-09   3.3e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
129956at50557_121225_0:0029b4|STRG.1789.3:193-435|+    -             81 129956at50557        -            110   3.1e-07   29.1   0.1   1   1   6.4e-09   3.3e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
117816at50557_217634_0:001779|STRG.17406.1:506-958|+   -            151 129956at50557        -            110   4.8e-07   28.5   0.0   1   1   1.2e-08   6.1e-07   28.2   0.0    32    84     1    52     1    74 0.87 -
104832at50557_315563_0:002a5b|STRG.2520.1:3278-3901|+  -            208 129956at50557        -            110     1e-06   27.5   0.0   1   2   1.1e-05   0.00056   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.2520.1:3278-3901|+  -            208 129956at50557        -            110     1e-06   27.5   0.0   2   2     0.045       2.3    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.2520.2:3278-3901|+  -            208 129956at50557        -            110     1e-06   27.5   0.0   1   2   1.1e-05   0.00056   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.2520.2:3278-3901|+  -            208 129956at50557        -            110     1e-06   27.5   0.0   2   2     0.045       2.3    7.0   0.0    32   105   135   202   127   206 0.79 -
129956at50557_7160_0:003f5c|STRG.3839.1:558-839|+      -             94 129956at50557        -            110     1e-06   27.4   0.0   1   1   2.4e-08   1.2e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.3839.2:558-839|+      -             94 129956at50557        -            110     1e-06   27.4   0.0   1   1   2.4e-08   1.2e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.3839.3:102-383|+      -             94 129956at50557        -            110     1e-06   27.4   0.0   1   1   2.4e-08   1.2e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.3839.4:102-383|+      -             94 129956at50557        -            110     1e-06   27.4   0.0   1   1   2.4e-08   1.2e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
117816at50557_13249_0:002086|STRG.3908.2:361-900|+     -            180 129956at50557        -            110   1.1e-06   27.3   0.0   1   1   3.2e-08   1.6e-06   26.8   0.0    31    83   118   170    83   177 0.85 -
129956at50557_7397_0:004a22|STRG.19092.6:209-502|+     -             98 129956at50557        -            110   3.5e-06   25.7   0.0   1   1   7.3e-08   3.7e-06   25.6   0.0    29   104     6    79     1    85 0.89 -
129956at50557_37344_0:0029cb|STRG.19092.4:744-1052|+   -            103 129956at50557        -            110   5.2e-06   25.2   0.0   1   1   1.3e-07   6.7e-06   24.8   0.0    29   103    30   102    13   103 0.88 -
49780at50557_45779_0:0017cf|STRG.2520.3:1047-13184|+   -            436 129956at50557        -            110   5.4e-06   25.1   0.0   1   2   4.5e-05    0.0023   16.7   0.0    28   102   117   188   106   195 0.85 -
49780at50557_45779_0:0017cf|STRG.2520.3:1047-13184|+   -            436 129956at50557        -            110   5.4e-06   25.1   0.0   2   2      0.17       8.8    5.1   0.0    32   105   200   267   191   271 0.79 -
129956at50557_7397_0:004a22|STRG.19092.1:346-621|+     -             92 129956at50557        -            110   6.6e-06   24.8   0.0   1   1   1.4e-07   7.3e-06   24.7   0.0    31   104     2    73     1    79 0.90 -
129956at50557_7397_0:004a22|STRG.19092.2:894-1169|+    -             92 129956at50557        -            110   6.6e-06   24.8   0.0   1   1   1.4e-07   7.3e-06   24.7   0.0    31   104     2    73     1    79 0.90 -
129956at50557_7397_0:004a22|STRG.19092.3:837-1112|+    -             92 129956at50557        -            110   6.6e-06   24.8   0.0   1   1   1.4e-07   7.3e-06   24.7   0.0    31   104     2    73     1    79 0.90 -
129956at50557_7397_0:004a22|STRG.19092.5:171-446|+     -             92 129956at50557        -            110   6.6e-06   24.8   0.0   1   1   1.4e-07   7.3e-06   24.7   0.0    31   104     2    73     1    79 0.90 -
129956at50557_7397_0:004a22|STRG.19092.7:1574-1849|+   -             92 129956at50557        -            110   6.6e-06   24.8   0.0   1   1   1.4e-07   7.3e-06   24.7   0.0    31   104     2    73     1    79 0.90 -
129956at50557_7397_0:004a22|STRG.19092.8:230-505|+     -             92 129956at50557        -            110   6.6e-06   24.8   0.0   1   1   1.4e-07   7.3e-06   24.7   0.0    31   104     2    73     1    79 0.90 -
129956at50557_441921_0:0017da|STRG.12014.1:173-415|+   -             81 129956at50557        -            110   8.2e-06   24.5   0.0   1   1     2e-07     1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.12014.3:173-415|+   -             81 129956at50557        -            110   8.2e-06   24.5   0.0   1   1     2e-07     1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.12014.4:173-415|+   -             81 129956at50557        -            110   8.2e-06   24.5   0.0   1   1     2e-07     1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.12014.5:173-415|+   -             81 129956at50557        -            110   8.2e-06   24.5   0.0   1   1     2e-07     1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.12014.6:173-415|+   -             81 129956at50557        -            110   8.2e-06   24.5   0.0   1   1     2e-07     1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.12014.7:105-347|+   -             81 129956at50557        -            110   8.2e-06   24.5   0.0   1   1     2e-07     1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
134150at50557_166423_0:002eec|STRG.6608.2:216-1437|+   -            390 129956at50557        -            110   1.3e-05   23.9   0.0   1   1   4.6e-07   2.4e-05   23.1   0.0    32   105   144   225   137   230 0.82 -
135254at50557_103372_0:002a85|STRG.13494.1:985-1188|+  -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1   2.9e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.13494.2:1056-1259|+ -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1   2.9e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.13494.3:985-1188|+  -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1   2.9e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.13494.4:985-1188|+  -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1   2.9e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
134150at50557_166423_0:002eec|STRG.6608.3:216-1466|+   -            417 129956at50557        -            110   1.4e-05   23.8   0.0   1   1   5.2e-07   2.6e-05   22.9   0.0    32   105   171   252   164   257 0.82 -
134150at50557_166423_0:002eec|STRG.6608.1:216-1469|+   -            418 129956at50557        -            110   1.4e-05   23.8   0.0   1   1   5.2e-07   2.7e-05   22.9   0.0    32   105   172   253   165   258 0.82 -
129956at50557_7176_0:003daf|STRG.24251.1:317-559|+     -             81 129956at50557        -            110   2.2e-05   23.2   0.1   1   1   6.5e-07   3.3e-05   22.6   0.1    32    81     1    50     1    75 0.81 -
129956at50557_7176_0:003daf|STRG.24251.3:159-401|+     -             81 129956at50557        -            110   2.2e-05   23.2   0.1   1   1   6.5e-07   3.3e-05   22.6   0.1    32    81     1    50     1    75 0.81 -
105919at50557_88501_0:001ba1|STRG.14958.1:96-1946|+    -            617 129956at50557        -            110   2.9e-05   22.8   0.0   1   1   1.2e-06   5.9e-05   21.8   0.0    24    85   450   520   441   529 0.76 -
125548at50557_143948_0:002761|STRG.880.2:175-426|+     -             84 129956at50557        -            110   3.3e-05   22.6   0.0   1   1   1.2e-06   5.9e-05   21.8   0.0    32   104    14    81     9    84 0.90 -
53033at50557_103372_0:000c7f|STRG.12458.4:201-2699|+   -            833 129956at50557        -            110   5.8e-05   21.8   0.1   1   1     1e-05   0.00051   18.7   0.0    28    86   134   192   125   205 0.89 -
53033at50557_103372_0:000c7f|STRG.12458.6:0-2498|+     -            833 129956at50557        -            110   5.8e-05   21.8   0.1   1   1     1e-05   0.00051   18.7   0.0    28    86   134   192   125   205 0.89 -
53033at50557_103372_0:000c7f|STRG.12458.1:201-2759|+   -            853 129956at50557        -            110   6.4e-05   21.7   0.1   1   1     1e-05   0.00053   18.7   0.0    28    86   134   192   125   205 0.89 -
53033at50557_103372_0:000c7f|STRG.12458.2:177-2735|+   -            853 129956at50557        -            110   6.4e-05   21.7   0.1   1   1     1e-05   0.00053   18.7   0.0    28    86   134   192   125   205 0.89 -
53033at50557_103372_0:000c7f|STRG.12458.3:173-2731|+   -            853 129956at50557        -            110   6.4e-05   21.7   0.1   1   1     1e-05   0.00053   18.7   0.0    28    86   134   192   125   205 0.89 -
53033at50557_103372_0:000c7f|STRG.12458.5:269-2827|+   -            853 129956at50557        -            110   6.4e-05   21.7   0.1   1   1     1e-05   0.00053   18.7   0.0    28    86   134   192   125   205 0.89 -
81462at50557_568069_0:002a34|STRG.13596.2:0-1925|+     -            642 129956at50557        -            110   8.2e-05   21.3   0.0   1   1   3.8e-06   0.00019   20.1   0.0    11   107   272   369   265   372 0.89 -
129956at50557_315563_0:002b41|STRG.13011.1:170-505|+   -            112 129956at50557        -            110   0.00018   20.2   0.0   1   1   3.9e-06    0.0002   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.13011.3:170-505|+   -            112 129956at50557        -            110   0.00018   20.2   0.0   1   1   3.9e-06    0.0002   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.13011.4:170-505|+   -            112 129956at50557        -            110   0.00018   20.2   0.0   1   1   3.9e-06    0.0002   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.13011.6:170-505|+   -            112 129956at50557        -            110   0.00018   20.2   0.0   1   1   3.9e-06    0.0002   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.13011.7:1160-1492|+ -            111 129956at50557        -            110   0.00018   20.2   0.0   1   1     4e-06   0.00021   20.0   0.0    31   104    24   101     6   107 0.80 -
129956at50557_38123_0:0017f4|STRG.6585.1:894-1064|+    -             57 129956at50557        -            110   0.00029   19.5   0.0   1   1   5.8e-06    0.0003   19.5   0.0    32    64     1    33     1    50 0.93 -
129956at50557_441921_0:0017da|STRG.22981.1:175-450|+   -             92 129956at50557        -            110    0.0012   17.6   0.0   1   1     3e-05    0.0015   17.2   0.0    24   104    17    92     5    92 0.90 -
129956at50557_37344_0:0029cb|STRG.5480.1:2968-3186|+   -             73 129956at50557        -            110    0.0012   17.5   0.0   1   1   2.5e-05    0.0013   17.5   0.0    29    78    21    72     6    73 0.77 -
129956at50557_37344_0:0029cb|STRG.5480.3:355-573|+     -             73 129956at50557        -            110    0.0012   17.5   0.0   1   1   2.5e-05    0.0013   17.5   0.0    29    78    21    72     6    73 0.77 -
30467at50557_144034_0:0022a4|STRG.13851.1:55-2184|+    -            710 129956at50557        -            110    0.0024   16.6   0.1   1   1   0.00012    0.0064   15.2   0.1    48   103    95   151    86   158 0.86 -
125548at50557_103372_0:000e1a|STRG.22967.1:66-1002|+   -            244 129956at50557        -            110    0.0028   16.4   0.0   1   1   0.00012    0.0062   15.3   0.0    28    89   114   177   100   195 0.78 -
129956at50557_7160_0:003f5c|STRG.13011.5:394-645|+     -             84 129956at50557        -            110    0.0039   15.9   0.0   1   1   0.00016    0.0083   14.9   0.0    33   109     2    73     1    74 0.78 -
125548at50557_103372_0:000e1a|STRG.22967.2:40-882|+    -            243 129956at50557        -            110     0.004   15.9   0.0   1   1   0.00012    0.0061   15.3   0.0    28    89   113   176    99   194 0.78 -
129956at50557_74873_0:002c71|STRG.22414.1:0-236|+      -             79 129956at50557        -            110    0.0063   15.2   0.0   1   1   0.00014    0.0073   15.0   0.0    28   102     7    77     3    79 0.83 -
129956at50557_7160_0:003f5c|STRG.19092.2:594-794|+     -             67 129956at50557        -            110      0.01   14.6   0.0   1   1    0.0003     0.015   14.0   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.19092.3:594-794|+     -             67 129956at50557        -            110      0.01   14.6   0.0   1   1    0.0003     0.015   14.0   0.0    33   103     2    66     1    67 0.82 -
102553at50557_7167_0:001a03|STRG.15267.1:164-1057|+    -            298 129956at50557        -            110      0.01   14.5   0.0   1   2       2.2   1.1e+02    1.5   0.0    13    28    18    33     8    71 0.84 -
102553at50557_7167_0:001a03|STRG.15267.1:164-1057|+    -            298 129956at50557        -            110      0.01   14.5   0.0   2   2    0.0033      0.17   10.6   0.0    28    94   217   283   207   297 0.88 -
135254at50557_13249_0:000902|STRG.23921.1:159-374|+    -             72 129956at50557        -            110     0.024   13.4   0.0   1   1    0.0016     0.081   11.7   0.0    27    93    13    72     5    72 0.82 -
135254at50557_13249_0:000902|STRG.23921.2:159-374|+    -             72 129956at50557        -            110     0.024   13.4   0.0   1   1    0.0016     0.081   11.7   0.0    27    93    13    72     5    72 0.82 -
24138at50557_7004_0:0051ca|STRG.9126.1:228-560|+       -            111 129956at50557        -            110     0.036   12.8   0.0   1   1     0.001     0.051   12.3   0.0    32   103    28    98    23   104 0.89 -
49780at50557_13686_0:001eb7|STRG.15239.1:0-2315|+      -            772 129956at50557        -            110     0.077   11.7   0.0   1   1    0.0051      0.26   10.0   0.0    32    78   310   355   298   368 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/129956at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/129956at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/129956at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:14:55 2024
# [ok]
