#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
63645at50557_34720_0:0006b0|STRG.10333.1:0-1040|+     -            347 63645at50557         -            280  6.6e-182  601.5   1.5   1   1  2.7e-183  2.5e-181  599.6   1.5     1   280    10   324    10   324 0.95 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+   -            273 63645at50557         -            280   0.00027   18.8   0.1   3   3         2   1.8e+02   -0.3   0.0   223   256   227   262   182   268 0.78 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+   -            273 63645at50557         -            280   0.00027   18.8   0.1   1   3      0.37        34    2.1   0.1   225   256     1    31     1    37 0.85 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+   -            273 63645at50557         -            280   0.00027   18.8   0.1   2   3   0.00018     0.016   13.0   0.0   157   260    64   169    58   176 0.82 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+   -            273 63645at50557         -            280   0.00027   18.8   0.1   3   3         2   1.8e+02   -0.3   0.0   223   256   227   262   182   268 0.78 -
43553at50557_319348_0:003bc4|STRG.10646.2:527-1252|+  -            242 63645at50557         -            280    0.0003   18.6   1.8   1   2      0.85        78    0.9   0.0   104   130    11    37     7    45 0.88 -
43553at50557_319348_0:003bc4|STRG.10646.2:527-1252|+  -            242 63645at50557         -            280    0.0003   18.6   1.8   2   2   0.00035     0.032   12.0   0.4    67   166    59   155    51   158 0.71 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+  -            207 63645at50557         -            280   0.00039   18.3   0.0   1   1   5.5e-06    0.0005   17.9   0.0   101   203    48   150    37   181 0.79 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+  -            207 63645at50557         -            280   0.00039   18.3   0.0   1   1   5.5e-06    0.0005   17.9   0.0   101   203    48   150    37   181 0.79 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+  -            207 63645at50557         -            280   0.00039   18.3   0.0   1   1   5.5e-06    0.0005   17.9   0.0   101   203    48   150    37   181 0.79 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+  -            207 63645at50557         -            280   0.00039   18.3   0.0   1   1   5.5e-06    0.0005   17.9   0.0   101   203    48   150    37   181 0.79 -
43553at50557_136037_0:001d49|STRG.10646.1:84-893|+    -            270 63645at50557         -            280   0.00044   18.1   2.0   1   3      0.69        63    1.2   0.0   104   130    39    65    18    73 0.82 -
43553at50557_136037_0:001d49|STRG.10646.1:84-893|+    -            270 63645at50557         -            280   0.00044   18.1   2.0   2   3   0.00045     0.041   11.6   0.4    67   166    87   183    81   186 0.70 -
43553at50557_136037_0:001d49|STRG.10646.1:84-893|+    -            270 63645at50557         -            280   0.00044   18.1   2.0   3   3     0.021       1.9    6.2   0.0   224   258   155   188   149   196 0.84 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 63645at50557         -            280   0.00069   17.4   3.9   1   4       1.7   1.6e+02   -0.1   0.0   223   257     2    35     1    47 0.76 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 63645at50557         -            280   0.00069   17.4   3.9   2   4      0.81        74    1.0   0.0   104   130    60    86    42    94 0.82 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 63645at50557         -            280   0.00069   17.4   3.9   3   4   0.00071     0.065   11.0   0.5    67   151   108   192   100   206 0.71 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 63645at50557         -            280   0.00069   17.4   3.9   4   4     0.026       2.4    5.8   0.0   224   257   176   208   172   216 0.84 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+    -            853 63645at50557         -            280    0.0012   16.7   0.1   1   2   5.9e-05    0.0054   14.5   0.0   192   264   451   524   437   543 0.78 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+    -            853 63645at50557         -            280    0.0012   16.7   0.1   2   2       6.8   6.2e+02   -2.1   0.0   109   126   690   707   682   721 0.82 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+  -            142 63645at50557         -            280    0.0029   15.4   1.1   1   1   0.00029     0.026   12.3   1.0   182   257     3    83     1   105 0.75 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+  -            258 63645at50557         -            280    0.0043   14.9   0.1   1   2   0.00039     0.036   11.8   0.1   101   170    84   146    74   163 0.83 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+  -            258 63645at50557         -            280    0.0043   14.9   0.1   2   2      0.89        81    0.8   0.0   154   178   172   196   152   202 0.78 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 63645at50557         -            280    0.0043   14.8   3.6   1   4     0.036       3.3    5.4   0.0   215   259    32    76    22    92 0.77 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 63645at50557         -            280    0.0043   14.8   3.6   2   4       1.8   1.6e+02   -0.2   0.0   224   265    84   130    77   147 0.67 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 63645at50557         -            280    0.0043   14.8   3.6   3   4      0.41        38    1.9   0.1   161   259   189   284   177   293 0.63 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 63645at50557         -            280    0.0043   14.8   3.6   4   4     0.023       2.1    6.1   0.1   203   256   313   370   221   376 0.66 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 63645at50557         -            280    0.0045   14.8   0.7   1   3    0.0015      0.14    9.9   0.2   106   170    43   102    28   112 0.77 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 63645at50557         -            280    0.0045   14.8   0.7   2   3       0.1       9.4    3.9   0.0   207   257    96   144    85   165 0.74 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+   -            227 63645at50557         -            280    0.0045   14.8   0.7   3   3       0.4        37    2.0   0.0   105   156   128   175   113   213 0.61 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+  -            377 63645at50557         -            280    0.0052   14.6   0.0   1   3     0.069       6.3    4.5   0.0    35    63    43    70    23   100 0.72 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+  -            377 63645at50557         -            280    0.0052   14.6   0.0   2   3       2.1   1.9e+02   -0.4   0.0   229   263   135   168   127   178 0.78 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+  -            377 63645at50557         -            280    0.0052   14.6   0.0   3   3     0.024       2.2    6.0   0.0   181   248   222   289   180   303 0.54 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+  -            377 63645at50557         -            280    0.0052   14.6   0.0   1   3     0.069       6.3    4.5   0.0    35    63    43    70    23   100 0.72 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+  -            377 63645at50557         -            280    0.0052   14.6   0.0   2   3       2.1   1.9e+02   -0.4   0.0   229   263   135   168   127   178 0.78 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+  -            377 63645at50557         -            280    0.0052   14.6   0.0   3   3     0.024       2.2    6.0   0.0   181   248   222   289   180   303 0.54 -
22030at50557_7536_0:0040ec|STRG.21442.1:813-1154|+    -            114 63645at50557         -            280    0.0064   14.3   0.0   1   1   8.1e-05    0.0074   14.1   0.0   156   255    16   112    10   114 0.87 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+  -            366 63645at50557         -            280    0.0069   14.2   1.3   1   3     0.001     0.094   10.4   0.3   220   256    47    82    11    91 0.82 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+  -            366 63645at50557         -            280    0.0069   14.2   1.3   2   3       3.9   3.6e+02   -1.3   0.0    61    79   152   170   140   185 0.74 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+  -            366 63645at50557         -            280    0.0069   14.2   1.3   3   3      0.76        69    1.0   0.0   224   263   324   361   262   364 0.81 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+     -            215 63645at50557         -            280    0.0071   14.1   0.8   1   1    0.0006     0.054   11.2   0.7   181   257     3    84     1   106 0.75 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+    -            215 63645at50557         -            280    0.0071   14.1   0.8   1   1    0.0006     0.054   11.2   0.7   181   257     3    84     1   106 0.75 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+   -            215 63645at50557         -            280    0.0071   14.1   0.8   1   1    0.0006     0.054   11.2   0.7   181   257     3    84     1   106 0.75 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+    -            392 63645at50557         -            280    0.0077   14.0   1.1   1   3    0.0011       0.1   10.3   0.3   220   256    47    82    11    91 0.82 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+    -            392 63645at50557         -            280    0.0077   14.0   1.1   2   3       4.6   4.2e+02   -1.5   0.0    61    79   178   196   167   210 0.74 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+    -            392 63645at50557         -            280    0.0077   14.0   1.1   3   3      0.85        77    0.9   0.0   224   263   350   387   291   390 0.81 -
78072at50557_121225_0:00011e|STRG.15746.1:398-1087|+  -            230 63645at50557         -            280    0.0085   13.9   0.0   1   1   0.00019     0.018   12.8   0.0   115   215    89   186    66   223 0.80 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+    -            195 63645at50557         -            280    0.0091   13.8   0.2   1   2     0.003      0.28    8.9   0.1   221   256    13    47     9    57 0.86 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+    -            195 63645at50557         -            280    0.0091   13.8   0.2   2   2      0.16        15    3.2   0.0   154   232    77   153    51   184 0.63 -
78072at50557_121225_0:00011e|STRG.15746.2:400-1074|+  -            225 63645at50557         -            280    0.0096   13.7   0.0   1   1   0.00018     0.017   12.9   0.0   115   215    84   181    61   218 0.80 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+    -            354 63645at50557         -            280      0.01   13.6   1.8   1   3      0.05       4.6    4.9   0.1   214   257    22    64    18    73 0.90 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+    -            354 63645at50557         -            280      0.01   13.6   1.8   2   3      0.11       9.8    3.8   0.0   204   257    55   112    37   119 0.66 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+    -            354 63645at50557         -            280      0.01   13.6   1.8   3   3     0.024       2.2    6.0   0.1   217   255   285   323   210   335 0.81 -
66691at50557_456900_0:002b0f|STRG.19245.2:369-1166|+  -            266 63645at50557         -            280     0.012   13.4   0.4   1   2   0.00063     0.057   11.2   0.3   220   256    47    82    11    91 0.81 -
66691at50557_456900_0:002b0f|STRG.19245.2:369-1166|+  -            266 63645at50557         -            280     0.012   13.4   0.4   2   2       2.4   2.2e+02   -0.6   0.0    61    79   152   170   138   186 0.74 -
80377at50557_121845_0:0030d4|STRG.16431.1:249-917|+   -            223 63645at50557         -            280     0.012   13.4   0.1   1   1   0.00026     0.024   12.4   0.1   197   258    80   141    67   147 0.82 -
80377at50557_121845_0:0030d4|STRG.16431.2:15-683|+    -            223 63645at50557         -            280     0.012   13.4   0.1   1   1   0.00026     0.024   12.4   0.1   197   258    80   141    67   147 0.82 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 63645at50557         -            280     0.015   13.1   0.0   1   1   0.00022      0.02   12.7   0.0   108   205     5    95     1   141 0.71 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+   -            117 63645at50557         -            280     0.017   12.9   1.3   1   3     0.061       5.5    4.6   0.1   108   145    22    55     4    62 0.72 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+   -            117 63645at50557         -            280     0.017   12.9   1.3   2   3    0.0093      0.85    7.3   0.1   219   257    40    78    36    83 0.88 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+   -            117 63645at50557         -            280     0.017   12.9   1.3   3   3    0.0045      0.41    8.3   0.2    98   147    55   100    48   114 0.83 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+     -            115 63645at50557         -            280      0.02   12.7   1.9   1   3      0.17        16    3.2   0.1    95   130     6    41     2    50 0.82 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+     -            115 63645at50557         -            280      0.02   12.7   1.9   2   3    0.0091      0.82    7.4   0.3   104   136    49    77    44    91 0.80 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+     -            115 63645at50557         -            280      0.02   12.7   1.9   3   3      0.39        36    2.0   0.0    60    83    77   100    71   108 0.81 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+   -            608 63645at50557         -            280     0.025   12.3   0.6   1   3     0.095       8.6    4.0   0.1   213   257   275   318   267   327 0.90 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+   -            608 63645at50557         -            280     0.025   12.3   0.6   2   3      0.44        40    1.8   0.0   205   257   310   366   303   373 0.67 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+   -            608 63645at50557         -            280     0.025   12.3   0.6   3   3     0.049       4.5    5.0   0.0   217   255   539   577   458   591 0.82 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+   -            607 63645at50557         -            280     0.025   12.3   0.7   1   3       0.1       9.3    3.9   0.1   214   257   275   317   270   325 0.90 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+   -            607 63645at50557         -            280     0.025   12.3   0.7   2   3      0.43        39    1.9   0.0   205   257   309   365   302   374 0.68 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+   -            607 63645at50557         -            280     0.025   12.3   0.7   3   3     0.049       4.4    5.0   0.0   217   255   538   576   457   590 0.82 -
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+      -            113 63645at50557         -            280     0.026   12.3   0.0   1   1   0.00048     0.043   11.6   0.0   155   213    20    77    15   111 0.83 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+     -            285 63645at50557         -            280     0.027   12.2   0.3   1   1   0.00058     0.053   11.3   0.3    96   197    58   151    40   210 0.80 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+   -            294 63645at50557         -            280     0.028   12.2   0.0   1   2    0.0073      0.66    7.7   0.0   220   262    88   130     3   148 0.89 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+   -            294 63645at50557         -            280     0.028   12.2   0.0   2   2      0.36        32    2.1   0.0   206   245   251   289   209   293 0.75 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+     -            368 63645at50557         -            280     0.047   11.4   0.0   1   2    0.0079      0.72    7.5   0.0   220   262   165   207    54   225 0.80 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+     -            368 63645at50557         -            280     0.047   11.4   0.0   2   2       0.7        63    1.2   0.0   207   243   329   364   286   368 0.75 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+     -            368 63645at50557         -            280     0.047   11.4   0.0   1   2    0.0079      0.72    7.5   0.0   220   262   165   207    54   225 0.80 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+     -            368 63645at50557         -            280     0.047   11.4   0.0   2   2       0.7        63    1.2   0.0   207   243   329   364   286   368 0.75 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+      -            256 63645at50557         -            280     0.048   11.4   0.0   1   1   0.00097     0.088   10.5   0.0   158   258    24   121     8   140 0.78 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+ -            337 63645at50557         -            280     0.049   11.4   0.5   1   3      0.29        27    2.4   0.0   103   146    35    82    30   106 0.74 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+ -            337 63645at50557         -            280     0.049   11.4   0.5   2   3       8.4   7.7e+02   -2.4   0.0   207   260   152   161   129   192 0.55 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+ -            337 63645at50557         -            280     0.049   11.4   0.5   3   3     0.017       1.5    6.5   0.0   215   256   290   328   280   336 0.86 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+ -            337 63645at50557         -            280     0.049   11.4   0.5   1   3      0.29        27    2.4   0.0   103   146    35    82    30   106 0.74 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+ -            337 63645at50557         -            280     0.049   11.4   0.5   2   3       8.4   7.7e+02   -2.4   0.0   207   260   152   161   129   192 0.55 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+ -            337 63645at50557         -            280     0.049   11.4   0.5   3   3     0.017       1.5    6.5   0.0   215   256   290   328   280   336 0.86 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 63645at50557         -            280     0.082   10.6   1.0   1   3      0.28        25    2.5   0.0   103   146    35    82    30   106 0.74 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 63645at50557         -            280     0.082   10.6   1.0   2   3       8.1   7.3e+02   -2.3   0.0   207   260   152   161   129   192 0.54 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 63645at50557         -            280     0.082   10.6   1.0   3   3     0.022         2    6.1   0.1   215   254   290   326   280   326 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/63645at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/63645at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/63645at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:19:16 2024
# [ok]
