#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 48053at50557         -            417   1.1e-57  194.5   0.0   1   1   2.7e-59   1.3e-57  194.3   0.0   281   377     7   113     3   113 0.94 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 48053at50557         -            417   5.2e-11   40.8   0.5   1   3     0.021      0.99    6.9   0.0   285   330    21    66    15    74 0.74 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 48053at50557         -            417   5.2e-11   40.8   0.5   2   3   2.5e-08   1.2e-06   26.4   0.1   288   414    68   207    63   210 0.79 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 48053at50557         -            417   5.2e-11   40.8   0.5   3   3     0.041       1.9    5.9   0.0   177   209   218   252   203   253 0.69 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   1   4       1.3        59    1.1   0.0   283   376     6   107     4   143 0.68 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   2   4   1.3e-06   5.9e-05   20.8   0.0   186   254   181   255   170   274 0.85 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   3   4   5.3e-05    0.0025   15.5   0.8   175   256   337   422   334   437 0.83 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   4   4       5.5   2.6e+02   -1.1   0.0   282   309   430   457   423   457 0.89 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   1   4       1.3        59    1.1   0.0   283   376     6   107     4   143 0.68 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   2   4   1.3e-06   5.9e-05   20.8   0.0   186   254   181   255   170   274 0.85 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   3   4   5.3e-05    0.0025   15.5   0.8   175   256   337   422   334   437 0.83 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 48053at50557         -            417   6.2e-11   40.5   2.6   4   4       5.5   2.6e+02   -1.1   0.0   282   309   430   457   423   457 0.89 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 48053at50557         -            417   6.4e-11   40.5   0.0   1   4         4   1.9e+02   -0.6   0.0   218   253    36    75    29   113 0.73 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 48053at50557         -            417   6.4e-11   40.5   0.0   2   4    0.0052      0.24    8.9   0.0   187   251   135   205   113   209 0.77 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 48053at50557         -            417   6.4e-11   40.5   0.0   3   4   3.1e-05    0.0015   16.2   0.0   292   373   186   271   183   272 0.73 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 48053at50557         -            417   6.4e-11   40.5   0.0   4   4   0.00014    0.0065   14.1   0.0   185   246   261   328   254   329 0.79 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 48053at50557         -            417   6.4e-11   40.5   0.0   1   4         4   1.9e+02   -0.6   0.0   218   253    36    75    29   113 0.73 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 48053at50557         -            417   6.4e-11   40.5   0.0   2   4    0.0052      0.24    8.9   0.0   187   251   135   205   113   209 0.77 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 48053at50557         -            417   6.4e-11   40.5   0.0   3   4   3.1e-05    0.0015   16.2   0.0   292   373   186   271   183   272 0.73 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 48053at50557         -            417   6.4e-11   40.5   0.0   4   4   0.00014    0.0065   14.1   0.0   185   246   261   328   254   329 0.79 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 48053at50557         -            417   7.3e-11   40.3   0.0   1   3    0.0043       0.2    9.2   0.0   187   239    34    86    14   104 0.77 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 48053at50557         -            417   7.3e-11   40.3   0.0   2   3   1.5e-05   0.00071   17.3   0.0   292   373    85   170    82   171 0.74 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 48053at50557         -            417   7.3e-11   40.3   0.0   3   3   0.00012    0.0055   14.3   0.0   185   246   160   227   150   227 0.80 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 48053at50557         -            417   1.1e-10   39.7   0.1   1   3      0.12       5.7    4.4   0.0   316   345     7    36     2    42 0.67 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 48053at50557         -            417   1.1e-10   39.7   0.1   2   3     0.079       3.7    5.0   0.0   282   321    68   107    57   111 0.87 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 48053at50557         -            417   1.1e-10   39.7   0.1   3   3   1.3e-08   6.1e-07   27.4   0.1   247   344   110   228   101   235 0.74 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+  -            327 48053at50557         -            417   1.1e-10   39.7   0.2   1   2       8.2   3.9e+02   -1.6   0.0   218   247    78   111    69   126 0.67 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+  -            327 48053at50557         -            417   1.1e-10   39.7   0.2   2   2   5.5e-12   2.6e-10   38.5   0.1   292   416   138   277    83   278 0.79 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 48053at50557         -            417   2.7e-10   38.4   1.8   1   4      0.14       6.5    4.2   0.0   288   311    12    34     6    49 0.81 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 48053at50557         -            417   2.7e-10   38.4   1.8   2   4   0.00068     0.032   11.8   0.1   257   314    58   124    44   136 0.73 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 48053at50557         -            417   2.7e-10   38.4   1.8   3   4     0.012      0.55    7.7   0.0   296   347   148   205   135   211 0.78 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 48053at50557         -            417   2.7e-10   38.4   1.8   4   4    0.0012     0.055   11.0   0.0   283   341   222   287   213   289 0.80 -
22030at50557_7536_0:0040ec|STRG.21442.1:813-1154|+     -            114 48053at50557         -            417   3.1e-10   38.2   0.0   1   1   7.7e-12   3.6e-10   38.0   0.0   286   382     7   112     3   114 0.86 -
31374at50557_133901_0:001035|STRG.11576.1:443-1987|+   -            515 48053at50557         -            417   3.4e-10   38.1   0.2   1   1   1.5e-11   7.1e-10   37.0   0.1   292   416   326   465   271   466 0.79 -
31374at50557_133901_0:001035|STRG.11576.2:539-2083|+   -            515 48053at50557         -            417   3.4e-10   38.1   0.2   1   1   1.5e-11   7.1e-10   37.0   0.1   292   416   326   465   271   466 0.79 -
31374at50557_133901_0:001035|STRG.11576.3:443-1987|+   -            515 48053at50557         -            417   3.4e-10   38.1   0.2   1   1   1.5e-11   7.1e-10   37.0   0.1   292   416   326   465   271   466 0.79 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 48053at50557         -            417   4.1e-10   37.8   0.4   1   5       4.5   2.1e+02   -0.8   0.0   195   236    12    53     7    69 0.83 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 48053at50557         -            417   4.1e-10   37.8   0.4   2   5     0.002     0.095   10.3   0.0   296   347    57   114    43   123 0.73 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 48053at50557         -            417   4.1e-10   37.8   0.4   3   5   4.6e-07   2.2e-05   22.2   0.0   286   348   130   201   124   208 0.79 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 48053at50557         -            417   4.1e-10   37.8   0.4   4   5       1.5        69    0.8   0.0   214   248   201   240   199   262 0.74 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 48053at50557         -            417   4.1e-10   37.8   0.4   5   5       7.1   3.3e+02   -1.4   0.0   283   306   258   281   243   281 0.84 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 48053at50557         -            417   4.7e-10   37.6   0.8   1   3      0.59        28    2.1   0.0   290   309    10    29     2    73 0.59 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 48053at50557         -            417   4.7e-10   37.6   0.8   2   3   1.2e-07   5.4e-06   24.2   0.0   279   380    84   195    82   199 0.79 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 48053at50557         -            417   4.7e-10   37.6   0.8   3   3      0.15       6.9    4.1   0.0   189   233   270   314   259   319 0.84 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 48053at50557         -            417   4.9e-10   37.6   0.1   1   3     0.098       4.6    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 48053at50557         -            417   4.9e-10   37.6   0.1   2   3   1.2e-07   5.8e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 48053at50557         -            417   4.9e-10   37.6   0.1   3   3     0.015      0.68    7.4   0.0   163   209   208   256   204   257 0.79 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+      -            337 48053at50557         -            417   1.2e-09   36.3   0.4   1   3   2.8e-09   1.3e-07   29.6   0.0   287   417    25   177    18   178 0.77 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+      -            337 48053at50557         -            417   1.2e-09   36.3   0.4   2   3      0.32        15    3.0   0.0   317   344   199   226   188   239 0.75 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+      -            337 48053at50557         -            417   1.2e-09   36.3   0.4   3   3       2.9   1.4e+02   -0.2   0.0   329   341   321   333   243   336 0.73 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 48053at50557         -            417   1.3e-09   36.2   1.8   1   3   3.2e-05    0.0015   16.2   0.5   189   251    39   105    18   114 0.87 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 48053at50557         -            417   1.3e-09   36.2   1.8   2   3     0.011      0.52    7.8   0.1   324   380   125   183   116   207 0.69 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 48053at50557         -            417   1.3e-09   36.2   1.8   3   3    0.0036      0.17    9.4   0.0   315   381   368   433   351   477 0.73 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 48053at50557         -            417   1.3e-09   36.2   0.4   1   3   2.8e-09   1.3e-07   29.6   0.0   287   417    26   178    19   179 0.77 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 48053at50557         -            417   1.3e-09   36.2   0.4   2   3      0.32        15    3.0   0.0   317   344   200   227   189   240 0.75 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 48053at50557         -            417   1.3e-09   36.2   0.4   3   3       3.7   1.7e+02   -0.5   0.0   329   341   322   334   244   335 0.71 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 48053at50557         -            417   1.9e-09   35.6   0.1   1   2     0.015      0.71    7.4   0.0   285   330     7    52     2    60 0.75 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 48053at50557         -            417   1.9e-09   35.6   0.1   2   2   1.2e-08   5.9e-07   27.4   0.1   288   414    54   193    48   196 0.80 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+     -            141 48053at50557         -            417   2.4e-09   35.3   0.0   1   2    0.0041      0.19    9.2   0.0   331   397     5    75     2    76 0.72 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+     -            141 48053at50557         -            417   2.4e-09   35.3   0.0   2   2   1.6e-09   7.7e-08   30.3   0.0   287   378    38   138    31   141 0.77 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 48053at50557         -            417   2.7e-09   35.1   2.1   1   3     0.033       1.5    6.3   0.0   195   248    58   115    16   122 0.86 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 48053at50557         -            417   2.7e-09   35.1   2.1   2   3   3.9e-06   0.00018   19.2   0.1   194   247   181   238   167   245 0.89 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 48053at50557         -            417   2.7e-09   35.1   2.1   3   3     0.009      0.42    8.1   0.1   215   248   245   281   239   288 0.83 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 48053at50557         -            417   2.7e-09   35.1   0.1   1   2     0.023       1.1    6.8   0.0   286   330     3    47     1    55 0.74 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 48053at50557         -            417   2.7e-09   35.1   0.1   2   2   1.1e-08   5.3e-07   27.6   0.1   288   414    49   188    42   191 0.80 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 48053at50557         -            417   3.2e-09   34.9   0.1   1   2      0.02      0.93    7.0   0.0   285   330    17    62    11    70 0.74 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 48053at50557         -            417   3.2e-09   34.9   0.1   2   2   2.2e-08     1e-06   26.6   0.1   288   414    64   203    58   206 0.79 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 48053at50557         -            417   3.4e-09   34.8   0.9   1   4   0.00023     0.011   13.4   0.0   287   365     2    87     1   108 0.79 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 48053at50557         -            417   3.4e-09   34.8   0.9   2   4       4.1   1.9e+02   -0.6   0.0   327   347   114   134    99   151 0.78 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 48053at50557         -            417   3.4e-09   34.8   0.9   3   4   0.00032     0.015   12.9   0.1   196   252   171   231   155   249 0.66 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 48053at50557         -            417   3.4e-09   34.8   0.9   4   4      0.21       9.7    3.6   0.0   215   248   273   309   260   310 0.66 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 48053at50557         -            417   3.6e-09   34.7   2.3   1   3     0.034       1.6    6.2   0.0   194   248    99   157    54   164 0.86 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 48053at50557         -            417   3.6e-09   34.7   2.3   2   3   4.1e-06   0.00019   19.1   0.1   194   247   223   280   209   287 0.89 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 48053at50557         -            417   3.6e-09   34.7   2.3   3   3    0.0099      0.46    8.0   0.1   215   248   287   323   281   328 0.82 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 48053at50557         -            417   5.7e-09   34.0   0.1   1   2      0.64        30    2.0   0.0   220   247     2    34     1    46 0.79 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 48053at50557         -            417   5.7e-09   34.0   0.1   2   2   4.8e-07   2.2e-05   22.2   0.0   269   342   124   202   117   202 0.83 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   1   4      0.58        27    2.2   0.0   289   316    22    49    12    56 0.80 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   2   4   5.2e-06   0.00024   18.8   0.8   280   416    68   217    65   218 0.83 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   3   4     0.033       1.5    6.3   0.0   279   320   191   232   181   238 0.72 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   4   4    0.0012     0.055   11.0   0.1   297   344   260   314   253   346 0.71 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   1   4      0.58        27    2.2   0.0   289   316    22    49    12    56 0.80 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   2   4   5.2e-06   0.00024   18.8   0.8   280   416    68   217    65   218 0.83 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   3   4     0.033       1.5    6.3   0.0   279   320   191   232   181   238 0.72 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 48053at50557         -            417   7.4e-09   33.7   5.9   4   4    0.0012     0.055   11.0   0.1   297   344   260   314   253   346 0.71 -
80377at50557_454923_0:001015|STRG.19738.1:30-809|+     -            260 48053at50557         -            417   7.8e-09   33.6   0.6   1   2      0.25        12    3.4   0.0   219   261    49    95    19   104 0.74 -
80377at50557_454923_0:001015|STRG.19738.1:30-809|+     -            260 48053at50557         -            417   7.8e-09   33.6   0.6   2   2   6.3e-07     3e-05   21.8   0.4   187   344   101   252    93   259 0.73 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 48053at50557         -            417     8e-09   33.6   0.2   1   3   6.5e-05     0.003   15.2   0.1   195   248    17    74    10    79 0.51 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 48053at50557         -            417     8e-09   33.6   0.2   2   3   4.9e-07   2.3e-05   22.1   0.0   187   248    51   117    51   123 0.86 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 48053at50557         -            417     8e-09   33.6   0.2   3   3     0.021      0.98    6.9   0.0   196   246   103   157   102   158 0.83 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 48053at50557         -            417   2.3e-08   32.1   0.2   1   1   1.6e-07   7.8e-06   23.7   0.2   187   345     5   157     2   166 0.73 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 48053at50557         -            417     8e-08   30.3   0.2   1   2   1.3e-06   6.3e-05   20.7   0.0   294   380     6   102     1   109 0.77 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 48053at50557         -            417     8e-08   30.3   0.2   2   2      0.08       3.8    5.0   0.0   189   234   177   222   173   227 0.83 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 48053at50557         -            417     1e-07   29.9   0.7   1   4       6.2   2.9e+02   -1.2   0.0   321   336    18    33     9    38 0.78 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 48053at50557         -            417     1e-07   29.9   0.7   2   4      0.23        11    3.5   0.2   211   256    41    90    18   103 0.67 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 48053at50557         -            417     1e-07   29.9   0.7   3   4   0.00075     0.035   11.7   0.1   289   345    63   125    55   132 0.85 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 48053at50557         -            417     1e-07   29.9   0.7   4   4   4.7e-06   0.00022   18.9   0.0   190   337   103   283    96   286 0.65 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+    -            524 48053at50557         -            417   1.6e-07   29.2   1.3   1   2   7.3e-05    0.0034   15.0   0.1   196   261    95   167    88   183 0.76 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+    -            524 48053at50557         -            417   1.6e-07   29.2   1.3   2   2   0.00063      0.03   11.9   0.0   334   417   185   275   178   275 0.81 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+      -            524 48053at50557         -            417   1.6e-07   29.2   1.3   1   2   7.3e-05    0.0034   15.0   0.1   196   261    95   167    88   183 0.76 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+      -            524 48053at50557         -            417   1.6e-07   29.2   1.3   2   2   0.00063      0.03   11.9   0.0   334   417   185   275   178   275 0.81 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   1   3   0.00013     0.006   14.2   0.1   172   262    37   134    24   140 0.76 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   2   3    0.0055      0.26    8.8   0.0   188   237   146   195   134   221 0.75 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   3   3      0.29        14    3.1   0.0   186   208   267   289   232   290 0.82 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   1   3   0.00013     0.006   14.2   0.1   172   262    37   134    24   140 0.76 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   2   3    0.0055      0.26    8.8   0.0   188   237   146   195   134   221 0.75 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   3   3      0.29        14    3.1   0.0   186   208   267   289   232   290 0.82 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   1   3   0.00013     0.006   14.2   0.1   172   262    37   134    24   140 0.76 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   2   3    0.0055      0.26    8.8   0.0   188   237   146   195   134   221 0.75 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 48053at50557         -            417     2e-07   28.9   0.7   3   3      0.29        14    3.1   0.0   186   208   267   289   232   290 0.82 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 48053at50557         -            417     2e-07   28.9   0.7   1   3   0.00013     0.006   14.2   0.1   172   262    37   134    24   140 0.76 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 48053at50557         -            417     2e-07   28.9   0.7   2   3    0.0055      0.26    8.8   0.0   188   237   146   195   134   221 0.75 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 48053at50557         -            417     2e-07   28.9   0.7   3   3      0.29        14    3.1   0.0   186   208   267   289   232   290 0.82 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 48053at50557         -            417   2.1e-07   28.9   0.0   1   1     4e-07   1.9e-05   22.5   0.0   319   417     6   112     2   112 0.82 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 48053at50557         -            417   2.1e-07   28.9   0.0   1   1     4e-07   1.9e-05   22.5   0.0   319   417     6   112     2   112 0.82 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 48053at50557         -            417   2.7e-07   28.5   0.5   1   4       8.1   3.8e+02   -1.6   0.0   359   381     3    25     1    60 0.77 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 48053at50557         -            417   2.7e-07   28.5   0.5   2   4         4   1.9e+02   -0.6   0.0   230   253    57    82    31   106 0.75 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 48053at50557         -            417   2.7e-07   28.5   0.5   3   4     5e-05    0.0023   15.5   0.0   291   349   103   168    95   171 0.78 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 48053at50557         -            417   2.7e-07   28.5   0.5   4   4    0.0022       0.1   10.2   0.0   216   255   169   211   167   221 0.83 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 48053at50557         -            417     4e-07   28.0   0.0   1   2    0.0013     0.061   10.9   0.0   285   309    40    64    34    90 0.86 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 48053at50557         -            417     4e-07   28.0   0.0   2   2   8.4e-05     0.004   14.8   0.0   191   246   262   322   234   327 0.79 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 48053at50557         -            417   6.3e-07   27.3   0.1   1   2      0.18       8.4    3.8   0.0   319   366    37    84    22    91 0.88 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 48053at50557         -            417   6.3e-07   27.3   0.1   2   2   2.1e-07     1e-05   23.4   0.1   289   383    84   187    77   204 0.80 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 48053at50557         -            417   9.8e-07   26.7   0.0   1   2    0.0086      0.41    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 48053at50557         -            417   9.8e-07   26.7   0.0   2   2   0.00012    0.0058   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 48053at50557         -            417   9.8e-07   26.7   0.0   1   2    0.0086      0.41    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 48053at50557         -            417   9.8e-07   26.7   0.0   2   2   0.00012    0.0058   14.3   0.0   290   380   170   276   160   277 0.74 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 48053at50557         -            417   1.7e-06   25.9   0.0   1   2    0.0027      0.13    9.9   0.0   285   309   293   317   288   341 0.86 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 48053at50557         -            417   1.7e-06   25.9   0.0   2   2    0.0002    0.0094   13.6   0.0   191   246   515   575   490   580 0.80 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 48053at50557         -            417   1.7e-06   25.9   0.0   1   2    0.0027      0.13    9.9   0.0   285   309   294   318   289   342 0.86 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 48053at50557         -            417   1.7e-06   25.9   0.0   2   2    0.0002    0.0094   13.6   0.0   191   246   516   576   491   581 0.80 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 48053at50557         -            417   2.5e-06   25.4   0.0   1   3     0.027       1.3    6.5   0.0   312   362    19    71     8    98 0.82 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 48053at50557         -            417   2.5e-06   25.4   0.0   2   3   0.00039     0.018   12.6   0.0   294   359   122   194    83   231 0.68 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 48053at50557         -            417   2.5e-06   25.4   0.0   3   3      0.53        25    2.3   0.0   284   311   244   271   229   307 0.67 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 48053at50557         -            417   3.1e-06   25.0   1.5   1   3   0.00064      0.03   11.9   0.0   286   348    94   163    87   176 0.76 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 48053at50557         -            417   3.1e-06   25.0   1.5   2   3      0.46        21    2.5   0.0   325   343   204   222   196   242 0.85 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 48053at50557         -            417   3.1e-06   25.0   1.5   3   3       0.1       4.9    4.6   0.1   236   271   272   307   247   322 0.68 -
34006at50557_520822_0:000571|STRG.14919.1:0-1982|+     -            661 48053at50557         -            417   1.2e-05   23.1   0.0   1   1   3.7e-06   0.00018   19.3   0.0   200   355   270   432   225   443 0.75 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 48053at50557         -            417     2e-05   22.4   0.5   1   3     0.011      0.51    7.9   0.0   298   343    90   143    61   153 0.67 -
