#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.12616.1:2-1201|+     -            400 37475at50557         -            589   1.9e-95  315.9   8.0   1   1   6.6e-95   5.9e-94  311.0   8.0   257   566     7   400     4   400 0.86 -
37475at50557_7536_0:004769|STRG.13748.2:1495-1755|+    -             87 37475at50557         -            589   7.8e-06   20.0   0.0   2   2   0.00051    0.0046   10.9   0.0   224   248    63    87    54    87 0.89 -
37475at50557_7536_0:004769|STRG.13748.3:1495-1755|+    -             87 37475at50557         -            589   7.8e-06   20.0   0.0   1   2    0.0038     0.034    8.0   0.0   148   193     9    55     3    64 0.71 -
37475at50557_7536_0:004769|STRG.13748.3:1495-1755|+    -             87 37475at50557         -            589   7.8e-06   20.0   0.0   2   2   0.00051    0.0046   10.9   0.0   224   248    63    87    54    87 0.89 -
37475at50557_411798_0:00107d|STRG.9836.1:2175-2723|+   -            183 37475at50557         -            589   9.4e-06   19.7   0.0   1   3      0.09      0.81    3.5   0.0    79   108    16    46     1    54 0.82 -
37475at50557_411798_0:00107d|STRG.9836.1:2175-2723|+   -            183 37475at50557         -            589   9.4e-06   19.7   0.0   2   3     0.029      0.26    5.1   0.1   148   181    64    98    55   105 0.82 -
37475at50557_411798_0:00107d|STRG.9836.1:2175-2723|+   -            183 37475at50557         -            589   9.4e-06   19.7   0.0   3   3    0.0033      0.03    8.2   0.0   148   182   112   146   100   183 0.66 -
37475at50557_411798_0:00107d|STRG.9836.2:1758-2306|+   -            183 37475at50557         -            589   9.4e-06   19.7   0.0   1   3      0.09      0.81    3.5   0.0    79   108    16    46     1    54 0.82 -
37475at50557_411798_0:00107d|STRG.9836.2:1758-2306|+   -            183 37475at50557         -            589   9.4e-06   19.7   0.0   2   3     0.029      0.26    5.1   0.1   148   181    64    98    55   105 0.82 -
37475at50557_411798_0:00107d|STRG.9836.2:1758-2306|+   -            183 37475at50557         -            589   9.4e-06   19.7   0.0   3   3    0.0033      0.03    8.2   0.0   148   182   112   146   100   183 0.66 -
37475at50557_30019_0:0005ac|STRG.4014.1:676-1335|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   1   5      0.87       7.8    0.2   0.1   159   182     2    26     1    45 0.68 -
37475at50557_30019_0:0005ac|STRG.4014.1:676-1335|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   2   5       0.1       0.9    3.3   0.1   149   184    42    78    33    85 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.1:676-1335|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   3   5      0.11      0.96    3.2   0.0   145   181    84   121    78   126 0.79 -
37475at50557_30019_0:0005ac|STRG.4014.1:676-1335|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   4   5   1.7e-05   0.00016   15.7   0.1   139   182   122   166   120   173 0.86 -
37475at50557_30019_0:0005ac|STRG.4014.1:676-1335|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   5   5       1.3        11   -0.3   0.3   151   179   191   220   188   220 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.2:703-1362|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   1   5      0.87       7.8    0.2   0.1   159   182     2    26     1    45 0.68 -
37475at50557_30019_0:0005ac|STRG.4014.2:703-1362|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   2   5       0.1       0.9    3.3   0.1   149   184    42    78    33    85 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.2:703-1362|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   3   5      0.11      0.96    3.2   0.0   145   181    84   121    78   126 0.79 -
37475at50557_30019_0:0005ac|STRG.4014.2:703-1362|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   4   5   1.7e-05   0.00016   15.7   0.1   139   182   122   166   120   173 0.86 -
37475at50557_30019_0:0005ac|STRG.4014.2:703-1362|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   5   5       1.3        11   -0.3   0.3   151   179   191   220   188   220 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.3:850-1509|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   1   5      0.87       7.8    0.2   0.1   159   182     2    26     1    45 0.68 -
37475at50557_30019_0:0005ac|STRG.4014.3:850-1509|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   2   5       0.1       0.9    3.3   0.1   149   184    42    78    33    85 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.3:850-1509|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   3   5      0.11      0.96    3.2   0.0   145   181    84   121    78   126 0.79 -
37475at50557_30019_0:0005ac|STRG.4014.3:850-1509|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   4   5   1.7e-05   0.00016   15.7   0.1   139   182   122   166   120   173 0.86 -
37475at50557_30019_0:0005ac|STRG.4014.3:850-1509|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   5   5       1.3        11   -0.3   0.3   151   179   191   220   188   220 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.4:913-1572|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   1   5      0.87       7.8    0.2   0.1   159   182     2    26     1    45 0.68 -
37475at50557_30019_0:0005ac|STRG.4014.4:913-1572|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   2   5       0.1       0.9    3.3   0.1   149   184    42    78    33    85 0.77 -
37475at50557_30019_0:0005ac|STRG.4014.4:913-1572|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   3   5      0.11      0.96    3.2   0.0   145   181    84   121    78   126 0.79 -
37475at50557_30019_0:0005ac|STRG.4014.4:913-1572|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   4   5   1.7e-05   0.00016   15.7   0.1   139   182   122   166   120   173 0.86 -
37475at50557_30019_0:0005ac|STRG.4014.4:913-1572|+     -            220 37475at50557         -            589   1.8e-05   18.8  10.1   5   5       1.3        11   -0.3   0.3   151   179   191   220   188   220 0.77 -
37475at50557_39758_0:000c43|STRG.12078.1:1947-2675|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   1   3     0.068      0.61    3.9   0.0    80   108     1    29     1    37 0.92 -
37475at50557_39758_0:000c43|STRG.12078.1:1947-2675|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   2   3     0.072      0.64    3.8   0.2   150   186    95   130    91   166 0.74 -
37475at50557_39758_0:000c43|STRG.12078.1:1947-2675|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   3   3    0.0032     0.028    8.3   0.1   173   205   169   203   153   208 0.85 -
37475at50557_39758_0:000c43|STRG.12078.2:1824-2552|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   1   3     0.068      0.61    3.9   0.0    80   108     1    29     1    37 0.92 -
37475at50557_39758_0:000c43|STRG.12078.2:1824-2552|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   2   3     0.072      0.64    3.8   0.2   150   186    95   130    91   166 0.74 -
37475at50557_39758_0:000c43|STRG.12078.2:1824-2552|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   3   3    0.0032     0.028    8.3   0.1   173   205   169   203   153   208 0.85 -
37475at50557_39758_0:000c43|STRG.12078.3:1860-2588|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   1   3     0.068      0.61    3.9   0.0    80   108     1    29     1    37 0.92 -
37475at50557_39758_0:000c43|STRG.12078.3:1860-2588|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   2   3     0.072      0.64    3.8   0.2   150   186    95   130    91   166 0.74 -
37475at50557_39758_0:000c43|STRG.12078.3:1860-2588|+   -            243 37475at50557         -            589   3.9e-05   17.7   2.0   3   3    0.0032     0.028    8.3   0.1   173   205   169   203   153   208 0.85 -
37475at50557_7029_0:0049bc|STRG.4583.2:1419-1772|+     -            118 37475at50557         -            589     6e-05   17.1   0.4   1   3       2.2        20   -1.1   0.0   164   276     6    26     3    39 0.55 -
37475at50557_7029_0:0049bc|STRG.4583.2:1419-1772|+     -            118 37475at50557         -            589     6e-05   17.1   0.4   2   3      0.13       1.2    2.9   0.0   139   186    35    83    28    93 0.76 -
37475at50557_7029_0:0049bc|STRG.4583.2:1419-1772|+     -            118 37475at50557         -            589     6e-05   17.1   0.4   3   3   0.00011     0.001   13.0   0.3    75   108    84   118    62   118 0.69 -
37475at50557_39758_0:000c43|STRG.14283.1:717-1574|+    -            286 37475at50557         -            589   0.00011   16.3   0.2   1   3     0.019      0.17    5.7   0.1   167   189     1    23     1    26 0.89 -
37475at50557_39758_0:000c43|STRG.14283.1:717-1574|+    -            286 37475at50557         -            589   0.00011   16.3   0.2   2   3     0.006     0.054    7.3   0.0    80   115    27    61    22    68 0.80 -
37475at50557_39758_0:000c43|STRG.14283.1:717-1574|+    -            286 37475at50557         -            589   0.00011   16.3   0.2   3   3       1.9        17   -0.9   0.0   221   248   186   213   157   224 0.77 -
37475at50557_30019_0:0005ac|STRG.3351.1:1005-1433|+    -            143 37475at50557         -            589   0.00015   15.7   0.2   1   2      0.25       2.2    2.0   0.0   168   187     2    21     1    28 0.84 -
37475at50557_30019_0:0005ac|STRG.3351.1:1005-1433|+    -            143 37475at50557         -            589   0.00015   15.7   0.2   2   2     0.039      0.35    4.7   0.0    56   108    89   142    76   143 0.81 -
37475at50557_30019_0:0005ac|STRG.12964.1:654-1121|+    -            156 37475at50557         -            589   0.00038   14.5   0.0   1   2   0.00088    0.0079   10.1   0.0   149   192    16    59     8    70 0.88 -
37475at50557_30019_0:0005ac|STRG.12964.1:654-1121|+    -            156 37475at50557         -            589   0.00038   14.5   0.0   2   2      0.15       1.3    2.7   0.0    16    93    72   154    63   156 0.63 -
37475at50557_1629725_0:0002a1|STRG.1398.1:324-1064|+   -            247 37475at50557         -            589   0.00044   14.2   8.2   1   2     0.001    0.0092    9.9   3.1   120   203    20   121    16   140 0.72 -
37475at50557_1629725_0:0002a1|STRG.1398.1:324-1064|+   -            247 37475at50557         -            589   0.00044   14.2   8.2   2   2      0.01     0.093    6.6   0.2   154   243   150   241   140   247 0.75 -
37475at50557_30019_0:0005ac|STRG.872.1:3047-3481|+     -            145 37475at50557         -            589   0.00052   14.0   1.9   1   1    0.0005    0.0045   10.9   1.9    59   181     2   136     1   143 0.71 -
37475at50557_30019_0:0005ac|STRG.872.2:3053-3487|+     -            145 37475at50557         -            589   0.00052   14.0   1.9   1   1    0.0005    0.0045   10.9   1.9    59   181     2   136     1   143 0.71 -
37475at50557_30019_0:0005ac|STRG.872.3:3048-3482|+     -            145 37475at50557         -            589   0.00052   14.0   1.9   1   1    0.0005    0.0045   10.9   1.9    59   181     2   136     1   143 0.71 -
37475at50557_30019_0:0005ac|STRG.872.4:3026-3460|+     -            145 37475at50557         -            589   0.00052   14.0   1.9   1   1    0.0005    0.0045   10.9   1.9    59   181     2   136     1   143 0.71 -
37475at50557_30019_0:0005ac|STRG.872.5:3020-3454|+     -            145 37475at50557         -            589   0.00052   14.0   1.9   1   1    0.0005    0.0045   10.9   1.9    59   181     2   136     1   143 0.71 -
37475at50557_30019_0:0005ac|STRG.872.6:3067-3501|+     -            145 37475at50557         -            589   0.00052   14.0   1.9   1   1    0.0005    0.0045   10.9   1.9    59   181     2   136     1   143 0.71 -
37475at50557_7029_0:0049bc|STRG.10013.1:599-970|+      -            124 37475at50557         -            589   0.00055   13.9   0.0   1   2    0.0042     0.038    7.9   0.0   215   256    15    56    10    65 0.82 -
37475at50557_7029_0:0049bc|STRG.10013.1:599-970|+      -            124 37475at50557         -            589   0.00055   13.9   0.0   2   2      0.05      0.45    4.3   0.0     7    43    68   104    64   111 0.91 -
37475at50557_7536_0:004769|STRG.11504.1:3389-3817|+    -            143 37475at50557         -            589   0.00057   13.9   0.0   1   1   0.00016    0.0014   12.6   0.0    70   171    26   139     2   143 0.70 -
37475at50557_30019_0:0005ac|STRG.909.1:2212-2646|+     -            145 37475at50557         -            589   0.00066   13.7   2.6   1   1   0.00066     0.006   10.5   2.6    59   181     2   136     1   143 0.70 -
37475at50557_30019_0:0005ac|STRG.909.2:1162-1596|+     -            145 37475at50557         -            589   0.00066   13.7   2.6   1   1   0.00066     0.006   10.5   2.6    59   181     2   136     1   143 0.70 -
37475at50557_30019_0:0005ac|STRG.909.3:1823-2257|+     -            145 37475at50557         -            589   0.00066   13.7   2.6   1   1   0.00066     0.006   10.5   2.6    59   181     2   136     1   143 0.70 -
37475at50557_30019_0:0005ac|STRG.909.4:2029-2463|+     -            145 37475at50557         -            589   0.00066   13.7   2.6   1   1   0.00066     0.006   10.5   2.6    59   181     2   136     1   143 0.70 -
37475at50557_30019_0:0005ac|STRG.909.5:1683-2117|+     -            145 37475at50557         -            589   0.00066   13.7   2.6   1   1   0.00066     0.006   10.5   2.6    59   181     2   136     1   143 0.70 -
37475at50557_30019_0:0005ac|STRG.909.6:1923-2357|+     -            145 37475at50557         -            589   0.00066   13.7   2.6   1   1   0.00066     0.006   10.5   2.6    59   181     2   136     1   143 0.70 -
37475at50557_83485_0:000559|STRG.5042.1:847-1173|+     -            109 37475at50557         -            589   0.00078   13.4   0.0   1   2     0.024      0.22    5.4   0.0   145   179    13    47     6    56 0.86 -
37475at50557_83485_0:000559|STRG.5042.1:847-1173|+     -            109 37475at50557         -            589   0.00078   13.4   0.0   2   2    0.0094     0.085    6.7   0.0    70   110    55    96    48   104 0.76 -
37475at50557_411798_0:00107d|STRG.10436.1:1503-2177|+  -            225 37475at50557         -            589    0.0013   12.7   4.9   1   2      0.13       1.2    2.9   2.3   157   232     8    98     1   127 0.54 -
37475at50557_411798_0:00107d|STRG.10436.1:1503-2177|+  -            225 37475at50557         -            589    0.0013   12.7   4.9   2   2     0.002     0.018    8.9   0.0   163   189   186   212   175   218 0.90 -
37475at50557_411798_0:00107d|STRG.10436.2:1500-2174|+  -            225 37475at50557         -            589    0.0013   12.7   4.9   1   2      0.13       1.2    2.9   2.3   157   232     8    98     1   127 0.54 -
37475at50557_411798_0:00107d|STRG.10436.2:1500-2174|+  -            225 37475at50557         -            589    0.0013   12.7   4.9   2   2     0.002     0.018    8.9   0.0   163   189   186   212   175   218 0.90 -
37475at50557_411798_0:00107d|STRG.10436.3:1507-2181|+  -            225 37475at50557         -            589    0.0013   12.7   4.9   1   2      0.13       1.2    2.9   2.3   157   232     8    98     1   127 0.54 -
37475at50557_411798_0:00107d|STRG.10436.3:1507-2181|+  -            225 37475at50557         -            589    0.0013   12.7   4.9   2   2     0.002     0.018    8.9   0.0   163   189   186   212   175   218 0.90 -
37475at50557_7029_0:0049bc|STRG.1211.2:255-842|+       -            196 37475at50557         -            589    0.0018   12.2   0.8   1   3       1.3        11   -0.3   0.0   157   185    10    38     4    76 0.56 -
37475at50557_7029_0:0049bc|STRG.1211.2:255-842|+       -            196 37475at50557         -            589    0.0018   12.2   0.8   2   3    0.0047     0.042    7.7   0.0    78   109    94   125    87   143 0.76 -
37475at50557_7029_0:0049bc|STRG.1211.2:255-842|+       -            196 37475at50557         -            589    0.0018   12.2   0.8   3   3      0.44       3.9    1.2   0.1    86   111   145   170   130   176 0.75 -
37475at50557_29031_0:002211|STRG.1211.1:330-698|+      -            123 37475at50557         -            589    0.0034   11.3   0.2   1   1   0.00077    0.0069   10.3   0.2   155   184    24    53    15   123 0.68 -
37475at50557_1218281_0:002bc6|STRG.2084.1:755-1552|+   -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.1:755-1552|+   -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.1:755-1552|+   -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
37475at50557_1218281_0:002bc6|STRG.2084.2:1736-2533|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.2:1736-2533|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.2:1736-2533|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
37475at50557_1218281_0:002bc6|STRG.2084.3:1871-2668|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.3:1871-2668|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.3:1871-2668|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
37475at50557_1218281_0:002bc6|STRG.2084.4:1804-2601|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.4:1804-2601|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.4:1804-2601|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
37475at50557_1218281_0:002bc6|STRG.2084.5:1870-2667|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.5:1870-2667|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.5:1870-2667|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
37475at50557_1218281_0:002bc6|STRG.2084.7:1682-2479|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.7:1682-2479|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.7:1682-2479|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
37475at50557_1218281_0:002bc6|STRG.2084.9:1514-2311|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   1   3       0.5       4.5    1.0   0.0     6    36    48    78    45    86 0.82 -
37475at50557_1218281_0:002bc6|STRG.2084.9:1514-2311|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   2   3       0.2       1.8    2.3   0.0   150   180    86   116    77   122 0.86 -
37475at50557_1218281_0:002bc6|STRG.2084.9:1514-2311|+  -            266 37475at50557         -            589    0.0097    9.8   0.2   3   3      0.17       1.5    2.6   0.0   178   241   207   232   183   262 0.70 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/37475at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/rerun_results/37475at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/37475at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 21:06:28 2024
# [ok]
