#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
966at50557_51655_0:00313f|STRG.4410.1:1579-2010|+     -            144 966at50557           -           1751   6.6e-49  162.7   0.8   1   1   4.9e-50   7.7e-49  162.5   0.8  1641  1745     1   118     1   122 0.92 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+  -            359 966at50557           -           1751   5.5e-19   63.5   8.3   1   3   1.2e-12   1.9e-11   38.6   0.2   344   513     3   178     1   184 0.84 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+  -            359 966at50557           -           1751   5.5e-19   63.5   8.3   2   3   3.5e-05   0.00055   13.8   0.1   378   441   187   253   163   257 0.74 -
25718at50557_1629725_0:002070|STRG.5764.1:106-1182|+  -            359 966at50557           -           1751   5.5e-19   63.5   8.3   3   3   1.7e-08   2.7e-07   24.8   2.2   344   442   242   349   210   357 0.69 -
25718at50557_133901_0:003073|STRG.11955.1:1788-3221|+ -            478 966at50557           -           1751   1.2e-18   62.5   8.7   1   5   0.00047    0.0074   10.1   0.0   339   415    21    82     8   112 0.69 -
25718at50557_133901_0:003073|STRG.11955.1:1788-3221|+ -            478 966at50557           -           1751   1.2e-18   62.5   8.7   2   5   1.9e-06     3e-05   18.0   1.0   341   442    71   179    66   182 0.87 -
25718at50557_133901_0:003073|STRG.11955.1:1788-3221|+ -            478 966at50557           -           1751   1.2e-18   62.5   8.7   3   5   5.6e-11   8.8e-10   33.0   6.6   343   514   119   302   116   305 0.81 -
25718at50557_133901_0:003073|STRG.11955.1:1788-3221|+ -            478 966at50557           -           1751   1.2e-18   62.5   8.7   4   5   1.6e-05   0.00026   14.9   0.2   397   489   259   360   255   364 0.84 -
25718at50557_133901_0:003073|STRG.11955.1:1788-3221|+ -            478 966at50557           -           1751   1.2e-18   62.5   8.7   5   5    0.0012     0.019    8.7   0.0   396   440   367   412   363   422 0.83 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+   -            582 966at50557           -           1751   1.4e-17   58.9  28.5   1   3     2e-05   0.00031   14.6   0.3   399   493     3   100     1   113 0.82 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+   -            582 966at50557           -           1751   1.4e-17   58.9  28.5   2   3     1e-09   1.6e-08   28.8  10.7   341   515   136   320   131   333 0.83 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+   -            582 966at50557           -           1751   1.4e-17   58.9  28.5   3   3   1.5e-08   2.3e-07   25.0   4.0   341   517   355   532   348   580 0.72 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+    -            582 966at50557           -           1751   1.4e-17   58.9  28.5   1   3     2e-05   0.00031   14.6   0.3   399   493     3   100     1   113 0.82 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+    -            582 966at50557           -           1751   1.4e-17   58.9  28.5   2   3     1e-09   1.6e-08   28.8  10.7   341   515   136   320   131   333 0.83 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+    -            582 966at50557           -           1751   1.4e-17   58.9  28.5   3   3   1.5e-08   2.3e-07   25.0   4.0   341   517   355   532   348   580 0.72 -
25718at50557_108931_0:000584|STRG.17467.1:200-1690|+  -            497 966at50557           -           1751   3.6e-16   54.2  15.5   1   3   4.1e-06   6.5e-05   16.9   0.2   403   516   145   256   137   262 0.81 -
25718at50557_108931_0:000584|STRG.17467.1:200-1690|+  -            497 966at50557           -           1751   3.6e-16   54.2  15.5   2   3   1.9e-08     3e-07   24.6   3.2   338   470   287   424   281   430 0.80 -
25718at50557_108931_0:000584|STRG.17467.1:200-1690|+  -            497 966at50557           -           1751   3.6e-16   54.2  15.5   3   3   7.1e-07   1.1e-05   19.4   0.3   338   391   430   490   425   495 0.79 -
25718at50557_13249_0:001bb5|STRG.17468.1:24-953|+     -            310 966at50557           -           1751     2e-15   51.7  12.3   1   1   6.7e-13   1.1e-11   39.4  12.2   338   611    24   308     8   309 0.74 -
25718at50557_38123_0:002c3f|STRG.13990.1:1375-2133|+  -            253 966at50557           -           1751   2.1e-15   51.7  11.1   1   2   2.5e-13   3.9e-12   40.8   1.4   342   472     4   140     2   141 0.80 -
25718at50557_38123_0:002c3f|STRG.13990.1:1375-2133|+  -            253 966at50557           -           1751   2.1e-15   51.7  11.1   2   2   5.9e-08   9.2e-07   23.0   2.7   344   480   102   244    97   253 0.71 -
25718at50557_38123_0:002c3f|STRG.13990.2:1316-2074|+  -            253 966at50557           -           1751   2.1e-15   51.7  11.1   1   2   2.5e-13   3.9e-12   40.8   1.4   342   472     4   140     2   141 0.80 -
25718at50557_38123_0:002c3f|STRG.13990.2:1316-2074|+  -            253 966at50557           -           1751   2.1e-15   51.7  11.1   2   2   5.9e-08   9.2e-07   23.0   2.7   344   480   102   244    97   253 0.71 -
25718at50557_13249_0:001bb5|STRG.10252.1:1031-2095|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   1   3     2e-06   3.2e-05   17.9   0.4   340   438     9   113     2   117 0.79 -
25718at50557_13249_0:001bb5|STRG.10252.1:1031-2095|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   2   3   2.5e-07   3.9e-06   20.9   0.8   364   463   102   211    96   221 0.78 -
25718at50557_13249_0:001bb5|STRG.10252.1:1031-2095|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   3   3   5.2e-08   8.1e-07   23.2   2.9   338   463   224   355   214   355 0.73 -
25718at50557_13249_0:001bb5|STRG.10252.2:1022-2086|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   1   3     2e-06   3.2e-05   17.9   0.4   340   438     9   113     2   117 0.79 -
25718at50557_13249_0:001bb5|STRG.10252.2:1022-2086|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   2   3   2.5e-07   3.9e-06   20.9   0.8   364   463   102   211    96   221 0.78 -
25718at50557_13249_0:001bb5|STRG.10252.2:1022-2086|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   3   3   5.2e-08   8.1e-07   23.2   2.9   338   463   224   355   214   355 0.73 -
25718at50557_13249_0:001bb5|STRG.10252.4:1286-2350|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   1   3     2e-06   3.2e-05   17.9   0.4   340   438     9   113     2   117 0.79 -
25718at50557_13249_0:001bb5|STRG.10252.4:1286-2350|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   2   3   2.5e-07   3.9e-06   20.9   0.8   364   463   102   211    96   221 0.78 -
25718at50557_13249_0:001bb5|STRG.10252.4:1286-2350|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   3   3   5.2e-08   8.1e-07   23.2   2.9   338   463   224   355   214   355 0.73 -
25718at50557_13249_0:001bb5|STRG.10252.5:1012-2076|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   1   3     2e-06   3.2e-05   17.9   0.4   340   438     9   113     2   117 0.79 -
25718at50557_13249_0:001bb5|STRG.10252.5:1012-2076|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   2   3   2.5e-07   3.9e-06   20.9   0.8   364   463   102   211    96   221 0.78 -
25718at50557_13249_0:001bb5|STRG.10252.5:1012-2076|+  -            355 966at50557           -           1751   3.7e-15   50.9  16.0   3   3   5.2e-08   8.1e-07   23.2   2.9   338   463   224   355   214   355 0.73 -
25718at50557_108931_0:000584|STRG.7494.1:344-1549|+   -            402 966at50557           -           1751   1.7e-14   48.7   7.3   1   2   4.2e-09   6.6e-08   26.8   3.1   346   561    52   273    20   275 0.68 -
25718at50557_108931_0:000584|STRG.7494.1:344-1549|+   -            402 966at50557           -           1751   1.7e-14   48.7   7.3   2   2   4.4e-09   6.9e-08   26.7   0.2   343   492   241   395   230   399 0.83 -
25718at50557_38123_0:002c3f|STRG.18179.1:369-1208|+   -            280 966at50557           -           1751   1.8e-14   48.6  11.0   1   2   1.1e-06   1.8e-05   18.8   1.1   341   433     1   105     1   113 0.73 -
25718at50557_38123_0:002c3f|STRG.18179.1:369-1208|+   -            280 966at50557           -           1751   1.8e-14   48.6  11.0   2   2     1e-10   1.6e-09   32.2   3.0   338   487   120   278   113   280 0.82 -
25718at50557_13249_0:001bb5|STRG.15098.1:21-899|+     -            293 966at50557           -           1751   9.2e-14   46.2   2.9   1   2     0.002     0.032    8.0   0.2   344   396     4    56     1    74 0.78 -
25718at50557_13249_0:001bb5|STRG.15098.1:21-899|+     -            293 966at50557           -           1751   9.2e-14   46.2   2.9   2   2   8.1e-13   1.3e-11   39.1   0.2   342   518    74   253    65   267 0.81 -
25718at50557_197043_0:00510d|STRG.16035.1:222-1487|+  -            422 966at50557           -           1751   1.4e-13   45.6  20.7   1   2   6.6e-07     1e-05   19.5   4.5   335   438    21   132     8   136 0.80 -
25718at50557_197043_0:00510d|STRG.16035.1:222-1487|+  -            422 966at50557           -           1751   1.4e-13   45.6  20.7   2   2   7.5e-11   1.2e-09   32.6   6.6   338   515   142   325   133   337 0.85 -
25718at50557_38123_0:002c3f|STRG.3040.1:393-1019|+    -            209 966at50557           -           1751   1.8e-13   45.2   8.1   1   2     0.066         1    2.9   0.3   585   610     3    28     1    38 0.75 -
25718at50557_38123_0:002c3f|STRG.3040.1:393-1019|+    -            209 966at50557           -           1751   1.8e-13   45.2   8.1   2   2   1.8e-14   2.7e-13   44.6   2.5   329   444    55   177    37   193 0.83 -
25718at50557_13249_0:001bb5|STRG.12134.1:2167-3132|+  -            322 966at50557           -           1751   2.1e-13   45.1  13.9   1   3       0.5       7.9    0.0   0.1   401   419     4    22     2    26 0.80 -
25718at50557_13249_0:001bb5|STRG.12134.1:2167-3132|+  -            322 966at50557           -           1751   2.1e-13   45.1  13.9   2   3   9.9e-08   1.5e-06   22.3   1.6   337   491    27   201    13   209 0.80 -
25718at50557_13249_0:001bb5|STRG.12134.1:2167-3132|+  -            322 966at50557           -           1751   2.1e-13   45.1  13.9   3   3   1.4e-09   2.1e-08   28.4   3.2   337   437   210   319   203   322 0.82 -
25718at50557_38123_0:002c3f|STRG.17712.1:25-783|+     -            253 966at50557           -           1751   4.4e-13   44.0   8.7   1   2   9.6e-09   1.5e-07   25.6   6.1   331   442    36   154     1   183 0.50 -
25718at50557_38123_0:002c3f|STRG.17712.1:25-783|+     -            253 966at50557           -           1751   4.4e-13   44.0   8.7   2   2   3.9e-07     6e-06   20.3   0.1   341   416   168   251   159   253 0.84 -
25718at50557_13249_0:001bb5|STRG.7187.1:425-1243|+    -            273 966at50557           -           1751   1.3e-12   42.4  11.6   1   2    0.0019     0.031    8.0   0.0   454   512    16    74     8    88 0.94 -
25718at50557_13249_0:001bb5|STRG.7187.1:425-1243|+    -            273 966at50557           -           1751   1.3e-12   42.4  11.6   2   2   9.6e-12   1.5e-10   35.6   8.6   338   493   109   272    97   273 0.88 -
25718at50557_7536_0:0032ee|STRG.16582.2:141-1946|+    -            602 966at50557           -           1751   5.8e-12   40.3  20.1   1   4    0.0056     0.088    6.5   0.6   342   386    58   105    13   181 0.75 -
25718at50557_7536_0:0032ee|STRG.16582.2:141-1946|+    -            602 966at50557           -           1751   5.8e-12   40.3  20.1   2   4     4e-05   0.00062   13.6   2.7   340   419   256   343   225   349 0.67 -
25718at50557_7536_0:0032ee|STRG.16582.2:141-1946|+    -            602 966at50557           -           1751   5.8e-12   40.3  20.1   3   4     0.012      0.19    5.4   0.0   340   386   350   397   345   418 0.85 -
25718at50557_7536_0:0032ee|STRG.16582.2:141-1946|+    -            602 966at50557           -           1751   5.8e-12   40.3  20.1   4   4   6.3e-08   9.9e-07   22.9   1.4   338   440   420   528   415   578 0.77 -
25718at50557_7536_0:0032ee|STRG.16582.1:51-1871|+     -            607 966at50557           -           1751     6e-12   40.2  20.1   1   4    0.0057     0.089    6.5   0.6   342   386    58   105    13   181 0.75 -
25718at50557_7536_0:0032ee|STRG.16582.1:51-1871|+     -            607 966at50557           -           1751     6e-12   40.2  20.1   2   4     4e-05   0.00063   13.6   2.7   340   419   256   343   225   349 0.67 -
25718at50557_7536_0:0032ee|STRG.16582.1:51-1871|+     -            607 966at50557           -           1751     6e-12   40.2  20.1   3   4     0.012      0.19    5.4   0.0   340   386   350   397   345   418 0.85 -
25718at50557_7536_0:0032ee|STRG.16582.1:51-1871|+     -            607 966at50557           -           1751     6e-12   40.2  20.1   4   4   6.4e-08     1e-06   22.9   1.4   338   440   420   528   415   578 0.77 -
25718at50557_13249_0:001bb5|STRG.12134.2:2312-3085|+  -            258 966at50557           -           1751     2e-11   38.4  14.7   1   2   1.1e-07   1.7e-06   22.1   3.8   358   512    11   184     1   188 0.71 -
25718at50557_13249_0:001bb5|STRG.12134.2:2312-3085|+  -            258 966at50557           -           1751     2e-11   38.4  14.7   2   2     8e-10   1.3e-08   29.2   3.2   337   437   146   255   138   258 0.82 -
25718at50557_1629725_0:002070|STRG.10255.2:165-1400|+ -            412 966at50557           -           1751   2.1e-11   38.4  23.9   1   3   1.2e-07   1.9e-06   21.9   7.3   341   473    10   144     4   186 0.71 -
25718at50557_1629725_0:002070|STRG.10255.2:165-1400|+ -            412 966at50557           -           1751   2.1e-11   38.4  23.9   2   3   0.00019     0.003   11.4   0.9   342   443   197   305   179   308 0.73 -
25718at50557_1629725_0:002070|STRG.10255.2:165-1400|+ -            412 966at50557           -           1751   2.1e-11   38.4  23.9   3   3   2.7e-05   0.00042   14.2   2.1   341   416   309   391   305   401 0.81 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+    -            429 966at50557           -           1751   3.1e-11   37.8   8.6   1   3   4.9e-08   7.8e-07   23.3   0.1   336   438    26   138     4   172 0.80 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+    -            429 966at50557           -           1751   3.1e-11   37.8   8.6   2   3   0.00026    0.0041   10.9   0.2   344   421   179   262   156   274 0.69 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+    -            429 966at50557           -           1751   3.1e-11   37.8   8.6   3   3    0.0049     0.077    6.7   0.7   547   611   287   346   282   352 0.83 -
25718at50557_1629725_0:002070|STRG.10255.1:419-1627|+ -            403 966at50557           -           1751   3.9e-11   37.5  24.1   1   3   2.5e-07   3.9e-06   20.9   7.6   343   472     3   134     1   176 0.70 -
25718at50557_1629725_0:002070|STRG.10255.1:419-1627|+ -            403 966at50557           -           1751   3.9e-11   37.5  24.1   2   3   0.00023    0.0035   11.1   1.5   341   443   187   296   161   299 0.73 -
25718at50557_1629725_0:002070|STRG.10255.1:419-1627|+ -            403 966at50557           -           1751   3.9e-11   37.5  24.1   3   3   2.2e-05   0.00035   14.5   1.9   341   416   300   382   295   392 0.81 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+        -            196 966at50557           -           1751   5.9e-11   36.9   0.5   1   3      0.41       6.4    0.3   0.0   202   230    46    74    35    77 0.76 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+        -            196 966at50557           -           1751   5.9e-11   36.9   0.5   2   3     4e-06   6.3e-05   16.9   0.1    28   108    81   161    73   170 0.92 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+        -            196 966at50557           -           1751   5.9e-11   36.9   0.5   3   3   4.9e-06   7.7e-05   16.6   0.1    13    39   170   196   160   196 0.87 -
25718at50557_13249_0:001bb5|STRG.20514.1:536-1336|+   -            267 966at50557           -           1751   5.7e-10   33.7  17.7   1   2   8.9e-09   1.4e-07   25.7   4.8   334   440    21   136     7   144 0.79 -
25718at50557_13249_0:001bb5|STRG.20514.1:536-1336|+   -            267 966at50557           -           1751   5.7e-10   33.7  17.7   2   2   4.6e-05   0.00072   13.4   5.4   390   493   156   254   142   259 0.84 -
25718at50557_13249_0:001bb5|STRG.20514.2:50-832|+     -            261 966at50557           -           1751   6.1e-10   33.5  15.1   1   2   6.3e-07   9.9e-06   19.6   7.3   337   474    16   157     8   157 0.81 -
25718at50557_13249_0:001bb5|STRG.20514.2:50-832|+     -            261 966at50557           -           1751   6.1e-10   33.5  15.1   2   2   6.8e-08   1.1e-06   22.8   2.7   343   441   140   246   136   250 0.84 -
25718at50557_38123_0:002c3f|STRG.3047.1:231-881|+     -            217 966at50557           -           1751   6.7e-09   30.1   7.9   1   1   4.4e-10   6.9e-09   30.1   7.9   337   492    37   198    12   217 0.84 -
25718at50557_1629725_0:002070|STRG.4928.1:14-1420|+   -            469 966at50557           -           1751   2.4e-08   28.3   6.3   1   3      0.18       2.8    1.5   0.4   455   528    12    86     8   111 0.75 -
25718at50557_1629725_0:002070|STRG.4928.1:14-1420|+   -            469 966at50557           -           1751   2.4e-08   28.3   6.3   2   3   2.9e-06   4.6e-05   17.4   0.1   334   435   157   268   142   275 0.76 -
25718at50557_1629725_0:002070|STRG.4928.1:14-1420|+   -            469 966at50557           -           1751   2.4e-08   28.3   6.3   3   3   0.00019     0.003   11.4   0.1   395   438   373   417   342   465 0.60 -
25718at50557_13249_0:001bb5|STRG.4927.1:4-873|+       -            290 966at50557           -           1751   2.9e-08   28.0   4.9   1   2   1.7e-08   2.7e-07   24.8   4.1   337   435    40   148     4   164 0.80 -
25718at50557_13249_0:001bb5|STRG.4927.1:4-873|+       -            290 966at50557           -           1751   2.9e-08   28.0   4.9   2   2      0.13       2.1    1.9   0.0   342   381   243   283   228   288 0.78 -
25718at50557_38123_0:002c3f|STRG.11247.1:1-627|+      -            209 966at50557           -           1751   4.9e-08   27.2  10.3   1   1   3.9e-09     6e-08   26.9  10.3   338   515     2   187     1   206 0.81 -
25718at50557_319348_0:002427|STRG.12110.1:645-1619|+  -            325 966at50557           -           1751     8e-08   26.5   1.9   1   2      0.34       5.4    0.6   0.0   335   382    83   132    61   136 0.73 -
25718at50557_319348_0:002427|STRG.12110.1:645-1619|+  -            325 966at50557           -           1751     8e-08   26.5   1.9   2   2   2.3e-08   3.7e-07   24.3   1.5   337   489   134   295    87   323 0.77 -
25718at50557_319348_0:002427|STRG.12110.2:18-992|+    -            325 966at50557           -           1751     8e-08   26.5   1.9   1   2      0.34       5.4    0.6   0.0   335   382    83   132    61   136 0.73 -
25718at50557_319348_0:002427|STRG.12110.2:18-992|+    -            325 966at50557           -           1751     8e-08   26.5   1.9   2   2   2.3e-08   3.7e-07   24.3   1.5   337   489   134   295    87   323 0.77 -
25718at50557_13249_0:001bb5|STRG.6821.1:678-1442|+    -            255 966at50557           -           1751   1.6e-07   25.6   6.7   1   2   1.4e-05   0.00022   15.1   3.0   344   438    21   119    14   120 0.86 -
25718at50557_13249_0:001bb5|STRG.6821.1:678-1442|+    -            255 966at50557           -           1751   1.6e-07   25.6   6.7   2   2   1.2e-05   0.00018   15.4   0.4   338   402   105   174   102   189 0.65 -
25718at50557_13249_0:001bb5|STRG.6821.3:309-1073|+    -            255 966at50557           -           1751   1.6e-07   25.6   6.7   1   2   1.4e-05   0.00022   15.1   3.0   344   438    21   119    14   120 0.86 -
25718at50557_13249_0:001bb5|STRG.6821.3:309-1073|+    -            255 966at50557           -           1751   1.6e-07   25.6   6.7   2   2   1.2e-05   0.00018   15.4   0.4   338   402   105   174   102   189 0.65 -
25718at50557_13249_0:001bb5|STRG.9013.1:347-1459|+    -            371 966at50557           -           1751   2.7e-07   24.8  18.1   1   3      0.94        15   -0.9   5.5   347   444     4   115     1   154 0.49 -
25718at50557_13249_0:001bb5|STRG.9013.1:347-1459|+    -            371 966at50557           -           1751   2.7e-07   24.8  18.1   2   3    0.0018     0.028    8.1   6.1   376   515   117   257    61   261 0.57 -
25718at50557_13249_0:001bb5|STRG.9013.1:347-1459|+    -            371 966at50557           -           1751   2.7e-07   24.8  18.1   3   3   1.2e-07   1.9e-06   22.0   0.3   337   409   265   337   261   360 0.79 -
25718at50557_29031_0:000108|STRG.5591.1:729-3155|+    -            809 966at50557           -           1751   3.3e-07   24.5   1.7   1   4       4.1        64   -3.0   0.0   394   420    74   101    59   117 0.77 -
25718at50557_29031_0:000108|STRG.5591.1:729-3155|+    -            809 966at50557           -           1751   3.3e-07   24.5   1.7   2   4      0.03      0.46    4.1   0.0   547   611   271   331   224   341 0.65 -
25718at50557_29031_0:000108|STRG.5591.1:729-3155|+    -            809 966at50557           -           1751   3.3e-07   24.5   1.7   3   4   4.7e-06   7.4e-05   16.7   0.1   345   435   478   579   454   588 0.61 -
25718at50557_29031_0:000108|STRG.5591.1:729-3155|+    -            809 966at50557           -           1751   3.3e-07   24.5   1.7   4   4      0.42       6.6    0.3   0.0   339   377   751   790   726   801 0.65 -
25718at50557_38123_0:001cea|STRG.16467.3:535-945|+    -            137 966at50557           -           1751   6.1e-07   23.6   1.6   1   1   4.3e-08   6.7e-07   23.5   1.6   336   438    18   130     3   134 0.82 -
25718at50557_38123_0:001cea|STRG.16468.1:716-1126|-   -            137 966at50557           -           1751   6.1e-07   23.6   1.6   1   1   4.3e-08   6.7e-07   23.5   1.6   336   438    18   130     3   134 0.82 -
25718at50557_13249_0:001bb5|STRG.4311.1:356-1369|+    -            338 966at50557           -           1751   1.3e-06   22.5  21.1   1   2     0.037      0.57    3.8   1.1   563   612    22    75    13    84 0.53 -
25718at50557_13249_0:001bb5|STRG.4311.1:356-1369|+    -            338 966at50557           -           1751   1.3e-06   22.5  21.1   2   2   2.4e-07   3.8e-06   21.0  15.0   338   512    87   268    72   287 0.80 -
25718at50557_1218281_0:0012b8|STRG.4312.1:428-1906|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   1   3   6.6e-06    0.0001   16.2   9.9   363   638    14   294     9   298 0.79 -
25718at50557_1218281_0:0012b8|STRG.4312.1:428-1906|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   2   3    0.0012     0.019    8.7   0.2   394   441   273   320   267   368 0.75 -
25718at50557_1218281_0:0012b8|STRG.4312.1:428-1906|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   3   3   0.00026    0.0041   10.9   2.0   341   512   306   490   299   493 0.76 -
25718at50557_1218281_0:0012b8|STRG.4312.2:653-2131|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   1   3   6.6e-06    0.0001   16.2   9.9   363   638    14   294     9   298 0.79 -
25718at50557_1218281_0:0012b8|STRG.4312.2:653-2131|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   2   3    0.0012     0.019    8.7   0.2   394   441   273   320   267   368 0.75 -
25718at50557_1218281_0:0012b8|STRG.4312.2:653-2131|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   3   3   0.00026    0.0041   10.9   2.0   341   512   306   490   299   493 0.76 -
25718at50557_1218281_0:0012b8|STRG.4312.3:278-1756|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   1   3   6.6e-06    0.0001   16.2   9.9   363   638    14   294     9   298 0.79 -
25718at50557_1218281_0:0012b8|STRG.4312.3:278-1756|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   2   3    0.0012     0.019    8.7   0.2   394   441   273   320   267   368 0.75 -
25718at50557_1218281_0:0012b8|STRG.4312.3:278-1756|+  -            493 966at50557           -           1751   1.3e-06   22.5  19.5   3   3   0.00026    0.0041   10.9   2.0   341   512   306   490   299   493 0.76 -
966at50557_76194_0:00107d|STRG.12371.1:351-665|+      -            105 966at50557           -           1751   1.4e-06   22.4   0.0   1   1     1e-07   1.6e-06   22.2   0.0    32   115     3    86     1    99 0.89 -
966at50557_76194_0:00107d|STRG.12371.2:677-991|+      -            105 966at50557           -           1751   1.4e-06   22.4   0.0   1   1     1e-07   1.6e-06   22.2   0.0    32   115     3    86     1    99 0.89 -
25718at50557_13249_0:001bb5|STRG.10709.1:231-1349|+   -            373 966at50557           -           1751   2.1e-06   21.8   8.7   1   1   2.9e-07   4.6e-06   20.7   8.7   341   612    32   304    13   313 0.81 -
25718at50557_13249_0:001bb5|STRG.10709.2:219-1337|+   -            373 966at50557           -           1751   2.1e-06   21.8   8.7   1   1   2.9e-07   4.6e-06   20.7   8.7   341   612    32   304    13   313 0.81 -
966at50557_113334_0:0038cc|STRG.22125.1:1184-1393|+   -             70 966at50557           -           1751   1.5e-05   19.0   0.0   1   1   1.1e-06   1.6e-05   18.9   0.0    63   114    13    64     5    68 0.90 -
966at50557_113334_0:0038cc|STRG.22125.2:696-905|+     -             70 966at50557           -           1751   1.5e-05   19.0   0.0   1   1   1.1e-06   1.6e-05   18.9   0.0    63   114    13    64     5    68 0.90 -
966at50557_113334_0:0038cc|STRG.22125.3:692-901|+     -             70 966at50557           -           1751   1.5e-05   19.0   0.0   1   1   1.1e-06   1.6e-05   18.9   0.0    63   114    13    64     5    68 0.90 -
966at50557_113334_0:0038cc|STRG.22125.4:384-593|+     -             70 966at50557           -           1751   1.5e-05   19.0   0.0   1   1   1.1e-06   1.6e-05   18.9   0.0    63   114    13    64     5    68 0.90 -
966at50557_113334_0:0038cc|STRG.22125.5:323-532|+     -             70 966at50557           -           1751   1.5e-05   19.0   0.0   1   1   1.1e-06   1.6e-05   18.9   0.0    63   114    13    64     5    68 0.90 -
107216at50557_39758_0:004d90|STRG.9502.2:596-997|+    -            134 966at50557           -           1751   3.5e-05   17.8   0.2   1   1   3.1e-06   4.8e-05   17.3   0.2   716   814    31   123     5   127 0.81 -
107216at50557_13164_0:0032c6|STRG.11722.5:0-506|+     -            169 966at50557           -           1751   6.4e-05   16.9   0.0   1   1   5.1e-06   7.9e-05   16.6   0.0   716   806    25   108     1   128 0.84 -
25718at50557_121845_0:003eb5|STRG.4848.1:42-617|+     -            192 966at50557           -           1751   6.6e-05   16.9   0.1   1   2   0.00021    0.0033   11.2   0.0   358   439    53   137    33   143 0.60 -
25718at50557_121845_0:003eb5|STRG.4848.1:42-617|+     -            192 966at50557           -           1751   6.6e-05   16.9   0.1   2   2     0.037      0.58    3.8   0.0   337   378   145   187   138   191 0.88 -
107216at50557_224129_0:00130a|STRG.9502.1:554-1144|+  -            197 966at50557           -           1751   7.7e-05   16.6   0.2   1   1   7.3e-06   0.00011   16.1   0.2   716   814    45   137    13   153 0.82 -
107216at50557_7397_0:000bcf|STRG.8133.1:399-941|+     -            181 966at50557           -           1751   8.5e-05   16.5   0.0   1   1   6.5e-06    0.0001   16.2   0.0   743   831    46   134    41   168 0.82 -
107216at50557_7397_0:000bcf|STRG.8133.2:21-563|+      -            181 966at50557           -           1751   8.5e-05   16.5   0.0   1   1   6.5e-06    0.0001   16.2   0.0   743   831    46   134    41   168 0.82 -
107216at50557_103372_0:00094d|STRG.13616.1:12-527|+   -            172 966at50557           -           1751   0.00024   15.0   0.0   1   1   1.7e-05   0.00027   14.8   0.0   743   841    46   144    34   166 0.85 -
107216at50557_39758_0:004d90|STRG.2103.1:196-735|+    -            180 966at50557           -           1751   0.00051   13.9   1.6   1   1   5.6e-05   0.00087   13.1   1.6   717   815    35   127     4   171 0.79 -
107216at50557_28612_0:00371f|STRG.11722.4:7-551|+     -            174 966at50557           -           1751   0.00055   13.8   0.4   1   1   0.00013     0.002   11.9   0.4   715   806    33   114     4   130 0.74 -
107216at50557_197043_0:004b88|STRG.6867.1:229-720|+   -            164 966at50557           -           1751   0.00072   13.4   0.0   1   1   5.3e-05   0.00082   13.2   0.0   747   820    50   123    41   146 0.90 -
107216at50557_197043_0:004b88|STRG.6867.2:30-521|+    -            164 966at50557           -           1751   0.00072   13.4   0.0   1   1   5.3e-05   0.00082   13.2   0.0   747   820    50   123    41   146 0.90 -
107216at50557_7004_0:001b36|STRG.21902.1:4305-4868|+  -            188 966at50557           -           1751    0.0022   11.8   0.1   1   2       2.8        44   -2.4   0.0   673   691     8    26     5    29 0.85 -
