#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 31374at50557         -            569  2.2e-289  959.7  17.0   1   1  1.3e-289  3.8e-288  955.5  17.0     1   569     4   647     4   647 0.93 -
49370at50557_79782_0:001886|STRG.16130.1:1562-2551|+  -            330 31374at50557         -            569   2.1e-28   98.0   8.9   2   2   2.2e-13   6.4e-12   43.6   1.4   285   417   203   325   181   329 0.73 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 31374at50557         -            569   2.5e-28   97.7   0.5   1   3   1.7e-09   4.9e-08   30.8   0.0   386   467     5    89     2    93 0.93 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 31374at50557         -            569   2.5e-28   97.7   0.5   2   3   9.9e-13   2.9e-11   41.4   0.1   388   534    93   248    89   252 0.82 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 31374at50557         -            569   2.5e-28   97.7   0.5   3   3     1e-08   3.1e-07   28.1   0.0   350   415   221   286   219   286 0.95 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 31374at50557         -            569     5e-28   96.8   6.0   1   3   0.00028    0.0082   13.5   0.0   387   420     1    33     1    38 0.88 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 31374at50557         -            569     5e-28   96.8   6.0   2   3   1.4e-12     4e-11   41.0   0.3   340   461    40   161    32   171 0.92 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 31374at50557         -            569     5e-28   96.8   6.0   3   3   6.3e-14   1.9e-12   45.4   0.2   346   458   171   287   159   289 0.91 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 31374at50557         -            569     5e-28   96.8   6.0   1   3   0.00028    0.0082   13.5   0.0   387   420     1    33     1    38 0.88 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 31374at50557         -            569     5e-28   96.8   6.0   2   3   1.4e-12     4e-11   41.0   0.3   340   461    40   161    32   171 0.92 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 31374at50557         -            569     5e-28   96.8   6.0   3   3   6.3e-14   1.9e-12   45.4   0.2   346   458   171   287   159   289 0.91 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   1   4   8.1e-05    0.0024   15.3   0.3   393   476     2    84     1    86 0.94 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   2   4     7e-21   2.1e-19   68.3   1.3   343   476    36   170    31   171 0.94 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   3   4   1.1e-09   3.4e-08   31.3   0.1   371   464   149   244   149   249 0.90 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   4   4     0.011      0.32    8.3   0.2   387   416   252   281   248   281 0.90 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   1   4   8.1e-05    0.0024   15.3   0.3   393   476     2    84     1    86 0.94 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   2   4     7e-21   2.1e-19   68.3   1.3   343   476    36   170    31   171 0.94 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   3   4   1.1e-09   3.4e-08   31.3   0.1   371   464   149   244   149   249 0.90 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 31374at50557         -            569   6.9e-28   96.3   8.8   4   4     0.011      0.32    8.3   0.2   387   416   252   281   248   281 0.90 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 31374at50557         -            569   8.3e-28   96.0   0.9   1   2   2.2e-15   6.6e-14   50.1   0.1   345   442     1    99     1   100 0.95 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 31374at50557         -            569   8.3e-28   96.0   0.9   2   2   1.1e-15   3.3e-14   51.1   0.1   383   458    82   157    77   158 0.79 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 31374at50557         -            569   1.3e-27   95.4   0.6   1   2   9.8e-06   0.00029   18.3   0.0   405   441     2    38     1    39 0.90 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 31374at50557         -            569   1.3e-27   95.4   0.6   2   2   5.7e-25   1.7e-23   81.8   0.1   340   456    21   137    17   138 0.96 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 31374at50557         -            569     3e-26   90.9  11.7   1   2   1.3e-11     4e-10   37.7   1.4   341   460    15   134     7   137 0.94 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 31374at50557         -            569     3e-26   90.9  11.7   2   2   5.6e-20   1.7e-18   65.3   3.2   345   460   103   222   100   224 0.91 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 31374at50557         -            569   6.7e-25   86.4   0.1   1   2   0.00027    0.0081   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 31374at50557         -            569   6.7e-25   86.4   0.1   2   2   1.5e-23   4.6e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 31374at50557         -            569   6.7e-25   86.4   0.1   1   2   0.00027    0.0081   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 31374at50557         -            569   6.7e-25   86.4   0.1   2   2   1.5e-23   4.6e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 31374at50557         -            569   1.5e-24   85.3   5.0   1   3    0.0023      0.07   10.4   0.1   401   463    15    76     6    81 0.87 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 31374at50557         -            569   1.5e-24   85.3   5.0   2   3     3e-09   8.9e-08   29.9   0.0   382   469    81   169    77   205 0.87 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 31374at50557         -            569   1.5e-24   85.3   5.0   3   3   4.5e-14   1.3e-12   45.8   0.6   341   440   217   317   211   321 0.89 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 31374at50557         -            569   4.2e-24   83.8   2.2   1   3   3.4e-05     0.001   16.5   0.0   425   464   208   247   197   255 0.89 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 31374at50557         -            569   4.2e-24   83.8   2.2   2   3   0.00094     0.028   11.8   0.0   502   534   262   294   251   301 0.85 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 31374at50557         -            569   4.2e-24   83.8   2.2   3   3   1.9e-15   5.6e-14   50.4   0.9   346   531   306   508   294   509 0.80 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 31374at50557         -            569   4.7e-24   83.7   5.8   1   3   1.6e-06   4.8e-05   20.9   0.1   371   462    13   104     4   108 0.73 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 31374at50557         -            569   4.7e-24   83.7   5.8   2   3     1e-11   3.1e-10   38.0   0.0   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 31374at50557         -            569   4.7e-24   83.7   5.8   3   3   7.1e-08   2.1e-06   25.4   0.0   427   535   363   479   347   505 0.82 -
40115at50557_2015173_0:000ce2|STRG.12756.1:157-915|+  -            253 31374at50557         -            569   9.9e-24   82.6   4.9   1   3   2.9e-07   8.6e-06   23.3   0.1   404   477    24   106     4   112 0.75 -
40115at50557_2015173_0:000ce2|STRG.12756.1:157-915|+  -            253 31374at50557         -            569   9.9e-24   82.6   4.9   2   3   2.5e-06   7.4e-05   20.3   1.1   386   472    99   184    95   188 0.82 -
40115at50557_2015173_0:000ce2|STRG.12756.1:157-915|+  -            253 31374at50557         -            569   9.9e-24   82.6   4.9   3   3   7.6e-14   2.3e-12   45.1   0.1   340   416   178   253   172   253 0.91 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 31374at50557         -            569     1e-23   82.6   4.5   1   3     3e-14   8.8e-13   46.4   0.1   385   461   174   251   165   276 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 31374at50557         -            569     1e-23   82.6   4.5   2   3   0.00093     0.028   11.8   0.0   422   478   294   350   291   355 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 31374at50557         -            569     1e-23   82.6   4.5   3   3   2.4e-09   7.2e-08   30.2   1.4   342   468   340   465   338   488 0.78 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   1   3   3.2e-14   9.4e-13   46.3   0.1   385   461   174   251   165   276 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   2   3   0.00099      0.03   11.7   0.0   422   478   294   350   291   355 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   3   3   1.3e-09   3.9e-08   31.1   1.1   342   468   340   465   332   492 0.77 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   1   3   3.2e-14   9.4e-13   46.3   0.1   385   461   174   251   165   276 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   2   3   0.00099      0.03   11.7   0.0   422   478   294   350   291   355 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   3   3   1.3e-09   3.9e-08   31.1   1.1   342   468   340   465   332   492 0.77 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   1   3   3.2e-14   9.4e-13   46.3   0.1   385   461   174   251   165   276 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   2   3   0.00099      0.03   11.7   0.0   422   478   294   350   291   355 0.93 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 31374at50557         -            569   1.4e-23   82.1   5.0   3   3   1.3e-09   3.9e-08   31.1   1.1   342   468   340   465   332   492 0.77 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 31374at50557         -            569   3.9e-23   80.6   0.0   1   3   5.2e-13   1.5e-11   42.3   0.1   385   502     6   123     4   155 0.90 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 31374at50557         -            569   3.9e-23   80.6   0.0   2   3   5.3e-08   1.6e-06   25.8   0.0   360   425   160   225   137   231 0.89 -
71739at50557_103372_0:00145d|STRG.14274.1:98-1075|+   -            326 31374at50557         -            569   3.9e-23   80.6   0.0   3   3    0.0067       0.2    8.9   0.0   338   373   277   312   274   317 0.82 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   1   5      0.34        10    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   2   5   6.9e-05    0.0021   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   3   5       3.8   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   4   5   9.5e-06   0.00028   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   5   5     2e-11   5.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   1   5      0.34        10    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   2   5   6.9e-05    0.0021   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   3   5       3.8   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   4   5   9.5e-06   0.00028   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   5   5     2e-11   5.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   1   5      0.34        10    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   2   5   6.9e-05    0.0021   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   3   5       3.8   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   4   5   9.5e-06   0.00028   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   5   5     2e-11   5.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   1   5      0.34        10    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   2   5   6.9e-05    0.0021   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   3   5       3.8   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   4   5   9.5e-06   0.00028   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 31374at50557         -            569   2.8e-22   77.8   5.1   5   5     2e-11   5.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 31374at50557         -            569   2.8e-22   77.8   5.1   1   5      0.34        10    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 31374at50557         -            569   2.8e-22   77.8   5.1   2   5   6.9e-05    0.0021   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 31374at50557         -            569   2.8e-22   77.8   5.1   3   5       3.8   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 31374at50557         -            569   2.8e-22   77.8   5.1   4   5   9.5e-06   0.00028   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 31374at50557         -            569   2.8e-22   77.8   5.1   5   5     2e-11   5.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   1   5      0.34        10    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   2   5   6.9e-05    0.0021   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   3   5       3.8   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   4   5   9.5e-06   0.00028   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 31374at50557         -            569   2.8e-22   77.8   5.1   5   5     2e-11   5.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 31374at50557         -            569   6.2e-22   76.6   1.6   1   3   2.9e-09   8.7e-08   29.9   0.1   343   449    62   173    56   192 0.77 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 31374at50557         -            569   6.2e-22   76.6   1.6   2   3      0.26       7.7    3.7   0.0   404   461   169   226   160   241 0.68 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 31374at50557         -            569   6.2e-22   76.6   1.6   3   3   7.1e-13   2.1e-11   41.9   0.1   352   472   242   365   239   375 0.87 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 31374at50557         -            569   8.2e-22   76.2   0.9   1   3    0.0099      0.29    8.4   0.0   503   535     4    36     1    46 0.87 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 31374at50557         -            569   8.2e-22   76.2   0.9   2   3   9.6e-06   0.00028   18.3   0.0   423   465    57    99    50   109 0.67 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 31374at50557         -            569   8.2e-22   76.2   0.9   3   3   6.2e-14   1.8e-12   45.4   0.6   348   464   110   231   100   238 0.88 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 31374at50557         -            569   8.7e-22   76.2   4.8   1   3     1e-05    0.0003   18.3   0.0   388   417   516   545   506   555 0.93 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 31374at50557         -            569   8.7e-22   76.2   4.8   2   3     8e-12   2.4e-10   38.4   1.4   343   452   608   718   603   745 0.55 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 31374at50557         -            569   8.7e-22   76.2   4.8   3   3   7.5e-06   0.00022   18.7   0.0   361   421   761   823   750   858 0.87 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 31374at50557         -            569   9.8e-22   76.0   4.8   1   3     1e-05   0.00031   18.2   0.0   388   417   545   574   535   584 0.93 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 31374at50557         -            569   9.8e-22   76.0   4.8   2   3   8.4e-12   2.5e-10   38.3   1.4   343   452   637   747   632   774 0.55 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 31374at50557         -            569   9.8e-22   76.0   4.8   3   3   7.8e-06   0.00023   18.6   0.0   361   421   790   852   779   887 0.87 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 31374at50557         -            569   1.1e-21   75.9   4.8   1   3   1.1e-05   0.00032   18.1   0.0   388   417   586   615   576   625 0.93 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 31374at50557         -            569   1.1e-21   75.9   4.8   2   3   8.8e-12   2.6e-10   38.3   1.4   343   452   678   788   673   815 0.55 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 31374at50557         -            569   1.1e-21   75.9   4.8   3   3   8.2e-06   0.00024   18.6   0.0   361   421   831   893   820   928 0.87 -
76755at50557_64793_0:0021c2|STRG.17876.2:1272-1952|+  -            227 31374at50557         -            569   3.7e-20   70.8   1.9   1   2     3e-07   8.8e-06   23.3   0.0   401   469     3    72     1   108 0.85 -
76755at50557_64793_0:0021c2|STRG.17876.2:1272-1952|+  -            227 31374at50557         -            569   3.7e-20   70.8   1.9   2   2   2.1e-14   6.2e-13   46.9   0.6   341   440   120   220   114   224 0.89 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 31374at50557         -            569   7.1e-20   69.9   0.2   1   3   7.2e-05    0.0021   15.4   0.0   422   473    12    63     7    70 0.90 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 31374at50557         -            569   7.1e-20   69.9   0.2   2   3   1.4e-06   4.3e-05   21.0   0.0   367   459    85   175    65   187 0.61 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 31374at50557         -            569   7.1e-20   69.9   0.2   3   3   3.2e-09   9.5e-08   29.8   0.0   395   484   200   296   186   307 0.84 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 31374at50557         -            569   8.6e-20   69.6   0.1   1   4    0.0017      0.05   10.9   0.0   385   540    95   263    91   268 0.75 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 31374at50557         -            569   8.6e-20   69.6   0.1   2   4     1e-06     3e-05   21.6   0.0   334   419   257   347   256   355 0.86 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 31374at50557         -            569   8.6e-20   69.6   0.1   3   4     0.036       1.1    6.5   0.0   503   540   477   514   461   525 0.83 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 31374at50557         -            569   8.6e-20   69.6   0.1   4   4   2.2e-08   6.6e-07   27.0   0.1   320   406   539   623   530   641 0.75 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 31374at50557         -            569   9.5e-20   69.4   0.5   1   2     3e-10   8.9e-09   33.2   0.2   386   463     5    85     3   103 0.89 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 31374at50557         -            569   9.5e-20   69.4   0.5   2   2   1.1e-10   3.3e-09   34.6   0.0   352   466   140   254   108   267 0.85 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 31374at50557         -            569   1.4e-19   68.9   7.3   1   3   1.6e-16   4.6e-15   53.9   1.0   344   464    67   191    59   194 0.85 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 31374at50557         -            569   1.4e-19   68.9   7.3   2   3   5.9e-07   1.7e-05   22.3   0.2   354   472   162   287   158   295 0.83 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 31374at50557         -            569   1.4e-19   68.9   7.3   3   3      0.58        17    2.5   0.0   510   535   296   321   285   324 0.70 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 31374at50557         -            569   1.6e-19   68.7   3.0   1   2   3.8e-20   1.1e-18   65.9   1.1   347   530     6   198     2   205 0.88 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 31374at50557         -            569   1.6e-19   68.7   3.0   2   2      0.11       3.2    4.9   0.1   330   378   196   247   187   256 0.52 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 31374at50557         -            569   1.6e-19   68.7   3.0   1   2   3.8e-20   1.1e-18   65.9   1.1   347   530     6   198     2   205 0.88 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 31374at50557         -            569   1.6e-19   68.7   3.0   2   2      0.11       3.2    4.9   0.1   330   378   196   247   187   256 0.52 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 31374at50557         -            569   1.6e-19   68.7   3.0   1   2   3.8e-20   1.1e-18   65.9   1.1   347   530     6   198     2   205 0.88 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 31374at50557         -            569   1.6e-19   68.7   3.0   2   2      0.11       3.2    4.9   0.1   330   378   196   247   187   256 0.52 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 31374at50557         -            569   3.1e-19   67.7   6.1   1   2     2e-10   5.9e-09   33.8   2.7   386   532    27   195    15   201 0.62 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 31374at50557         -            569   3.1e-19   67.7   6.1   2   2   2.2e-09   6.7e-08   30.3   0.1   340   412   202   274   197   327 0.81 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 31374at50557         -            569   3.6e-19   67.5   6.0   1   2   3.2e-10   9.5e-09   33.1   2.6   387   532    28   195    27   198 0.58 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 31374at50557         -            569   3.6e-19   67.5   6.0   2   2   2.5e-09   7.4e-08   30.2   0.1   340   412   202   274   197   325 0.82 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 31374at50557         -            569   5.5e-19   66.9   0.7   1   2   1.7e-06   5.2e-05   20.8   0.0   386   463     4    81     2    99 0.84 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 31374at50557         -            569   5.5e-19   66.9   0.7   2   2   4.2e-14   1.2e-12   45.9   0.2   347   458    90   205    81   207 0.94 -
33043at50557_38123_0:000f44|STRG.10016.1:1570-2343|+  -            258 31374at50557         -            569     1e-18   66.0   1.2   1   2      0.26       7.8    3.7   0.0   280   308    37    65    25    69 0.90 -
33043at50557_38123_0:000f44|STRG.10016.1:1570-2343|+  -            258 31374at50557         -            569     1e-18   66.0   1.2   2   2   9.5e-19   2.8e-17   61.3   0.6   342   461    69   188    62   194 0.96 -
33043at50557_38123_0:000f44|STRG.10016.2:1790-2563|+  -            258 31374at50557         -            569     1e-18   66.0   1.2   1   2      0.26       7.8    3.7   0.0   280   308    37    65    25    69 0.90 -
33043at50557_38123_0:000f44|STRG.10016.2:1790-2563|+  -            258 31374at50557         -            569     1e-18   66.0   1.2   2   2   9.5e-19   2.8e-17   61.3   0.6   342   461    69   188    62   194 0.96 -
40115at50557_110193_0:00292f|STRG.11515.1:1108-1842|+ -            245 31374at50557         -            569   1.1e-18   65.9   5.8   1   2    0.0048      0.14    9.4   0.2   445   486    12    56     1    77 0.74 -
40115at50557_110193_0:00292f|STRG.11515.1:1108-1842|+ -            245 31374at50557         -            569   1.1e-18   65.9   5.8   2   2   8.6e-18   2.5e-16   58.1   1.6   386   531    78   244    72   245 0.80 -
40115at50557_110193_0:00292f|STRG.11515.2:1003-1737|+ -            245 31374at50557         -            569   1.1e-18   65.9   5.8   1   2    0.0048      0.14    9.4   0.2   445   486    12    56     1    77 0.74 -
40115at50557_110193_0:00292f|STRG.11515.2:1003-1737|+ -            245 31374at50557         -            569   1.1e-18   65.9   5.8   2   2   8.6e-18   2.5e-16   58.1   1.6   386   531    78   244    72   245 0.80 -
