#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
106896at50557_34720_0:0025d6|STRG.5420.2:864-2300|+     -            479 106896at50557        -             70   2.1e-34  116.3   4.0   1   1   6.2e-36   2.1e-34  116.3   4.0    12    70   384   443   377   443 0.93 -
14133at50557_7536_0:001741|STRG.20797.3:843-1985|+      -            381 106896at50557        -             70   5.8e-10   38.0  56.4   9   9       4.2   1.4e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
35806at50557_121225_0:000aa0|STRG.6587.1:3027-4145|+    -            373 106896at50557        -             70   6.5e-10   37.9  45.7   1   6   1.3e-05   0.00042   19.2   1.1    14    67    38    92    26    96 0.88 -
35806at50557_121225_0:000aa0|STRG.6587.1:3027-4145|+    -            373 106896at50557        -             70   6.5e-10   37.9  45.7   2   6   0.00076     0.025   13.5   3.5    18    68   101   149    92   151 0.80 -
35806at50557_121225_0:000aa0|STRG.6587.1:3027-4145|+    -            373 106896at50557        -             70   6.5e-10   37.9  45.7   3   6      0.34        11    5.0   3.4    16    64   153   206   149   212 0.74 -
35806at50557_121225_0:000aa0|STRG.6587.1:3027-4145|+    -            373 106896at50557        -             70   6.5e-10   37.9  45.7   4   6       1.3        43    3.2   4.8     5    68   175   239   174   241 0.82 -
35806at50557_121225_0:000aa0|STRG.6587.1:3027-4145|+    -            373 106896at50557        -             70   6.5e-10   37.9  45.7   5   6       0.3       9.9    5.2   6.3    17    69   216   283   205   284 0.63 -
35806at50557_121225_0:000aa0|STRG.6587.1:3027-4145|+    -            373 106896at50557        -             70   6.5e-10   37.9  45.7   6   6    0.0023     0.077   12.0   1.8    17    68   288   341   283   343 0.85 -
45419at50557_51655_0:002e4f|STRG.7972.1:553-810|+       -             86 106896at50557        -             70   4.2e-09   35.3   8.7   1   2   4.7e-08   1.6e-06   27.0   0.8    18    68     7    57     2    59 0.93 -
45419at50557_51655_0:002e4f|STRG.7972.1:553-810|+       -             86 106896at50557        -             70   4.2e-09   35.3   8.7   2   2   2.9e-05   0.00097   18.1   1.7    18    68    35    85    34    86 0.92 -
45419at50557_51655_0:002e4f|STRG.7972.2:610-867|+       -             86 106896at50557        -             70   4.2e-09   35.3   8.7   1   2   4.7e-08   1.6e-06   27.0   0.8    18    68     7    57     2    59 0.93 -
45419at50557_51655_0:002e4f|STRG.7972.2:610-867|+       -             86 106896at50557        -             70   4.2e-09   35.3   8.7   2   2   2.9e-05   0.00097   18.1   1.7    18    68    35    85    34    86 0.92 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   1   7      0.46        15    4.6   0.7    23    68    72   117    62   119 0.69 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   2   7      0.28       9.3    5.3   0.4    19    45    96   122    82   131 0.75 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   3   7    0.0026     0.085   11.9   0.6     4    67   203   263   200   265 0.87 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   4   7    0.0044      0.15   11.1   1.1    18    69   524   575   495   583 0.85 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   5   7       1.4        45    3.1   2.4    50    69   945   964   937   967 0.87 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   6   7   1.9e-05   0.00062   18.7   4.0    17    70  1229  1282  1215  1282 0.87 -
14133at50557_34720_0:002a26|STRG.16849.1:409-5520|+     -           1704 106896at50557        -             70   4.5e-09   35.2  51.1   7   7    0.0031       0.1   11.6   3.0    18    67  1504  1553  1500  1556 0.90 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   1   7      0.46        15    4.6   0.7    23    68    73   118    63   120 0.69 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   2   7      0.28       9.3    5.3   0.4    19    45    97   123    83   132 0.75 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   3   7    0.0026     0.085   11.9   0.6     4    67   204   264   201   266 0.87 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   4   7    0.0044      0.15   11.1   1.1    18    69   525   576   496   584 0.85 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   5   7       1.4        45    3.1   2.4    50    69   946   965   938   968 0.87 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   6   7   1.9e-05   0.00062   18.7   4.0    17    70  1230  1283  1216  1283 0.87 -
14133at50557_34720_0:002a26|STRG.16849.3:14-5128|+      -           1705 106896at50557        -             70   4.5e-09   35.2  51.1   7   7    0.0031       0.1   11.6   3.0    18    67  1505  1554  1501  1557 0.90 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   1   7      0.46        15    4.6   0.7    23    68    78   123    68   125 0.69 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   2   7      0.28       9.3    5.3   0.4    19    45   102   128    88   137 0.75 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   3   7    0.0026     0.086   11.8   0.6     4    67   209   269   206   271 0.87 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   4   7    0.0044      0.15   11.1   1.1    18    69   530   581   501   589 0.85 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   5   7       1.4        46    3.1   2.4    50    69   951   970   943   973 0.87 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   6   7   1.9e-05   0.00062   18.7   4.0    17    70  1235  1288  1221  1288 0.87 -
14133at50557_34720_0:002a26|STRG.16849.2:820-5949|+     -           1710 106896at50557        -             70   4.7e-09   35.1  51.1   7   7    0.0031       0.1   11.6   3.0    18    67  1510  1559  1506  1562 0.90 -
66842at50557_286706_0:0023e2|STRG.5228.1:1073-1651|+    -            193 106896at50557        -             70   8.3e-09   34.3  26.8   1   5     0.041       1.4    8.0   2.9    19    59     1    42     1    45 0.90 -
66842at50557_286706_0:0023e2|STRG.5228.1:1073-1651|+    -            193 106896at50557        -             70   8.3e-09   34.3  26.8   2   5   0.00034     0.012   14.6   1.7    19    68    30    79    27    81 0.84 -
66842at50557_286706_0:0023e2|STRG.5228.1:1073-1651|+    -            193 106896at50557        -             70   8.3e-09   34.3  26.8   3   5    0.0047      0.16   11.0   0.2     4    44    72   111    70   116 0.80 -
66842at50557_286706_0:0023e2|STRG.5228.1:1073-1651|+    -            193 106896at50557        -             70   8.3e-09   34.3  26.8   4   5   0.00018    0.0061   15.5   5.1    16    68   113   164   109   166 0.89 -
66842at50557_286706_0:0023e2|STRG.5228.1:1073-1651|+    -            193 106896at50557        -             70   8.3e-09   34.3  26.8   5   5      0.62        21    4.2   0.1    16    33   168   185   155   192 0.67 -
39871at50557_1155016_0:0008ce|STRG.16960.3:1610-1828|+  -             73 106896at50557        -             70     1e-08   34.1   1.3   1   1   4.4e-10   1.5e-08   33.5   0.1    23    68     1    46     1    48 0.95 -
106896at50557_1049336_0:0046e6|STRG.8137.1:3327-3833|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   1   4   7.2e-08   2.4e-06   26.4   2.9    21    69     7    56     3    59 0.92 -
106896at50557_1049336_0:0046e6|STRG.8137.1:3327-3833|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   2   4      0.25       8.5    5.4   0.0    45    69    82   106    78   107 0.88 -
106896at50557_1049336_0:0046e6|STRG.8137.1:3327-3833|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   3   4     0.037       1.2    8.1   0.2    48    69   119   140   112   141 0.87 -
106896at50557_1049336_0:0046e6|STRG.8137.1:3327-3833|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   4   4     0.084       2.8    7.0   4.6    22    60   121   157   119   166 0.86 -
106896at50557_1049336_0:0046e6|STRG.8137.2:3315-3821|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   1   4   7.2e-08   2.4e-06   26.4   2.9    21    69     7    56     3    59 0.92 -
106896at50557_1049336_0:0046e6|STRG.8137.2:3315-3821|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   2   4      0.25       8.5    5.4   0.0    45    69    82   106    78   107 0.88 -
106896at50557_1049336_0:0046e6|STRG.8137.2:3315-3821|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   3   4     0.037       1.2    8.1   0.2    48    69   119   140   112   141 0.87 -
106896at50557_1049336_0:0046e6|STRG.8137.2:3315-3821|+  -            169 106896at50557        -             70   1.6e-08   33.4  17.2   4   4     0.084       2.8    7.0   4.6    22    60   121   157   119   166 0.86 -
57812at50557_139723_0:0023b3|STRG.10502.1:1136-1612|+   -            159 106896at50557        -             70   1.8e-08   33.2  27.8   1   4   0.00073     0.024   13.6   4.5    23    67     2    46     1    49 0.94 -
57812at50557_139723_0:0023b3|STRG.10502.1:1136-1612|+   -            159 106896at50557        -             70   1.8e-08   33.2  27.8   2   4    0.0088      0.29   10.1   0.6    16    39    52    75    45    76 0.80 -
57812at50557_139723_0:0023b3|STRG.10502.1:1136-1612|+   -            159 106896at50557        -             70   1.8e-08   33.2  27.8   3   4   1.4e-05   0.00045   19.1   4.8    10    68    74   132    72   134 0.90 -
57812at50557_139723_0:0023b3|STRG.10502.1:1136-1612|+   -            159 106896at50557        -             70   1.8e-08   33.2  27.8   4   4     0.006       0.2   10.7   4.0    19    67   111   159   105   159 0.90 -
45419at50557_168631_0:000720|STRG.16960.12:1229-2008|+  -            260 106896at50557        -             70   4.2e-08   32.1  35.1   1   5      0.23       7.6    5.6   4.0    17    70     3    56     1    60 0.89 -
45419at50557_168631_0:000720|STRG.16960.12:1229-2008|+  -            260 106896at50557        -             70   4.2e-08   32.1  35.1   2   5   6.6e-05    0.0022   16.9   2.1    23    69    65   111    58   112 0.95 -
45419at50557_168631_0:000720|STRG.16960.12:1229-2008|+  -            260 106896at50557        -             70   4.2e-08   32.1  35.1   3   5    0.0039      0.13   11.3   0.6    20    63   121   164   115   171 0.81 -
45419at50557_168631_0:000720|STRG.16960.12:1229-2008|+  -            260 106896at50557        -             70   4.2e-08   32.1  35.1   4   5   0.00016    0.0054   15.7   2.3    18    64   175   221   170   227 0.92 -
45419at50557_168631_0:000720|STRG.16960.12:1229-2008|+  -            260 106896at50557        -             70   4.2e-08   32.1  35.1   5   5       4.9   1.6e+02    1.3   0.3    19    31   232   244   223   254 0.72 -
19336at50557_67767_0:002e7c|STRG.8298.1:1169-1393|+     -             75 106896at50557        -             70   6.1e-08   31.5   3.0   1   2   6.3e-08   2.1e-06   26.6   0.4    23    69     1    47     1    48 0.90 -
19336at50557_67767_0:002e7c|STRG.8298.1:1169-1393|+     -             75 106896at50557        -             70   6.1e-08   31.5   3.0   2   2      0.22       7.4    5.7   0.1    19    35    53    69    48    75 0.69 -
19336at50557_67767_0:002e7c|STRG.8298.2:1169-1393|+     -             75 106896at50557        -             70   6.1e-08   31.5   3.0   1   2   6.3e-08   2.1e-06   26.6   0.4    23    69     1    47     1    48 0.90 -
19336at50557_67767_0:002e7c|STRG.8298.2:1169-1393|+     -             75 106896at50557        -             70   6.1e-08   31.5   3.0   2   2      0.22       7.4    5.7   0.1    19    35    53    69    48    75 0.69 -
45419at50557_51655_0:002e4f|STRG.17127.1:1164-1421|+    -             86 106896at50557        -             70   7.3e-07   28.1   8.5   1   2     0.001     0.034   13.1   3.6    19    68     8    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.17127.1:1164-1421|+    -             86 106896at50557        -             70   7.3e-07   28.1   8.5   2   2   2.9e-05   0.00097   18.1   0.2    16    41    61    86    58    86 0.95 -
39871at50557_1155016_0:0008ce|STRG.5292.1:781-1068|+    -             96 106896at50557        -             70   1.1e-06   27.6  16.4   1   2   5.7e-06   0.00019   20.3   6.6    18    68     5    55     1    56 0.93 -
39871at50557_1155016_0:0008ce|STRG.5292.1:781-1068|+    -             96 106896at50557        -             70   1.1e-06   27.6  16.4   2   2     2e-05   0.00066   18.6   2.1    18    68    33    83    29    85 0.90 -
39871at50557_1155016_0:0008ce|STRG.5292.2:701-988|+     -             96 106896at50557        -             70   1.1e-06   27.6  16.4   1   2   5.7e-06   0.00019   20.3   6.6    18    68     5    55     1    56 0.93 -
39871at50557_1155016_0:0008ce|STRG.5292.2:701-988|+     -             96 106896at50557        -             70   1.1e-06   27.6  16.4   2   2     2e-05   0.00066   18.6   2.1    18    68    33    83    29    85 0.90 -
106896at50557_1049336_0:004251|STRG.6503.3:1308-1733|+  -            142 106896at50557        -             70   1.2e-06   27.4  19.0   1   3   1.4e-05   0.00046   19.1   1.0    22    68     6    53     2    54 0.94 -
106896at50557_1049336_0:004251|STRG.6503.3:1308-1733|+  -            142 106896at50557        -             70   1.2e-06   27.4  19.0   2   3   0.00067     0.022   13.7   4.7    23    67    36    81    36    85 0.87 -
106896at50557_1049336_0:004251|STRG.6503.3:1308-1733|+  -            142 106896at50557        -             70   1.2e-06   27.4  19.0   3   3    0.0063      0.21   10.6   5.3    18    67    88   138    79   140 0.86 -
66842at50557_7536_0:002867|STRG.20773.1:460-951|+       -            164 106896at50557        -             70   1.3e-06   27.2  16.1   1   3      0.13       4.3    6.4   1.4    21    67     1    47     1    50 0.89 -
66842at50557_7536_0:002867|STRG.20773.1:460-951|+       -            164 106896at50557        -             70   1.3e-06   27.2  16.1   2   3     0.011      0.38    9.8   0.2    48    69    54    75    41    76 0.78 -
66842at50557_7536_0:002867|STRG.20773.1:460-951|+       -            164 106896at50557        -             70   1.3e-06   27.2  16.1   3   3     4e-06   0.00013   20.9   1.4    20    70   110   162    93   162 0.90 -
66842at50557_7536_0:002867|STRG.20773.2:514-1005|+      -            164 106896at50557        -             70   1.3e-06   27.2  16.1   1   3      0.13       4.3    6.4   1.4    21    67     1    47     1    50 0.89 -
66842at50557_7536_0:002867|STRG.20773.2:514-1005|+      -            164 106896at50557        -             70   1.3e-06   27.2  16.1   2   3     0.011      0.38    9.8   0.2    48    69    54    75    41    76 0.78 -
66842at50557_7536_0:002867|STRG.20773.2:514-1005|+      -            164 106896at50557        -             70   1.3e-06   27.2  16.1   3   3     4e-06   0.00013   20.9   1.4    20    70   110   162    93   162 0.90 -
66842at50557_7536_0:002867|STRG.20773.3:524-1015|+      -            164 106896at50557        -             70   1.3e-06   27.2  16.1   1   3      0.13       4.3    6.4   1.4    21    67     1    47     1    50 0.89 -
66842at50557_7536_0:002867|STRG.20773.3:524-1015|+      -            164 106896at50557        -             70   1.3e-06   27.2  16.1   2   3     0.011      0.38    9.8   0.2    48    69    54    75    41    76 0.78 -
66842at50557_7536_0:002867|STRG.20773.3:524-1015|+      -            164 106896at50557        -             70   1.3e-06   27.2  16.1   3   3     4e-06   0.00013   20.9   1.4    20    70   110   162    93   162 0.90 -
92708at50557_378494_0:006da2|STRG.10864.1:6350-6616|+   -             89 106896at50557        -             70   1.4e-06   27.2   8.1   1   2   3.8e-05    0.0013   17.7   1.7    25    67    11    55     3    58 0.85 -
92708at50557_378494_0:006da2|STRG.10864.1:6350-6616|+   -             89 106896at50557        -             70   1.4e-06   27.2   8.1   2   2   2.5e-05   0.00084   18.3   3.7    25    69    41    85    33    86 0.92 -
92708at50557_378494_0:006da2|STRG.10864.2:3061-3327|+   -             89 106896at50557        -             70   1.4e-06   27.2   8.1   1   2   3.8e-05    0.0013   17.7   1.7    25    67    11    55     3    58 0.85 -
92708at50557_378494_0:006da2|STRG.10864.2:3061-3327|+   -             89 106896at50557        -             70   1.4e-06   27.2   8.1   2   2   2.5e-05   0.00084   18.3   3.7    25    69    41    85    33    86 0.92 -
150919at50557_222816_0:001fb0|STRG.16769.1:792-1088|+   -             99 106896at50557        -             70   1.4e-06   27.1   5.1   1   1   6.5e-08   2.2e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
150919at50557_222816_0:001fb0|STRG.16769.2:792-1677|+   -             99 106896at50557        -             70   1.4e-06   27.1   5.1   1   1   6.5e-08   2.2e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
39871at50557_1155016_0:0008ce|STRG.16960.1:1550-1789|+  -             80 106896at50557        -             70   1.6e-06   27.0   3.3   1   2     1e-06   3.3e-05   22.8   1.3    18    65     3    50     1    55 0.90 -
39871at50557_1155016_0:0008ce|STRG.16960.1:1550-1789|+  -             80 106896at50557        -             70   1.6e-06   27.0   3.3   2   2       0.2       6.6    5.8   0.1    36    67    49    80    46    80 0.73 -
39871at50557_1155016_0:0008ce|STRG.16960.2:1550-1789|+  -             80 106896at50557        -             70   1.6e-06   27.0   3.3   1   2     1e-06   3.3e-05   22.8   1.3    18    65     3    50     1    55 0.90 -
39871at50557_1155016_0:0008ce|STRG.16960.2:1550-1789|+  -             80 106896at50557        -             70   1.6e-06   27.0   3.3   2   2       0.2       6.6    5.8   0.1    36    67    49    80    46    80 0.73 -
39871at50557_1155016_0:0008ce|STRG.8117.1:1712-1945|+   -             78 106896at50557        -             70     2e-06   26.7   8.4   1   2    0.0017     0.055   12.5   1.1    50    69     5    24     3    25 0.92 -
39871at50557_1155016_0:0008ce|STRG.8117.1:1712-1945|+   -             78 106896at50557        -             70     2e-06   26.7   8.4   2   2     2e-05   0.00066   18.6   1.4    18    67    29    78    24    78 0.94 -
39871at50557_1155016_0:0008ce|STRG.8117.2:1491-1724|+   -             78 106896at50557        -             70     2e-06   26.7   8.4   1   2    0.0017     0.055   12.5   1.1    50    69     5    24     3    25 0.92 -
39871at50557_1155016_0:0008ce|STRG.8117.2:1491-1724|+   -             78 106896at50557        -             70     2e-06   26.7   8.4   2   2     2e-05   0.00066   18.6   1.4    18    67    29    78    24    78 0.94 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   1   7    0.0056      0.19   10.8   0.4    40    68     2    30     1    32 0.94 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   2   7      0.22       7.4    5.6   0.3    50    68    68    86    66    88 0.91 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   3   7      0.12       3.9    6.5   1.0    21    62   139   180   134   187 0.84 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   4   7    0.0025     0.082   11.9   0.6    20    64   261   305   256   311 0.87 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   5   7     0.013      0.44    9.6   1.7    19    58   316   356   312   370 0.83 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   6   7    0.0093      0.31   10.1   4.5    19    69   345   395   342   396 0.81 -
14133at50557_79782_0:000bbe|STRG.15152.1:962-2245|+     -            428 106896at50557        -             70     2e-06   26.7  51.2   7   7         3        99    2.0   0.6    19    45   401   427   397   428 0.78 -
39871at50557_7536_0:000d98|STRG.8728.1:1924-2160|+      -             79 106896at50557        -             70   2.9e-06   26.2   9.3   1   2   3.5e-05    0.0012   17.8   0.7    20    69     2    51     1    52 0.87 -
39871at50557_7536_0:000d98|STRG.8728.1:1924-2160|+      -             79 106896at50557        -             70   2.9e-06   26.2   9.3   2   2   2.8e-05   0.00093   18.1   2.3    10    68    19    79    16    79 0.85 -
70122at50557_286706_0:000bf4|STRG.4069.2:375-1580|+     -            402 106896at50557        -             70     3e-06   26.1   1.9   1   1     9e-08     3e-06   26.1   1.9    22    67   351   397   340   399 0.91 -
70122at50557_7091_0:0008c7|STRG.4069.3:393-1637|+       -            415 106896at50557        -             70   3.2e-06   26.0   1.9   1   1   9.5e-08   3.2e-06   26.0   1.9    22    67   364   410   353   412 0.91 -
70122at50557_7091_0:0008c7|STRG.4069.1:393-1640|+       -            416 106896at50557        -             70   3.2e-06   26.0   1.9   1   1   9.5e-08   3.2e-06   26.0   1.9    22    67   365   411   354   413 0.91 -
70122at50557_7091_0:0008c7|STRG.4069.5:393-1640|+       -            416 106896at50557        -             70   3.2e-06   26.0   1.9   1   1   9.5e-08   3.2e-06   26.0   1.9    22    67   365   411   354   413 0.91 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   1   9       1.8        61    2.7   0.2    39    68    29    58     8    60 0.76 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   2   9     0.014      0.48    9.5   1.5    20    69    68   118    61   119 0.87 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   3   9    0.0012     0.041   12.9   2.2     8    69    85   146    79   148 0.86 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   4   9     0.014      0.47    9.5   5.4    13    67   145   201   141   205 0.83 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   5   9     0.011      0.38    9.8   2.9    12    67   174   229   172   232 0.86 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   6   9    0.0021     0.072   12.1   0.7    17    66   207   256   200   257 0.87 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   7   9   6.2e-05    0.0021   17.0   4.4    14    69   232   288   229   289 0.88 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   8   9     0.033       1.1    8.3   4.8    16    67   263   315   258   319 0.89 -
14133at50557_7395_0:000a8f|STRG.9172.2:647-1690|+       -            348 106896at50557        -             70   3.2e-06   26.0  45.7   9   9       5.8   1.9e+02    1.1   2.7    18    66   294   344   285   347 0.63 -
39871at50557_7536_0:000d98|STRG.12385.1:2854-3120|+     -             89 106896at50557        -             70   3.4e-06   26.0   2.4   1   2   0.00089      0.03   13.3   0.1    23    68     3    47     1    49 0.90 -
39871at50557_7536_0:000d98|STRG.12385.1:2854-3120|+     -             89 106896at50557        -             70   3.4e-06   26.0   2.4   2   2   0.00084     0.028   13.4   0.3    37    68    49    80    47    82 0.94 -
57812at50557_139723_0:0023b3|STRG.17168.5:952-1353|+    -            134 106896at50557        -             70   3.5e-06   25.9  20.1   1   3    0.0017     0.056   12.4   3.0    23    68     4    50     3    52 0.90 -
57812at50557_139723_0:0023b3|STRG.17168.5:952-1353|+    -            134 106896at50557        -             70   3.5e-06   25.9  20.1   2   3   0.00029    0.0096   14.9   3.2    17    67    55   105    51   108 0.93 -
57812at50557_139723_0:0023b3|STRG.17168.5:952-1353|+    -            134 106896at50557        -             70   3.5e-06   25.9  20.1   3   3     0.022      0.73    8.9   0.5    16    39   111   134   105   134 0.84 -
57812at50557_139723_0:0023b3|STRG.9125.1:360-683|+      -            108 106896at50557        -             70   3.5e-06   25.9   0.8   1   3     1e-07   3.5e-06   25.9   0.8    23    69     1    47     1    48 0.97 -
57812at50557_139723_0:0023b3|STRG.9125.1:360-683|+      -            108 106896at50557        -             70   3.5e-06   25.9   0.8   2   3       0.1       3.4    6.7   2.5    38    66    44    73    43    77 0.82 -
57812at50557_139723_0:0023b3|STRG.9125.1:360-683|+      -            108 106896at50557        -             70   3.5e-06   25.9   0.8   3   3      0.44        15    4.7   0.3    50    68    85   103    78   105 0.88 -
57812at50557_6973_0:000316|STRG.8137.1:1101-1409|+      -            103 106896at50557        -             70   6.7e-06   25.0   7.4   1   2       4.5   1.5e+02    1.5   0.0    22    41     2    21     1    25 0.75 -
57812at50557_6973_0:000316|STRG.8137.1:1101-1409|+      -            103 106896at50557        -             70   6.7e-06   25.0   7.4   2   2   5.8e-07   1.9e-05   23.5   3.6    11    69    36    95    26    96 0.89 -
57812at50557_6973_0:000316|STRG.8137.2:1089-1397|+      -            103 106896at50557        -             70   6.7e-06   25.0   7.4   1   2       4.5   1.5e+02    1.5   0.0    22    41     2    21     1    25 0.75 -
57812at50557_6973_0:000316|STRG.8137.2:1089-1397|+      -            103 106896at50557        -             70   6.7e-06   25.0   7.4   2   2   5.8e-07   1.9e-05   23.5   3.6    11    69    36    95    26    96 0.89 -
35806at50557_43151_0:000f2d|STRG.686.2:609-1238|+       -            210 106896at50557        -             70   7.7e-06   24.8  22.7   1   3       2.1        69    2.5   0.0    19    64    15    32     9    38 0.55 -
35806at50557_43151_0:000f2d|STRG.686.2:609-1238|+       -            210 106896at50557        -             70   7.7e-06   24.8  22.7   2   3   7.4e-07   2.5e-05   23.2   3.1    17    69    42    95    35    96 0.85 -
35806at50557_43151_0:000f2d|STRG.686.2:609-1238|+       -            210 106896at50557        -             70   7.7e-06   24.8  22.7   3   3     0.088       2.9    6.9   7.0    19    69   101   151    95   152 0.93 -
39871at50557_1155016_0:0008ce|STRG.6814.1:1188-1475|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   1   2     0.024      0.81    8.7   2.6    19    67     4    52     1    57 0.86 -
39871at50557_1155016_0:0008ce|STRG.6814.1:1188-1475|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   2   2   1.8e-05   0.00059   18.8   0.2    19    46    62    89    53    95 0.89 -
39871at50557_1155016_0:0008ce|STRG.6814.2:1175-1462|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   1   2     0.024      0.81    8.7   2.6    19    67     4    52     1    57 0.86 -
39871at50557_1155016_0:0008ce|STRG.6814.2:1175-1462|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   2   2   1.8e-05   0.00059   18.8   0.2    19    46    62    89    53    95 0.89 -
39871at50557_1155016_0:0008ce|STRG.6814.3:1384-1671|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   1   2     0.024      0.81    8.7   2.6    19    67     4    52     1    57 0.86 -
39871at50557_1155016_0:0008ce|STRG.6814.3:1384-1671|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   2   2   1.8e-05   0.00059   18.8   0.2    19    46    62    89    53    95 0.89 -
39871at50557_1155016_0:0008ce|STRG.6814.4:1479-1766|+   -             96 106896at50557        -             70   9.5e-06   24.5   7.8   1   2     0.024      0.81    8.7   2.6    19    67     4    52     1    57 0.86 -
