#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
104832at50557_34720_0:0019e7|STRG.16082.1:100-921|+     -            274 104832at50557        -            207   7.8e-77  256.5  14.2   1   1   4.1e-77   4.8e-75  250.7  14.2     1   205     4   260     4   264 0.84 -
129956at50557_7176_0:003daf|STRG.18297.11:2403-2618|+   -             72 104832at50557        -            207    0.0073   14.9   0.0   1   1   6.3e-05    0.0073   14.9   0.0   136   169    34    64     9    72 0.72 -
100341at50557_319348_0:001dc7|STRG.19296.8:1333-2496|+  -            388 104832at50557        -            207     0.012   14.2   0.0   1   3       7.8   9.1e+02   -1.8   0.0   145   167     3    25     2    65 0.72 -
100341at50557_319348_0:001dc7|STRG.19296.8:1333-2496|+  -            388 104832at50557        -            207     0.012   14.2   0.0   2   3       5.2     6e+02   -1.2   0.0   142   165    86   109    34   118 0.67 -
100341at50557_319348_0:001dc7|STRG.19296.8:1333-2496|+  -            388 104832at50557        -            207     0.012   14.2   0.0   3   3   0.00061     0.071   11.7   0.0   137   174   348   382   322   388 0.72 -
100341at50557_319348_0:001dc7|STRG.19296.4:1333-2535|+  -            401 104832at50557        -            207     0.013   14.0   0.0   1   3       8.1   9.5e+02   -1.8   0.0   145   167     3    25     2    65 0.72 -
100341at50557_319348_0:001dc7|STRG.19296.4:1333-2535|+  -            401 104832at50557        -            207     0.013   14.0   0.0   2   3       5.6   6.6e+02   -1.3   0.0   142   165    86   109    34   116 0.66 -
100341at50557_319348_0:001dc7|STRG.19296.4:1333-2535|+  -            401 104832at50557        -            207     0.013   14.0   0.0   3   3   0.00064     0.075   11.6   0.0   137   174   361   395   336   401 0.72 -
129956at50557_29053_0:00060a|STRG.12667.1:416-670|+     -             85 104832at50557        -            207     0.017   13.7   0.0   1   1   0.00015     0.017   13.7   0.0   128   178    24    77     6    85 0.69 -
129956at50557_29053_0:00060a|STRG.12667.2:416-670|+     -             85 104832at50557        -            207     0.017   13.7   0.0   1   1   0.00015     0.017   13.7   0.0   128   178    24    77     6    85 0.69 -
129956at50557_29053_0:00060a|STRG.12667.3:416-670|+     -             85 104832at50557        -            207     0.017   13.7   0.0   1   1   0.00015     0.017   13.7   0.0   128   178    24    77     6    85 0.69 -
100341at50557_319348_0:001dc7|STRG.19296.15:537-1604|+  -            356 104832at50557        -            207     0.017   13.7   0.0   1   2         5   5.9e+02   -1.1   0.0   143   165    64    86    20    99 0.69 -
100341at50557_319348_0:001dc7|STRG.19296.15:537-1604|+  -            356 104832at50557        -            207     0.017   13.7   0.0   2   2   0.00054     0.063   11.8   0.0   137   174   316   350   291   356 0.72 -
129956at50557_7536_0:0043e4|STRG.11340.3:548-901|+      -            118 104832at50557        -            207     0.033   12.7   0.0   1   1   0.00041     0.048   12.2   0.0   141   164    39    62     5    78 0.77 -
83433at50557_133901_0:001dd1|STRG.12667.1:143-664|+     -            174 104832at50557        -            207     0.035   12.7   0.0   1   2       3.1   3.6e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.12667.1:143-664|+     -            174 104832at50557        -            207     0.035   12.7   0.0   2   2    0.0013      0.15   10.6   0.0   128   177   115   167    92   173 0.71 -
83433at50557_133901_0:001dd1|STRG.12667.2:143-664|+     -            174 104832at50557        -            207     0.035   12.7   0.0   1   2       3.1   3.6e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.12667.2:143-664|+     -            174 104832at50557        -            207     0.035   12.7   0.0   2   2    0.0013      0.15   10.6   0.0   128   177   115   167    92   173 0.71 -
83433at50557_133901_0:001dd1|STRG.12667.3:143-664|+     -            174 104832at50557        -            207     0.035   12.7   0.0   1   2       3.1   3.6e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.12667.3:143-664|+     -            174 104832at50557        -            207     0.035   12.7   0.0   2   2    0.0013      0.15   10.6   0.0   128   177   115   167    92   173 0.71 -
135254at50557_13249_0:000902|STRG.20488.1:137-352|+     -             72 104832at50557        -            207     0.049   12.2   0.1   1   1   0.00042     0.049   12.2   0.1   124   164    34    72    13    72 0.87 -
129956at50557_7176_0:003daf|STRG.18717.1:1341-1580|+    -             80 104832at50557        -            207     0.066   11.7   0.0   1   1   0.00057     0.066   11.7   0.0   140   165    38    63    10    79 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/104832at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:02:07 2024
# [ok]
