#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
23620at50557_34720_0:0012cc|STRG.4221.1:102-2786|+    -            844 23620at50557         -            502  6.3e-248  822.6  11.3   1   1  4.1e-248  1.7e-246  817.9  11.3     1   501   220   827   220   828 0.91 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 23620at50557         -            502   9.1e-15   53.5   0.0   3   6   0.00017     0.007   14.2   0.0   236   275    98   138    95   140 0.93 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 23620at50557         -            502   9.1e-15   53.5   0.0   4   6   3.3e-06   0.00014   19.9   0.0   236   278   140   183   137   193 0.92 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 23620at50557         -            502   9.1e-15   53.5   0.0   5   6       7.6   3.1e+02   -1.1   0.0   252   271   199   218   183   225 0.59 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 23620at50557         -            502   9.1e-15   53.5   0.0   6   6      0.33        14    3.4   0.0   236   288   225   275   215   297 0.79 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   1   8       1.1        45    1.7   0.0   250   293   118   167   105   177 0.68 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   2   8    0.0015     0.062   11.1   0.0   238   278   191   232   185   236 0.88 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   3   8     0.032       1.3    6.7   0.1   250   275   258   283   251   287 0.89 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   4   8       4.1   1.7e+02   -0.2   0.0   239   272   381   416   377   442 0.67 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   5   8      0.69        28    2.3   0.0   239   270   482   513   468   521 0.78 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   6   8   0.00015    0.0061   14.4   0.0   222   278   506   563   496   564 0.90 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   7   8   2.9e-05    0.0012   16.8   0.0   224   281   550   608   548   635 0.83 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 23620at50557         -            502   1.2e-14   53.1   2.7   8   8       4.5   1.9e+02   -0.4   0.0   238   284   606   654   604   692 0.70 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 23620at50557         -            502   8.3e-14   50.3   0.3   1   4    0.0013     0.054   11.3   0.0   247   276   221   250   202   267 0.82 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 23620at50557         -            502   8.3e-14   50.3   0.3   2   4     0.008      0.33    8.7   0.0   248   279   272   303   258   323 0.86 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 23620at50557         -            502   8.3e-14   50.3   0.3   3   4   1.9e-06   7.8e-05   20.7   0.0   235   277   343   386   332   431 0.82 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 23620at50557         -            502   8.3e-14   50.3   0.3   4   4      0.17       6.9    4.4   0.0   242   278   441   477   431   497 0.91 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   1   7      0.05       2.1    6.1   0.0   248   302    10    68     1    78 0.70 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   2   7       2.5     1e+02    0.5   0.0   236   279    80   124    73   150 0.68 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   3   7       1.1        45    1.7   0.0   233   277   170   215   160   216 0.81 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   4   7   0.00032     0.013   13.3   0.0   235   278   214   258   200   271 0.83 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   5   7         4   1.7e+02   -0.2   0.0   241   279   261   300   255   327 0.80 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   6   7   0.00018    0.0073   14.2   0.1   241   281   342   383   337   394 0.77 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 23620at50557         -            502   8.7e-14   50.2   6.7   7   7   0.00035     0.014   13.2   0.5   238   291   381   436   378   457 0.76 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 23620at50557         -            502     1e-13   50.0   0.1   1   4       0.8        33    2.1   0.0   247   270    12    35     2    40 0.81 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 23620at50557         -            502     1e-13   50.0   0.1   2   4   3.9e-05    0.0016   16.4   0.0   381   448    68   139    60   144 0.79 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 23620at50557         -            502     1e-13   50.0   0.1   3   4    0.0094      0.39    8.5   0.0   244   280   157   194   148   202 0.80 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 23620at50557         -            502     1e-13   50.0   0.1   4   4   1.9e-05   0.00077   17.4   0.0   247   275   205   233   196   237 0.87 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 23620at50557         -            502   5.4e-13   47.6   0.0   1   3   0.00068     0.028   12.3   0.0   248   292     9    59     4    62 0.80 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 23620at50557         -            502   5.4e-13   47.6   0.0   2   3    0.0015     0.061   11.1   0.0   236   279    38    82    35    87 0.84 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 23620at50557         -            502   5.4e-13   47.6   0.0   3   3   4.6e-09   1.9e-07   29.3   0.0   225   301    69   152    68   156 0.80 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 23620at50557         -            502   5.4e-13   47.6   0.0   1   3   0.00068     0.028   12.3   0.0   248   292     9    59     4    62 0.80 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 23620at50557         -            502   5.4e-13   47.6   0.0   2   3    0.0015     0.061   11.1   0.0   236   279    38    82    35    87 0.84 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 23620at50557         -            502   5.4e-13   47.6   0.0   3   3   4.6e-09   1.9e-07   29.3   0.0   225   301    69   152    68   156 0.80 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 23620at50557         -            502     6e-13   47.4   0.3   1   2   6.3e-11   2.6e-09   35.4   0.0   237   279    24    67    17    85 0.88 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 23620at50557         -            502     6e-13   47.4   0.3   2   2     0.012      0.49    8.1   0.0   232   266   106   138    98   138 0.80 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 23620at50557         -            502   7.8e-13   47.1   0.0   1   3   0.00033     0.013   13.3   0.0   228   267    17    57     6    65 0.86 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 23620at50557         -            502   7.8e-13   47.1   0.0   2   3   0.00019    0.0077   14.1   0.0   237   277    68   109    59   110 0.89 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 23620at50557         -            502   7.8e-13   47.1   0.0   3   3     8e-06   0.00033   18.6   0.0   234   267   107   141   100   141 0.90 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 23620at50557         -            502   7.8e-13   47.1   0.0   1   3   0.00033     0.013   13.3   0.0   228   267    17    57     6    65 0.86 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 23620at50557         -            502   7.8e-13   47.1   0.0   2   3   0.00019    0.0077   14.1   0.0   237   277    68   109    59   110 0.89 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 23620at50557         -            502   7.8e-13   47.1   0.0   3   3     8e-06   0.00033   18.6   0.0   234   267   107   141   100   141 0.90 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 23620at50557         -            502     2e-12   45.7   3.4   1   5      0.56        23    2.6   0.0   238   276    15    54    10    59 0.80 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 23620at50557         -            502     2e-12   45.7   3.4   2   5    0.0012     0.049   11.5   0.0   237   273    59    96    46   101 0.85 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 23620at50557         -            502     2e-12   45.7   3.4   3   5   0.00012    0.0048   14.8   0.1   236   291   102   166    96   187 0.71 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 23620at50557         -            502     2e-12   45.7   3.4   4   5    0.0029      0.12   10.2   0.0   235   268   191   225   182   233 0.87 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 23620at50557         -            502     2e-12   45.7   3.4   5   5      0.46        19    2.9   0.0   254   268   321   335   300   338 0.80 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 23620at50557         -            502   7.5e-12   43.8   1.3   1   5      0.62        25    2.5   0.0   379   414    22    58    12    63 0.72 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 23620at50557         -            502   7.5e-12   43.8   1.3   2   5      0.11       4.3    5.0   0.0   249   275    72    98    58   101 0.81 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 23620at50557         -            502   7.5e-12   43.8   1.3   3   5   4.8e-05     0.002   16.1   0.0   234   271    98   136    93   144 0.83 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 23620at50557         -            502   7.5e-12   43.8   1.3   4   5     0.018      0.76    7.5   0.0   236   271   143   180   140   186 0.79 -
80377at50557_7375_0:002fbf|STRG.10128.1:91-762|+      -            224 23620at50557         -            502   7.5e-12   43.8   1.3   5   5     0.007      0.29    8.9   0.0   236   269   186   222   180   224 0.84 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 23620at50557         -            502   8.6e-12   43.6   0.1   1   6       2.9   1.2e+02    0.3   0.0   238   270     2    36     1    41 0.76 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 23620at50557         -            502   8.6e-12   43.6   0.1   2   6   5.7e-05    0.0023   15.8   0.0   237   277    49    90    40   103 0.86 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 23620at50557         -            502   8.6e-12   43.6   0.1   3   6     0.063       2.6    5.8   0.0   237   270    91   125    89   134 0.74 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 23620at50557         -            502   8.6e-12   43.6   0.1   4   6      0.13       5.2    4.8   0.0   238   273   135   173   128   177 0.81 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 23620at50557         -            502   8.6e-12   43.6   0.1   5   6    0.0059      0.24    9.2   0.0   237   278   178   220   175   235 0.86 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 23620at50557         -            502   8.6e-12   43.6   0.1   6   6       1.9        79    0.9   0.0   380   415   225   260   220   260 0.86 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 23620at50557         -            502   1.2e-11   43.2   0.1   1   4       1.2        49    1.5   0.0   237   272     9    46     1    78 0.69 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 23620at50557         -            502   1.2e-11   43.2   0.1   2   4       1.4        59    1.3   0.0   239   267    54    83    47    90 0.74 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 23620at50557         -            502   1.2e-11   43.2   0.1   3   4   5.1e-05    0.0021   16.0   0.0   234   267    91   125    85   132 0.92 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 23620at50557         -            502   1.2e-11   43.2   0.1   4   4   2.7e-06   0.00011   20.2   0.0   234   269   133   169   129   169 0.92 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 23620at50557         -            502   1.6e-11   42.8   0.9   1   5   6.2e-05    0.0025   15.7   0.0   236   280    69   114    44   125 0.83 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 23620at50557         -            502   1.6e-11   42.8   0.9   2   5      0.37        15    3.2   0.0   236   278   111   154   109   164 0.81 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 23620at50557         -            502   1.6e-11   42.8   0.9   3   5       1.4        58    1.3   0.0   237   268   163   195   151   205 0.82 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 23620at50557         -            502   1.6e-11   42.8   0.9   4   5     4e-06   0.00017   19.6   0.1   227   279   195   248   186   278 0.81 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 23620at50557         -            502   1.6e-11   42.8   0.9   5   5       3.1   1.3e+02    0.2   0.0   345   399   260   314   254   322 0.91 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 23620at50557         -            502   1.9e-11   42.5   0.0   1   3   0.00018    0.0074   14.2   0.0   230   296    41   112    37   133 0.70 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 23620at50557         -            502   1.9e-11   42.5   0.0   2   3   0.00047     0.019   12.8   0.0   240   284   176   220   161   227 0.80 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 23620at50557         -            502   1.9e-11   42.5   0.0   3   3    0.0083      0.34    8.7   0.0   244   291   222   275   220   283 0.75 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 23620at50557         -            502     2e-11   42.4   0.9   1   5   7.2e-05     0.003   15.5   0.0   236   280    69   114    50   124 0.83 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 23620at50557         -            502     2e-11   42.4   0.9   2   5      0.25        10    3.8   0.0   235   282   110   158   107   185 0.83 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 23620at50557         -            502     2e-11   42.4   0.9   3   5       1.4        59    1.3   0.0   237   268   163   195   149   205 0.82 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 23620at50557         -            502     2e-11   42.4   0.9   4   5   4.6e-06   0.00019   19.4   0.0   228   279   196   248   188   279 0.80 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 23620at50557         -            502     2e-11   42.4   0.9   5   5         3   1.2e+02    0.2   0.0   345   399   260   314   250   322 0.90 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 23620at50557         -            502   2.6e-11   42.0   0.2   1   3   0.00023    0.0096   13.8   0.0   233   293   170   238   141   243 0.71 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 23620at50557         -            502   2.6e-11   42.0   0.2   2   3      0.78        32    2.2   0.0   233   279   295   342   278   349 0.86 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 23620at50557         -            502   2.6e-11   42.0   0.2   3   3   1.8e-06   7.3e-05   20.8   0.0   235   275   382   422   374   461 0.82 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   1   3   0.00025      0.01   13.7   0.0   233   293   170   238   141   243 0.71 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   2   3      0.49        20    2.8   0.0   233   279   295   342   284   369 0.69 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   3   3   1.8e-06   7.6e-05   20.7   0.1   235   274   382   421   370   456 0.82 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   1   3   0.00025      0.01   13.7   0.0   233   293   170   238   141   243 0.71 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   2   3      0.49        20    2.8   0.0   233   279   295   342   284   369 0.69 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   3   3   1.8e-06   7.6e-05   20.7   0.1   235   274   382   421   370   456 0.82 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   1   3   0.00025      0.01   13.7   0.0   233   293   170   238   141   243 0.71 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   2   3      0.49        20    2.8   0.0   233   279   295   342   284   369 0.69 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 23620at50557         -            502   3.1e-11   41.8   0.3   3   3   1.8e-06   7.6e-05   20.7   0.1   235   274   382   421   370   456 0.82 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   1   7     0.023      0.96    7.2   0.1   336   395    95   151     7   212 0.52 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   2   7    0.0025       0.1   10.4   0.1   226   285   239   302   204   321 0.74 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   3   7      0.49        20    2.8   0.0   238   271   293   327   290   339 0.83 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   4   7      0.35        14    3.3   0.0   238   272   376   410   361   412 0.87 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   5   7       1.5        62    1.2   0.0   237   277   429   470   422   504 0.74 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   6   7       5.1   2.1e+02   -0.5   0.0   234   269   511   547   500   552 0.81 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 23620at50557         -            502   5.4e-11   41.0   3.4   7   7      0.18       7.4    4.3   0.0   238   278   640   682   626   712 0.73 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   1   3      0.15       6.3    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   2   3   5.8e-07   2.4e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   3   3    0.0043      0.18    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   1   3      0.15       6.3    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   2   3   5.8e-07   2.4e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   3   3    0.0043      0.18    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 23620at50557         -            502     7e-11   40.6   0.0   1   3      0.15       6.3    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 23620at50557         -            502     7e-11   40.6   0.0   2   3   5.8e-07   2.4e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 23620at50557         -            502     7e-11   40.6   0.0   3   3    0.0043      0.18    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   1   3      0.15       6.3    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   2   3   5.8e-07   2.4e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 23620at50557         -            502     7e-11   40.6   0.0   3   3    0.0043      0.18    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 23620at50557         -            502     7e-11   40.6   0.0   1   3      0.15       6.3    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 23620at50557         -            502     7e-11   40.6   0.0   2   3   5.8e-07   2.4e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 23620at50557         -            502     7e-11   40.6   0.0   3   3    0.0043      0.18    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 23620at50557         -            502     7e-11   40.6   0.0   1   3      0.15       6.3    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 23620at50557         -            502     7e-11   40.6   0.0   2   3   5.8e-07   2.4e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 23620at50557         -            502     7e-11   40.6   0.0   3   3    0.0043      0.18    9.6   0.0   247   304   215   277   203   287 0.79 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 23620at50557         -            502   1.6e-10   39.5   0.0   1   5    0.0036      0.15    9.9   0.0   236   270   251   286   243   293 0.87 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 23620at50557         -            502   1.6e-10   39.5   0.0   2   5      0.54        22    2.7   0.0   227   269   295   338   285   343 0.82 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 23620at50557         -            502   1.6e-10   39.5   0.0   3   5       8.9   3.7e+02   -1.3   0.0   236   272   357   392   355   410 0.79 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 23620at50557         -            502   1.6e-10   39.5   0.0   4   5      0.75        31    2.2   0.0   393   446   420   475   397   487 0.61 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 23620at50557         -            502   1.6e-10   39.5   0.0   5   5   1.1e-05   0.00043   18.2   0.0   239   280   487   529   482   543 0.87 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 23620at50557         -            502   1.6e-10   39.5   0.0   1   5    0.0037      0.15    9.9   0.0   236   270   252   287   244   294 0.87 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 23620at50557         -            502   1.6e-10   39.5   0.0   2   5      0.54        22    2.7   0.0   227   269   296   339   286   344 0.82 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 23620at50557         -            502   1.6e-10   39.5   0.0   3   5         9   3.7e+02   -1.3   0.0   236   272   358   393   356   411 0.79 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 23620at50557         -            502   1.6e-10   39.5   0.0   4   5      0.75        31    2.2   0.0   393   446   421   476   398   488 0.61 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 23620at50557         -            502   1.6e-10   39.5   0.0   5   5   1.1e-05   0.00044   18.2   0.0   239   280   488   530   483   544 0.87 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 23620at50557         -            502   4.1e-10   38.1   0.0   1   3   1.8e-05   0.00074   17.5   0.0   232   276   603   647   593   656 0.89 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 23620at50557         -            502   4.1e-10   38.1   0.0   2   3       1.2        48    1.6   0.0   240   273   651   686   647   738 0.68 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 23620at50557         -            502   4.1e-10   38.1   0.0   3   3   0.00012    0.0048   14.8   0.0   217   271   765   822   754   849 0.84 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 23620at50557         -            502   4.6e-10   37.9   0.0   1   3   1.9e-05   0.00076   17.4   0.0   232   276   632   676   622   685 0.89 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 23620at50557         -            502   4.6e-10   37.9   0.0   2   3       1.3        53    1.4   0.0   240   273   680   715   677   767 0.67 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 23620at50557         -            502   4.6e-10   37.9   0.0   3   3   0.00012     0.005   14.7   0.0   217   271   794   851   783   878 0.84 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 23620at50557         -            502   5.3e-10   37.7   0.0   1   3   1.9e-05   0.00079   17.4   0.0   232   276   673   717   665   728 0.89 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 23620at50557         -            502   5.3e-10   37.7   0.0   2   3       1.3        55    1.4   0.0   240   273   721   756   717   805 0.68 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 23620at50557         -            502   5.3e-10   37.7   0.0   3   3   0.00013    0.0052   14.7   0.0   217   271   835   892   824   919 0.84 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   1   4       8.6   3.5e+02   -1.3   0.0   238   270    37    70    32    76 0.78 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   2   4   3.1e-05    0.0013   16.7   0.0   235   292    75   139    68   149 0.79 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   3   4   2.2e-05   0.00091   17.2   0.0   224   326   150   260   142   263 0.87 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   4   4         2        81    0.8   0.0   239   267   252   281   250   281 0.83 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   1   4       8.6   3.5e+02   -1.3   0.0   238   270    37    70    32    76 0.78 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   2   4   3.1e-05    0.0013   16.7   0.0   235   292    75   139    68   149 0.79 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   3   4   2.2e-05   0.00091   17.2   0.0   224   326   150   260   142   263 0.87 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 23620at50557         -            502   6.7e-10   37.4   0.3   4   4         2        81    0.8   0.0   239   267   252   281   250   281 0.83 -
