#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_520822_0:000571|STRG.12790.1:164-2146|+  -            661 34006at50557         -            414  5.8e-229  758.9   4.9   1   1  5.3e-230  2.2e-228  757.0   4.9     1   414   180   645   180   645 0.93 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 34006at50557         -            414     2e-09   35.8   0.3   3   3   5.3e-05    0.0022   15.9   0.0   116   187   152   229   141   234 0.78 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 34006at50557         -            414   2.1e-09   35.7   1.2   1   5      0.11       4.7    4.9   0.0   127   182     4    60     1    63 0.87 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 34006at50557         -            414   2.1e-09   35.7   1.2   2   5   0.00046     0.019   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 34006at50557         -            414   2.1e-09   35.7   1.2   3   5     0.058       2.4    5.9   0.1   150   215   112   185   102   192 0.57 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 34006at50557         -            414   2.1e-09   35.7   1.2   4   5      0.88        36    2.0   0.0   110   148   154   193   148   212 0.82 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 34006at50557         -            414   2.1e-09   35.7   1.2   5   5     0.046       1.9    6.2   0.0   124   220   379   481   355   488 0.65 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 34006at50557         -            414   2.4e-09   35.5   1.0   1   2   1.4e-08   5.5e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 34006at50557         -            414   2.4e-09   35.5   1.0   2   2      0.34        14    3.4   0.1   114   142   213   241   200   281 0.62 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 34006at50557         -            414   2.4e-09   35.5   1.0   1   2   1.4e-08   5.5e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 34006at50557         -            414   2.4e-09   35.5   1.0   2   2      0.34        14    3.4   0.1   114   142   213   241   200   281 0.62 -
74508at50557_7394_0:0023c7|STRG.11985.1:287-1267|+    -            327 34006at50557         -            414   2.9e-09   35.3   0.3   1   2   2.8e-08   1.1e-06   26.7   0.1   121   227    40   159    28   190 0.71 -
74508at50557_7394_0:0023c7|STRG.11985.1:287-1267|+    -            327 34006at50557         -            414   2.9e-09   35.3   0.3   2   2     0.032       1.3    6.8   0.0   120   172   269   321   262   326 0.84 -
49370at50557_79782_0:001886|STRG.16130.1:1562-2551|+  -            330 34006at50557         -            414   3.4e-09   35.0   1.3   1   2   4.2e-07   1.7e-05   22.8   0.3   128   274    60   222    41   254 0.76 -
49370at50557_79782_0:001886|STRG.16130.1:1562-2551|+  -            330 34006at50557         -            414   3.4e-09   35.0   1.3   2   2    0.0012     0.047   11.5   0.1   110   182   251   326   230   330 0.79 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 34006at50557         -            414     6e-09   34.2   0.3   1   2   1.3e-09   5.2e-08   31.1   0.2   111   246     5   155     2   158 0.72 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 34006at50557         -            414     6e-09   34.2   0.3   2   2     0.023      0.92    7.2   0.0   146   186   127   169   121   174 0.74 -
78072at50557_7038_0:0021a3|STRG.3354.1:792-1640|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   1   2   8.6e-10   3.5e-08   31.7   0.0   110   260    44   212    17   231 0.69 -
78072at50557_7038_0:0021a3|STRG.3354.1:792-1640|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   2   2       7.8   3.2e+02   -1.1   0.0   126   150   244   269   232   279 0.58 -
78072at50557_7038_0:0021a3|STRG.3354.2:304-1152|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   1   2   8.6e-10   3.5e-08   31.7   0.0   110   260    44   212    17   231 0.69 -
78072at50557_7038_0:0021a3|STRG.3354.2:304-1152|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   2   2       7.8   3.2e+02   -1.1   0.0   126   150   244   269   232   279 0.58 -
78072at50557_7038_0:0021a3|STRG.3354.3:304-1152|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   1   2   8.6e-10   3.5e-08   31.7   0.0   110   260    44   212    17   231 0.69 -
78072at50557_7038_0:0021a3|STRG.3354.3:304-1152|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   2   2       7.8   3.2e+02   -1.1   0.0   126   150   244   269   232   279 0.58 -
78072at50557_7038_0:0021a3|STRG.3354.5:734-1582|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   1   2   8.6e-10   3.5e-08   31.7   0.0   110   260    44   212    17   231 0.69 -
78072at50557_7038_0:0021a3|STRG.3354.5:734-1582|+     -            283 34006at50557         -            414   1.1e-08   33.3   0.1   2   2       7.8   3.2e+02   -1.1   0.0   126   150   244   269   232   279 0.58 -
57752at50557_103372_0:000c5a|STRG.1783.1:490-1854|+   -            455 34006at50557         -            414   1.4e-08   33.0   1.4   1   2   0.00083     0.034   12.0   0.1   123   218   156   260   139   268 0.54 -
57752at50557_103372_0:000c5a|STRG.1783.1:490-1854|+   -            455 34006at50557         -            414   1.4e-08   33.0   1.4   2   2   9.7e-06   0.00039   18.3   0.2   110   263   268   436   261   449 0.67 -
57752at50557_103372_0:000c5a|STRG.1783.2:483-1847|+   -            455 34006at50557         -            414   1.4e-08   33.0   1.4   1   2   0.00083     0.034   12.0   0.1   123   218   156   260   139   268 0.54 -
57752at50557_103372_0:000c5a|STRG.1783.2:483-1847|+   -            455 34006at50557         -            414   1.4e-08   33.0   1.4   2   2   9.7e-06   0.00039   18.3   0.2   110   263   268   436   261   449 0.67 -
57752at50557_103372_0:000c5a|STRG.1783.3:68-1432|+    -            455 34006at50557         -            414   1.4e-08   33.0   1.4   1   2   0.00083     0.034   12.0   0.1   123   218   156   260   139   268 0.54 -
57752at50557_103372_0:000c5a|STRG.1783.3:68-1432|+    -            455 34006at50557         -            414   1.4e-08   33.0   1.4   2   2   9.7e-06   0.00039   18.3   0.2   110   263   268   436   261   449 0.67 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 34006at50557         -            414   1.5e-08   32.9   0.5   1   2   1.1e-08   4.5e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 34006at50557         -            414   1.5e-08   32.9   0.5   2   2    0.0021     0.084   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 34006at50557         -            414   1.5e-08   32.9   0.5   1   2   1.1e-08   4.5e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 34006at50557         -            414   1.5e-08   32.9   0.5   2   2    0.0021     0.084   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 34006at50557         -            414   1.5e-08   32.9   0.5   1   2   1.1e-08   4.5e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 34006at50557         -            414   1.5e-08   32.9   0.5   2   2    0.0021     0.084   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 34006at50557         -            414   1.5e-08   32.9   0.5   1   2   1.1e-08   4.5e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 34006at50557         -            414   1.5e-08   32.9   0.5   2   2    0.0021     0.084   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 34006at50557         -            414   1.5e-08   32.9   0.5   1   2   1.1e-08   4.5e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 34006at50557         -            414   1.5e-08   32.9   0.5   2   2    0.0021     0.084   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 34006at50557         -            414   1.5e-08   32.9   0.5   1   2   1.1e-08   4.5e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 34006at50557         -            414   1.5e-08   32.9   0.5   2   2    0.0021     0.084   10.7   0.0    15    87   210   276   200   323 0.61 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 34006at50557         -            414   1.6e-08   32.8   2.9   1   2     1e-05    0.0004   18.3   0.4   110   184    67   145    60   189 0.83 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 34006at50557         -            414   1.6e-08   32.8   2.9   2   2   0.00014    0.0059   14.5   0.2   123   188   211   278   172   323 0.81 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 34006at50557         -            414   1.8e-08   32.6   3.8   1   3       0.1       4.1    5.1   0.0   190   233    31    76     5    85 0.80 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 34006at50557         -            414   1.8e-08   32.6   3.8   2   3   1.9e-05   0.00078   17.4   0.5   126   198    88   161    83   181 0.81 -
22030at50557_2015173_0:001d52|STRG.10895.1:597-2644|+ -            663 34006at50557         -            414   1.8e-08   32.6   3.8   3   3    0.0077      0.31    8.8   0.1   130   184   185   240   178   322 0.83 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 34006at50557         -            414   2.1e-08   32.4   3.8   1   3      0.11       4.5    5.0   0.0   190   233    31    76     5    84 0.80 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 34006at50557         -            414   2.1e-08   32.4   3.8   2   3   2.1e-05   0.00087   17.2   0.5   126   198    88   161    83   177 0.81 -
22030at50557_411798_0:00363d|STRG.10895.2:597-2783|+  -            690 34006at50557         -            414   2.1e-08   32.4   3.8   3   3     0.012      0.48    8.2   0.1   130   184   185   240   180   250 0.80 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 34006at50557         -            414   2.6e-08   32.1   1.8   1   3      0.85        35    2.1   0.0   193   250   521   582   513   598 0.78 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 34006at50557         -            414   2.6e-08   32.1   1.8   2   3      0.29        12    3.6   0.1   110   142   609   641   594   650 0.82 -
12735at50557_34720_0:000d5c|STRG.12354.1:197-2998|+   -            934 34006at50557         -            414   2.6e-08   32.1   1.8   3   3   5.1e-07   2.1e-05   22.6   0.1   118   247   659   811   651   833 0.73 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 34006at50557         -            414   2.8e-08   32.0   6.1   1   5    0.0045      0.18    9.5   0.1   127   243    80   210    51   235 0.58 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 34006at50557         -            414   2.8e-08   32.0   6.1   2   5     0.032       1.3    6.7   0.0   132   246   128   253   124   293 0.68 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 34006at50557         -            414   2.8e-08   32.0   6.1   3   5       1.1        45    1.7   0.1   161   267   307   423   294   431 0.60 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 34006at50557         -            414   2.8e-08   32.0   6.1   4   5    0.0052      0.21    9.3   0.2   182   255   423   510   391   517 0.58 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 34006at50557         -            414   2.8e-08   32.0   6.1   5   5   2.3e-05   0.00093   17.1   0.1   185   292   479   595   463   626 0.75 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 34006at50557         -            414   3.6e-08   31.7   1.6   1   3      0.96        39    1.9   0.0   193   250   591   652   584   668 0.78 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 34006at50557         -            414   3.6e-08   31.7   1.6   2   3      0.31        13    3.5   0.1   110   142   679   711   662   718 0.81 -
12735at50557_34720_0:000d5c|STRG.12354.2:194-3205|+   -           1004 34006at50557         -            414   3.6e-08   31.7   1.6   3   3   5.5e-07   2.2e-05   22.4   0.1   118   247   729   881   720   902 0.73 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 34006at50557         -            414   3.6e-08   31.6   0.0   1   3     0.031       1.3    6.8   0.1    46   107     5    69     2    90 0.77 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 34006at50557         -            414   3.6e-08   31.6   0.0   2   3   9.3e-05    0.0038   15.1   0.0   121   184   117   178    93   190 0.85 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 34006at50557         -            414   3.6e-08   31.6   0.0   3   3      0.11       4.3    5.0   0.0   153   204   239   299   207   309 0.68 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 34006at50557         -            414   3.7e-08   31.6   1.8   1   3      0.91        37    2.0   0.0   193   250   550   611   543   627 0.78 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 34006at50557         -            414   3.7e-08   31.6   1.8   2   3      0.29        12    3.6   0.1   110   142   638   670   621   679 0.82 -
12735at50557_34720_0:000d5c|STRG.12354.3:194-3082|+   -            963 34006at50557         -            414   3.7e-08   31.6   1.8   3   3   5.4e-07   2.2e-05   22.5   0.1   118   247   688   840   679   860 0.73 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 34006at50557         -            414   4.8e-08   31.2   0.3   1   1     2e-08     8e-07   27.2   0.3    14   195    54   224    46   280 0.74 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 34006at50557         -            414   5.1e-08   31.1   1.4   1   3      0.38        15    3.2   0.0   125   184    16    75     5    82 0.73 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 34006at50557         -            414   5.1e-08   31.1   1.4   2   3   0.00047     0.019   12.8   0.0   150   222    85   166    77   191 0.73 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 34006at50557         -            414   5.1e-08   31.1   1.4   3   3   0.00058     0.024   12.5   0.2   124   186   235   299   218   318 0.78 -
43121at50557_103372_0:001d6c|STRG.19264.1:0-1529|+    -            510 34006at50557         -            414   6.6e-08   30.8   0.4   1   1   6.5e-06   0.00027   18.9   0.1   126   219   227   339   212   342 0.68 -
80377at50557_39758_0:001a6c|STRG.10459.1:1812-2582|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   1   2   7.4e-07     3e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.10459.1:1812-2582|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   2   2   0.00016    0.0067   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.10459.2:1699-2469|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   1   2   7.4e-07     3e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.10459.2:1699-2469|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   2   2   0.00016    0.0067   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.10459.3:1812-2582|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   1   2   7.4e-07     3e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.10459.3:1812-2582|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   2   2   0.00016    0.0067   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.10459.4:1815-2585|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   1   2   7.4e-07     3e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.10459.4:1815-2585|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   2   2   0.00016    0.0067   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.10459.5:1809-2579|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   1   2   7.4e-07     3e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.10459.5:1809-2579|+  -            257 34006at50557         -            414   9.4e-08   30.3   1.1   2   2   0.00016    0.0067   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.1228.1:561-1322|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   8.2e-07   3.3e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.1228.1:561-1322|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00015    0.0059   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.1228.2:753-1514|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   8.2e-07   3.3e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.1228.2:753-1514|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00015    0.0059   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.1228.3:537-1298|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   8.2e-07   3.3e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.1228.3:537-1298|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00015    0.0059   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.1228.4:534-1295|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   8.2e-07   3.3e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.1228.4:534-1295|+    -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00015    0.0059   14.5   0.2   110   250    99   248    97   253 0.81 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 34006at50557         -            414   1.1e-07   30.0   0.5   1   5   5.4e-06   0.00022   19.2   0.0    16   218    61   264    48   280 0.70 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 34006at50557         -            414   1.1e-07   30.0   0.5   2   5       0.3        12    3.6   0.0   118   142   240   263   227   305 0.74 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 34006at50557         -            414   1.1e-07   30.0   0.5   3   5       3.1   1.3e+02    0.2   0.0   153   216   319   389   302   396 0.65 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 34006at50557         -            414   1.1e-07   30.0   0.5   4   5      0.37        15    3.3   0.2   224   266   480   519   353   564 0.56 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 34006at50557         -            414   1.1e-07   30.0   0.5   5   5      0.86        35    2.0   0.1   156   183   530   557   517   602 0.57 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 34006at50557         -            414   1.2e-07   29.9   0.1   1   1   3.9e-09   1.6e-07   29.5   0.1   110   213    25   138    16   138 0.83 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 34006at50557         -            414   1.3e-07   29.8   2.8   1   2   4.2e-06   0.00017   19.5   0.7   118   223    12   132     2   151 0.71 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 34006at50557         -            414   1.3e-07   29.8   2.8   2   2    0.0012     0.047   11.5   0.2   110   217   135   252   128   257 0.71 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 34006at50557         -            414   1.6e-07   29.5   0.9   1   2      0.25        10    3.8   0.0   128   195   195   263   176   279 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 34006at50557         -            414   1.6e-07   29.5   0.9   2   2   1.7e-07   6.7e-06   24.2   0.2   123   239   314   439   296   460 0.76 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 34006at50557         -            414   1.8e-07   29.3   0.9   1   2      0.27        11    3.7   0.0   128   195   195   263   176   279 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 34006at50557         -            414   1.8e-07   29.3   0.9   2   2   1.8e-07   7.3e-06   24.0   0.2   123   239   314   439   296   460 0.76 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 34006at50557         -            414   1.8e-07   29.3   0.9   1   2      0.27        11    3.7   0.0   128   195   195   263   176   279 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 34006at50557         -            414   1.8e-07   29.3   0.9   2   2   1.8e-07   7.3e-06   24.0   0.2   123   239   314   439   296   460 0.76 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 34006at50557         -            414   1.8e-07   29.3   0.9   1   2      0.27        11    3.7   0.0   128   195   195   263   176   279 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 34006at50557         -            414   1.8e-07   29.3   0.9   2   2   1.8e-07   7.3e-06   24.0   0.2   123   239   314   439   296   460 0.76 -
43719at50557_456900_0:000a8d|STRG.4705.1:499-2583|+   -            695 34006at50557         -            414   2.2e-07   29.1   0.1   1   1   1.3e-08   5.5e-07   27.8   0.1   160   274    64   187    55   231 0.64 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 34006at50557         -            414   2.2e-07   29.0   0.1   1   2   9.9e-08     4e-06   24.9   0.0   111   222   353   474   347   476 0.78 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 34006at50557         -            414   2.2e-07   29.0   0.1   2   2      0.14       5.9    4.6   0.0   151   186   437   472   427   498 0.77 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 34006at50557         -            414   2.2e-07   29.0   0.1   1   2   9.9e-08     4e-06   24.9   0.0   111   222   353   474   347   476 0.78 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 34006at50557         -            414   2.2e-07   29.0   0.1   2   2      0.14       5.9    4.6   0.0   151   186   437   472   427   498 0.77 -
69548at50557_116153_0:002191|STRG.7657.1:477-1175|+   -            233 34006at50557         -            414   2.5e-07   28.9   0.0   1   1   8.3e-09   3.4e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.2:504-1202|+   -            233 34006at50557         -            414   2.5e-07   28.9   0.0   1   1   8.3e-09   3.4e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.3:621-1319|+   -            233 34006at50557         -            414   2.5e-07   28.9   0.0   1   1   8.3e-09   3.4e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.4:658-1356|+   -            233 34006at50557         -            414   2.5e-07   28.9   0.0   1   1   8.3e-09   3.4e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.5:685-1383|+   -            233 34006at50557         -            414   2.5e-07   28.9   0.0   1   1   8.3e-09   3.4e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 34006at50557         -            414   3.1e-07   28.6   7.2   1   4      0.35        14    3.3   0.1    63   148    89   169    29   210 0.45 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 34006at50557         -            414   3.1e-07   28.6   7.2   2   4   7.5e-05    0.0031   15.4   0.2   120   219   357   466   336   473 0.73 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 34006at50557         -            414   3.1e-07   28.6   7.2   3   4   4.1e-06   0.00017   19.6   0.5   153   249   435   541   428   552 0.75 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 34006at50557         -            414   3.1e-07   28.6   7.2   4   4    0.0013     0.051   11.4   0.3   110   214   475   589   465   589 0.64 -
80377at50557_319348_0:0016a3|STRG.10462.1:1691-2449|+ -            253 34006at50557         -            414     4e-07   28.2   1.3   1   2     1e-06   4.1e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.10462.1:1691-2449|+ -            253 34006at50557         -            414     4e-07   28.2   1.3   2   2   0.00045     0.018   12.9   0.2   110   250    98   247    94   252 0.80 -
80377at50557_319348_0:0016a3|STRG.10462.2:1434-2192|+ -            253 34006at50557         -            414     4e-07   28.2   1.3   1   2     1e-06   4.1e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.10462.2:1434-2192|+ -            253 34006at50557         -            414     4e-07   28.2   1.3   2   2   0.00045     0.018   12.9   0.2   110   250    98   247    94   252 0.80 -
80377at50557_319348_0:0016a3|STRG.10462.3:1688-2446|+ -            253 34006at50557         -            414     4e-07   28.2   1.3   1   2     1e-06   4.1e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.10462.3:1688-2446|+ -            253 34006at50557         -            414     4e-07   28.2   1.3   2   2   0.00045     0.018   12.9   0.2   110   250    98   247    94   252 0.80 -
80377at50557_7237_0:001b62|STRG.8855.1:238-1095|+     -            286 34006at50557         -            414   5.5e-07   27.8   1.2   1   3   4.9e-07     2e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_7237_0:001b62|STRG.8855.1:238-1095|+     -            286 34006at50557         -            414   5.5e-07   27.8   1.2   2   3     0.022      0.89    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_7237_0:001b62|STRG.8855.1:238-1095|+     -            286 34006at50557         -            414   5.5e-07   27.8   1.2   3   3      0.78        32    2.2   0.2   157   182   173   198   109   260 0.56 -
80377at50557_7237_0:001b62|STRG.8855.2:993-1850|+     -            286 34006at50557         -            414   5.5e-07   27.8   1.2   1   3   4.9e-07     2e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_7237_0:001b62|STRG.8855.2:993-1850|+     -            286 34006at50557         -            414   5.5e-07   27.8   1.2   2   3     0.022      0.89    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_7237_0:001b62|STRG.8855.2:993-1850|+     -            286 34006at50557         -            414   5.5e-07   27.8   1.2   3   3      0.78        32    2.2   0.2   157   182   173   198   109   260 0.56 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 34006at50557         -            414   6.7e-07   27.5   8.6   1   4   1.8e-05   0.00075   17.4   0.6   118   216    25   136    14   140 0.58 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 34006at50557         -            414   6.7e-07   27.5   8.6   2   4   6.2e-06   0.00025   19.0   1.0    98   215    48   179    44   186 0.71 -
78072at50557_34720_0:000cf9|STRG.14617.2:29-1042|+    -            338 34006at50557         -            414   6.7e-07   27.5   8.6   3   4     0.013      0.52    8.1   1.0   109   220   147   265   136   279 0.60 -
