#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 8280at50557          -           1153         0 1201.9  46.0   1   1         0         0 1201.7  46.0     2   810     2   868     1   868 0.96 -
8280at50557_113334_0:00096f|STRG.8945.3:890-2110|+     -            407 8280at50557          -           1153   8.7e-50  168.2  24.8   1   3   4.5e-15   3.2e-13   47.1   6.6   115   248     2   138     1   142 0.82 -
8280at50557_113334_0:00096f|STRG.8945.3:890-2110|+     -            407 8280at50557          -           1153   8.7e-50  168.2  24.8   2   3   1.8e-14   1.3e-12   45.1   4.7   136   225   143   232   137   260 0.90 -
8280at50557_113334_0:00096f|STRG.8945.3:890-2110|+     -            407 8280at50557          -           1153   8.7e-50  168.2  24.8   3   3   9.1e-26   6.5e-24   82.5   0.4   473   618   257   401   244   407 0.95 -
8280at50557_113334_0:00096f|STRG.8945.4:922-2142|+     -            407 8280at50557          -           1153   8.7e-50  168.2  24.8   1   3   4.5e-15   3.2e-13   47.1   6.6   115   248     2   138     1   142 0.82 -
8280at50557_113334_0:00096f|STRG.8945.4:922-2142|+     -            407 8280at50557          -           1153   8.7e-50  168.2  24.8   2   3   1.8e-14   1.3e-12   45.1   4.7   136   225   143   232   137   260 0.90 -
8280at50557_113334_0:00096f|STRG.8945.4:922-2142|+     -            407 8280at50557          -           1153   8.7e-50  168.2  24.8   3   3   9.1e-26   6.5e-24   82.5   0.4   473   618   257   401   244   407 0.95 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   1   4   1.5e-10     1e-08   32.2   8.4   441   579     3   141     1   159 0.62 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   2   4   2.4e-11   1.7e-09   34.8   5.3   140   225   252   335   243   337 0.81 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   3   4   1.3e-28   9.4e-27   91.9  12.1    59   246   291   474   290   477 0.96 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   4   4   1.7e-13   1.2e-11   41.9   1.4   510   626   462   575   459   595 0.82 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   1   4   1.5e-10     1e-08   32.2   8.4   441   579     3   141     1   159 0.62 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   2   4   2.4e-11   1.7e-09   34.8   5.3   140   225   252   335   243   337 0.81 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   3   4   1.3e-28   9.4e-27   91.9  12.1    59   246   291   474   290   477 0.96 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 8280at50557          -           1153   6.9e-49  165.2  40.6   4   4   1.7e-13   1.2e-11   41.9   1.4   510   626   462   575   459   595 0.82 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 8280at50557          -           1153   3.7e-47  159.5  23.8   1   4   2.5e-08   1.8e-06   24.8   0.1   556   620     4    68     2    73 0.75 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 8280at50557          -           1153   3.7e-47  159.5  23.8   2   4     2e-13   1.4e-11   41.6   2.4   164   248    84   168    78   172 0.93 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 8280at50557          -           1153   3.7e-47  159.5  23.8   3   4   1.3e-14   9.2e-13   45.6   4.2   136   225   173   262   168   290 0.90 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 8280at50557          -           1153   3.7e-47  159.5  23.8   4   4   8.3e-19   5.9e-17   59.5   0.2   473   592   287   405   273   406 0.95 -
54603at50557_103372_0:00290d|STRG.7595.1:75-1919|+     -            615 8280at50557          -           1153   1.4e-42  144.3  32.8   1   4   0.00059     0.042   10.3   0.0   907   943   136   172   134   178 0.94 -
54603at50557_103372_0:00290d|STRG.7595.1:75-1919|+     -            615 8280at50557          -           1153   1.4e-42  144.3  32.8   2   4     7e-11     5e-09   33.2   6.1   879   947   178   245   172   250 0.92 -
54603at50557_103372_0:00290d|STRG.7595.1:75-1919|+     -            615 8280at50557          -           1153   1.4e-42  144.3  32.8   3   4   1.5e-23   1.1e-21   75.2   7.1   714   945   247   476   243   479 0.86 -
54603at50557_103372_0:00290d|STRG.7595.1:75-1919|+     -            615 8280at50557          -           1153   1.4e-42  144.3  32.8   4   4   3.4e-15   2.4e-13   47.5  10.1    91   243   440   586   438   596 0.86 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 8280at50557          -           1153   3.6e-41  139.7  26.4   1   4   4.5e-18   3.2e-16   57.0   5.3   740   847     3   114     1   124 0.87 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 8280at50557          -           1153   3.6e-41  139.7  26.4   2   4     5e-13   3.5e-11   40.3   0.1   806   919   121   233   114   234 0.94 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 8280at50557          -           1153   3.6e-41  139.7  26.4   3   4   6.8e-17   4.8e-15   53.1   8.1    91   217   223   344   215   351 0.92 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 8280at50557          -           1153   3.6e-41  139.7  26.4   4   4    0.0061      0.44    6.9   0.1   778   820   388   429   362   429 0.54 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 8280at50557          -           1153   4.1e-41  139.5  24.6   1   3   2.9e-20     2e-18   64.3   9.0   489   613     2   124     1   132 0.95 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 8280at50557          -           1153   4.1e-41  139.5  24.6   2   3   1.3e-06   9.2e-05   19.1   0.9   862   923   118   181   117   183 0.90 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 8280at50557          -           1153   4.1e-41  139.5  24.6   3   3   9.9e-22     7e-20   69.1   4.2   124   236   175   285   175   289 0.93 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 8280at50557          -           1153   1.5e-40  137.6  39.4   1   3   2.6e-15   1.8e-13   47.9  14.5   112   247    14   144     1   166 0.66 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 8280at50557          -           1153   1.5e-40  137.6  39.4   2   3   2.4e-12   1.7e-10   38.0   1.8   169   268   159   260   150   269 0.76 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 8280at50557          -           1153   1.5e-40  137.6  39.4   3   3     3e-24   2.1e-22   77.5  12.8   646   915   221   482   220   482 0.81 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 8280at50557          -           1153   1.5e-40  137.6  39.4   1   3   2.6e-15   1.8e-13   47.9  14.5   112   247    14   144     1   166 0.66 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 8280at50557          -           1153   1.5e-40  137.6  39.4   2   3   2.4e-12   1.7e-10   38.0   1.8   169   268   159   260   150   269 0.76 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 8280at50557          -           1153   1.5e-40  137.6  39.4   3   3     3e-24   2.1e-22   77.5  12.8   646   915   221   482   220   482 0.81 -
109776at50557_83485_0:00245b|STRG.14133.1:20-1036|+    -            339 8280at50557          -           1153   3.3e-40  136.5  10.7   1   2   1.9e-22   1.4e-20   71.5   1.8   436   601    55   215    50   217 0.81 -
109776at50557_83485_0:00245b|STRG.14133.1:20-1036|+    -            339 8280at50557          -           1153   3.3e-40  136.5  10.7   2   2   3.3e-23   2.3e-21   74.0   0.8   474   593   209   327   207   334 0.96 -
8280at50557_7160_0:00112a|STRG.2697.1:380-1279|+       -            300 8280at50557          -           1153   3.6e-40  136.3  36.9   1   3   2.4e-23   1.7e-21   74.5  15.9   459   616    33   189    25   190 0.95 -
8280at50557_7160_0:00112a|STRG.2697.1:380-1279|+       -            300 8280at50557          -           1153   3.6e-40  136.3  36.9   2   3   1.5e-23   1.1e-21   75.2  13.0   485   628   131   273   131   282 0.96 -
8280at50557_7160_0:00112a|STRG.2697.1:380-1279|+       -            300 8280at50557          -           1153   3.6e-40  136.3  36.9   3   3     0.037       2.6    4.3   0.4  1089  1106   283   300   279   300 0.93 -
8280at50557_7160_0:00112a|STRG.2697.2:316-1215|+       -            300 8280at50557          -           1153   3.6e-40  136.3  36.9   1   3   2.4e-23   1.7e-21   74.5  15.9   459   616    33   189    25   190 0.95 -
8280at50557_7160_0:00112a|STRG.2697.2:316-1215|+       -            300 8280at50557          -           1153   3.6e-40  136.3  36.9   2   3   1.5e-23   1.1e-21   75.2  13.0   485   628   131   273   131   282 0.96 -
8280at50557_7160_0:00112a|STRG.2697.2:316-1215|+       -            300 8280at50557          -           1153   3.6e-40  136.3  36.9   3   3     0.037       2.6    4.3   0.4  1089  1106   283   300   279   300 0.93 -
8280at50557_7160_0:00112a|STRG.11972.1:1069-2253|+     -            395 8280at50557          -           1153   4.2e-39  132.8  20.7   1   4   5.9e-18   4.2e-16   56.6   0.4   138   246     3   111     1   112 0.82 -
8280at50557_7160_0:00112a|STRG.11972.1:1069-2253|+     -            395 8280at50557          -           1153   4.2e-39  132.8  20.7   2   4   1.4e-16     1e-14   52.1   0.4   112   206    97   190    95   191 0.95 -
8280at50557_7160_0:00112a|STRG.11972.1:1069-2253|+     -            395 8280at50557          -           1153   4.2e-39  132.8  20.7   3   4   2.7e-12   1.9e-10   37.9   1.9   130   226   187   282   182   288 0.94 -
8280at50557_7160_0:00112a|STRG.11972.1:1069-2253|+     -            395 8280at50557          -           1153   4.2e-39  132.8  20.7   4   4   0.00028      0.02   11.4   1.4  1085  1113   288   316   282   349 0.78 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 8280at50557          -           1153   6.9e-39  132.1  37.8   1   4   1.8e-10   1.3e-08   31.9   6.5   742   846    11   112     6   125 0.80 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 8280at50557          -           1153   6.9e-39  132.1  37.8   2   4     2e-12   1.4e-10   38.3   3.5   740   917   101   272    90   273 0.89 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 8280at50557          -           1153   6.9e-39  132.1  37.8   3   4   3.3e-13   2.3e-11   40.9   4.4   162   248   261   344   257   346 0.93 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 8280at50557          -           1153   6.9e-39  132.1  37.8   4   4   3.7e-14   2.6e-12   44.1   6.3   130   219   346   433   343   433 0.94 -
8280at50557_7160_0:00112a|STRG.3775.1:269-1297|+       -            343 8280at50557          -           1153     2e-38  130.5  20.2   1   3     8e-09   5.7e-07   26.4   2.4   740   802    21    84    11    87 0.93 -
8280at50557_7160_0:00112a|STRG.3775.1:269-1297|+       -            343 8280at50557          -           1153     2e-38  130.5  20.2   2   3   9.9e-26     7e-24   82.4  11.3   473   619    80   225    79   226 0.97 -
8280at50557_7160_0:00112a|STRG.3775.1:269-1297|+       -            343 8280at50557          -           1153     2e-38  130.5  20.2   3   3   4.6e-10   3.2e-08   30.5   0.0   471   591   222   341   220   343 0.78 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 8280at50557          -           1153   2.4e-37  127.0  37.7   1   4   1.5e-08   1.1e-06   25.5   5.5   886   960     1    74     1    81 0.51 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 8280at50557          -           1153   2.4e-37  127.0  37.7   2   4   1.9e-12   1.3e-10   38.4   3.6   740   917    68   239    59   240 0.89 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 8280at50557          -           1153   2.4e-37  127.0  37.7   3   4   2.9e-13   2.1e-11   41.1   4.4   162   248   228   311   224   313 0.93 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 8280at50557          -           1153   2.4e-37  127.0  37.7   4   4   3.2e-14   2.3e-12   44.3   6.3   130   219   313   400   309   400 0.94 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 8280at50557          -           1153   3.5e-37  126.5  34.3   1   2   7.2e-33   5.1e-31  106.0  28.5   711   984    24   297     3   300 0.83 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 8280at50557          -           1153   3.5e-37  126.5  34.3   2   2   1.3e-07   9.3e-06   22.4   0.3   879   939   311   370   304   379 0.90 -
7376at50557_45779_0:000f73|STRG.10597.1:596-1603|+     -            336 8280at50557          -           1153   1.3e-36  124.6  19.9   1   4   6.3e-12   4.5e-10   36.7   1.0   285   347    12    73     2    74 0.89 -
7376at50557_45779_0:000f73|STRG.10597.1:596-1603|+     -            336 8280at50557          -           1153   1.3e-36  124.6  19.9   2   4   3.1e-14   2.2e-12   44.3   2.4   807   897    68   157    65   162 0.88 -
7376at50557_45779_0:000f73|STRG.10597.1:596-1603|+     -            336 8280at50557          -           1153   1.3e-36  124.6  19.9   3   4   2.1e-16   1.5e-14   51.5   0.1   129   230   162   263   159   274 0.94 -
7376at50557_45779_0:000f73|STRG.10597.1:596-1603|+     -            336 8280at50557          -           1153   1.3e-36  124.6  19.9   4   4     0.017       1.2    5.4   1.0  1087  1119   269   300   263   333 0.67 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 8280at50557          -           1153   1.4e-36  124.4  24.9   1   4   9.4e-07   6.7e-05   19.5   2.1   165   219     9    63     3    76 0.63 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 8280at50557          -           1153   1.4e-36  124.4  24.9   2   4   1.6e-08   1.1e-06   25.4   3.4   807   899    78   168    51   180 0.81 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 8280at50557          -           1153   1.4e-36  124.4  24.9   3   4     4e-25   2.8e-23   80.4   9.0    67   247    84   266    80   269 0.89 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 8280at50557          -           1153   1.4e-36  124.4  24.9   4   4   7.8e-11   5.5e-09   33.1   0.3   555   620   274   338   267   349 0.59 -
54603at50557_217634_0:0030bb|STRG.16414.1:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.1:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   1   2   7.1e-22   5.1e-20   69.6  10.3   744   943     6   201     3   203 0.82 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 8280at50557          -           1153   2.8e-36  123.5  27.7   2   2   5.5e-20   3.9e-18   63.4  10.7    69   250   191   365   190   367 0.93 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 8280at50557          -           1153   1.1e-33  114.9  42.0   1   6   2.7e-10   1.9e-08   31.3   0.5   473   613     3    70     1    75 0.35 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 8280at50557          -           1153   1.1e-33  114.9  42.0   2   6      0.15        10    2.4   0.1  1087  1109    64    86    59    90 0.87 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 8280at50557          -           1153   1.1e-33  114.9  42.0   3   6   8.1e-17   5.7e-15   52.9   0.5   490   611   150   268   145   269 0.72 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 8280at50557          -           1153   1.1e-33  114.9  42.0   4   6   0.00047     0.033   10.6   0.3  1088  1113   265   290   263   293 0.92 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 8280at50557          -           1153   1.1e-33  114.9  42.0   5   6   3.8e-16   2.7e-14   50.6   2.6   488   591   364   466   349   469 0.55 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 8280at50557          -           1153   1.1e-33  114.9  42.0   6   6      0.02       1.4    5.2   0.5  1087  1113   458   484   456   488 0.90 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 8280at50557          -           1153   1.1e-33  114.8  42.0   1   6   2.7e-10   1.9e-08   31.3   0.5   473   613     3    70     1    75 0.35 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 8280at50557          -           1153   1.1e-33  114.8  42.0   2   6      0.15        10    2.3   0.1  1087  1109    64    86    59    90 0.87 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 8280at50557          -           1153   1.1e-33  114.8  42.0   3   6   8.1e-17   5.7e-15   52.9   0.5   490   611   152   270   147   271 0.72 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 8280at50557          -           1153   1.1e-33  114.8  42.0   4   6   0.00047     0.033   10.6   0.3  1088  1113   267   292   265   295 0.92 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 8280at50557          -           1153   1.1e-33  114.8  42.0   5   6   3.9e-16   2.7e-14   50.6   2.6   488   591   366   468   351   471 0.55 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 8280at50557          -           1153   1.1e-33  114.8  42.0   6   6      0.02       1.4    5.2   0.5  1087  1113   460   486   458   490 0.90 -
8280at50557_1218281_0:0023d1|STRG.17572.2:942-1670|+   -            243 8280at50557          -           1153   3.3e-33  113.3  20.0   1   2   1.4e-21     1e-19   68.6   9.0   485   613     3   129     2   139 0.94 -
8280at50557_1218281_0:0023d1|STRG.17572.2:942-1670|+   -            243 8280at50557          -           1153   3.3e-33  113.3  20.0   2   2   6.1e-16   4.3e-14   50.0   3.2   113   213   145   242   140   243 0.93 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 8280at50557          -           1153   9.6e-33  111.8  16.6   1   2   2.3e-14   1.6e-12   44.7   3.6   534   620     4    92     1    96 0.91 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 8280at50557          -           1153   9.6e-33  111.8  16.6   2   2   5.2e-23   3.7e-21   73.4   4.9   481   625    98   240    92   245 0.85 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 8280at50557          -           1153   6.7e-31  105.7  19.2   1   3   1.3e-12   9.1e-11   39.0   2.2   138   251     1   110     1   111 0.94 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 8280at50557          -           1153   6.7e-31  105.7  19.2   2   3     4e-11   2.9e-09   34.0   3.9   433   849   115   209   111   215 0.43 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 8280at50557          -           1153   6.7e-31  105.7  19.2   3   3   1.2e-12   8.2e-11   39.1   0.2   747   846   216   315   214   316 0.92 -
7376at50557_45779_0:000f73|STRG.4293.1:1-879|+         -            293 8280at50557          -           1153   1.1e-29  101.7  15.6   1   3   2.2e-21   1.5e-19   68.0  11.8   471   616     6   150     1   152 0.93 -
7376at50557_45779_0:000f73|STRG.4293.1:1-879|+         -            293 8280at50557          -           1153   1.1e-29  101.7  15.6   2   3   0.00021     0.015   11.8   0.3  1086  1149   140   198   138   199 0.85 -
7376at50557_45779_0:000f73|STRG.4293.1:1-879|+         -            293 8280at50557          -           1153   1.1e-29  101.7  15.6   3   3   5.9e-10   4.2e-08   30.2   0.0   110   160   239   289   214   293 0.84 -
7376at50557_45779_0:000f73|STRG.4230.1:229-987|+       -            253 8280at50557          -           1153   2.6e-29  100.4   3.2   1   3   3.9e-15   2.8e-13   47.3   0.1   138   224    39   126    22   128 0.92 -
7376at50557_45779_0:000f73|STRG.4230.1:229-987|+       -            253 8280at50557          -           1153   2.6e-29  100.4   3.2   2   3   3.4e-19   2.4e-17   60.8   0.6   483   598    62   176    62   181 0.96 -
7376at50557_45779_0:000f73|STRG.4230.1:229-987|+       -            253 8280at50557          -           1153   2.6e-29  100.4   3.2   3   3    0.0038      0.27    7.6   0.4  1087  1111   185   209   178   213 0.90 -
8280at50557_7200_0:000e9a|STRG.10745.1:274-1416|+      -            381 8280at50557          -           1153     7e-29   99.0  38.4   1   3   1.7e-06   0.00012   18.7   0.2   813   891     2    85     1    96 0.76 -
8280at50557_7200_0:000e9a|STRG.10745.1:274-1416|+      -            381 8280at50557          -           1153     7e-29   99.0  38.4   2   3     2e-15   1.4e-13   48.3  17.7   480   619   114   257   101   266 0.84 -
8280at50557_7200_0:000e9a|STRG.10745.1:274-1416|+      -            381 8280at50557          -           1153     7e-29   99.0  38.4   3   3   5.3e-13   3.7e-11   40.2   8.1   409   522   267   376   260   381 0.52 -
54603at50557_13249_0:001070|STRG.15215.2:267-1484|+    -            406 8280at50557          -           1153   3.9e-28   96.5  29.2   1   2   2.5e-16   1.8e-14   51.2  19.6   675   943     2   259     1   262 0.86 -
54603at50557_13249_0:001070|STRG.15215.2:267-1484|+    -            406 8280at50557          -           1153   3.9e-28   96.5  29.2   2   2   7.3e-16   5.2e-14   49.7   2.1   115   244   269   402   264   405 0.89 -
54603at50557_116153_0:001d7a|STRG.19225.2:848-1714|+   -            289 8280at50557          -           1153   2.3e-26   90.6  16.1   1   2   1.3e-10   9.4e-09   32.3   0.7   882   945     5    67     2    84 0.91 -
54603at50557_116153_0:001d7a|STRG.19225.2:848-1714|+   -            289 8280at50557          -           1153   2.3e-26   90.6  16.1   2   2   7.1e-20     5e-18   63.0   8.8   740   915   114   289    85   289 0.84 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 8280at50557          -           1153     2e-25   87.5  23.5   1   1   7.7e-26   5.4e-24   82.8  23.5   556   938     1   382     1   382 0.85 -
109776at50557_34740_0:000e9a|STRG.19263.1:148-525|+    -            126 8280at50557          -           1153   2.2e-23   80.8   6.6   1   1   3.5e-25   2.5e-23   80.6   6.6   489   615     1   126     1   126 0.55 -
8280at50557_7200_0:000e97|STRG.4426.1:919-1857|+       -            313 8280at50557          -           1153   4.5e-23   79.7   9.4   1   2   6.7e-15   4.7e-13   46.5   1.7   410   591    41   218    32   226 0.93 -
8280at50557_7200_0:000e97|STRG.4426.1:919-1857|+       -            313 8280at50557          -           1153   4.5e-23   79.7   9.4   2   2   1.8e-13   1.3e-11   41.8   3.8   436   556   188   304   174   308 0.70 -
8280at50557_7200_0:000e97|STRG.4426.2:877-1815|+       -            313 8280at50557          -           1153   4.5e-23   79.7   9.4   1   2   6.7e-15   4.7e-13   46.5   1.7   410   591    41   218    32   226 0.93 -
8280at50557_7200_0:000e97|STRG.4426.2:877-1815|+       -            313 8280at50557          -           1153   4.5e-23   79.7   9.4   2   2   1.8e-13   1.3e-11   41.8   3.8   436   556   188   304   174   308 0.70 -
8280at50557_38123_0:003113|STRG.13819.1:424-1341|+     -            306 8280at50557          -           1153     1e-21   75.2  28.2   1   2   4.5e-23   3.2e-21   73.6  20.7   696   945     7   258     1   267 0.88 -
8280at50557_38123_0:003113|STRG.13819.1:424-1341|+     -            306 8280at50557          -           1153     1e-21   75.2  28.2   2   2     0.014      0.99    5.7   0.8  1091  1107   271   287   267   298 0.87 -
109776at50557_34740_0:000e9a|STRG.4768.1:63-530|+      -            156 8280at50557          -           1153   1.3e-21   74.9   5.5   1   1   4.7e-23   3.4e-21   73.5   5.5   489   641     2   151     1   156 0.40 -
8280at50557_38123_0:003113|STRG.9348.1:378-1268|+      -            297 8280at50557          -           1153   9.3e-21   72.1  17.0   1   3   2.8e-05     0.002   14.7   0.2   820   850     1    31     1    43 0.78 -
8280at50557_38123_0:003113|STRG.9348.1:378-1268|+      -            297 8280at50557          -           1153   9.3e-21   72.1  17.0   2   3   1.6e-14   1.1e-12   45.3   1.3   879   985    99   208    92   227 0.90 -
8280at50557_38123_0:003113|STRG.9348.1:378-1268|+      -            297 8280at50557          -           1153   9.3e-21   72.1  17.0   3   3     0.035       2.5    4.4   0.2  1087  1102   256   271   250   276 0.91 -
8280at50557_38123_0:003113|STRG.9348.2:390-1280|+      -            297 8280at50557          -           1153   9.3e-21   72.1  17.0   1   3   2.8e-05     0.002   14.7   0.2   820   850     1    31     1    43 0.78 -
8280at50557_38123_0:003113|STRG.9348.2:390-1280|+      -            297 8280at50557          -           1153   9.3e-21   72.1  17.0   2   3   1.6e-14   1.1e-12   45.3   1.3   879   985    99   208    92   227 0.90 -
8280at50557_38123_0:003113|STRG.9348.2:390-1280|+      -            297 8280at50557          -           1153   9.3e-21   72.1  17.0   3   3     0.035       2.5    4.4   0.2  1087  1102   256   271   250   276 0.91 -
83902at50557_568069_0:000a01|STRG.2694.3:174-764|+     -            197 8280at50557          -           1153     5e-20   69.6  17.0   1   2     2e-17   1.4e-15   54.9   4.6   790   943     4   153     1   156 0.92 -
83902at50557_568069_0:000a01|STRG.2694.3:174-764|+     -            197 8280at50557          -           1153     5e-20   69.6  17.0   2   2   4.1e-09   2.9e-07   27.4   4.5   879   940   136   196   133   197 0.96 -
