#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.7595.1:75-1919|+     -            615 54603at50557         -            483    6e-232  769.4  24.4   1   1  1.1e-233  7.7e-232  769.0  24.4     1   481    96   613    96   615 0.95 -
109776at50557_199890_0:001686|STRG.5337.2:238-738|+    -            167 54603at50557         -            483   1.6e-22   78.7   7.2   1   2   5.1e-09   3.7e-07   28.1   0.3    69   120     8    59     2    63 0.60 -
109776at50557_199890_0:001686|STRG.5337.2:238-738|+    -            167 54603at50557         -            483   1.6e-22   78.7   7.2   2   2   5.3e-17   3.9e-15   54.4   2.1   330   434    61   167    59   167 0.93 -
109776at50557_7176_0:003c1e|STRG.20601.1:340-966|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   1   3   7.3e-05    0.0053   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.20601.1:340-966|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   2   3   1.4e-16     1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.1:340-966|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   3   3   8.8e-09   6.4e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.2:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   1   3   7.3e-05    0.0053   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.20601.2:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   2   3   1.4e-16     1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.2:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   3   3   8.8e-09   6.4e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.3:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   1   3   7.3e-05    0.0053   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.20601.3:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   2   3   1.4e-16     1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.3:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   3   3   8.8e-09   6.4e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.4:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   1   3   7.3e-05    0.0053   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.20601.4:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   2   3   1.4e-16     1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.20601.4:283-909|+     -            209 54603at50557         -            483   2.2e-22   78.3   7.4   3   3   8.8e-09   6.4e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
25718at50557_7536_0:0032ee|STRG.17994.1:673-2418|+     -            582 54603at50557         -            483   2.5e-22   78.1  30.3   1   3    0.0024      0.17    9.4   0.1    59   155     8   114     3   122 0.59 -
25718at50557_7536_0:0032ee|STRG.17994.1:673-2418|+     -            582 54603at50557         -            483   2.5e-22   78.1  30.3   2   3   4.6e-07   3.4e-05   21.6   0.1   240   312   129   201   115   207 0.76 -
25718at50557_7536_0:0032ee|STRG.17994.1:673-2418|+     -            582 54603at50557         -            483   2.5e-22   78.1  30.3   3   3   4.1e-17     3e-15   54.8  22.6    39   391   185   574   178   580 0.79 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 54603at50557         -            483   9.1e-22   76.2  17.6   1   3     8e-06   0.00058   17.5   0.3   336   417    27   114     5   124 0.80 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 54603at50557         -            483   9.1e-22   76.2  17.6   2   3   1.4e-10     1e-08   33.2   0.7    59   179   120   258   113   263 0.82 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 54603at50557         -            483   9.1e-22   76.2  17.6   3   3   4.3e-10   3.1e-08   31.6   4.4    81   178   265   376   258   379 0.82 -
83902at50557_54969_0:002595|STRG.4605.1:919-1383|+     -            155 54603at50557         -            483   3.2e-21   74.4   2.0   1   2   1.4e-08     1e-06   26.6   0.1   379   429     5    55     1    58 0.89 -
83902at50557_54969_0:002595|STRG.4605.1:919-1383|+     -            155 54603at50557         -            483   3.2e-21   74.4   2.0   2   2   5.2e-10   3.8e-08   31.3   0.2    55   114    94   153    91   155 0.93 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 54603at50557         -            483   4.9e-21   73.8  26.5   1   4   0.00098     0.071   10.6   6.9   107   199     6   107     1   115 0.41 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 54603at50557         -            483   4.9e-21   73.8  26.5   2   4   2.6e-05    0.0019   15.8   0.4   142   201   113   174   101   176 0.77 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 54603at50557         -            483   4.9e-21   73.8  26.5   3   4   9.6e-12     7e-10   37.0   2.2   335   459   158   296   154   300 0.81 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 54603at50557         -            483   4.9e-21   73.8  26.5   4   4   1.9e-08   1.4e-06   26.1   0.6    58   119   305   365   299   379 0.80 -
83902at50557_37344_0:000f03|STRG.4604.1:0-488|+        -            163 54603at50557         -            483   5.8e-21   73.6   2.2   1   2     3e-15   2.2e-13   48.6   0.5   332   434     1   105     1   110 0.94 -
83902at50557_37344_0:000f03|STRG.4604.1:0-488|+        -            163 54603at50557         -            483   5.8e-21   73.6   2.2   2   2   5.2e-10   3.8e-08   31.3   0.3   336   400    97   163    96   163 0.84 -
83902at50557_37344_0:000f03|STRG.4604.2:0-488|+        -            163 54603at50557         -            483   5.8e-21   73.6   2.2   1   2     3e-15   2.2e-13   48.6   0.5   332   434     1   105     1   110 0.94 -
83902at50557_37344_0:000f03|STRG.4604.2:0-488|+        -            163 54603at50557         -            483   5.8e-21   73.6   2.2   2   2   5.2e-10   3.8e-08   31.3   0.3   336   400    97   163    96   163 0.84 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 54603at50557         -            483   1.8e-20   72.0  26.6   1   3   1.9e-11   1.4e-09   36.0   5.4    41   201    13   162     7   182 0.67 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 54603at50557         -            483   1.8e-20   72.0  26.6   2   3     0.023       1.6    6.1   0.2   335   403   146   215   138   228 0.64 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 54603at50557         -            483   1.8e-20   72.0  26.6   3   3   3.4e-12   2.5e-10   38.5  12.6    37   220   216   412   209   422 0.84 -
83902at50557_535359_0:00161f|STRG.2694.1:466-981|+     -            172 54603at50557         -            483   2.7e-20   71.4   6.3   1   1   4.1e-21     3e-19   67.9   6.4   295   435    20   169    19   171 0.92 -
83902at50557_535359_0:00161f|STRG.2694.2:555-1070|+    -            172 54603at50557         -            483   2.7e-20   71.4   6.3   1   1   4.1e-21     3e-19   67.9   6.4   295   435    20   169    19   171 0.92 -
8280at50557_168631_0:001eed|STRG.19225.2:286-744|+     -            153 54603at50557         -            483   4.8e-20   70.6  15.4   1   2     2e-18   1.4e-16   59.1  11.2   332   429    22   121     5   121 0.90 -
8280at50557_168631_0:001eed|STRG.19225.2:286-744|+     -            153 54603at50557         -            483   4.8e-20   70.6  15.4   2   2   1.4e-06    0.0001   20.0   0.1    72   116   108   152   107   153 0.92 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 54603at50557         -            483   7.2e-20   70.0  38.4   1   4   1.8e-08   1.3e-06   26.2  18.2   274   434     6   176     3   178 0.88 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 54603at50557         -            483   7.2e-20   70.0  38.4   2   4   2.2e-11   1.6e-09   35.8  13.9    59   200   121   278   117   281 0.82 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 54603at50557         -            483   7.2e-20   70.0  38.4   3   4     2e-07   1.4e-05   22.8   0.3   249   312   266   329   264   334 0.94 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 54603at50557         -            483   7.2e-20   70.0  38.4   4   4   5.7e-06   0.00042   18.0   1.5   260   343   300   389   299   400 0.82 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 54603at50557         -            483     1e-19   69.5   7.2   1   2   8.4e-16   6.1e-14   50.4   0.8   339   444    19   127    13   129 0.87 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 54603at50557         -            483     1e-19   69.5   7.2   2   2   1.9e-07   1.4e-05   22.8   0.9   355   416   129   190   127   219 0.69 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 54603at50557         -            483     1e-19   69.5   7.2   1   2   8.4e-16   6.1e-14   50.4   0.8   339   444    19   127    13   129 0.87 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 54603at50557         -            483     1e-19   69.5   7.2   2   2   1.9e-07   1.4e-05   22.8   0.9   355   416   129   190   127   219 0.69 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 54603at50557         -            483     1e-19   69.5   6.0   1   3   3.2e-09   2.4e-07   28.7   0.9   217   326    20   136    11   136 0.84 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 54603at50557         -            483     1e-19   69.5   6.0   2   3   1.4e-12     1e-10   39.8   0.1   268   438   125   309   118   316 0.82 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 54603at50557         -            483     1e-19   69.5   6.0   3   3    0.0036      0.26    8.8   0.7    56   115   294   355   291   361 0.70 -
83902at50557_1155016_0:000bd3|STRG.11909.1:274-789|+   -            172 54603at50557         -            483   2.4e-19   68.2   6.1   1   1   4.4e-21   3.2e-19   67.8   6.1   327   474    16   172     2   172 0.89 -
8280at50557_113334_0:00096f|STRG.8945.1:913-2133|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   1   3         2   1.5e+02   -0.3   0.1   274   306     4    36     1    41 0.76 -
8280at50557_113334_0:00096f|STRG.8945.1:913-2133|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   2   3   1.5e-15   1.1e-13   49.6   8.2   271   437    53   228    50   245 0.84 -
8280at50557_113334_0:00096f|STRG.8945.1:913-2133|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   3   3     7e-07   5.1e-05   21.0   2.4   250   370   273   402   269   405 0.78 -
8280at50557_113334_0:00096f|STRG.8945.3:890-2110|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   1   3         2   1.5e+02   -0.3   0.1   274   306     4    36     1    41 0.76 -
8280at50557_113334_0:00096f|STRG.8945.3:890-2110|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   2   3   1.5e-15   1.1e-13   49.6   8.2   271   437    53   228    50   245 0.84 -
8280at50557_113334_0:00096f|STRG.8945.3:890-2110|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   3   3     7e-07   5.1e-05   21.0   2.4   250   370   273   402   269   405 0.78 -
8280at50557_113334_0:00096f|STRG.8945.4:922-2142|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   1   3         2   1.5e+02   -0.3   0.1   274   306     4    36     1    41 0.76 -
8280at50557_113334_0:00096f|STRG.8945.4:922-2142|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   2   3   1.5e-15   1.1e-13   49.6   8.2   271   437    53   228    50   245 0.84 -
8280at50557_113334_0:00096f|STRG.8945.4:922-2142|+     -            407 54603at50557         -            483   3.4e-19   67.8  21.8   3   3     7e-07   5.1e-05   21.0   2.4   250   370   273   402   269   405 0.78 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 54603at50557         -            483     4e-19   67.5  26.6   1   3   5.2e-10   3.8e-08   31.3   4.2    64   198     3   126     1   133 0.68 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 54603at50557         -            483     4e-19   67.5  26.6   2   3     0.055         4    4.9   0.1   335   395   113   174   106   184 0.66 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 54603at50557         -            483     4e-19   67.5  26.6   3   3   3.5e-12   2.5e-10   38.5  12.8    36   220   182   379   175   387 0.84 -
109776at50557_83485_0:00245b|STRG.14133.1:20-1036|+    -            339 54603at50557         -            483   4.4e-19   67.4  11.5   1   2   1.1e-08   7.8e-07   27.0   0.1    33   141    48   161    16   171 0.77 -
109776at50557_83485_0:00245b|STRG.14133.1:20-1036|+    -            339 54603at50557         -            483   4.4e-19   67.4  11.5   2   2   2.3e-11   1.7e-09   35.8   7.4   272   412   174   326   163   326 0.83 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   1   4   1.9e-06   0.00014   19.5   6.9   341   439     9   110     3   127 0.69 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   2   4   4.3e-05    0.0031   15.1   5.3   327   418   268   359   226   361 0.80 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   3   4     1e-08   7.6e-07   27.0   2.1    61   146   370   458   367   463 0.82 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   4   4   1.8e-05    0.0013   16.4   1.0   107   183   487   576   461   597 0.64 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   1   4   1.9e-06   0.00014   19.5   6.9   341   439     9   110     3   127 0.69 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   2   4   4.3e-05    0.0031   15.1   5.3   327   418   268   359   226   361 0.80 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   3   4     1e-08   7.6e-07   27.0   2.1    61   146   370   458   367   463 0.82 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 54603at50557         -            483   5.4e-19   67.1  38.3   4   4   1.8e-05    0.0013   16.4   1.0   107   183   487   576   461   597 0.64 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   1   4   6.9e-07     5e-05   21.0   1.4    80   141    83   146    58   152 0.83 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   2   4   5.3e-08   3.8e-06   24.7   0.7    58   140   158   243   152   256 0.57 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   3   4   1.6e-07   1.1e-05   23.1   0.5    55   120   227   295   225   299 0.88 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   4   4   2.1e-05    0.0015   16.2   0.9   270   313   304   347   298   355 0.88 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   1   4   6.9e-07     5e-05   21.0   1.4    80   141    83   146    58   152 0.83 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   2   4   5.3e-08   3.8e-06   24.7   0.7    58   140   158   243   152   256 0.57 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   3   4   1.6e-07   1.1e-05   23.1   0.5    55   120   227   295   225   299 0.88 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   4   4   2.1e-05    0.0015   16.2   0.9   270   313   304   347   298   355 0.88 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   1   4   6.9e-07     5e-05   21.0   1.4    80   141    83   146    58   152 0.83 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   2   4   5.3e-08   3.8e-06   24.7   0.7    58   140   158   243   152   256 0.57 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   3   4   1.6e-07   1.1e-05   23.1   0.5    55   120   227   295   225   299 0.88 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 54603at50557         -            483   5.9e-19   67.0  20.6   4   4   2.1e-05    0.0015   16.2   0.9   270   313   304   347   298   355 0.88 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   1   4   6.9e-07     5e-05   21.0   1.4    80   141    83   146    58   152 0.83 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   2   4   5.3e-08   3.8e-06   24.7   0.7    58   140   158   243   152   256 0.57 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   3   4   1.6e-07   1.1e-05   23.1   0.5    55   120   227   295   225   299 0.88 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 54603at50557         -            483   5.9e-19   67.0  20.6   4   4   2.1e-05    0.0015   16.2   0.9   270   313   304   347   298   355 0.88 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 54603at50557         -            483   2.2e-18   65.1  20.9   1   4      0.66        48    1.3   0.1   271   305    31    65     4    70 0.60 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 54603at50557         -            483   2.2e-18   65.1  20.9   2   4   1.5e-15   1.1e-13   49.6   8.2   271   437    83   258    81   280 0.84 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 54603at50557         -            483   2.2e-18   65.1  20.9   3   4    0.0044      0.32    8.5   0.1    81   113   299   332   268   333 0.66 -
54603at50557_1155016_0:00616f|STRG.8945.2:976-2193|+   -            406 54603at50557         -            483   2.2e-18   65.1  20.9   4   4   9.9e-06   0.00072   17.2   1.1   336   418   300   387   294   404 0.66 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 54603at50557         -            483   3.1e-18   64.6  22.5   1   2   2.7e-12     2e-10   38.9   9.8   333   469    20   165     1   168 0.84 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 54603at50557         -            483   3.1e-18   64.6  22.5   2   2   4.9e-09   3.6e-07   28.1   5.5   295   394   165   273   162   295 0.56 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.2:422-2818|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.2:422-2818|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.2:422-2818|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.2:422-2818|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.3:1203-3599|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.3:1203-3599|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.3:1203-3599|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.3:1203-3599|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.4:1284-3680|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.4:1284-3680|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.4:1284-3680|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.4:1284-3680|+   -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.5:862-3258|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.5:862-3258|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.5:862-3258|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.5:862-3258|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.6:867-3263|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.6:867-3263|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.6:867-3263|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.6:867-3263|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.7:967-3363|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.7:967-3363|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.7:967-3363|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.7:967-3363|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.4876.8:835-3231|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   1   4      0.14        10    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.4876.8:835-3231|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   2   4   3.4e-05    0.0025   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.4876.8:835-3231|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   3   4   5.5e-09     4e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.4876.8:835-3231|+    -            799 54603at50557         -            483   7.8e-18   63.3   2.1   4   4   0.00034     0.024   12.2   0.0   332   414   712   798   696   799 0.75 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   1   4   4.1e-11     3e-09   35.0   5.0   269   435    19   195     4   209 0.84 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   2   4    0.0021      0.15    9.6   1.1    37   114   210   295   204   308 0.73 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   3   4   0.00015     0.011   13.3   0.3    54   118   281   347   279   365 0.79 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   4   4   0.00011    0.0077   13.8   4.5   266   415   377   520   368   521 0.72 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   1   4   4.1e-11     3e-09   35.0   5.0   269   435    19   195     4   209 0.84 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   2   4    0.0021      0.15    9.6   1.1    37   114   210   295   204   308 0.73 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   3   4   0.00015     0.011   13.3   0.3    54   118   281   347   279   365 0.79 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   4   4   0.00011    0.0077   13.8   4.5   266   415   377   520   368   521 0.72 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   1   4   4.1e-11     3e-09   35.0   5.0   269   435    19   195     4   209 0.84 -
