#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
98332at50557_132113_0:00196c|STRG.1244.1:941-1744|+    -            257 98332at50557         -            180   2.7e-98  325.9   0.6   1   1   1.9e-99   1.2e-97  323.7   0.6     1   179     1   208     1   209 0.94 -
68581at50557_168631_0:0016a9|STRG.11708.1:1629-2159|+  -            177 98332at50557         -            180   3.9e-09   35.4   0.0   1   2      0.26        17    4.0   0.0   132   177     1    50     1    53 0.70 -
68581at50557_168631_0:0016a9|STRG.11708.1:1629-2159|+  -            177 98332at50557         -            180   3.9e-09   35.4   0.0   2   2   3.8e-09   2.4e-07   29.5   0.0   130   179   114   169    93   170 0.83 -
68581at50557_168631_0:0016a9|STRG.11708.2:1629-2159|+  -            177 98332at50557         -            180   3.9e-09   35.4   0.0   1   2      0.26        17    4.0   0.0   132   177     1    50     1    53 0.70 -
68581at50557_168631_0:0016a9|STRG.11708.2:1629-2159|+  -            177 98332at50557         -            180   3.9e-09   35.4   0.0   2   2   3.8e-09   2.4e-07   29.5   0.0   130   179   114   169    93   170 0.83 -
68581at50557_168631_0:0016a9|STRG.11708.4:1278-1808|+  -            177 98332at50557         -            180   3.9e-09   35.4   0.0   1   2      0.26        17    4.0   0.0   132   177     1    50     1    53 0.70 -
68581at50557_168631_0:0016a9|STRG.11708.4:1278-1808|+  -            177 98332at50557         -            180   3.9e-09   35.4   0.0   2   2   3.8e-09   2.4e-07   29.5   0.0   130   179   114   169    93   170 0.83 -
98332at50557_37001_0:001c0d|STRG.3261.10:8396-8668|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.10:8396-8668|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.11:2763-3035|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.11:2763-3035|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.12:2603-2875|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.12:2603-2875|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.13:2651-2923|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.13:2651-2923|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.14:8420-8692|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.14:8420-8692|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.15:8353-8625|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.15:8353-8625|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.16:7855-8127|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.16:7855-8127|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.17:1912-2184|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.17:1912-2184|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.18:1744-2016|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.18:1744-2016|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.19:2777-3049|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.19:2777-3049|+   -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.1:3283-3555|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.1:3283-3555|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.2:9049-9321|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.2:9049-9321|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.3:13807-14079|+  -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.3:13807-14079|+  -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.4:8424-8696|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.4:8424-8696|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.5:8457-8729|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.5:8457-8729|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.6:8562-8834|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.6:8562-8834|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.7:8208-8480|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.7:8208-8480|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.8:8670-8942|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.8:8670-8942|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_37001_0:001c0d|STRG.3261.9:8408-8680|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   1   2     0.027       1.8    7.2   0.0    27    51     2    29     1    39 0.64 -
98332at50557_37001_0:001c0d|STRG.3261.9:8408-8680|+    -             91 98332at50557         -            180   3.9e-09   35.4   0.1   2   2   2.5e-08   1.6e-06   26.8   0.0   131   177    43    91    35    91 0.91 -
98332at50557_1155016_0:002d21|STRG.18883.1:1714-1872|+ -             53 98332at50557         -            180   4.8e-09   35.1   0.0   1   1   7.8e-11   5.1e-09   35.0   0.0   132   178     2    50     1    52 0.90 -
98332at50557_1155016_0:002d21|STRG.18883.2:3300-3458|+ -             53 98332at50557         -            180   4.8e-09   35.1   0.0   1   1   7.8e-11   5.1e-09   35.0   0.0   132   178     2    50     1    52 0.90 -
98332at50557_197043_0:002812|STRG.2100.1:3276-3449|+   -             58 98332at50557         -            180     7e-09   34.6   0.0   1   1   1.2e-10   8.1e-09   34.4   0.0   132   178     5    53     2    55 0.89 -
98332at50557_197043_0:002812|STRG.2100.2:2614-2787|+   -             58 98332at50557         -            180     7e-09   34.6   0.0   1   1   1.2e-10   8.1e-09   34.4   0.0   132   178     5    53     2    55 0.89 -
98332at50557_197043_0:002812|STRG.2100.3:4781-4954|+   -             58 98332at50557         -            180     7e-09   34.6   0.0   1   1   1.2e-10   8.1e-09   34.4   0.0   132   178     5    53     2    55 0.89 -
98332at50557_197043_0:002812|STRG.2100.4:4781-4954|+   -             58 98332at50557         -            180     7e-09   34.6   0.0   1   1   1.2e-10   8.1e-09   34.4   0.0   132   178     5    53     2    55 0.89 -
98332at50557_197043_0:002812|STRG.2100.5:3077-3250|+   -             58 98332at50557         -            180     7e-09   34.6   0.0   1   1   1.2e-10   8.1e-09   34.4   0.0   132   178     5    53     2    55 0.89 -
98332at50557_1155016_0:002d21|STRG.10371.1:3196-3348|+ -             51 98332at50557         -            180   1.9e-08   33.2   0.2   1   1     3e-10     2e-08   33.1   0.2   130   177     2    51     1    51 0.85 -
98332at50557_1155016_0:002d21|STRG.10371.2:1867-2019|+ -             51 98332at50557         -            180   1.9e-08   33.2   0.2   1   1     3e-10     2e-08   33.1   0.2   130   177     2    51     1    51 0.85 -
98332at50557_1155016_0:002d21|STRG.10371.3:1864-2016|+ -             51 98332at50557         -            180   1.9e-08   33.2   0.2   1   1     3e-10     2e-08   33.1   0.2   130   177     2    51     1    51 0.85 -
98332at50557_1155016_0:002d21|STRG.10371.4:378-530|+   -             51 98332at50557         -            180   1.9e-08   33.2   0.2   1   1     3e-10     2e-08   33.1   0.2   130   177     2    51     1    51 0.85 -
98332at50557_1155016_0:002d21|STRG.10371.5:431-583|+   -             51 98332at50557         -            180   1.9e-08   33.2   0.2   1   1     3e-10     2e-08   33.1   0.2   130   177     2    51     1    51 0.85 -
96740at50557_34720_0:001539|STRG.2373.5:557-1525|+     -            323 98332at50557         -            180   6.8e-08   31.4   0.1   1   2   1.6e-05    0.0011   17.7   0.0   132   180    76   127    69   127 0.86 -
96740at50557_34720_0:001539|STRG.2373.5:557-1525|+     -            323 98332at50557         -            180   6.8e-08   31.4   0.1   2   2    0.0013     0.084   11.5   0.0   132   177   226   275   220   278 0.75 -
98332at50557_166361_0:0021b3|STRG.11708.3:1615-2004|+  -            130 98332at50557         -            180     1e-07   30.8   0.0   1   1   2.5e-09   1.6e-07   30.1   0.0   130   178    75   129    49   130 0.84 -
68581at50557_104452_0:00171a|STRG.1859.1:1041-1451|+   -            137 98332at50557         -            180   1.4e-07   30.3   0.0   1   1   3.4e-09   2.2e-07   29.7   0.0   130   178    12    63     6    65 0.89 -
68581at50557_104452_0:00171a|STRG.1859.2:2128-2538|+   -            137 98332at50557         -            180   1.4e-07   30.3   0.0   1   1   3.4e-09   2.2e-07   29.7   0.0   130   178    12    63     6    65 0.89 -
71152at50557_103372_0:00095c|STRG.2248.1:83-1495|+     -            471 98332at50557         -            180   2.9e-07   29.3   0.0   1   1   9.9e-09   6.5e-07   28.2   0.0   130   178   413   464   408   466 0.87 -
98332at50557_13164_0:002b29|STRG.8283.1:488-907|+      -            140 98332at50557         -            180   5.1e-07   28.5   0.0   1   2   3.1e-05     0.002   16.8   0.1   132   177     1    50     1    53 0.80 -
98332at50557_13164_0:002b29|STRG.8283.1:488-907|+      -            140 98332at50557         -            180   5.1e-07   28.5   0.0   2   2    0.0059      0.38    9.4   0.0    57   108    83   140    37   140 0.76 -
98332at50557_13164_0:002b29|STRG.8283.2:548-967|+      -            140 98332at50557         -            180   5.1e-07   28.5   0.0   1   2   3.1e-05     0.002   16.8   0.1   132   177     1    50     1    53 0.80 -
98332at50557_13164_0:002b29|STRG.8283.2:548-967|+      -            140 98332at50557         -            180   5.1e-07   28.5   0.0   2   2    0.0059      0.38    9.4   0.0    57   108    83   140    37   140 0.76 -
98332at50557_1629725_0:002182|STRG.2578.1:6690-6977|+  -             96 98332at50557         -            180   7.7e-07   27.9   0.0   1   1   9.7e-08   6.3e-06   24.9   0.0    44   122     3    91     1    96 0.77 -
98332at50557_1629725_0:002182|STRG.2578.2:6717-7004|+  -             96 98332at50557         -            180   7.7e-07   27.9   0.0   1   1   9.7e-08   6.3e-06   24.9   0.0    44   122     3    91     1    96 0.77 -
30640at50557_103372_0:0017a1|STRG.16073.1:0-2381|+     -            794 98332at50557         -            180   8.5e-07   27.8   0.0   1   1   3.6e-08   2.3e-06   26.3   0.0   130   178   532   582   491   584 0.85 -
30640at50557_103372_0:0017a1|STRG.16073.2:256-2637|+   -            794 98332at50557         -            180   8.5e-07   27.8   0.0   1   1   3.6e-08   2.3e-06   26.3   0.0   130   178   532   582   491   584 0.85 -
98332at50557_77166_0:00193f|STRG.12566.1:608-1150|+    -            181 98332at50557         -            180   1.2e-06   27.3   0.0   1   2     0.083       5.4    5.6   0.0   139   177     2    43     1    46 0.78 -
98332at50557_77166_0:00193f|STRG.12566.1:608-1150|+    -            181 98332at50557         -            180   1.2e-06   27.3   0.0   2   2   3.6e-06   0.00023   19.8   0.0   123   177   127   181   113   181 0.81 -
68581at50557_45779_0:003c15|STRG.10990.1:2629-2763|+   -             45 98332at50557         -            180   2.5e-06   26.3   0.0   1   1     4e-08   2.6e-06   26.2   0.0   134   176     1    45     1    45 0.89 -
68581at50557_45779_0:003c15|STRG.10990.2:2937-3071|+   -             45 98332at50557         -            180   2.5e-06   26.3   0.0   1   1     4e-08   2.6e-06   26.2   0.0   134   176     1    45     1    45 0.89 -
68581at50557_45779_0:003c15|STRG.10140.1:1761-1901|+   -             47 98332at50557         -            180   3.4e-06   25.8   0.1   1   1   5.6e-08   3.6e-06   25.7   0.1   134   177     1    46     1    47 0.89 -
68581at50557_45779_0:003c15|STRG.10140.2:1318-1458|+   -             47 98332at50557         -            180   3.4e-06   25.8   0.1   1   1   5.6e-08   3.6e-06   25.7   0.1   134   177     1    46     1    47 0.89 -
68581at50557_45779_0:003c15|STRG.10140.3:1376-1516|+   -             47 98332at50557         -            180   3.4e-06   25.8   0.1   1   1   5.6e-08   3.6e-06   25.7   0.1   134   177     1    46     1    47 0.89 -
68581at50557_45779_0:003c15|STRG.10140.4:1462-1602|+   -             47 98332at50557         -            180   3.4e-06   25.8   0.1   1   1   5.6e-08   3.6e-06   25.7   0.1   134   177     1    46     1    47 0.89 -
68581at50557_45779_0:003c15|STRG.10140.5:1465-1605|+   -             47 98332at50557         -            180   3.4e-06   25.8   0.1   1   1   5.6e-08   3.6e-06   25.7   0.1   134   177     1    46     1    47 0.89 -
19423at50557_144034_0:001c3e|STRG.2307.1:668-3679|+    -           1004 98332at50557         -            180   4.9e-06   25.3   0.0   1   1   1.4e-07   9.1e-06   24.4   0.0   130   178   945  1000   936  1002 0.81 -
19423at50557_144034_0:001c3e|STRG.2307.2:668-3748|+    -           1027 98332at50557         -            180   5.1e-06   25.2   0.0   1   1   1.5e-07   9.7e-06   24.3   0.0   130   178   968  1023   960  1025 0.81 -
98332at50557_1629725_0:002182|STRG.5440.1:3108-3359|+  -             84 98332at50557         -            180   8.5e-06   24.5   0.0   1   1   1.9e-06   0.00013   20.7   0.0    46    91     7    62     3    83 0.77 -
98332at50557_1155016_0:002d21|STRG.17950.1:469-612|+   -             48 98332at50557         -            180   9.2e-06   24.4   0.0   1   1   1.5e-07   9.7e-06   24.3   0.0   132   173     2    48     1    48 0.82 -
96740at50557_34720_0:001539|STRG.2373.2:807-1685|+     -            293 98332at50557         -            180    0.0001   21.0   0.2   1   2    0.0011     0.072   11.7   0.0   132   177   126   175   120   178 0.75 -
96740at50557_34720_0:001539|STRG.2373.2:807-1685|+     -            293 98332at50557         -            180    0.0001   21.0   0.2   2   2     0.034       2.2    6.9   0.0   132   177   234   285   223   288 0.72 -
31374at50557_286306_0:0033df|STRG.4406.1:393-2333|+    -            647 98332at50557         -            180   0.00011   20.9   0.1   1   1   5.7e-06   0.00037   19.2   0.0   129   179     8    63     4    64 0.82 -
98332at50557_1218281_0:000683|STRG.10694.1:1342-1491|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
98332at50557_1218281_0:000683|STRG.10694.2:2039-2188|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
98332at50557_1218281_0:000683|STRG.10694.3:1342-1491|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
98332at50557_1218281_0:000683|STRG.10694.4:1769-1918|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
98332at50557_1218281_0:000683|STRG.10694.5:1733-1882|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
98332at50557_1218281_0:000683|STRG.10694.8:1152-1301|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
98332at50557_1218281_0:000683|STRG.10694.9:2302-2451|+ -             50 98332at50557         -            180   0.00024   19.8   0.0   1   1   4.1e-06   0.00026   19.7   0.0   130   164     3    43     1    49 0.77 -
35377at50557_103372_0:001618|STRG.8165.1:686-2290|+    -            535 98332at50557         -            180   0.00026   19.7   0.0   1   1   1.2e-05   0.00079   18.1   0.0   129   178     5    59     1    61 0.81 -
68581at50557_29031_0:00220d|STRG.9346.1:994-1248|+     -             85 98332at50557         -            180   0.00056   18.6   0.0   1   1   8.9e-06   0.00058   18.6   0.0   129   174    35    85    15    85 0.79 -
68581at50557_29031_0:00220d|STRG.9346.2:645-899|+      -             85 98332at50557         -            180   0.00056   18.6   0.0   1   1   8.9e-06   0.00058   18.6   0.0   129   174    35    85    15    85 0.79 -
98332at50557_7004_0:00518d|STRG.19098.1:1914-2168|+    -             85 98332at50557         -            180    0.0013   17.4   0.0   1   1     2e-05    0.0013   17.4   0.0    55   110    21    83     1    85 0.75 -
98332at50557_7004_0:00518d|STRG.19098.2:1627-1881|+    -             85 98332at50557         -            180    0.0013   17.4   0.0   1   1     2e-05    0.0013   17.4   0.0    55   110    21    83     1    85 0.75 -
98332at50557_7004_0:00518d|STRG.19098.3:2120-2374|+    -             85 98332at50557         -            180    0.0013   17.4   0.0   1   1     2e-05    0.0013   17.4   0.0    55   110    21    83     1    85 0.75 -
98332at50557_7004_0:00518d|STRG.19098.4:1169-1423|+    -             85 98332at50557         -            180    0.0013   17.4   0.0   1   1     2e-05    0.0013   17.4   0.0    55   110    21    83     1    85 0.75 -
91571at50557_143948_0:002f00|STRG.2761.1:4651-4833|+   -             61 98332at50557         -            180    0.0015   17.2   0.0   1   1   2.3e-05    0.0015   17.2   0.0   131   169     7    48     2    59 0.72 -
91571at50557_143948_0:002f00|STRG.2761.2:4393-4575|+   -             61 98332at50557         -            180    0.0015   17.2   0.0   1   1   2.3e-05    0.0015   17.2   0.0   131   169     7    48     2    59 0.72 -
91571at50557_133901_0:002632|STRG.9534.4:822-1304|+    -            161 98332at50557         -            180    0.0038   15.9   0.0   1   1   0.00013    0.0082   14.8   0.0   128   165    97   142    89   159 0.65 -
76830at50557_103372_0:000e32|STRG.19646.2:51-1466|+    -            472 98332at50557         -            180    0.0057   15.3   0.0   1   1   0.00014    0.0092   14.6   0.0   131   177   261   311   241   314 0.83 -
76830at50557_103372_0:000e32|STRG.19646.1:119-1597|+   -            493 98332at50557         -            180    0.0058   15.3   0.0   1   1   0.00015    0.0098   14.5   0.0   131   177   282   332   262   335 0.83 -
78158at50557_520822_0:0011dd|STRG.18371.2:0-1637|+     -            546 98332at50557         -            180     0.006   15.2   0.0   1   1     0.002      0.13   10.9   0.0    39   116   359   449   335   472 0.75 -
78158at50557_520822_0:0011dd|STRG.18371.1:0-1721|+     -            546 98332at50557         -            180    0.0061   15.2   0.0   1   1     0.002      0.13   10.9   0.0    39   116   359   449   335   472 0.75 -
54067at50557_168631_0:001e78|STRG.19728.1:685-924|+    -             80 98332at50557         -            180     0.024   13.3   0.0   1   1    0.0047      0.31    9.7   0.0    44    81    32    79    22    80 0.65 -
54067at50557_168631_0:001e78|STRG.19728.2:685-924|+    -             80 98332at50557         -            180     0.024   13.3   0.0   1   1    0.0047      0.31    9.7   0.0    44    81    32    79    22    80 0.65 -
15573at50557_103372_0:00195a|STRG.1238.4:11-1496|+     -            492 98332at50557         -            180      0.11   11.2   0.0   1   1    0.0034      0.22   10.1   0.0   128   178   436   489   425   491 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/98332at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/98332at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/98332at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:10:59 2024
# [ok]
