#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.7653.1:0-851|+        -            284 83902at50557         -            211  2.8e-106  352.7  11.0   1   1  1.6e-107  1.2e-105  350.6  11.0     1   211    15   256    15   256 0.93 -
54603at50557_116153_0:001d7a|STRG.19225.2:848-1714|+   -            289 83902at50557         -            211   3.9e-20   71.2  14.9   2   2   1.2e-16   9.3e-15   53.6   5.5    33   172   139   289   133   289 0.87 -
83902at50557_7165_0:002695|STRG.13617.1:135-680|+      -            182 83902at50557         -            211   8.1e-20   70.2   3.8   1   2   0.00011    0.0082   14.6   0.0   134   184    22    73    16    83 0.87 -
83902at50557_7165_0:002695|STRG.13617.1:135-680|+      -            182 83902at50557         -            211   8.1e-20   70.2   3.8   2   2   3.1e-17   2.4e-15   55.6   1.6    82   178    84   182    77   182 0.93 -
54603at50557_13249_0:001070|STRG.15215.2:267-1484|+    -            406 83902at50557         -            211   1.5e-19   69.3  30.4   1   4   8.6e-07   6.5e-05   21.5   4.1   104   182     5    85     1   105 0.80 -
54603at50557_13249_0:001070|STRG.15215.2:267-1484|+    -            406 83902at50557         -            211   1.5e-19   69.3  30.4   2   4       6.9   5.2e+02   -1.1   0.1    50    69   106   125    84   129 0.73 -
54603at50557_13249_0:001070|STRG.15215.2:267-1484|+    -            406 83902at50557         -            211   1.5e-19   69.3  30.4   3   4   6.3e-08   4.7e-06   25.2  10.7    31   179   132   283   102   285 0.82 -
54603at50557_13249_0:001070|STRG.15215.2:267-1484|+    -            406 83902at50557         -            211   1.5e-19   69.3  30.4   4   4   2.6e-11   1.9e-09   36.3   2.7    33   178   266   406   261   406 0.87 -
83902at50557_54969_0:002595|STRG.4605.1:919-1383|+     -            155 83902at50557         -            211   1.6e-18   66.0   3.9   1   1   1.2e-17   8.7e-16   57.0   3.2    32   150    26   153    17   155 0.65 -
8280at50557_168631_0:001eed|STRG.19225.2:286-744|+     -            153 83902at50557         -            211   6.5e-18   64.0  11.2   1   2   5.2e-06   0.00039   18.9   2.1    38    85     6    53     2    54 0.94 -
8280at50557_168631_0:001eed|STRG.19225.2:286-744|+     -            153 83902at50557         -            211   6.5e-18   64.0  11.2   2   2   4.8e-10   3.6e-08   32.1   0.2    33    85    93   145    91   149 0.93 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   1   9      0.13       9.7    4.6   0.1   138   175    65   103    39   112 0.67 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   2   9   2.7e-05     0.002   16.6   3.1    43   180    76   214    63   220 0.77 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   3   9   1.4e-05    0.0011   17.5   7.0    28   153   143   284   125   290 0.79 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   4   9   1.3e-07     1e-05   24.1   7.6    37   184   200   364   196   366 0.79 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   5   9   7.5e-10   5.6e-08   31.5   4.3    30   172   291   447   281   451 0.84 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   6   9     0.099       7.4    5.0   1.7    97   179   439   523   433   560 0.71 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   7   9       1.8   1.3e+02    0.9   0.2    35    71   530   567   509   586 0.56 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   8   9   4.1e-06    0.0003   19.3   2.4   105   175   715   790   704   800 0.84 -
25718at50557_2015173_0:002260|STRG.12948.1:406-2958|+  -            851 83902at50557         -            211   1.8e-17   62.5  43.5   9   9     4e-05     0.003   16.1   1.5    89   172   747   835   747   847 0.78 -
109776at50557_7176_0:003c1e|STRG.20601.1:340-966|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   1   2   4.8e-14   3.6e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.20601.1:340-966|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   2   2     2e-05    0.0015   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.20601.2:283-909|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   1   2   4.8e-14   3.6e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.20601.2:283-909|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   2   2     2e-05    0.0015   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.20601.3:283-909|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   1   2   4.8e-14   3.6e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.20601.3:283-909|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   2   2     2e-05    0.0015   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.20601.4:283-909|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   1   2   4.8e-14   3.6e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.20601.4:283-909|+     -            209 83902at50557         -            211   7.4e-17   60.5   4.8   2   2     2e-05    0.0015   17.0   0.3   138   184   146   191   145   202 0.89 -
83902at50557_535359_0:00161f|STRG.2694.1:466-981|+     -            172 83902at50557         -            211   8.2e-17   60.4   4.7   1   1   1.3e-16   9.7e-15   53.6   4.7    41   176    26   172    21   172 0.87 -
83902at50557_535359_0:00161f|STRG.2694.2:555-1070|+    -            172 83902at50557         -            211   8.2e-17   60.4   4.7   1   1   1.3e-16   9.7e-15   53.6   4.7    41   176    26   172    21   172 0.87 -
83902at50557_37344_0:000f03|STRG.4604.1:0-488|+        -            163 83902at50557         -            211     2e-16   59.1   1.4   1   1   1.3e-16   9.6e-15   53.6   1.4    32   184     2   163     1   163 0.89 -
83902at50557_37344_0:000f03|STRG.4604.2:0-488|+        -            163 83902at50557         -            211     2e-16   59.1   1.4   1   1   1.3e-16   9.6e-15   53.6   1.4    32   184     2   163     1   163 0.89 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 83902at50557         -            211   2.4e-16   58.8   4.7   1   3   4.4e-08   3.3e-06   25.7   0.1   126   185    21    84     3    92 0.79 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 83902at50557         -            211   2.4e-16   58.8   4.7   2   3   1.2e-06   9.2e-05   21.0   0.1    38    84    89   135    83   136 0.90 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 83902at50557         -            211   2.4e-16   58.8   4.7   3   3   5.8e-05    0.0044   15.5   0.2    36    85   133   181   128   231 0.76 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 83902at50557         -            211   2.4e-16   58.8   4.7   1   3   4.4e-08   3.3e-06   25.7   0.1   126   185    21    84     3    92 0.79 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 83902at50557         -            211   2.4e-16   58.8   4.7   2   3   1.2e-06   9.2e-05   21.0   0.1    38    84    89   135    83   136 0.90 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 83902at50557         -            211   2.4e-16   58.8   4.7   3   3   5.8e-05    0.0044   15.5   0.2    36    85   133   181   128   231 0.76 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 83902at50557         -            211   3.1e-16   58.5  35.0   1   4     0.016       1.2    7.6   0.3   138   179    24    66     5    70 0.76 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 83902at50557         -            211   3.1e-16   58.5  35.0   2   4   4.2e-05    0.0031   16.0   1.1    32    71    70   110    66   125 0.85 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 83902at50557         -            211   3.1e-16   58.5  35.0   3   4   3.7e-09   2.8e-07   29.2  14.6    29   205   138   329   122   331 0.82 -
25718at50557_197043_0:00510d|STRG.13774.1:881-2146|+   -            422 83902at50557         -            211   3.1e-16   58.5  35.0   4   4   0.00022     0.017   13.6   0.8    34    82   338   391   327   396 0.77 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 83902at50557         -            211   3.7e-16   58.2  18.4   1   4   2.2e-05    0.0017   16.9   0.6    96   181     2    92     1   100 0.86 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 83902at50557         -            211   3.7e-16   58.2  18.4   2   4    0.0038      0.28    9.6   0.1    88   160    66   139    63   149 0.86 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 83902at50557         -            211   3.7e-16   58.2  18.4   3   4   2.3e-10   1.7e-08   33.2   3.2    33   182   118   284   101   288 0.79 -
25718at50557_1629725_0:002070|STRG.5024.1:1-1158|+     -            386 83902at50557         -            211   3.7e-16   58.2  18.4   4   4   1.3e-06   9.5e-05   20.9   1.5    82   179   274   376   274   384 0.87 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 83902at50557         -            211   3.8e-16   58.2  19.9   1   3    0.0019      0.14   10.6   0.6    35    71    85   122    77   133 0.90 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 83902at50557         -            211   3.8e-16   58.2  19.9   2   3   5.7e-13   4.3e-11   41.7   4.2    36   180   134   296   121   299 0.81 -
8280at50557_7200_0:000e97|STRG.15612.1:1547-2626|+     -            360 83902at50557         -            211   3.8e-16   58.2  19.9   3   3   5.1e-05    0.0038   15.7   1.0    34    76   304   347   302   357 0.87 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 83902at50557         -            211   3.8e-16   58.2  19.9   1   3    0.0019      0.14   10.6   0.6    35    71    85   122    77   133 0.90 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 83902at50557         -            211   3.8e-16   58.2  19.9   2   3   5.7e-13   4.3e-11   41.7   4.2    36   180   134   296   121   299 0.81 -
8280at50557_7200_0:000e97|STRG.15612.2:657-1736|+      -            360 83902at50557         -            211   3.8e-16   58.2  19.9   3   3   5.1e-05    0.0038   15.7   1.0    34    76   304   347   302   357 0.87 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 83902at50557         -            211   3.8e-16   58.2  19.9   1   3    0.0019      0.14   10.6   0.6    35    71    85   122    77   133 0.90 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 83902at50557         -            211   3.8e-16   58.2  19.9   2   3   5.7e-13   4.3e-11   41.7   4.2    36   180   134   296   121   299 0.81 -
8280at50557_7200_0:000e97|STRG.15612.3:727-1806|+      -            360 83902at50557         -            211   3.8e-16   58.2  19.9   3   3   5.1e-05    0.0038   15.7   1.0    34    76   304   347   302   357 0.87 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 83902at50557         -            211   3.8e-16   58.2  19.9   1   3    0.0019      0.14   10.6   0.6    35    71    85   122    77   133 0.90 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 83902at50557         -            211   3.8e-16   58.2  19.9   2   3   5.7e-13   4.3e-11   41.7   4.2    36   180   134   296   121   299 0.81 -
8280at50557_7200_0:000e97|STRG.15612.4:1589-2668|+     -            360 83902at50557         -            211   3.8e-16   58.2  19.9   3   3   5.1e-05    0.0038   15.7   1.0    34    76   304   347   302   357 0.87 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 83902at50557         -            211   4.6e-16   57.9   9.2   1   4      0.19        14    4.0   0.0    34    72    31    70    15    76 0.82 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 83902at50557         -            211   4.6e-16   57.9   9.2   2   4     1e-09   7.8e-08   31.0   0.4    75   136   101   167    76   192 0.69 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 83902at50557         -            211   4.6e-16   57.9   9.2   3   4   5.7e-05    0.0043   15.5   0.1    82   174   184   282   172   288 0.78 -
7376at50557_38123_0:000ed3|STRG.11284.1:478-1575|+     -            366 83902at50557         -            211   4.6e-16   57.9   9.2   4   4     0.014       1.1    7.7   0.5    93   175   268   356   242   362 0.65 -
8280at50557_7160_0:00112a|STRG.11972.1:1069-2253|+     -            395 83902at50557         -            211   2.3e-15   55.6  12.8   1   2   7.7e-09   5.8e-07   28.2   0.3    91   179    21   114     3   124 0.85 -
8280at50557_7160_0:00112a|STRG.11972.1:1069-2253|+     -            395 83902at50557         -            211   2.3e-15   55.6  12.8   2   2     2e-09   1.5e-07   30.1   7.3    36   186   124   289   119   304 0.74 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 83902at50557         -            211     4e-15   54.8  22.0   1   3       4.3   3.2e+02   -0.4   0.3    46    69    39    62     5    67 0.69 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 83902at50557         -            211     4e-15   54.8  22.0   2   3   1.4e-07     1e-05   24.1  11.7    31   179    69   220    39   221 0.82 -
8280at50557_74869_0:001108|STRG.15215.1:128-1273|+     -            382 83902at50557         -            211     4e-15   54.8  22.0   3   3   1.8e-11   1.3e-09   36.8   3.9    33   178   203   343   200   380 0.76 -
109776at50557_199890_0:001686|STRG.5337.1:238-738|+    -            167 83902at50557         -            211   3.4e-14   51.8   6.5   1   3     8e-08     6e-06   24.9   0.1   136   182    16    62     5    70 0.89 -
109776at50557_199890_0:001686|STRG.5337.1:238-738|+    -            167 83902at50557         -            211   3.4e-14   51.8   6.5   2   3    0.0083      0.62    8.5   0.1    35    72    67   103    63   108 0.88 -
109776at50557_199890_0:001686|STRG.5337.1:238-738|+    -            167 83902at50557         -            211   3.4e-14   51.8   6.5   3   3   9.2e-07   6.9e-05   21.4   0.2    31    84   109   162   104   167 0.90 -
109776at50557_199890_0:001686|STRG.5337.2:238-738|+    -            167 83902at50557         -            211   3.4e-14   51.8   6.5   1   3     8e-08     6e-06   24.9   0.1   136   182    16    62     5    70 0.89 -
109776at50557_199890_0:001686|STRG.5337.2:238-738|+    -            167 83902at50557         -            211   3.4e-14   51.8   6.5   2   3    0.0083      0.62    8.5   0.1    35    72    67   103    63   108 0.88 -
109776at50557_199890_0:001686|STRG.5337.2:238-738|+    -            167 83902at50557         -            211   3.4e-14   51.8   6.5   3   3   9.2e-07   6.9e-05   21.4   0.2    31    84   109   162   104   167 0.90 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   1   5      0.07       5.3    5.4   0.1   129   178     7    57     4    63 0.78 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   2   5     8e-06    0.0006   18.3   4.0    38   157    94   227    86   252 0.56 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   3   5   1.5e-06   0.00011   20.7   0.6    29   111   255   348   245   353 0.78 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   4   5   3.3e-05    0.0024   16.3   0.6    95   205   356   476   351   481 0.75 -
8280at50557_74869_0:001375|STRG.3776.1:236-1798|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   5   5     0.059       4.4    5.7   1.4    32    69   480   519   460   521 0.63 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   1   5      0.07       5.3    5.4   0.1   129   178     7    57     4    63 0.78 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   2   5     8e-06    0.0006   18.3   4.0    38   157    94   227    86   252 0.56 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   3   5   1.5e-06   0.00011   20.7   0.6    29   111   255   348   245   353 0.78 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   4   5   3.3e-05    0.0024   16.3   0.6    95   205   356   476   351   481 0.75 -
8280at50557_74869_0:001375|STRG.3776.2:442-2004|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   5   5     0.059       4.4    5.7   1.4    32    69   480   519   460   521 0.63 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   1   5      0.07       5.3    5.4   0.1   129   178     7    57     4    63 0.78 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   2   5     8e-06    0.0006   18.3   4.0    38   157    94   227    86   252 0.56 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   3   5   1.5e-06   0.00011   20.7   0.6    29   111   255   348   245   353 0.78 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   4   5   3.3e-05    0.0024   16.3   0.6    95   205   356   476   351   481 0.75 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 83902at50557         -            211   4.4e-14   51.5  29.1   5   5     0.059       4.4    5.7   1.4    32    69   480   519   460   521 0.63 -
83902at50557_7165_0:002695|STRG.13617.4:135-572|+      -            146 83902at50557         -            211   1.1e-13   50.1   1.9   1   3   7.4e-05    0.0055   15.2   0.0   134   184    22    73    16    81 0.87 -
83902at50557_7165_0:002695|STRG.13617.4:135-572|+      -            146 83902at50557         -            211   1.1e-13   50.1   1.9   2   3   1.1e-07   8.2e-06   24.4   0.0    28    85    46   103    37   104 0.91 -
83902at50557_7165_0:002695|STRG.13617.4:135-572|+      -            146 83902at50557         -            211   1.1e-13   50.1   1.9   3   3   1.2e-06   9.3e-05   21.0   0.1    32    74    96   138    95   145 0.94 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 83902at50557         -            211   1.8e-13   49.5  26.0   1   4   3.1e-08   2.3e-06   26.2   1.1    21    85    16    81     6    88 0.84 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 83902at50557         -            211   1.8e-13   49.5  26.0   2   4       0.5        37    2.7   0.3    29   105   117   200   108   220 0.66 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 83902at50557         -            211   1.8e-13   49.5  26.0   3   4     0.022       1.6    7.1   1.4    90   156   231   301   210   326 0.49 -
25718at50557_13249_0:001bb5|STRG.8949.1:316-1614|+     -            433 83902at50557         -            211   1.8e-13   49.5  26.0   4   4   9.5e-08   7.1e-06   24.6  10.7    34   187   261   424   257   433 0.77 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   1   5   0.00034     0.025   13.0   4.7    69   156    24   112     3   141 0.72 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   2   5   1.8e-05    0.0014   17.1   6.3    41   181   241   385   200   391 0.78 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   3   5   2.8e-05    0.0021   16.5   2.8    68   175   337   451   328   454 0.76 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   4   5     8e-07     6e-05   21.6   2.6    32   134   413   521   402   525 0.80 -
8280at50557_121225_0:0005bf|STRG.14232.1:162-1967|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   5   5     0.011      0.81    8.1   0.0    30    71   529   569   521   578 0.83 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   1   5   0.00034     0.025   13.0   4.7    69   156    24   112     3   141 0.72 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   2   5   1.8e-05    0.0014   17.1   6.3    41   181   241   385   200   391 0.78 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   3   5   2.8e-05    0.0021   16.5   2.8    68   175   337   451   328   454 0.76 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   4   5     8e-07     6e-05   21.6   2.6    32   134   413   521   402   525 0.80 -
8280at50557_121225_0:0005bf|STRG.14232.2:142-1947|+    -            602 83902at50557         -            211   2.7e-13   48.8  32.1   5   5     0.011      0.81    8.1   0.0    30    71   529   569   521   578 0.83 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   1   4   2.2e-05    0.0017   16.9   0.2    28    72   568   612   553   623 0.87 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   2   4   8.7e-06   0.00065   18.2   0.5    38    86   629   677   621   687 0.77 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   3   4      0.15        11    4.4   0.2    27    69   783   824   751   844 0.52 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   4   4   7.6e-06   0.00057   18.4   0.2    33    86   939   993   925   997 0.87 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   1   4   2.2e-05    0.0017   16.9   0.2    28    72   568   612   553   623 0.87 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   2   4   8.7e-06   0.00065   18.2   0.5    38    86   629   677   621   687 0.77 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   3   4      0.15        11    4.4   0.2    27    69   783   824   751   844 0.52 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 83902at50557         -            211   2.9e-13   48.8  18.2   4   4   7.6e-06   0.00057   18.4   0.2    33    86   939   993   925   997 0.87 -
109776at50557_34740_0:000e9a|STRG.4768.1:63-530|+      -            156 83902at50557         -            211   3.5e-13   48.5   4.0   1   2   1.6e-12   1.2e-10   40.2   4.0    82   179     7   110     2   118 0.89 -
109776at50557_34740_0:000e9a|STRG.4768.1:63-530|+      -            156 83902at50557         -            211   3.5e-13   48.5   4.0   2   2   0.00014      0.01   14.3   0.0    82   134   103   156   103   156 0.92 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 83902at50557         -            211   7.1e-13   47.5  24.8   1   4     3e-07   2.2e-05   23.0   0.6    38    85     1    48     1    54 0.96 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 83902at50557         -            211   7.1e-13   47.5  24.8   2   4      0.42        31    2.9   0.3    28   105    83   167    74   187 0.66 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 83902at50557         -            211   7.1e-13   47.5  24.8   3   4     0.018       1.4    7.4   1.2    90   156   198   268   178   292 0.49 -
25718at50557_13249_0:001bb5|STRG.8949.2:428-1627|+     -            400 83902at50557         -            211   7.1e-13   47.5  24.8   4   4   6.3e-08   4.8e-06   25.2  10.5    34   187   228   391   223   400 0.77 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 83902at50557         -            211   7.8e-13   47.4  20.2   1   3   4.4e-08   3.3e-06   25.7   3.6   100   178     2    84     1   109 0.88 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 83902at50557         -            211   7.8e-13   47.4  20.2   2   3   0.00014     0.011   14.2   1.1    98   178    95   179    87   185 0.85 -
25718at50557_197043_0:00510d|STRG.17572.1:806-2062|+   -            419 83902at50557         -            211   7.8e-13   47.4  20.2   3   3   4.5e-08   3.4e-06   25.7   8.7    31   178   114   273   111   291 0.81 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 83902at50557         -            211   1.5e-12   46.5  14.2   1   3     1e-05   0.00075   18.0   0.9    54   126    11    84     2    85 0.92 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 83902at50557         -            211   1.5e-12   46.5  14.2   2   3   4.3e-09   3.2e-07   29.0   0.7    91   181    73   167    71   176 0.86 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 83902at50557         -            211   1.5e-12   46.5  14.2   3   3   0.00042     0.032   12.7   1.9    94   153   171   234   165   245 0.79 -
109776at50557_378494_0:004f86|STRG.19225.1:1531-1884|+ -            118 83902at50557         -            211   3.7e-12   45.1   2.4   1   2   1.3e-08   9.7e-07   27.5   0.0   132   184    16    68     2    72 0.85 -
109776at50557_378494_0:004f86|STRG.19225.1:1531-1884|+ -            118 83902at50557         -            211   3.7e-12   45.1   2.4   2   2   2.8e-07   2.1e-05   23.1   1.1   100   164    51   118    51   118 0.87 -
83902at50557_1155016_0:000bd3|STRG.11909.1:274-789|+   -            172 83902at50557         -            211   8.7e-12   43.9   4.2   1   2   4.6e-08   3.4e-06   25.7   0.5   124   185    28    94     1   101 0.73 -
83902at50557_1155016_0:000bd3|STRG.11909.1:274-789|+   -            172 83902at50557         -            211   8.7e-12   43.9   4.2   2   2   3.2e-06   0.00024   19.6   0.8    37    85    98   147    91   162 0.66 -
83902at50557_7222_0:0020fe|STRG.5132.1:733-1224|+      -            164 83902at50557         -            211   2.6e-11   42.4   7.8   1   2   4.9e-06   0.00037   19.0   0.3   130   178    24    72    11    77 0.84 -
83902at50557_7222_0:0020fe|STRG.5132.1:733-1224|+      -            164 83902at50557         -            211   2.6e-11   42.4   7.8   2   2   3.7e-08   2.8e-06   26.0   2.0   121   186    88   156    83   162 0.85 -
83902at50557_7222_0:0020fe|STRG.5132.2:733-1224|+      -            164 83902at50557         -            211   2.6e-11   42.4   7.8   1   2   4.9e-06   0.00037   19.0   0.3   130   178    24    72    11    77 0.84 -
83902at50557_7222_0:0020fe|STRG.5132.2:733-1224|+      -            164 83902at50557         -            211   2.6e-11   42.4   7.8   2   2   3.7e-08   2.8e-06   26.0   2.0   121   186    88   156    83   162 0.85 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 83902at50557         -            211   2.7e-11   42.3   4.4   1   4      0.19        15    4.0   0.0   112   136    86   110    24   131 0.65 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 83902at50557         -            211   2.7e-11   42.3   4.4   2   4   0.00046     0.035   12.6   0.0    88   172   251   341   214   345 0.82 -
7376at50557_1507135_0:001a56|STRG.4876.1:695-3091|+    -            799 83902at50557         -            211   2.7e-11   42.3   4.4   3   4   1.7e-05    0.0013   17.2   0.3    18    85   487   560   443   576 0.68 -
