#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.16519.1:383-1480|+  -            366 66691at50557         -            296  1.7e-144  479.5   9.6   1   1  5.8e-146  4.1e-144  478.2   9.6     1   290    15   354    15   359 0.89 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 66691at50557         -            296   8.1e-07   27.5   0.9   1   3     0.022       1.5    6.8   0.3   160   211    13    66     2    92 0.79 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 66691at50557         -            296   8.1e-07   27.5   0.9   2   3   3.5e-05    0.0025   16.0   0.0    23    93    99   168    81   180 0.83 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 66691at50557         -            296   8.1e-07   27.5   0.9   3   3       0.7        50    1.9   0.0    23    53   229   259   191   262 0.82 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 66691at50557         -            296   9.3e-07   27.3   1.9   1   4     0.052       3.7    5.6   0.1   166   204     6    44     1    51 0.65 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 66691at50557         -            296   9.3e-07   27.3   1.9   2   4    0.0062      0.45    8.6   0.2    44    98    68   119    46   124 0.75 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 66691at50557         -            296   9.3e-07   27.3   1.9   3   4     0.063       4.5    5.3   0.0   113   198   171   249   168   255 0.70 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 66691at50557         -            296   9.3e-07   27.3   1.9   4   4      0.35        25    2.9   0.0   117   140   258   281   252   283 0.83 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 66691at50557         -            296   9.5e-07   27.2   0.2   1   1   5.3e-06   0.00038   18.7   0.1    80   193    20   123    12   127 0.84 -
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 66691at50557         -            296     1e-06   27.1   1.6   1   3         9   6.4e+02   -1.8   0.0   121   149   326   354   323   374 0.85 -
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 66691at50557         -            296     1e-06   27.1   1.6   2   3   1.2e-05   0.00082   17.6   0.2    21   196   389   551   370   555 0.82 -
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 66691at50557         -            296     1e-06   27.1   1.6   3   3    0.0052      0.37    8.9   0.1   129   199   533   596   520   607 0.76 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 66691at50557         -            296   1.5e-06   26.5   0.0   1   3      0.13       9.4    4.3   0.0    38    62   224   248   197   284 0.85 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 66691at50557         -            296   1.5e-06   26.5   0.0   2   3   1.2e-05   0.00086   17.5   0.0   122   199   337   407   329   420 0.87 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 66691at50557         -            296   1.5e-06   26.5   0.0   3   3       2.3   1.6e+02    0.2   0.0    17    51   450   481   427   486 0.66 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 66691at50557         -            296   1.7e-06   26.5   0.0   1   3      0.13       9.6    4.2   0.0    38    62   232   256   205   292 0.85 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 66691at50557         -            296   1.7e-06   26.5   0.0   2   3   1.2e-05   0.00088   17.5   0.0   122   199   345   415   337   428 0.87 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 66691at50557         -            296   1.7e-06   26.5   0.0   3   3       2.3   1.7e+02    0.2   0.0    17    51   458   489   435   494 0.66 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 66691at50557         -            296   1.7e-06   26.4  15.5   1   5     0.012      0.86    7.7   0.2   120   207     6    86     3    87 0.85 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 66691at50557         -            296   1.7e-06   26.4  15.5   2   5    0.0075      0.54    8.4   0.2    22    67    83   128    77   143 0.85 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 66691at50557         -            296   1.7e-06   26.4  15.5   3   5     0.015       1.1    7.4   0.9    28    91   131   192   123   198 0.71 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 66691at50557         -            296   1.7e-06   26.4  15.5   4   5    0.0053      0.38    8.9   0.1   157   212   224   280   203   283 0.74 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 66691at50557         -            296   1.7e-06   26.4  15.5   5   5     0.063       4.5    5.3   0.1   123   146   281   304   278   305 0.91 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   1   3   6.5e-07   4.6e-05   21.7   0.0    73   180    11   125     4   155 0.67 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   2   3         8   5.7e+02   -1.6   0.0   161   185   243   267   204   285 0.48 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   3   3       1.2        86    1.1   0.0    25    56   292   323   289   323 0.91 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   1   3   6.5e-07   4.6e-05   21.7   0.0    73   180    11   125     4   155 0.67 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   2   3         8   5.7e+02   -1.6   0.0   161   185   243   267   204   285 0.48 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   3   3       1.2        86    1.1   0.0    25    56   292   323   289   323 0.91 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 66691at50557         -            296   1.7e-06   26.4   0.0   1   3   6.5e-07   4.6e-05   21.7   0.0    73   180    11   125     4   155 0.67 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 66691at50557         -            296   1.7e-06   26.4   0.0   2   3         8   5.7e+02   -1.6   0.0   161   185   243   267   204   285 0.48 -
40115at50557_123851_0:00295a|STRG.15993.4:874-1842|+  -            323 66691at50557         -            296   1.7e-06   26.4   0.0   3   3       1.2        86    1.1   0.0    25    56   292   323   289   323 0.91 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   1   3   6.5e-07   4.6e-05   21.7   0.0    73   180    11   125     4   155 0.67 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   2   3         8   5.7e+02   -1.6   0.0   161   185   243   267   204   285 0.48 -
40115at50557_123851_0:00295a|STRG.15993.5:1781-2749|+ -            323 66691at50557         -            296   1.7e-06   26.4   0.0   3   3       1.2        86    1.1   0.0    25    56   292   323   289   323 0.91 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 66691at50557         -            296   1.7e-06   26.4   0.0   1   3   6.5e-07   4.6e-05   21.7   0.0    73   180    11   125     4   155 0.67 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 66691at50557         -            296   1.7e-06   26.4   0.0   2   3         8   5.7e+02   -1.6   0.0   161   185   243   267   204   285 0.48 -
40115at50557_123851_0:00295a|STRG.15993.6:96-1064|+   -            323 66691at50557         -            296   1.7e-06   26.4   0.0   3   3       1.2        86    1.1   0.0    25    56   292   323   289   323 0.91 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 66691at50557         -            296   1.7e-06   26.4   0.0   1   3   6.5e-07   4.6e-05   21.7   0.0    73   180    11   125     4   155 0.67 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 66691at50557         -            296   1.7e-06   26.4   0.0   2   3         8   5.7e+02   -1.6   0.0   161   185   243   267   204   285 0.48 -
40115at50557_123851_0:00295a|STRG.15993.7:846-1814|+  -            323 66691at50557         -            296   1.7e-06   26.4   0.0   3   3       1.2        86    1.1   0.0    25    56   292   323   289   323 0.91 -
78072at50557_43151_0:001a65|STRG.9442.2:156-980|+     -            275 66691at50557         -            296   2.2e-06   26.0  13.1   1   2   6.9e-06    0.0005   18.3   2.9    23   129    42   149    17   153 0.82 -
78072at50557_43151_0:001a65|STRG.9442.2:156-980|+     -            275 66691at50557         -            296   2.2e-06   26.0  13.1   2   2   0.00028      0.02   13.0   1.6    23    98   192   271   189   273 0.81 -
14512at50557_103372_0:0005b9|STRG.3349.1:363-2942|+   -            860 66691at50557         -            296   5.2e-06   24.8   0.1   1   2     5e-05    0.0036   15.5   0.0    26   198    15   175     9   185 0.78 -
14512at50557_103372_0:0005b9|STRG.3349.1:363-2942|+   -            860 66691at50557         -            296   5.2e-06   24.8   0.1   2   2     0.023       1.7    6.7   0.0   121   145   189   213   184   252 0.85 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 66691at50557         -            296   5.4e-06   24.8   5.1   1   4      0.39        28    2.7   0.0   129   188    68   122    58   155 0.74 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 66691at50557         -            296   5.4e-06   24.8   5.1   2   4       1.6   1.1e+02    0.7   0.0   121   151   191   221   161   233 0.67 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 66691at50557         -            296   5.4e-06   24.8   5.1   3   4     0.082       5.9    5.0   0.0    28    60   232   264   227   342 0.92 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 66691at50557         -            296   5.4e-06   24.8   5.1   4   4   0.00014    0.0099   14.1   1.5    27   138   481   590   445   599 0.73 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 66691at50557         -            296   5.6e-06   24.7   0.1   1   2   5.2e-05    0.0037   15.5   0.0    26   199    15   176    10   186 0.78 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 66691at50557         -            296   5.6e-06   24.7   0.1   2   2     0.024       1.7    6.7   0.0   121   145   189   213   184   252 0.85 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 66691at50557         -            296   6.3e-06   24.5   0.3   1   4    0.0026      0.18    9.9   0.0   122   201    60   133    54   148 0.76 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 66691at50557         -            296   6.3e-06   24.5   0.3   2   4       1.4     1e+02    0.9   0.0   158   199   132   174   130   183 0.80 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 66691at50557         -            296   6.3e-06   24.5   0.3   3   4       2.2   1.6e+02    0.2   0.1    30    59   185   214   174   219 0.72 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 66691at50557         -            296   6.3e-06   24.5   0.3   4   4      0.02       1.4    7.0   0.0    23    96   220   299   214   307 0.63 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 66691at50557         -            296   1.4e-05   23.5   0.4   1   3     0.035       2.5    6.2   0.0   169   201     2    34     1    51 0.76 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 66691at50557         -            296   1.4e-05   23.5   0.4   2   3   0.00056      0.04   12.1   0.1   124   199    48   116    42   121 0.77 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 66691at50557         -            296   1.4e-05   23.5   0.4   3   3      0.26        19    3.3   0.0   160   194   119   154   113   156 0.62 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 66691at50557         -            296   1.4e-05   23.5   0.4   1   3     0.035       2.5    6.2   0.0   169   201     2    34     1    51 0.76 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 66691at50557         -            296   1.4e-05   23.5   0.4   2   3   0.00056      0.04   12.1   0.1   124   199    48   116    42   121 0.77 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 66691at50557         -            296   1.4e-05   23.5   0.4   3   3      0.26        19    3.3   0.0   160   194   119   154   113   156 0.62 -
78072at50557_39758_0:003b38|STRG.8316.1:699-1238|+    -            180 66691at50557         -            296   2.5e-05   22.6   0.6   1   1   5.3e-07   3.8e-05   22.0   0.5    31   140    62   177    43   180 0.72 -
33043at50557_6973_0:0036f9|STRG.8528.1:1860-2495|+    -            212 66691at50557         -            296   3.6e-05   22.1   0.5   1   2      0.24        17    3.4   0.1   118   133    65    80    47   117 0.83 -
33043at50557_6973_0:0036f9|STRG.8528.1:1860-2495|+    -            212 66691at50557         -            296   3.6e-05   22.1   0.5   2   2   2.7e-05    0.0019   16.4   0.0    20    89   132   200   114   211 0.79 -
33043at50557_6973_0:0036f9|STRG.8528.2:1761-2396|+    -            212 66691at50557         -            296   3.6e-05   22.1   0.5   1   2      0.24        17    3.4   0.1   118   133    65    80    47   117 0.83 -
33043at50557_6973_0:0036f9|STRG.8528.2:1761-2396|+    -            212 66691at50557         -            296   3.6e-05   22.1   0.5   2   2   2.7e-05    0.0019   16.4   0.0    20    89   132   200   114   211 0.79 -
78072at50557_43041_0:00104e|STRG.12707.1:742-1380|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   1   2    0.0028       0.2    9.7   0.0   120   148    13    41     8    47 0.92 -
78072at50557_43041_0:00104e|STRG.12707.1:742-1380|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   2   2    0.0022      0.16   10.1   0.1    75   146    56   131    48   138 0.59 -
78072at50557_43041_0:00104e|STRG.12707.2:802-1440|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   1   2    0.0028       0.2    9.7   0.0   120   148    13    41     8    47 0.92 -
78072at50557_43041_0:00104e|STRG.12707.2:802-1440|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   2   2    0.0022      0.16   10.1   0.1    75   146    56   131    48   138 0.59 -
78072at50557_43041_0:00104e|STRG.12707.3:696-1334|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   1   2    0.0028       0.2    9.7   0.0   120   148    13    41     8    47 0.92 -
78072at50557_43041_0:00104e|STRG.12707.3:696-1334|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   2   2    0.0022      0.16   10.1   0.1    75   146    56   131    48   138 0.59 -
78072at50557_43041_0:00104e|STRG.12707.4:638-1276|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   1   2    0.0028       0.2    9.7   0.0   120   148    13    41     8    47 0.92 -
78072at50557_43041_0:00104e|STRG.12707.4:638-1276|+   -            213 66691at50557         -            296   3.7e-05   22.0   0.3   2   2    0.0022      0.16   10.1   0.1    75   146    56   131    48   138 0.59 -
40115at50557_108931_0:001d6b|STRG.8528.1:1347-2495|+  -            383 66691at50557         -            296   3.7e-05   22.0   1.1   1   3      0.85        61    1.6   0.0   107   148    98   139    63   151 0.64 -
40115at50557_108931_0:001d6b|STRG.8528.1:1347-2495|+  -            383 66691at50557         -            296   3.7e-05   22.0   1.1   2   3      0.49        35    2.4   0.1   118   133   236   251   199   287 0.86 -
40115at50557_108931_0:001d6b|STRG.8528.1:1347-2495|+  -            383 66691at50557         -            296   3.7e-05   22.0   1.1   3   3   8.8e-05    0.0063   14.7   0.0    20    89   303   371   288   382 0.79 -
40115at50557_108931_0:001d6b|STRG.8528.2:1248-2396|+  -            383 66691at50557         -            296   3.7e-05   22.0   1.1   1   3      0.85        61    1.6   0.0   107   148    98   139    63   151 0.64 -
40115at50557_108931_0:001d6b|STRG.8528.2:1248-2396|+  -            383 66691at50557         -            296   3.7e-05   22.0   1.1   2   3      0.49        35    2.4   0.1   118   133   236   251   199   287 0.86 -
40115at50557_108931_0:001d6b|STRG.8528.2:1248-2396|+  -            383 66691at50557         -            296   3.7e-05   22.0   1.1   3   3   8.8e-05    0.0063   14.7   0.0    20    89   303   371   288   382 0.79 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 66691at50557         -            296   5.9e-05   21.4   1.1   1   4       2.9   2.1e+02   -0.2   0.0    44    60    18    34    10    42 0.72 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 66691at50557         -            296   5.9e-05   21.4   1.1   2   4     0.016       1.2    7.3   0.0    25    60    41    76    36    83 0.85 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 66691at50557         -            296   5.9e-05   21.4   1.1   3   4    0.0082      0.58    8.2   0.0    25    62    84   121    74   126 0.87 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 66691at50557         -            296   5.9e-05   21.4   1.1   4   4      0.42        30    2.6   0.1    22    56   123   157   121   158 0.90 -
78072at50557_51655_0:000c22|STRG.9442.1:177-725|+     -            183 66691at50557         -            296   7.8e-05   21.0   3.2   1   1   3.4e-06   0.00025   19.3   3.4    23   129    42   149    17   152 0.82 -
65618at50557_535359_0:00103e|STRG.15174.1:2-2998|+    -            853 66691at50557         -            296    0.0002   19.6   0.5   1   3     0.045       3.2    5.8   0.1    20    60   477   517   465   526 0.86 -
65618at50557_535359_0:00103e|STRG.15174.1:2-2998|+    -            853 66691at50557         -            296    0.0002   19.6   0.5   2   3     0.013      0.94    7.6   0.0   117   184   527   592   518   600 0.79 -
65618at50557_535359_0:00103e|STRG.15174.1:2-2998|+    -            853 66691at50557         -            296    0.0002   19.6   0.5   3   3      0.46        33    2.5   0.0   117   136   717   736   669   765 0.81 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 66691at50557         -            296   0.00026   19.2   2.9   1   2     0.014      0.98    7.5   0.0   122   211    73   159    64   164 0.80 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 66691at50557         -            296   0.00026   19.2   2.9   2   2     0.054       3.9    5.5   0.5    20    59   191   230   171   317 0.68 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 66691at50557         -            296   0.00064   18.0   0.4   1   2     0.035       2.5    6.2   0.0    25    60   404   439   399   447 0.87 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 66691at50557         -            296   0.00064   18.0   0.4   2   2    0.0097       0.7    8.0   0.0    16    57   480   521   469   523 0.86 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 66691at50557         -            296   0.00064   18.0   0.4   1   2     0.035       2.5    6.2   0.0    25    60   404   439   399   447 0.87 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 66691at50557         -            296   0.00064   18.0   0.4   2   2    0.0097       0.7    8.0   0.0    16    57   480   521   469   523 0.86 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 66691at50557         -            296   0.00064   18.0   0.4   1   2     0.035       2.5    6.2   0.0    25    60   404   439   399   447 0.87 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 66691at50557         -            296   0.00064   18.0   0.4   2   2    0.0097       0.7    8.0   0.0    16    57   480   521   469   523 0.86 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 66691at50557         -            296   0.00096   17.4   4.1   1   3     0.029         2    6.4   0.0   123   149    12    38     8    88 0.72 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 66691at50557         -            296   0.00096   17.4   4.1   2   3     0.025       1.8    6.6   0.2    25    59    88   122    69   130 0.81 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 66691at50557         -            296   0.00096   17.4   4.1   3   3      0.13       9.2    4.3   0.3    34    97   166   232   151   237 0.57 -
40115at50557_411798_0:002bfa|STRG.4226.1:584-1537|+   -            318 66691at50557         -            296    0.0025   16.0   0.8   1   2   0.00031     0.022   12.9   0.2    25   152    43    79     2   129 0.56 -
40115at50557_411798_0:002bfa|STRG.4226.1:584-1537|+   -            318 66691at50557         -            296    0.0025   16.0   0.8   2   2      0.97        69    1.4   0.1   165   195   134   164    91   178 0.67 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 66691at50557         -            296    0.0026   16.0   0.2   1   2     0.029       2.1    6.4   0.0    28   194     6   162     1   173 0.49 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 66691at50557         -            296    0.0026   16.0   0.2   2   2    0.0041       0.3    9.2   0.1    31   146    92   205    83   208 0.77 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 66691at50557         -            296    0.0028   15.9   0.1   1   1   0.00015     0.011   13.9   0.1    25   142    24   135    19   138 0.68 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 66691at50557         -            296    0.0028   15.9   1.1   1   3       4.3   3.1e+02   -0.7   0.0    76    99    13    35     4    40 0.66 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 66691at50557         -            296    0.0028   15.9   1.1   2   3   3.9e-05    0.0028   15.9   1.1    23   136    60   174    51   179 0.80 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 66691at50557         -            296    0.0028   15.9   1.1   3   3       6.9     5e+02   -1.4   0.0    28    52   261   283   231   286 0.64 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 66691at50557         -            296    0.0028   15.9   1.1   1   3       4.3   3.1e+02   -0.7   0.0    76    99    13    35     4    40 0.66 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 66691at50557         -            296    0.0028   15.9   1.1   2   3   3.9e-05    0.0028   15.9   1.1    23   136    60   174    51   179 0.80 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 66691at50557         -            296    0.0028   15.9   1.1   3   3       6.9     5e+02   -1.4   0.0    28    52   261   283   231   286 0.64 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 66691at50557         -            296    0.0029   15.8   2.8   1   3      0.34        25    2.9   0.0   121   156   223   259   217   271 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 66691at50557         -            296    0.0029   15.8   2.8   2   3    0.0039      0.28    9.3   0.1    24    67   298   341   294   365 0.89 -
43553at50557_103372_0:0013d1|STRG.14268.4:926-2392|+  -            489 66691at50557         -            296    0.0029   15.8   2.8   3   3       1.7   1.2e+02    0.6   0.0    28    60   387   418   374   440 0.73 -
63645at50557_34720_0:0006b0|STRG.9014.1:403-1443|+    -            347 66691at50557         -            296    0.0029   15.8   1.6   1   2       2.7   1.9e+02   -0.0   0.1    33    61   127   156   117   166 0.70 -
63645at50557_34720_0:0006b0|STRG.9014.1:403-1443|+    -            347 66691at50557         -            296    0.0029   15.8   1.6   2   2   0.00018     0.013   13.7   0.2    23    60   264   302   243   336 0.87 -
63645at50557_34720_0:0006b0|STRG.9014.2:400-1440|+    -            347 66691at50557         -            296    0.0029   15.8   1.6   1   2       2.7   1.9e+02   -0.0   0.1    33    61   127   156   117   166 0.70 -
63645at50557_34720_0:0006b0|STRG.9014.2:400-1440|+    -            347 66691at50557         -            296    0.0029   15.8   1.6   2   2   0.00018     0.013   13.7   0.2    23    60   264   302   243   336 0.87 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   1   3      0.41        29    2.6   0.0   121   155   223   258   219   268 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   2   3    0.0049      0.35    9.0   0.6    24    67   298   341   295   414 0.89 -
43553at50557_103372_0:0013d1|STRG.14268.1:371-1903|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   3   3       1.8   1.3e+02    0.5   0.0    28    60   387   418   375   440 0.73 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   1   3      0.41        29    2.6   0.0   121   155   223   258   219   268 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   2   3    0.0049      0.35    9.0   0.6    24    67   298   341   295   414 0.89 -
43553at50557_103372_0:0013d1|STRG.14268.2:345-1877|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   3   3       1.8   1.3e+02    0.5   0.0    28    60   387   418   375   440 0.73 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   1   3      0.41        29    2.6   0.0   121   155   223   258   219   268 0.81 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   2   3    0.0049      0.35    9.0   0.6    24    67   298   341   295   414 0.89 -
43553at50557_103372_0:0013d1|STRG.14268.3:328-1860|+  -            511 66691at50557         -            296    0.0032   15.6   2.9   3   3       1.8   1.3e+02    0.5   0.0    28    60   387   418   375   440 0.73 -
25500at50557_121845_0:000041|STRG.2360.1:143-772|+    -            210 66691at50557         -            296    0.0039   15.4   1.9   1   2      0.32        23    3.0   0.0   115   156    10    52     4    89 0.81 -
25500at50557_121845_0:000041|STRG.2360.1:143-772|+    -            210 66691at50557         -            296    0.0039   15.4   1.9   2   2   0.00075     0.054   11.6   0.6    22    97    94   166    74   174 0.79 -
25500at50557_121845_0:000041|STRG.2360.2:637-1350|+   -            238 66691at50557         -            296    0.0071   14.5   3.4   1   2      0.25        18    3.4   0.1   113   155    36    79     2   114 0.78 -
25500at50557_121845_0:000041|STRG.2360.2:637-1350|+   -            238 66691at50557         -            296    0.0071   14.5   3.4   2   2   0.00095     0.068   11.3   0.6    22    97   122   194   106   204 0.78 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 66691at50557         -            296    0.0077   14.4   0.1   1   3    0.0074      0.53    8.4   0.0    20    61    12    53     5    62 0.77 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 66691at50557         -            296    0.0077   14.4   0.1   2   3       2.8     2e+02   -0.1   0.0   173   200   199   226   188   233 0.86 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 66691at50557         -            296    0.0077   14.4   0.1   3   3       1.9   1.4e+02    0.5   0.0   127   148   247   268   235   272 0.85 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 66691at50557         -            296    0.0079   14.4   1.1   1   3     0.016       1.2    7.3   0.1    26    94    12    81     2    92 0.73 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 66691at50557         -            296    0.0079   14.4   1.1   2   3       1.2        84    1.2   0.0   244   293   111   158   103   161 0.66 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 66691at50557         -            296    0.0079   14.4   1.1   3   3      0.67        48    2.0   0.0    19    84   217   280   207   286 0.60 -
58729at50557_103372_0:00194e|STRG.1262.1:152-1723|+   -            524 66691at50557         -            296    0.0084   14.3   0.3   1   2       2.2   1.6e+02    0.3   0.0   154   199   108   153    95   199 0.80 -
58729at50557_103372_0:00194e|STRG.1262.1:152-1723|+   -            524 66691at50557         -            296    0.0084   14.3   0.3   2   2   0.00077     0.055   11.6   0.0    22   101   241   317   223   337 0.85 -
11478at50557_34720_0:00246d|STRG.20385.2:121-3669|+   -           1183 66691at50557         -            296     0.011   14.0   0.4   1   1   0.00015     0.011   14.0   0.4    18   137    64   178    58   189 0.84 -
11478at50557_197043_0:0065a3|STRG.19557.1:371-796|+   -            142 66691at50557         -            296     0.014   13.6   0.1   1   1   0.00024     0.018   13.2   0.1    24    81    85   141    75   142 0.86 -
