#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68043at50557_34720_0:001307|STRG.4166.1:61-1737|+      -            559 68043at50557         -            302  2.4e-145  482.2   0.0   1   1  8.8e-147  8.3e-145  480.5   0.0     8   302   144   481   138   481 0.91 -
68043at50557_319348_0:001081|STRG.12039.4:3826-4935|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   1   2   1.8e-07   1.7e-05   23.0   0.0    18   136     2   139     1   185 0.73 -
68043at50557_319348_0:001081|STRG.12039.4:3826-4935|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   2   2     0.036       3.4    5.6   0.0   230   275   295   340   278   347 0.89 -
68043at50557_319348_0:001081|STRG.12039.5:3278-4387|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   1   2   1.8e-07   1.7e-05   23.0   0.0    18   136     2   139     1   185 0.73 -
68043at50557_319348_0:001081|STRG.12039.5:3278-4387|+  -            370 68043at50557         -            302   6.2e-08   31.0   0.1   2   2     0.036       3.4    5.6   0.0   230   275   295   340   278   347 0.89 -
68043at50557_286306_0:0022d4|STRG.11644.1:56-1162|+    -            369 68043at50557         -            302   3.2e-06   25.4   0.1   1   3     0.046       4.4    5.3   0.1    31    57     1    27     1   129 0.63 -
68043at50557_286306_0:0022d4|STRG.11644.1:56-1162|+    -            369 68043at50557         -            302   3.2e-06   25.4   0.1   2   3       1.5   1.4e+02    0.3   0.0    58    83   223   252   216   297 0.73 -
68043at50557_286306_0:0022d4|STRG.11644.1:56-1162|+    -            369 68043at50557         -            302   3.2e-06   25.4   0.1   3   3   3.2e-05     0.003   15.7   0.0   233   297   301   369   285   369 0.89 -
68043at50557_7200_0:000154|STRG.562.1:106-1251|+       -            382 68043at50557         -            302   0.00029   19.0   1.3   1   2   8.2e-05    0.0078   14.3   0.2    24   136     8   147     1   167 0.61 -
68043at50557_7200_0:000154|STRG.562.1:106-1251|+       -            382 68043at50557         -            302   0.00029   19.0   1.3   2   2      0.65        61    1.5   0.0   230   274   307   351   243   355 0.81 -
19244at50557_7536_0:001656|STRG.7790.1:738-1985|+      -            416 68043at50557         -            302    0.0028   15.8   0.1   1   2     0.089       8.4    4.3   0.1    34   137    36   157    24   171 0.64 -
19244at50557_7536_0:001656|STRG.7790.1:738-1985|+      -            416 68043at50557         -            302    0.0028   15.8   0.1   2   2    0.0033      0.31    9.0   0.0   231   298   326   397   306   400 0.83 -
4831at50557_168631_0:000351|STRG.9820.1:752-2209|+     -            486 68043at50557         -            302     0.023   12.8   0.1   1   1   0.00044     0.041   11.9   0.1   186   295   336   452   319   457 0.76 -
19244at50557_378494_0:0048b7|STRG.2984.3:659-1453|+    -            265 68043at50557         -            302     0.034   12.2   0.0   1   2    0.0023      0.21    9.6   0.1    33    97     2    66     1   138 0.69 -
19244at50557_378494_0:0048b7|STRG.2984.3:659-1453|+    -            265 68043at50557         -            302     0.034   12.2   0.0   2   2       2.7   2.6e+02   -0.5   0.0   193   246   202   256   193   260 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68043at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/68043at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68043at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:09:07 2024
# [ok]
