#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.16277.1:131-1669|+ -            513 72085at50557         -            399  9.2e-166  550.5   0.0   1   1  2.3e-167  1.8e-165  549.5   0.0     1   399    35   506    35   506 0.90 -
96248at50557_74873_0:000ac6|STRG.15525.1:0-1451|+    -            484 72085at50557         -            399   3.4e-18   64.6   0.0   1   2    0.0029      0.23    9.1   0.0     7   133    26   155    21   169 0.75 -
96248at50557_74873_0:000ac6|STRG.15525.1:0-1451|+    -            484 72085at50557         -            399   3.4e-18   64.6   0.0   2   2     1e-16   8.3e-15   53.4   0.0   220   384   285   463   244   474 0.80 -
72085at50557_64793_0:002c2e|STRG.16401.3:578-1138|+  -            187 72085at50557         -            399   3.4e-18   64.6   0.0   1   1     5e-20   3.9e-18   64.3   0.0   223   385     3   181     1   185 0.85 -
138762at50557_13249_0:0030f7|STRG.19473.1:104-1477|+ -            458 72085at50557         -            399   4.6e-18   64.1   0.0   1   2       3.7   2.9e+02   -1.1   0.0   124   156   155   187   108   198 0.67 -
138762at50557_13249_0:0030f7|STRG.19473.1:104-1477|+ -            458 72085at50557         -            399   4.6e-18   64.1   0.0   2   2   2.1e-19   1.7e-17   62.3   0.0   220   383   273   457   242   458 0.85 -
138762at50557_13249_0:0030f7|STRG.19473.2:305-1678|+ -            458 72085at50557         -            399   4.6e-18   64.1   0.0   1   2       3.7   2.9e+02   -1.1   0.0   124   156   155   187   108   198 0.67 -
138762at50557_13249_0:0030f7|STRG.19473.2:305-1678|+ -            458 72085at50557         -            399   4.6e-18   64.1   0.0   2   2   2.1e-19   1.7e-17   62.3   0.0   220   383   273   457   242   458 0.85 -
138762at50557_13249_0:0030f7|STRG.18573.1:174-1541|+ -            456 72085at50557         -            399   5.5e-18   63.9   0.1   1   2      0.82        65    1.1   0.0   122   156   139   173    56   178 0.81 -
138762at50557_13249_0:0030f7|STRG.18573.1:174-1541|+ -            456 72085at50557         -            399   5.5e-18   63.9   0.1   2   2   7.7e-19   6.1e-17   60.4   0.0   221   385   271   450   218   453 0.85 -
138762at50557_13249_0:0030f7|STRG.16401.1:142-1602|+ -            487 72085at50557         -            399   7.3e-18   63.5   0.0   1   1   1.7e-19   1.4e-17   62.6   0.0   217   386   268   453   235   461 0.83 -
138762at50557_13249_0:0030f7|STRG.16401.2:261-1721|+ -            487 72085at50557         -            399   7.3e-18   63.5   0.0   1   1   1.7e-19   1.4e-17   62.6   0.0   217   386   268   453   235   461 0.83 -
138762at50557_13249_0:0030f7|STRG.3327.1:85-1545|+   -            487 72085at50557         -            399     1e-17   63.0   0.1   1   2       9.6   7.6e+02   -2.4   0.1   185   276    81   174    51   179 0.63 -
138762at50557_13249_0:0030f7|STRG.3327.1:85-1545|+   -            487 72085at50557         -            399     1e-17   63.0   0.1   2   2   2.8e-19   2.2e-17   61.9   0.0   220   393   273   465   229   470 0.82 -
72085at50557_286306_0:003fb5|STRG.3699.1:126-929|+   -            268 72085at50557         -            399   1.1e-17   62.9   0.1   1   1   2.3e-19   1.8e-17   62.2   0.1   219   390    56   243    49   252 0.84 -
138762at50557_13249_0:0030f7|STRG.11334.1:327-1802|+ -            492 72085at50557         -            399   1.1e-17   62.9   0.1   1   3       2.1   1.7e+02   -0.3   0.0   115   160   149   193   133   204 0.74 -
138762at50557_13249_0:0030f7|STRG.11334.1:327-1802|+ -            492 72085at50557         -            399   1.1e-17   62.9   0.1   2   3       4.1   3.2e+02   -1.2   0.0   112   136   245   269   236   278 0.84 -
138762at50557_13249_0:0030f7|STRG.11334.1:327-1802|+ -            492 72085at50557         -            399   1.1e-17   62.9   0.1   3   3   2.5e-18     2e-16   58.7   0.0   230   386   288   460   274   474 0.83 -
138762at50557_13249_0:0030f7|STRG.11334.2:27-1502|+  -            492 72085at50557         -            399   1.1e-17   62.9   0.1   1   3       2.1   1.7e+02   -0.3   0.0   115   160   149   193   133   204 0.74 -
138762at50557_13249_0:0030f7|STRG.11334.2:27-1502|+  -            492 72085at50557         -            399   1.1e-17   62.9   0.1   2   3       4.1   3.2e+02   -1.2   0.0   112   136   245   269   236   278 0.84 -
138762at50557_13249_0:0030f7|STRG.11334.2:27-1502|+  -            492 72085at50557         -            399   1.1e-17   62.9   0.1   3   3   2.5e-18     2e-16   58.7   0.0   230   386   288   460   274   474 0.83 -
96248at50557_74873_0:000ac6|STRG.16743.1:291-1751|+  -            487 72085at50557         -            399   1.4e-17   62.5   0.1   1   2      0.14        11    3.6   0.0     7   128    21   145    15   161 0.72 -
96248at50557_74873_0:000ac6|STRG.16743.1:291-1751|+  -            487 72085at50557         -            399   1.4e-17   62.5   0.1   2   2   9.3e-18   7.3e-16   56.9   0.0   228   384   286   456   265   458 0.83 -
138762at50557_13249_0:0030f7|STRG.6957.1:443-1813|+  -            457 72085at50557         -            399   1.6e-17   62.3   0.0   1   1   1.4e-18   1.1e-16   59.6   0.0   227   385   283   456   130   457 0.75 -
138762at50557_13249_0:0030f7|STRG.6957.2:586-1956|+  -            457 72085at50557         -            399   1.6e-17   62.3   0.0   1   1   1.4e-18   1.1e-16   59.6   0.0   227   385   283   456   130   457 0.75 -
138762at50557_13249_0:0030f7|STRG.6957.3:247-1617|+  -            457 72085at50557         -            399   1.6e-17   62.3   0.0   1   1   1.4e-18   1.1e-16   59.6   0.0   227   385   283   456   130   457 0.75 -
138762at50557_13249_0:0030f7|STRG.6957.4:241-1611|+  -            457 72085at50557         -            399   1.6e-17   62.3   0.0   1   1   1.4e-18   1.1e-16   59.6   0.0   227   385   283   456   130   457 0.75 -
138762at50557_13249_0:0030f7|STRG.1318.1:255-1481|+  -            409 72085at50557         -            399   2.5e-17   61.7   0.0   1   2      0.94        74    0.9   0.0   121   157    77   113    64   127 0.82 -
138762at50557_13249_0:0030f7|STRG.1318.1:255-1481|+  -            409 72085at50557         -            399   2.5e-17   61.7   0.0   2   2   3.5e-18   2.8e-16   58.3   0.0   220   380   197   375   178   383 0.84 -
94143at50557_286706_0:002f5f|STRG.5377.3:190-1650|+  -            379 72085at50557         -            399   3.6e-17   61.2   0.0   1   2     0.033       2.6    5.7   0.0   118   193    43   115     3   164 0.82 -
94143at50557_286706_0:002f5f|STRG.5377.3:190-1650|+  -            379 72085at50557         -            399   3.6e-17   61.2   0.0   2   2   9.7e-17   7.6e-15   53.5   0.0   220   385   186   364   180   372 0.79 -
138762at50557_13249_0:0030f7|STRG.1318.2:152-1567|+  -            472 72085at50557         -            399   3.9e-17   61.1   0.0   1   2       1.1        90    0.6   0.0   121   157   140   176   127   190 0.82 -
138762at50557_13249_0:0030f7|STRG.1318.2:152-1567|+  -            472 72085at50557         -            399   3.9e-17   61.1   0.0   2   2   4.9e-18   3.9e-16   57.8   0.0   220   380   260   438   241   446 0.84 -
138762at50557_13249_0:0030f7|STRG.16403.1:177-1646|+ -            490 72085at50557         -            399   5.8e-17   60.5   0.0   1   1   1.4e-18   1.1e-16   59.6   0.0   217   386   271   456   235   464 0.85 -
138762at50557_13249_0:0030f7|STRG.19465.1:190-1575|+ -            462 72085at50557         -            399   7.6e-17   60.1   0.0   1   2       2.3   1.8e+02   -0.4   0.0   101   157   141   198    79   232 0.74 -
138762at50557_13249_0:0030f7|STRG.19465.1:190-1575|+ -            462 72085at50557         -            399   7.6e-17   60.1   0.0   2   2   4.8e-18   3.8e-16   57.8   0.0   221   378   284   461   279   462 0.83 -
138762at50557_13249_0:0030f7|STRG.3329.1:216-1673|+  -            486 72085at50557         -            399   1.3e-16   59.4   0.0   1   1   3.4e-18   2.7e-16   58.3   0.0   186   393   234   463   197   468 0.74 -
96248at50557_74873_0:000ac6|STRG.16742.2:130-1542|+  -            471 72085at50557         -            399     6e-16   57.2   0.0   1   2       0.1       8.1    4.0   0.0     7   149     7   153     1   160 0.53 -
96248at50557_74873_0:000ac6|STRG.16742.2:130-1542|+  -            471 72085at50557         -            399     6e-16   57.2   0.0   2   2   5.3e-16   4.2e-14   51.1   0.0   222   394   258   444   207   446 0.81 -
96248at50557_74873_0:000ac6|STRG.16742.1:130-1563|+  -            478 72085at50557         -            399   6.3e-16   57.1   0.0   1   2      0.11       8.3    4.0   0.0     7   149     7   153     1   160 0.53 -
96248at50557_74873_0:000ac6|STRG.16742.1:130-1563|+  -            478 72085at50557         -            399   6.3e-16   57.1   0.0   2   2   5.5e-16   4.4e-14   51.0   0.0   222   394   265   451   214   453 0.81 -
28429at50557_568069_0:004765|STRG.4200.1:56-1735|+   -            560 72085at50557         -            399   6.5e-16   57.0   0.1   1   3      0.11         9    3.9   0.0     7    66    25    87    20   129 0.80 -
28429at50557_568069_0:004765|STRG.4200.1:56-1735|+   -            560 72085at50557         -            399   6.5e-16   57.0   0.1   2   3      0.92        72    0.9   0.1   260   339   144   225   138   235 0.86 -
28429at50557_568069_0:004765|STRG.4200.1:56-1735|+   -            560 72085at50557         -            399   6.5e-16   57.0   0.1   3   3   3.8e-15     3e-13   48.3   0.0   162   385   301   536   271   544 0.78 -
138762at50557_13249_0:0030f7|STRG.1320.1:130-1545|-  -            472 72085at50557         -            399   6.6e-16   57.0   0.0   1   2     0.088       6.9    4.3   0.0   113   157   132   176   118   193 0.90 -
138762at50557_13249_0:0030f7|STRG.1320.1:130-1545|-  -            472 72085at50557         -            399   6.6e-16   57.0   0.0   2   2   8.7e-16   6.9e-14   50.4   0.0   220   380   260   438   242   446 0.83 -
96248at50557_74873_0:000ac6|STRG.12621.1:127-1584|+  -            486 72085at50557         -            399   8.1e-16   56.7   0.0   1   2       0.2        16    3.1   0.0     5    65    27    85    23   140 0.75 -
96248at50557_74873_0:000ac6|STRG.12621.1:127-1584|+  -            486 72085at50557         -            399   8.1e-16   56.7   0.0   2   2   3.9e-16   3.1e-14   51.5   0.0   227   381   286   453   273   460 0.81 -
138762at50557_13249_0:0030f7|STRG.7283.1:153-1574|+  -            474 72085at50557         -            399     1e-15   56.4   0.0   1   1   1.7e-16   1.4e-14   52.7   0.0   116   382   137   442    99   446 0.73 -
138762at50557_13249_0:0030f7|STRG.1322.1:583-2046|+  -            488 72085at50557         -            399   2.8e-15   54.9   0.0   1   1   5.6e-16   4.4e-14   51.0   0.0   129   385   150   446   128   454 0.65 -
72085at50557_7213_0:002045|STRG.12621.2:949-1728|+   -            260 72085at50557         -            399   4.8e-15   54.2   0.0   1   1   7.9e-17   6.3e-15   53.8   0.0   227   381    66   233    52   240 0.81 -
72085at50557_7213_0:002045|STRG.12621.3:537-1316|+   -            260 72085at50557         -            399   4.8e-15   54.2   0.0   1   1   7.9e-17   6.3e-15   53.8   0.0   227   381    66   233    52   240 0.81 -
138762at50557_13249_0:0030f7|STRG.7284.1:388-1812|+  -            475 72085at50557         -            399   5.2e-15   54.1   0.0   1   1   3.3e-16   2.6e-14   51.8   0.0   119   383   140   444   118   452 0.73 -
72085at50557_6973_0:005085|STRG.13782.2:446-817|+    -            124 72085at50557         -            399   5.3e-15   54.0   0.0   1   1   7.5e-17   5.9e-15   53.9   0.0   264   364    14   123     2   124 0.82 -
96248at50557_74873_0:000ac6|STRG.10138.1:136-1611|+  -            492 72085at50557         -            399   6.9e-15   53.7   0.0   1   2    0.0053      0.42    8.3   0.1     7   132    19   144    13   152 0.78 -
96248at50557_74873_0:000ac6|STRG.10138.1:136-1611|+  -            492 72085at50557         -            399   6.9e-15   53.7   0.0   2   2   1.1e-13   8.6e-12   43.5   0.0   254   384   321   461   248   465 0.77 -
138762at50557_13249_0:0030f7|STRG.3326.1:22-1401|+   -            460 72085at50557         -            399   5.2e-14   50.8   0.0   1   1   1.3e-15     1e-13   49.8   0.0   197   387   245   457   194   460 0.73 -
96248at50557_74873_0:000ac6|STRG.12868.1:546-1871|+  -            442 72085at50557         -            399   2.1e-10   38.9   0.0   1   2      0.52        41    1.7   0.0     7    44    14    44     9    72 0.80 -
96248at50557_74873_0:000ac6|STRG.12868.1:546-1871|+  -            442 72085at50557         -            399   2.1e-10   38.9   0.0   2   2   4.2e-11   3.3e-09   34.9   0.0   274   369   327   427   304   442 0.78 -
138762at50557_13249_0:0030f7|STRG.5377.6:106-1380|+  -            425 72085at50557         -            399   1.7e-09   35.9   0.2   1   2     0.029       2.3    5.9   0.0   118   193   147   219   101   268 0.75 -
138762at50557_13249_0:0030f7|STRG.5377.6:106-1380|+  -            425 72085at50557         -            399   1.7e-09   35.9   0.2   2   2   5.7e-09   4.5e-07   27.9   0.0   330   385   336   397   318   405 0.84 -
72085at50557_456900_0:0000eb|STRG.2410.1:0-329|+     -            110 72085at50557         -            399   4.2e-09   34.6   0.0   1   1     6e-11   4.8e-09   34.4   0.0   310   386     2    85     1    94 0.75 -
94143at50557_319348_0:0009e2|STRG.5377.4:1801-2160|+ -            120 72085at50557         -            399     3e-08   31.8   0.0   1   1   4.2e-10   3.3e-08   31.7   0.0   330   385    45   106    25   115 0.84 -
72085at50557_91411_0:002418|STRG.14841.1:151-1212|+  -            354 72085at50557         -            399   1.4e-06   26.3   0.1   1   2      0.13        10    3.7   0.1    51   105    41    92     1   207 0.78 -
72085at50557_91411_0:002418|STRG.14841.1:151-1212|+  -            354 72085at50557         -            399   1.4e-06   26.3   0.1   2   2   9.1e-07   7.2e-05   20.7   0.0   233   306   273   353   247   354 0.81 -
138762at50557_13249_0:0030f7|STRG.5377.4:722-1831|+  -            370 72085at50557         -            399   1.5e-06   26.2   0.4   1   2     0.023       1.8    6.2   0.1   118   193   147   219   101   267 0.75 -
138762at50557_13249_0:0030f7|STRG.5377.4:722-1831|+  -            370 72085at50557         -            399   1.5e-06   26.2   0.4   2   2   5.6e-06   0.00045   18.1   0.0   220   291   290   366   284   368 0.80 -
72085at50557_224129_0:0015e5|STRG.16404.1:8-373|+    -            122 72085at50557         -            399   2.4e-06   25.6   0.0   1   1   3.3e-08   2.6e-06   25.4   0.0   274   384     3   122     1   122 0.75 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/72085at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:09:21 2024
# [ok]
